OccupancyDateTime,PaidOccupancy,BlockfaceName,SideOfStreet,SourceElementKey,ParkingTimeLimitCategory,ParkingSpaceCount,PaidParkingArea,PaidParkingSubArea,ParkingCategory,Location
12/10/2020 09:04:00 AM,1,VIRGINIA ST BETWEEN 2ND AVE AND 3RD AVE,NW,35909,120,3,Belltown,South,Paid Parking,POINT (-122.34137469 47.61214183)
12/10/2020 08:03:00 AM,2,TERRY AVE N BETWEEN JOHN ST AND THOMAS ST,W,13105,120,7,South Lake Union,South,Paid Parking,POINT (-122.33727531 47.62027821)
12/10/2020 08:17:00 AM,2,CLAY ST BETWEEN ELLIOTT AVE AND WESTERN AVE,NW,77569,240,9,Belltown,North,Paid Parking,POINT (-122.35290183 47.61542497)
12/10/2020 08:22:00 AM,1,NE 41ST ST BETWEEN 11TH AVE NE AND 12TH AVE NE,N,39329,240,6,University District,Edge,Paid Parking,POINT (-122.31611873 47.65693475)
12/10/2020 11:50:00 AM,1,1ST AVE BETWEEN BATTERY ST AND WALL ST,SW,1025,240,3,Belltown,North,Paid Parking,POINT (-122.34838555 47.61437332)
12/10/2020 09:13:00 AM,2,UNIVERSITY ST BETWEEN ALASKAN E RDWY WAY AND WESTERN AVE,SE,58490,120,3,Commercial Core,Waterfront,Paid Parking,POINT (-122.33961645 47.60618296)
12/10/2020 08:38:00 AM,2,WARREN AVE N BETWEEN MERCER ST AND ROY ST,E,36014,240,2,Uptown,Edge,Paid Parking,POINT (-122.35401396 47.62499475)
12/10/2020 04:16:00 PM,1,VALLEY ST BETWEEN MINOR AVE N AND YALE AVE N,S,35890,600,9,South Lake Union,North,Paid Parking,POINT (-122.33166834 47.62591864)
12/10/2020 08:33:00 AM,1,ALASKAN WAY BETWEEN XW BELL ST AND WALL ST,NE,54010,240,9,Belltown,North,Paid Parking,POINT (-122.34987647 47.61220724)
12/10/2020 08:07:00 AM,2,POST AVE BETWEEN YESLER WAY AND COLUMBIA ST,SW,12237,120,8,Pioneer Square,Edge,Paid Parking,POINT (-122.3350486 47.60242211)
12/10/2020 11:19:00 AM,2,CLAY ST BETWEEN ELLIOTT AVE AND WESTERN AVE,NW,77569,240,9,Belltown,North,Paid Parking,POINT (-122.35290183 47.61542497)
12/10/2020 10:07:00 AM,12,ALOHA ST BETWEEN 8TH AVE N AND 9TH AVE N,N,31593,600,15,South Lake Union,North,Paid Parking,POINT (-122.34036244 47.62720712)
12/10/2020 09:29:00 AM,1,MARION ST BETWEEN 9TH AVE AND TERRY AVE,NW,11669,120,7,First Hill,,Paid Parking,POINT (-122.32616272 47.60797179)
12/10/2020 08:20:00 AM,1,3RD AVE BETWEEN LENORA ST AND BLANCHARD ST,SW,49649,120,10,Belltown,South,Paid Parking,POINT (-122.34292292 47.61348569)
12/10/2020 09:10:00 AM,1,E PIKE ST BETWEEN BOYLSTON AVE AND HARVARD AVE,S,37134,120,8,Pike-Pine,,Paid Parking,POINT (-122.32276436 47.61399996)
12/10/2020 08:39:00 AM,3,ROOSEVELT WAY NE BETWEEN NE 66TH ST AND NE 67TH ST,W,12601,240,8,Roosevelt,,Paid Parking,POINT (-122.31746344 47.6769156)
12/10/2020 09:34:00 AM,1,22ND AVE NW BETWEEN NW MARKET ST AND NW 56TH ST,W,3341,120,6,Ballard,Core,Paid Parking,POINT (-122.38484953 47.66908694)
12/10/2020 02:53:00 PM,3,6TH AVE N BETWEEN DENNY WAY AND JOHN ST,E,53134,600,7,Uptown Triangle,,Paid Parking,POINT (-122.34486439 47.61916578)
12/10/2020 08:19:00 AM,4,BROOKLYN AVE NE BETWEEN NE 42ND ST AND NE 43RD ST,W,77389,120,10,University District,Core,Paid Parking,POINT (-122.31442982 47.65904109)
12/10/2020 11:41:00 AM,1,NE 43RD ST BETWEEN ROOSEVELT N WAY NE AND 11TH AVE NE,S,16954,240,2,University District,Edge,Paid Parking,POINT (-122.31718069 47.65978853)
12/10/2020 08:44:00 AM,1,S MAIN ST BETWEEN 1ST AVE S AND 2ND AVE S,N,65805,120,4,Pioneer Square,Core,Paid Parking,POINT (-122.33287494 47.60011123)
12/10/2020 08:01:00 AM,1,LEARY AVE NW BETWEEN NW VERNON PL AND NW MARKET ST,SW,56653,120,11,Ballard,Core,Paid Parking,POINT (-122.38355354 47.66773569)
12/10/2020 08:54:00 AM,5,QUEEN ANNE AVE N BETWEEN THOMAS ST AND HARRISON ST,W,80277,240,9,Uptown,Edge,Paid Parking,POINT (-122.35681515 47.62150584)
12/10/2020 08:11:00 AM,1,PIKE ST BETWEEN 4TH AVE AND 5TH AVE,SE,34838,120,1,Commercial Core,Retail,Paid Parking,POINT (-122.33607667 47.61039683)
12/10/2020 09:45:00 AM,5,TAYLOR AVE N BETWEEN DENNY WAY AND JOHN ST,W,35693,600,7,Uptown Triangle,,Paid Parking,POINT (-122.34644101 47.61914667)
12/10/2020 08:52:00 AM,2,WESTERN AVE BETWEEN WALL ST AND VINE ST,SW,36113,240,7,Belltown,North,Paid Parking,POINT (-122.35013221 47.61425874)
12/10/2020 09:50:00 AM,1,S WASHINGTON ST BETWEEN OCCIDENTAL AVE S AND 2ND AVE S,S,89526,120,6,Pioneer Square,Core,Paid Parking,POINT (-122.33232649 47.60081755)
12/10/2020 08:24:00 AM,3,NE 41ST ST BETWEEN 12TH AVE NE AND BROOKLYN AVE NE,S,39334,120,7,University District,Core,Paid Parking,POINT (-122.31499025 47.65679087)
12/10/2020 10:06:00 AM,1,CEDAR ST BETWEEN 2ND AVE AND 3RD AVE,NW,54953,240,7,Belltown,North,Paid Parking,POINT (-122.34942031 47.61685194)
12/10/2020 08:01:00 AM,4,OLIVE WAY BETWEEN 7TH AVE AND HOWELL ST,NW,80021,120,5,Commercial Core,Retail,Paid Parking,POINT (-122.3346818 47.61387948)
12/10/2020 08:55:00 AM,1,CHERRY ST BETWEEN 9TH AVE AND TERRY AVE,SE,77558,120,12,First Hill,,Restricted Parking Zone,POINT (-122.32478402 47.60646959)
12/10/2020 08:22:00 AM,2,TERRY AVE N BETWEEN JOHN ST AND THOMAS ST,W,13105,120,7,South Lake Union,South,Paid Parking,POINT (-122.33727531 47.62027821)
12/10/2020 08:31:00 AM,1,S MAIN ST BETWEEN 6TH AVE S AND MAYNARD AVE S,S,88774,120,8,Chinatown/ID,Edge,Paid Parking,POINT (-122.32567868 47.59996247)
12/10/2020 08:34:00 AM,2,3RD AVE BETWEEN BATTERY ST AND WALL ST,NE,49658,240,7,Belltown,North,Paid Parking,POINT (-122.34649132 47.61581407)
12/10/2020 09:10:00 AM,1,E PIKE ST BETWEEN BROADWAY AND 10TH AVE,N,37137,120,7,Pike-Pine,,Paid Parking,POINT (-122.32006021 47.61415756)
12/10/2020 11:45:00 AM,2,JOHN ST BETWEEN 5TH AVE N AND TAYLOR AVE N,N,33741,240,4,Uptown Triangle,,Paid Parking,POINT (-122.34695788 47.61980828)
12/10/2020 08:18:00 AM,12,ALOHA ST BETWEEN 8TH AVE N AND 9TH AVE N,N,31593,600,15,South Lake Union,North,Paid Parking,POINT (-122.34036244 47.62720712)
12/10/2020 10:15:00 AM,12,ALOHA ST BETWEEN 8TH AVE N AND 9TH AVE N,N,31593,600,15,South Lake Union,North,Paid Parking,POINT (-122.34036244 47.62720712)
12/10/2020 08:13:00 AM,1,ELLIOTT AVE BETWEEN VINE ST AND CEDAR ST,NE,10218,240,8,Belltown,North,Paid Parking,POINT (-122.35179456 47.6142435)
12/10/2020 09:07:00 AM,1,VINE ST BETWEEN 5TH AVE AND DENNY WAY,NW,13297,240,3,Belltown,North,Paid Parking,POINT (-122.34589435 47.61829176)
12/10/2020 09:16:00 AM,1,MAYNARD AVE S BETWEEN S KING ST AND S WELLER ST,W,79677,120,5,Chinatown/ID,Core,Paid Parking,POINT (-122.32516176 47.5979094)
12/10/2020 08:40:00 AM,1,BELL ST BETWEEN WESTERN AVE AND 1ST AVE,SE,9278,120,5,Belltown,South,Paid Parking,POINT (-122.34684189 47.61302495)
12/10/2020 08:15:00 AM,2,3RD AVE BETWEEN BATTERY ST AND WALL ST,NE,49658,240,7,Belltown,North,Paid Parking,POINT (-122.34649132 47.61581407)
12/10/2020 09:05:00 AM,1,4TH AVE BETWEEN STEWART ST AND VIRGINIA ST,SW,51485,120,6,Belltown,South,Paid Parking,POINT (-122.33945509 47.61261182)
12/10/2020 08:10:00 AM,1,WESTERN AVE BETWEEN BAY ST AND QUEEN ANNE AVE,NE,13526,240,4,Belltown,North,Paid Parking,POINT (-122.35633431 47.61810239)
12/10/2020 09:24:00 AM,1,1ST AVE BETWEEN WALL ST AND VINE ST,SW,24045,240,5,Belltown,North,Paid Parking,POINT (-122.34930579 47.6149284)
12/10/2020 08:31:00 AM,1,BOYLSTON AVE BETWEEN SPRING ST AND SENECA ST,SW,77313,120,11,First Hill,,Paid Parking,POINT (-122.32285409 47.61177526)
12/10/2020 08:37:00 AM,6,4TH AVE BETWEEN BATTERY ST AND WALL ST,NE,74034,240,9,Belltown,North,Paid Parking,POINT (-122.34561889 47.61648112)
12/10/2020 08:26:00 AM,3,MERCER NR ST BETWEEN WESTLAKE AVE N AND TERRY AVE N,N,130799,600,6,South Lake Union,South,Paid Parking,POINT (-122.33777132 47.6247452)
12/10/2020 08:46:00 AM,2,S KING ST BETWEEN 1ST AVE S AND OCCIDENTAL W AVE S,S,43054,120,6,Pioneer Square,Edge,Paid Parking,POINT (-122.3337043 47.59822243)
12/10/2020 08:27:00 AM,2,OCCIDENTAL AVE S BETWEEN S KING W ST AND RAILROAD WAY S,W,80001,120,7,Pioneer Square,Edge,Paid Parking,POINT (-122.33338994 47.59675354)
12/10/2020 08:24:00 AM,1,BAY ST BETWEEN WESTERN AVE AND 1ST AVE,SE,9158,240,7,Belltown,North,Paid Parking,POINT (-122.35548849 47.61806756)
12/10/2020 08:10:00 AM,3,SENECA ST BETWEEN 3RD AVE AND 4TH AVE,NW,35421,120,3,Commercial Core,Retail,Paid Parking,POINT (-122.33481891 47.60734541)
12/10/2020 08:07:00 AM,4,NE 47TH ST BETWEEN ROOSEVELT WAY NE AND 11TH AVE NE,N,62093,240,6,University District,Edge,Paid Parking,POINT (-122.31689232 47.66317097)
12/10/2020 09:54:00 AM,1,FAIRVIEW AVE N BETWEEN DENNY WAY AND JOHN ST,E,33142,120,3,South Lake Union,South,Paid Parking,POINT (-122.33419318 47.61911853)
12/10/2020 08:06:00 AM,3,NE 41ST ST BETWEEN UNIVERSITY WAY NE AND 15TH AVE NE,N,39337,120,4,University District,Core,Paid Parking,POINT (-122.31264593 47.65688956)
12/10/2020 08:19:00 AM,1,JAMES ST BETWEEN YESLER WAY AND 2ND AVE,SE,11106,120,9,Pioneer Square,Core,Paid Parking,POINT (-122.33299949 47.60202939)
12/10/2020 09:44:00 AM,3,NE 43RD ST BETWEEN ROOSEVELT N WAY NE AND 11TH AVE NE,N,16953,240,5,University District,Edge,Paid Parking,POINT (-122.31717777 47.65989817)
12/10/2020 08:27:00 AM,2,YESLER WAY BETWEEN JAMES ST AND OCCIDENTAL AVE S,S,59058,120,7,Pioneer Square,Core,Paid Parking,POINT (-122.33344092 47.60165556)
12/10/2020 08:35:00 AM,3,MERCER SR ST BETWEEN 8TH AVE N AND 9TH AVE N,S,34386,600,4,South Lake Union,South,Paid Parking,POINT (-122.34041685 47.62445789)
12/10/2020 01:51:00 PM,6,THOMAS ST BETWEEN BOREN AVE N AND FAIRVIEW AVE N,S,13138,600,10,South Lake Union,South,Paid Parking,POINT (-122.33510817 47.62078405)
12/10/2020 08:31:00 AM,1,9TH AVE BETWEEN 9TH AV I5 EXPRESS ON RP AND PINE ST,NE,123943,120,10,Commercial Core,Retail,Paid Parking,POINT (-122.33161264 47.6131628)
12/10/2020 10:00:00 AM,2,TERRY AVE BETWEEN LENORA ST AND DENNY WAY,SW,81113,240,2,Denny Triangle,North,Paid Parking,POINT (-122.33683011 47.61814223)
12/10/2020 08:32:00 AM,2,1ST AVE W BETWEEN W THOMAS ST AND W HARRISON ST,W,1277,240,9,Uptown,Edge,Paid Parking,POINT (-122.35811282 47.62153011)
12/10/2020 09:00:00 AM,1,COLUMBIA ST BETWEEN 8TH AVE AND 9TH AVE,SE,32554,120,9,First Hill,,Paid Parking,POINT (-122.32659016 47.606704)
12/10/2020 09:07:00 AM,1,JOHN ST BETWEEN 7TH NB AVE N AND DEXTER AVE N,S,56350,600,4,South Lake Union,South,Paid Parking,POINT (-122.34299759 47.61964815)
12/10/2020 08:22:00 AM,1,ELLIOTT AVE BETWEEN BATTERY ST AND WALL ST,NE,10214,240,7,Belltown,North,Paid Parking,POINT (-122.3499266 47.61312816)
12/10/2020 05:25:00 PM,1,ALOHA ST BETWEEN 8TH AVE N AND 9TH AVE N,N,31593,600,15,South Lake Union,North,Paid Parking,POINT (-122.34036244 47.62720712)
12/10/2020 08:55:00 AM,3,9TH AVE BETWEEN VIRGINIA ST AND LENORA ST,NE,53806,240,6,Denny Triangle,North,Paid Parking,POINT (-122.33632144 47.61680818)
12/10/2020 09:06:00 AM,1,SUMMIT AVE BETWEEN E PIKE ST AND E PINE ST,W,80949,120,8,Pike-Pine,,Paid Parking,POINT (-122.32561509 47.61467907)
12/10/2020 08:45:00 AM,1,MERCER ST BETWEEN MINOR AVE N AND PONTIUS AVE N,N,79785,120,4,South Lake Union,South,Restricted Parking Zone,POINT (-122.33239874 47.62431963)
12/10/2020 08:04:00 AM,6,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,W,1433,240,26,University District,Edge,Paid Parking,POINT (-122.31642786 47.66400789)
12/10/2020 09:33:00 AM,6,FAIRVIEW AVE N BETWEEN THOMAS ST AND HARRISON ST,E,55638,600,10,South Lake Union,South,Paid Parking,POINT (-122.33418976 47.62139099)
12/10/2020 08:19:00 AM,2,NE 40TH ST BETWEEN UNIVERSITY WAY NE AND 15TH AVE NE,N,39293,120,5,University District,Core,Paid Parking,POINT (-122.31272946 47.65540467)
12/10/2020 08:12:00 AM,2,WESTERN AVE BETWEEN CLAY ST AND BROAD ST,SW,58813,240,6,Belltown,North,Paid Parking,POINT (-122.35292896 47.6159119)
12/10/2020 09:12:00 AM,6,PONTIUS AVE N BETWEEN JOHN E ST AND THOMAS ST,W,34877,600,9,South Lake Union,South,Paid Parking,POINT (-122.33180157 47.62024096)
12/10/2020 08:01:00 AM,3,SENECA ST BETWEEN 1ST AVE AND 2ND AVE,SE,58078,120,3,Commercial Core,Retail,Paid Parking,POINT (-122.33693505 47.6063023)
12/10/2020 08:54:00 AM,1,8TH AVE BETWEEN BELL ST AND DENNY WAY,NE,8398,,3,Denny Triangle,North,Paid Parking,POINT (-122.34078339 47.61830749)
12/10/2020 08:59:00 AM,1,S MAIN ST BETWEEN 6TH AVE S AND MAYNARD AVE S,S,88774,120,8,Chinatown/ID,Edge,Paid Parking,POINT (-122.32567868 47.59996247)
12/10/2020 08:03:00 AM,2,TERRACE ST BETWEEN YESLER WAY AND 5TH AVE,NW,58393,120,7,Commercial Core,Financial,Paid Parking,POINT (-122.32859988 47.60204002)
12/10/2020 09:26:00 AM,3,NE 43RD ST BETWEEN ROOSEVELT N WAY NE AND 11TH AVE NE,N,16953,240,5,University District,Edge,Paid Parking,POINT (-122.31717777 47.65989817)
12/10/2020 02:47:00 PM,3,FAIRVIEW AVE N BETWEEN THOMAS ST AND HARRISON ST,E,55638,600,10,South Lake Union,South,Paid Parking,POINT (-122.33418976 47.62139099)
12/10/2020 08:58:00 AM,5,EAGLE ST BETWEEN WESTERN AVE AND 1ST AVE,SE,55430,240,6,Belltown,North,Paid Parking,POINT (-122.35419616 47.61731632)
12/10/2020 03:09:00 PM,2,THOMAS ST BETWEEN TERRY AVE N AND BOREN AVE N,S,58450,600,7,South Lake Union,South,Paid Parking,POINT (-122.33650374 47.62078412)
12/10/2020 09:38:00 AM,1,DEXTER AVE N BETWEEN WARD ST AND PROSPECT ST,W,77985,120,6,South Lake Union,North,Paid Parking,POINT (-122.34242449 47.62844616)
12/10/2020 08:28:00 AM,2,W HARRISON ST BETWEEN QUEEN ANNE AVE N AND 1ST AVE W,N,91545,240,8,Uptown,Edge,Paid Parking,POINT (-122.35737567 47.62216568)
12/10/2020 11:03:00 AM,1,LENORA ST BETWEEN TERRY AVE AND BOREN AVE,NW,33993,240,7,Denny Triangle,North,Paid Parking,POINT (-122.33584596 47.61819376)
12/10/2020 08:05:00 AM,7,MINOR AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,E,34510,600,11,South Lake Union,South,Paid Parking,POINT (-122.33288283 47.62251773)
12/10/2020 08:00:00 AM,2,JOHN ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,N,79029,120,7,South Lake Union,South,Restricted Parking Zone,POINT (-122.33362811 47.61973194)
12/10/2020 08:33:00 AM,2,WESTERN AVE BETWEEN WALL ST AND VINE ST,SW,36113,240,7,Belltown,North,Paid Parking,POINT (-122.35013221 47.61425874)
12/10/2020 10:57:00 AM,2,VINE ST BETWEEN 5TH AVE AND DENNY WAY,SE,13298,240,6,Belltown,North,Paid Parking,POINT (-122.34572231 47.61819148)
12/10/2020 09:22:00 AM,2,LENORA ST BETWEEN 2ND AVE AND 3RD AVE,SE,79354,120,6,Belltown,South,Paid Parking,POINT (-122.34256616 47.61278643)
12/10/2020 09:15:00 AM,1,VINE ST BETWEEN 5TH AVE AND DENNY WAY,NW,13297,240,3,Belltown,North,Paid Parking,POINT (-122.34589435 47.61829176)
12/10/2020 08:12:00 AM,6,6TH AVE BETWEEN OLIVE WAY AND STEWART ST,NE,30702,120,4,Denny Triangle,South,Paid Parking,POINT (-122.33655818 47.61340849)
12/10/2020 08:49:00 AM,1,S WASHINGTON ST BETWEEN OCCIDENTAL AVE S AND 2ND AVE S,S,89526,120,6,Pioneer Square,Core,Paid Parking,POINT (-122.33232649 47.60081755)
12/10/2020 08:15:00 AM,2,CEDAR ST BETWEEN 2ND AVE AND 3RD AVE,SE,54954,240,5,Belltown,North,Paid Parking,POINT (-122.34924775 47.61673547)
12/10/2020 08:32:00 AM,1,11TH AVE BETWEEN E PINE ST AND E OLIVE ST,W,24409,240,24,Capitol Hill,South,Paid Parking,POINT (-122.31827889 47.61587315)
12/10/2020 11:55:00 AM,3,8TH AVE BETWEEN WESTLAKE AVE AND BLANCHARD ST,NE,31062,240,4,Denny Triangle,North,Paid Parking,POINT (-122.33869955 47.61706453)
12/10/2020 08:08:00 AM,12,ALOHA ST BETWEEN 8TH AVE N AND 9TH AVE N,N,31593,600,15,South Lake Union,North,Paid Parking,POINT (-122.34036244 47.62720712)
12/10/2020 08:49:00 AM,4,S JACKSON ST BETWEEN ALASKAN E RDWY WAY S AND 1ST AVE S,S,65546,120,11,Pioneer Square,Edge,Paid Parking,POINT (-122.33483627 47.59913739)
12/10/2020 09:22:00 AM,10,MINOR AVE N BETWEEN THOMAS ST AND HARRISON ST,W,34505,600,13,South Lake Union,South,Paid Parking,POINT (-122.33309119 47.62139739)
12/10/2020 09:07:00 AM,1,VINE ST BETWEEN ALASKAN WAY AND ELLIOTT AVE,SE,58610,240,4,Belltown,North,Paid Parking,POINT (-122.35167048 47.6136009)
12/10/2020 08:24:00 AM,1,S WELLER ST BETWEEN 5TH AVE S AND 6TH AVE S,S,43942,120,5,Chinatown/ID,Edge,Paid Parking,POINT (-122.32699509 47.59744736)
12/10/2020 09:05:00 AM,1,4TH AVE BETWEEN CEDAR ST AND CLAY ST,SW,28961,240,6,Belltown,North,Paid Parking,POINT (-122.34857311 47.61800903)
12/10/2020 08:32:00 AM,2,SENECA ST BETWEEN BOREN AVE AND MINOR AVE,SE,58086,120,4,First Hill,,Paid Parking,POINT (-122.32580847 47.61096366)
12/10/2020 08:22:00 AM,4,2ND AVE BETWEEN BROAD ST AND 2ND WR AVE,NE,2790,240,5,Belltown,North,Paid Parking,POINT (-122.35215625 47.61798731)
12/10/2020 08:10:00 AM,4,1ST AVE BETWEEN SENECA ST AND UNIVERSITY ST,SW,1013,120,4,Commercial Core,Retail,Paid Parking,POINT (-122.33798252 47.60642352)
12/10/2020 08:03:00 AM,3,2ND AVE BETWEEN WALL ST AND VINE ST,SW,2781,240,8,Belltown,North,Paid Parking,POINT (-122.3484389 47.61558515)
12/10/2020 08:12:00 AM,3,4TH AVE BETWEEN VIRGINIA ST AND LENORA ST,NE,74026,120,6,Belltown,South,Paid Parking,POINT (-122.34061135 47.61350649)
12/10/2020 02:46:00 PM,3,6TH AVE N BETWEEN DENNY WAY AND JOHN ST,W,53133,600,11,Uptown Triangle,,Paid Parking,POINT (-122.34514822 47.61915885)
12/10/2020 08:13:00 AM,2,SPRING ST BETWEEN BOYLSTON AVE AND HARVARD AVE,SE,35506,120,6,First Hill,,Paid Parking,POINT (-122.3218643 47.61163295)
12/10/2020 08:50:00 AM,1,11TH AVE BETWEEN E PIKE ST AND E PINE ST,W,24405,120,12,Pike-Pine,,Paid Parking,POINT (-122.31826395 47.61468863)
12/10/2020 08:04:00 AM,1,THOMAS ST BETWEEN TAYLOR AVE N AND 6TH AVE N,N,13129,600,10,Uptown Triangle,,Paid Parking,POINT (-122.34566972 47.62096628)
12/10/2020 08:02:00 AM,6,5TH AVE BETWEEN BATTERY ST AND WALL ST,SW,30101,240,8,Belltown,North,Paid Parking,POINT (-122.3449076 47.61702946)
12/10/2020 08:45:00 AM,1,S WELLER ST BETWEEN 5TH AVE S AND 6TH AVE S,S,43942,120,5,Chinatown/ID,Edge,Paid Parking,POINT (-122.32699509 47.59744736)
12/10/2020 08:07:00 AM,1,NE 72ND ST BETWEEN WOODLAWN AVE NE AND 5TH AVE NE,S,85386,120,3,Green Lake,,Paid Parking,POINT (-122.32373964 47.68062694)
12/10/2020 08:46:00 AM,4,UNION ST BETWEEN 2ND AVE AND 3RD AVE,SE,35794,120,4,Commercial Core,Retail,Paid Parking,POINT (-122.33737977 47.60848168)
12/10/2020 08:20:00 AM,1,VINE ST BETWEEN ALASKAN WAY AND ELLIOTT AVE,SE,58610,240,4,Belltown,North,Paid Parking,POINT (-122.35167048 47.6136009)
12/10/2020 08:55:00 AM,3,MERCER NR ST BETWEEN WESTLAKE AVE N AND TERRY AVE N,N,130799,600,6,South Lake Union,South,Paid Parking,POINT (-122.33777132 47.6247452)
12/10/2020 08:00:00 AM,1,6TH AVE BETWEEN LENORA ST AND BLANCHARD ST,SW,8005,240,8,Denny Triangle,North,Paid Parking,POINT (-122.34032614 47.6154538)
12/10/2020 08:00:00 AM,1,MINOR AVE BETWEEN MARION ST AND MADISON ST,SW,11869,120,5,First Hill,,Paid Parking,POINT (-122.32377268 47.60941799)
12/10/2020 08:47:00 AM,1,BLANCHARD ST BETWEEN 4TH AVE AND 5TH AVE,NW,77221,120,6,Belltown,South,Paid Parking,POINT (-122.34223441 47.61500119)
12/10/2020 08:20:00 AM,2,NE 42ND ST BETWEEN BROOKLYN AVE NE AND UNIVERSITY WAY NE,S,84690,120,6,University District,Core,Paid Parking,POINT (-122.31374639 47.65826096)
12/10/2020 09:56:00 AM,3,5TH AVE BETWEEN WALL ST AND VINE ST,NE,52530,240,7,Belltown,North,Paid Parking,POINT (-122.34569558 47.61769217)
12/10/2020 10:28:00 AM,2,WARREN AVE N BETWEEN MERCER ST AND ROY ST,E,36014,240,2,Uptown,Edge,Paid Parking,POINT (-122.35401396 47.62499475)
12/10/2020 08:00:00 AM,2,BROOKLYN AVE NE BETWEEN NE 42ND ST AND NE 43RD ST,E,77390,120,7,University District,Core,Paid Parking,POINT (-122.3142513 47.65903895)
12/10/2020 08:58:00 AM,2,MARION ST BETWEEN 5TH AVE AND 6TH AVE,SE,79654,120,9,Commercial Core,Financial,Paid Parking,POINT (-122.33051509 47.6060354)
12/10/2020 02:35:00 PM,5,6TH AVE N BETWEEN DENNY WAY AND JOHN ST,W,53133,600,11,Uptown Triangle,,Paid Parking,POINT (-122.34514822 47.61915885)
12/10/2020 08:01:00 AM,5,EASTLAKE AVE E BETWEEN WARD ST AND PROSPECT ST,W,120102,600,8,South Lake Union,North,Paid Parking,POINT (-122.32938631 47.62823632)
12/10/2020 09:46:00 AM,2,JOHN ST BETWEEN 5TH AVE N AND TAYLOR AVE N,N,33741,240,4,Uptown Triangle,,Paid Parking,POINT (-122.34695788 47.61980828)
12/10/2020 08:33:00 AM,1,12TH AVE BETWEEN E PINE ST AND E OLIVE ST,E,1590,120,9,Capitol Hill,South,Paid Parking,POINT (-122.31676244 47.61586659)
12/10/2020 08:00:00 AM,1,ROOSEVELT WAY NE BETWEEN NE 64TH ST AND NE 65TH ST,E,57914,240,9,Roosevelt,,Paid Parking,POINT (-122.31727794 47.67538932)
12/10/2020 09:51:00 AM,1,COLUMBIA ST BETWEEN 8TH AVE AND 9TH AVE,SE,32554,120,9,First Hill,,Paid Parking,POINT (-122.32659016 47.606704)
12/10/2020 09:01:00 AM,3,SENECA ST BETWEEN 3RD AVE AND 4TH AVE,NW,35421,120,3,Commercial Core,Retail,Paid Parking,POINT (-122.33481891 47.60734541)
12/10/2020 08:52:00 AM,1,PIKE ST BETWEEN 8TH AVE AND CONVENTION PL,NW,57513,120,3,Commercial Core,Retail,Paid Parking,POINT (-122.33173301 47.6123329)
12/10/2020 11:01:00 AM,1,NE 64TH ST BETWEEN ROOSEVELT WAY NE AND 12TH AVE NE,N,62437,240,4,Roosevelt,,Paid Parking,POINT (-122.31649633 47.67503976)
12/10/2020 08:33:00 AM,3,MERCER SR ST BETWEEN 8TH AVE N AND 9TH AVE N,S,34386,600,4,South Lake Union,South,Paid Parking,POINT (-122.34041685 47.62445789)
12/10/2020 10:24:00 AM,4,FAIRVIEW AVE N BETWEEN YALE AVE N AND FAIRVIEW AVE E,NW,78273,600,4,South Lake Union,North,Paid Parking,POINT (-122.32895724 47.63033888)
12/10/2020 09:20:00 AM,6,4TH AVE BETWEEN BATTERY ST AND WALL ST,NE,74034,240,9,Belltown,North,Paid Parking,POINT (-122.34561889 47.61648112)
12/10/2020 08:02:00 AM,1,2ND AVE S BETWEEN S JACKSON ST AND S KING ST,W,70865,120,7,Pioneer Square,Edge,Paid Parking,POINT (-122.3316886 47.59877036)
12/10/2020 11:26:00 AM,2,JOHN ST BETWEEN 5TH AVE N AND TAYLOR AVE N,N,33741,240,4,Uptown Triangle,,Paid Parking,POINT (-122.34695788 47.61980828)
12/10/2020 10:32:00 AM,8,MINOR AVE N BETWEEN ROY ST AND VALLEY ST,W,57201,600,12,South Lake Union,North,Paid Parking,POINT (-122.33266709 47.62552645)
12/10/2020 09:14:00 AM,2,1ST AVE W BETWEEN WESTERN AVE W AND W JOHN ST,W,69133,240,2,Uptown,Edge,Paid Parking,POINT (-122.35812857 47.61944097)
12/10/2020 08:02:00 AM,4,UNIVERSITY ST BETWEEN 1ST AVE AND 2ND AVE,NW,58493,120,6,Commercial Core,Retail,Paid Parking,POINT (-122.33768158 47.60710524)
12/10/2020 09:08:00 AM,12,ROY ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,S,12682,600,14,South Lake Union,North,Paid Parking,POINT (-122.33344568 47.62507204)
12/10/2020 08:04:00 AM,3,EAGLE ST BETWEEN WESTERN AVE AND 1ST AVE,NW,55429,240,7,Belltown,North,Paid Parking,POINT (-122.35433613 47.617408)
12/10/2020 10:20:00 AM,2,WARREN AVE N BETWEEN MERCER ST AND ROY ST,E,36014,240,2,Uptown,Edge,Paid Parking,POINT (-122.35401396 47.62499475)
12/10/2020 08:18:00 AM,1,SPRING ST BETWEEN 3RD AVE AND 4TH AVE,NW,58177,120,4,Commercial Core,Financial,Paid Parking,POINT (-122.33417737 47.60662779)
