OccupancyDateTime,PaidOccupancy,BlockfaceName,SideOfStreet,SourceElementKey,ParkingTimeLimitCategory,ParkingSpaceCount,PaidParkingArea,PaidParkingSubArea,ParkingCategory,Location
12/09/2020 08:31:00 AM,1,SENECA ST BETWEEN 8TH AVE AND 9TH AVE,NW,35429,120,6,First Hill,,Paid Parking,POINT (-122.32922971 47.60968103)
12/11/2020 10:37:00 AM,1,MINOR AVE BETWEEN COLUMBIA ST AND MARION ST,NE,11866,120,6,First Hill,,Paid Parking,POINT (-122.32295988 47.60872645)
12/11/2020 02:10:00 PM,1,BATTERY ST BETWEEN WESTERN AVE AND 1ST AVE,NW,54305,240,5,Belltown,North,Paid Parking,POINT (-122.34830871 47.61387783)
12/11/2020 03:57:00 PM,3,REPUBLICAN ST BETWEEN BOREN AVE N AND FAIRVIEW AVE N,N,12545,120,7,South Lake Union,South,Paid Parking,POINT (-122.33509668 47.6232647)
12/12/2020 03:58:00 PM,0,WALL ST BETWEEN 2ND AVE AND 3RD AVE,NW,58685,240,9,Belltown,North,Paid Parking,POINT (-122.34754004 47.61572569)
12/11/2020 01:53:00 PM,5,E PIKE ST BETWEEN 12TH AVE AND 13TH AVE,S,59966,120,10,Pike-Pine,,Paid Parking,POINT (-122.31615961 47.61403722)
12/11/2020 07:36:00 PM,2,3RD AVE BETWEEN LENORA ST AND BLANCHARD ST,SW,49649,120,10,Belltown,South,Paid Parking,POINT (-122.34292292 47.61348569)
12/12/2020 12:21:00 PM,0,WALL ST BETWEEN 2ND AVE AND 3RD AVE,NW,58685,240,9,Belltown,North,Paid Parking,POINT (-122.34754004 47.61572569)
12/14/2020 05:03:00 PM,1,S WELLER ST BETWEEN MAYNARD AVE S AND MAYNARD AL S,N,66617,120,4,Chinatown/ID,Core,Paid Parking,POINT (-122.32469977 47.59758631)
12/14/2020 02:01:00 PM,1,MADISON ST BETWEEN 9TH AVE AND TERRY AVE,SE,11594,120,6,First Hill,,Paid Parking,POINT (-122.32676193 47.60857537)
12/14/2020 09:49:00 AM,4,SENECA ST BETWEEN BOREN AVE AND MINOR AVE,SE,58086,120,4,First Hill,,Paid Parking,POINT (-122.32580847 47.61096366)
12/14/2020 12:16:00 PM,2,HARRISON ST BETWEEN 9TH AVE N AND WESTLAKE AVE N,N,56073,120,4,South Lake Union,South,Paid Parking,POINT (-122.33914567 47.62212606)
12/14/2020 10:51:00 AM,2,E UNION ST BETWEEN SENECA ST AND BROADWAY,N,14949,120,4,Pike-Pine,,Paid Parking,POINT (-122.3213099 47.61304161)
12/14/2020 12:40:00 PM,4,5TH AVE BETWEEN WALL ST AND VINE ST,SW,52529,240,9,Belltown,North,Paid Parking,POINT (-122.34584433 47.61758347)
12/14/2020 05:36:00 PM,6,WESTERN AVE BETWEEN SENECA ST AND UNIVERSITY ST,SW,36101,120,7,Commercial Core,Waterfront,Paid Parking,POINT (-122.33908111 47.60597802)
12/14/2020 09:34:00 AM,2,18TH AVE BETWEEN E JEFFERSON ST AND E CHERRY ST,W,70501,120,18,Cherry Hill,,Paid Parking,POINT (-122.30901722 47.60711882)
12/14/2020 01:14:00 PM,15,NE BOAT ST BETWEEN NE BOAT WR ST AND BROOKLYN AVE NE,SW,63126,120,20,University District,Core,Paid Parking,POINT (-122.3162868 47.65239047)
12/14/2020 07:47:00 PM,2,NE BOAT ST BETWEEN NE BOAT WR ST AND BROOKLYN AVE NE,NE,63125,120,33,University District,Core,Paid Parking,POINT (-122.31616438 47.6524982)
12/14/2020 02:23:00 PM,7,22ND AVE NW BETWEEN SHILSHOLE AVE NW AND BALLARD AVE NW,W,3337,240,8,Ballard,Edge,Paid Parking,POINT (-122.38482847 47.66717275)
12/14/2020 04:09:00 PM,1,BALLARD AVE NW BETWEEN NW DOCK PL AND NW IONE PL,NE,9110,240,4,Ballard,Edge,Paid Parking,POINT (-122.38119769 47.6648245)
12/14/2020 11:38:00 AM,4,15TH AVE NE BETWEEN NE 45TH ST AND NE 47TH ST,E,25042,240,16,University District,Edge,Paid Parking,POINT (-122.3118412 47.66219373)
12/14/2020 01:34:00 PM,3,ROOSEVELT WAY NE BETWEEN NE 43RD N ST AND NE 45TH ST,W,35237,240,6,University District,Edge,Paid Parking,POINT (-122.31780478 47.66054298)
12/14/2020 05:29:00 PM,1,CHERRY ST BETWEEN BOREN AVE AND MINOR AVE,SE,77562,120,11,First Hill,,Paid Parking,POINT (-122.32255557 47.60739467)
12/14/2020 03:58:00 PM,3,9TH AVE BETWEEN STEWART ST AND VIRGINIA ST,SW,8617,240,4,Denny Triangle,North,Paid Parking,POINT (-122.33514821 47.61596122)
12/14/2020 07:52:00 PM,4,VINE ST BETWEEN WESTERN AVE AND 1ST AVE,SE,58614,240,6,Belltown,North,Paid Parking,POINT (-122.35000368 47.61488386)
12/14/2020 05:41:00 PM,1,CHERRY ST BETWEEN BOREN AVE AND MINOR AVE,SE,77562,120,11,First Hill,,Paid Parking,POINT (-122.32255557 47.60739467)
12/14/2020 10:42:00 AM,1,SUMMIT AVE BETWEEN SENECA ST AND UNIVERSITY ST,SW,12953,120,10,First Hill,,Restricted Parking Zone,POINT (-122.32463043 47.61203512)
12/14/2020 01:06:00 PM,4,FREMONT AVE N BETWEEN FREMONT PL N AND N 36TH ST,W,33273,120,6,Fremont,,Paid Parking,POINT (-122.34999529 47.65097205)
12/14/2020 06:00:00 PM,2,E PIKE ST BETWEEN BROADWAY AND 10TH AVE,N,37137,120,7,Pike-Pine,,Paid Parking,POINT (-122.32006021 47.61415756)
12/14/2020 06:07:00 PM,4,MARION ST BETWEEN 5TH AVE AND 6TH AVE,NW,79653,120,7,Commercial Core,Financial,Paid Parking,POINT (-122.33061193 47.6061335)
12/09/2020 09:17:00 AM,1,N 36TH ST BETWEEN FREMONT PL N AND FREMONT AVE N,S,83242,120,11,Fremont,,Paid Parking,POINT (-122.35054548 47.65135825)
12/09/2020 08:50:00 AM,1,9TH AVE BETWEEN 9TH AV I5 EXPRESS ON RP AND PINE ST,SW,123942,120,5,Commercial Core,Retail,Paid Parking,POINT (-122.3317978 47.61314098)
12/09/2020 09:52:00 AM,1,S KING ST BETWEEN 7TH AVE S AND CANTON AL S,N,20845,120,4,Chinatown/ID,Core,Paid Parking,POINT (-122.32338347 47.59841161)
12/09/2020 10:42:00 AM,2,11TH AVE NE BETWEEN NE 45TH ST AND NE 47TH ST,W,69305,240,17,University District,Edge,Paid Parking,POINT (-122.31659916 47.66220585)
12/09/2020 08:29:00 AM,1,SENECA ST BETWEEN 8TH AVE AND 9TH AVE,NW,35429,120,6,First Hill,,Paid Parking,POINT (-122.32922971 47.60968103)
12/09/2020 08:55:00 AM,1,2ND AVE BETWEEN BROAD ST AND 2ND WR AVE,SW,2789,240,10,Belltown,North,Paid Parking,POINT (-122.35232441 47.61785729)
12/09/2020 08:59:00 AM,1,N 36TH ST BETWEEN FREMONT PL N AND FREMONT AVE N,S,83242,120,11,Fremont,,Paid Parking,POINT (-122.35054548 47.65135825)
12/09/2020 10:41:00 AM,1,9TH AVE BETWEEN VIRGINIA ST AND LENORA ST,SW,53805,240,6,Denny Triangle,North,Paid Parking,POINT (-122.33644763 47.61672619)
12/09/2020 11:43:00 AM,1,11TH AVE NE BETWEEN NE 45TH ST AND NE 47TH ST,W,69305,240,17,University District,Edge,Paid Parking,POINT (-122.31659916 47.66220585)
12/14/2020 09:03:00 AM,1,BLANCHARD ST BETWEEN 4TH AVE AND 5TH AVE,NW,77221,120,6,Belltown,South,Paid Parking,POINT (-122.34223441 47.61500119)
12/14/2020 08:13:00 AM,1,JOHN ST BETWEEN WESTLAKE AVE N AND TERRY AVE N,S,56358,600,2,South Lake Union,South,Paid Parking,POINT (-122.3378255 47.61963986)
12/14/2020 08:33:00 AM,1,MAYNARD AVE S BETWEEN S KING ST AND S WELLER ST,W,79677,120,5,Chinatown/ID,Core,Paid Parking,POINT (-122.32516176 47.5979094)
12/11/2020 01:42:00 PM,8,JOHN ST BETWEEN 8TH AVE N AND 9TH AVE N,S,11138,600,21,South Lake Union,South,Paid Parking,POINT (-122.34052184 47.6196361)
12/11/2020 08:05:00 AM,1,ROOSEVELT WAY NE BETWEEN NE 66TH ST AND NE 67TH ST,W,12601,240,8,Roosevelt,,Paid Parking,POINT (-122.31746344 47.6769156)
12/11/2020 08:06:00 AM,1,3RD AVE BETWEEN LENORA ST AND BLANCHARD ST,SW,49649,120,10,Belltown,South,Paid Parking,POINT (-122.34292292 47.61348569)
12/11/2020 08:07:00 AM,1,3RD AVE BETWEEN LENORA ST AND BLANCHARD ST,SW,49649,120,10,Belltown,South,Paid Parking,POINT (-122.34292292 47.61348569)
12/11/2020 08:12:00 AM,1,DEXTER AVE N BETWEEN JOHN ST AND THOMAS ST,E,55374,120,9,South Lake Union,South,Paid Parking,POINT (-122.34222454 47.620302)
12/11/2020 08:07:00 AM,1,TERRY AVE BETWEEN MARION ST AND MADISON ST,SW,58413,120,3,First Hill,,Paid Parking,POINT (-122.32599167 47.6084865)
12/11/2020 08:32:00 AM,1,6TH AVE S BETWEEN S MAIN ST AND S JACKSON ST,E,8098,120,5,Chinatown/ID,Edge,Paid Parking,POINT (-122.32626558 47.59961086)
12/11/2020 08:30:00 AM,1,TERRY AVE BETWEEN HOWELL ST AND STEWART ST,NE,35730,240,5,Denny Triangle,North,Paid Parking,POINT (-122.33286034 47.61593642)
12/11/2020 08:12:00 AM,1,6TH AVE S BETWEEN S MAIN ST AND S JACKSON ST,E,8098,120,5,Chinatown/ID,Edge,Paid Parking,POINT (-122.32626558 47.59961086)
12/11/2020 08:54:00 AM,1,TERRY AVE BETWEEN HOWELL ST AND STEWART ST,NE,35730,240,5,Denny Triangle,North,Paid Parking,POINT (-122.33286034 47.61593642)
12/11/2020 08:15:00 AM,1,TERRY AVE BETWEEN HOWELL ST AND STEWART ST,NE,35730,240,5,Denny Triangle,North,Paid Parking,POINT (-122.33286034 47.61593642)
12/11/2020 08:23:00 AM,1,DEXTER AVE N BETWEEN JOHN ST AND THOMAS ST,E,55374,120,9,South Lake Union,South,Paid Parking,POINT (-122.34222454 47.620302)
12/11/2020 09:49:00 AM,1,TERRY AVE BETWEEN HOWELL ST AND STEWART ST,NE,35730,240,5,Denny Triangle,North,Paid Parking,POINT (-122.33286034 47.61593642)
12/11/2020 08:20:00 AM,2,4TH AVE N BETWEEN DENNY WAY AND BROAD ST,W,51493,240,5,Uptown Triangle,,Paid Parking,POINT (-122.34903955 47.61906396)
12/11/2020 08:01:00 AM,1,S KING ST BETWEEN 7TH AVE S AND CANTON AL S,N,20845,120,4,Chinatown/ID,Core,Paid Parking,POINT (-122.32338347 47.59841161)
12/11/2020 08:26:00 AM,1,TERRY AVE BETWEEN HOWELL ST AND STEWART ST,NE,35730,240,5,Denny Triangle,North,Paid Parking,POINT (-122.33286034 47.61593642)
12/11/2020 08:48:00 AM,1,S WELLER ST BETWEEN MAYNARD AVE S AND MAYNARD AL S,N,66617,120,4,Chinatown/ID,Core,Paid Parking,POINT (-122.32469977 47.59758631)
12/11/2020 08:15:00 AM,1,DEXTER AVE N BETWEEN JOHN ST AND THOMAS ST,E,55374,120,9,South Lake Union,South,Paid Parking,POINT (-122.34222454 47.620302)
12/08/2020 01:31:00 PM,2,1ST AVE BETWEEN CEDAR ST AND CLAY ST,SW,68921,240,5,Belltown,North,Paid Parking,POINT (-122.35118314 47.61603137)
12/08/2020 12:19:00 PM,1,E PIKE ST BETWEEN 10TH AVE AND 11TH AVE,N,59961,120,9,Pike-Pine,,Paid Parking,POINT (-122.31880508 47.614161)
12/11/2020 08:33:00 AM,0,6TH AVE S BETWEEN S KING ST AND S WELLER ST,W,75865,120,10,Chinatown/ID,Core,Paid Parking,POINT (-122.32645061 47.59793464)
12/09/2020 08:36:00 AM,1,SENECA ST BETWEEN 8TH AVE AND 9TH AVE,NW,35429,120,6,First Hill,,Paid Parking,POINT (-122.32922971 47.60968103)
12/07/2020 06:39:00 PM,2,MAYNARD AVE S BETWEEN S WELLER ST AND S LANE ST,W,57017,120,8,Chinatown/ID,Core,Paid Parking,POINT (-122.32514483 47.59707332)
12/07/2020 09:30:00 PM,1,E PINE ST BETWEEN BELMONT AVE AND BOYLSTON AVE,S,37178,120,6,Pike-Pine,,Paid Parking,POINT (-122.3239332 47.61516782)
12/07/2020 03:45:00 PM,3,WESTLAKE AVE N BETWEEN JOHN ST AND THOMAS ST,W,13549,120,11,South Lake Union,South,Paid Parking,POINT (-122.33858807 47.62027929)
12/07/2020 02:34:00 PM,1,12TH AVE BETWEEN E PIKE ST AND E PINE ST,W,24569,120,3,Pike-Pine,,Paid Parking,POINT (-122.31696681 47.61469392)
12/07/2020 04:07:00 PM,1,6TH AVE S BETWEEN S LANE ST AND S DEARBORN ST,W,8101,120,4,Chinatown/ID,Edge,Paid Parking,POINT (-122.32645712 47.59628699)
12/07/2020 08:40:00 PM,1,PIKE ST BETWEEN BOREN AVE AND MELROSE AVE,NW,80185,120,2,Pike-Pine,,Paid Parking,POINT (-122.32836673 47.6137818)
12/07/2020 12:41:00 PM,7,BROADWAY E BETWEEN E OLIVE WAY AND E THOMAS ST,E,9474,120,10,Capitol Hill,North,Paid Parking,POINT (-122.32077305 47.62050766)
12/07/2020 01:51:00 PM,3,1ST AVE BETWEEN CLAY ST AND BROAD ST,SW,1029,240,8,Belltown,North,Paid Parking,POINT (-122.35213217 47.61658464)
12/07/2020 06:49:00 PM,2,12TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,W,69489,120,17,University District,Core,Paid Parking,POINT (-122.31535216 47.66401355)
12/07/2020 02:53:00 PM,2,NE CAMPUS EB PY BETWEEN UNIVERSITY WAY NE AND 15TH AVE NE,S,63130,120,8,University District,Core,Paid Parking,POINT (-122.31268351 47.65592374)
12/07/2020 07:56:00 PM,0,UNIVERSITY WAY NE BETWEEN NE 40TH ST AND NE CAMPUS EB PY,E,13210,120,5,University District,Core,Paid Parking,POINT (-122.31318754 47.65565937)
12/07/2020 06:50:00 PM,7,NW MARKET ST BETWEEN RUSSELL AVE NW AND LEARY AVE NW,N,87257,120,8,Ballard,Core,Paid Parking,POINT (-122.38387385 47.66875978)
12/07/2020 02:28:00 PM,5,BROADWAY BETWEEN E PINE ST AND XW E OLIVE ST,W,54729,120,9,Capitol Hill,South,Paid Parking,POINT (-122.32093008 47.615854)
12/15/2020 07:16:00 PM,0,NE BOAT ST BETWEEN NE PACIFIC ST AND NE BOAT WR ST,E,117879,120,5,University District,Core,Paid Parking,POINT (-122.31740828 47.65343638)
12/15/2020 08:49:00 AM,0,BOREN AVE N BETWEEN THOMAS ST AND HARRISON ST,E,9394,120,2,South Lake Union,South,Paid Parking,POINT (-122.33575104 47.62142529)
12/15/2020 04:21:00 PM,0,BOREN AVE N BETWEEN THOMAS ST AND HARRISON ST,E,9394,120,2,South Lake Union,South,Paid Parking,POINT (-122.33575104 47.62142529)
12/15/2020 09:17:00 AM,0,FAIRVIEW AVE N BETWEEN DENNY WAY AND JOHN ST,E,33142,120,3,South Lake Union,South,Paid Parking,POINT (-122.33419318 47.61911853)
12/15/2020 03:30:00 PM,0,BOREN AVE N BETWEEN THOMAS ST AND HARRISON ST,E,9394,120,2,South Lake Union,South,Paid Parking,POINT (-122.33575104 47.62142529)
12/15/2020 01:06:00 PM,0,BOREN AVE N BETWEEN THOMAS ST AND HARRISON ST,E,9394,120,2,South Lake Union,South,Paid Parking,POINT (-122.33575104 47.62142529)
12/15/2020 02:30:00 PM,0,FAIRVIEW AVE N BETWEEN DENNY WAY AND JOHN ST,E,33142,120,3,South Lake Union,South,Paid Parking,POINT (-122.33419318 47.61911853)
12/15/2020 03:09:00 PM,0,MAYNARD AVE S BETWEEN S KING ST AND S WELLER ST,E,79678,120,4,Chinatown/ID,Core,Paid Parking,POINT (-122.32495913 47.59790356)
12/15/2020 01:13:00 PM,0,MAYNARD AVE S BETWEEN S JACKSON ST AND S KING ST,E,79674,120,4,Chinatown/ID,Edge,Paid Parking,POINT (-122.32498811 47.59874797)
12/07/2020 03:41:00 PM,2,7TH AVE S BETWEEN S KING ST AND S WELLER ST,E,8302,120,6,Chinatown/ID,Core,Paid Parking,POINT (-122.32365809 47.59790424)
12/07/2020 05:37:00 PM,2,LENORA ST BETWEEN 3RD AVE AND 4TH AVE,SE,79358,120,8,Belltown,South,Paid Parking,POINT (-122.34170472 47.61344824)
12/07/2020 01:42:00 PM,2,N 35TH ST BETWEEN FREMONT AVE N AND TROLL AVE N,S,83222,120,4,Fremont,,Paid Parking,POINT (-122.34859641 47.65027486)
12/07/2020 03:18:00 PM,1,BELL ST BETWEEN 1ST AVE AND 2ND AVE,SE,32022,120,4,Belltown,South,Paid Parking,POINT (-122.34597326 47.61368424)
12/07/2020 05:40:00 PM,4,SUMMIT AVE BETWEEN E PIKE ST AND E PINE ST,W,80949,120,8,Pike-Pine,,Paid Parking,POINT (-122.32561509 47.61467907)
12/07/2020 01:29:00 PM,4,7TH AVE BETWEEN BATTERY ST AND DEAD END,NE,30974,240,4,Denny Triangle,North,Paid Parking,POINT (-122.34296812 47.61832103)
12/07/2020 04:32:00 PM,4,WESTLAKE AVE BETWEEN 6TH AVE AND VIRGINIA ST,W,13545,120,7,Denny Triangle,South,Paid Parking,POINT (-122.33777839 47.61441774)
12/07/2020 02:58:00 PM,3,E PIKE ST BETWEEN SUMMIT AVE AND BELMONT AVE,S,59954,120,3,Pike-Pine,,Paid Parking,POINT (-122.32499531 47.6140229)
12/07/2020 01:56:00 PM,8,6TH AVE N BETWEEN DENNY WAY AND JOHN ST,W,53133,600,11,Uptown Triangle,,Paid Parking,POINT (-122.34514822 47.61915885)
12/07/2020 12:12:00 PM,2,NE 43RD ST BETWEEN ROOSEVELT N WAY NE AND 11TH AVE NE,N,16953,240,5,University District,Edge,Paid Parking,POINT (-122.31717777 47.65989817)
12/07/2020 04:44:00 PM,2,6TH AVE S BETWEEN S WELLER ST AND S LANE ST,E,53242,120,5,Chinatown/ID,Core,Paid Parking,POINT (-122.32628368 47.59709419)
12/07/2020 02:07:00 PM,1,ALASKAN WAY BETWEEN VIRGINIA ST AND LENORA ST,SW,76621,120,16,Belltown,South,Paid Parking,POINT (-122.34572989 47.6095449)
12/07/2020 04:04:00 PM,3,YALE AVE N BETWEEN STEWART ST AND JOHN ST,W,13789,120,10,South Lake Union,South,Paid Parking,POINT (-122.33048815 47.61922926)
12/07/2020 05:18:00 PM,2,WESTLAKE AVE N BETWEEN JOHN ST AND THOMAS ST,W,13549,120,11,South Lake Union,South,Paid Parking,POINT (-122.33858807 47.62027929)
12/07/2020 02:31:00 PM,2,UNIVERSITY ST BETWEEN 2ND AVE AND 3RD AVE,SE,58498,120,3,Commercial Core,Retail,Paid Parking,POINT (-122.33646207 47.60748915)
12/07/2020 05:52:00 PM,3,S JACKSON ST BETWEEN ALASKAN E RDWY WAY S AND 1ST AVE S,S,65546,120,11,Pioneer Square,Edge,Paid Parking,POINT (-122.33483627 47.59913739)
12/07/2020 04:31:00 PM,0,THOMAS ST BETWEEN MINOR AVE N AND PONTIUS AVE N,N,35749,120,7,South Lake Union,South,Restricted Parking Zone,POINT (-122.33236774 47.62088111)
12/07/2020 03:52:00 PM,2,37TH AVE S BETWEEN S EDMUNDS ST AND S FERDINAND ST,W,28581,240,9,Columbia City,,Paid Parking,POINT (-122.28620595 47.55825614)
12/07/2020 06:48:00 PM,2,4TH AVE BETWEEN BLANCHARD ST AND BELL ST,NE,51490,120,12,Belltown,South,Paid Parking,POINT (-122.34320344 47.61503886)
12/07/2020 01:39:00 PM,1,MADISON ST BETWEEN BOREN AVE AND MINOR AVE,SE,11598,30,8,First Hill,,Paid Parking,POINT (-122.32453442 47.6095135)
12/07/2020 03:33:00 PM,2,11TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,E,130708,240,10,University District,Edge,Paid Parking,POINT (-122.31651306 47.66055091)
12/15/2020 03:26:00 PM,0,FAIRVIEW AVE N BETWEEN DENNY WAY AND JOHN ST,E,33142,120,3,South Lake Union,South,Paid Parking,POINT (-122.33419318 47.61911853)
12/15/2020 04:09:00 PM,0,BOREN AVE N BETWEEN THOMAS ST AND HARRISON ST,E,9394,120,2,South Lake Union,South,Paid Parking,POINT (-122.33575104 47.62142529)
12/15/2020 05:45:00 PM,0,BOREN AVE N BETWEEN THOMAS ST AND HARRISON ST,E,9394,120,2,South Lake Union,South,Paid Parking,POINT (-122.33575104 47.62142529)
12/15/2020 02:10:00 PM,0,BOREN AVE N BETWEEN THOMAS ST AND HARRISON ST,E,9394,120,2,South Lake Union,South,Paid Parking,POINT (-122.33575104 47.62142529)
12/15/2020 12:42:00 PM,0,MAYNARD AVE S BETWEEN S KING ST AND S WELLER ST,E,79678,120,4,Chinatown/ID,Core,Paid Parking,POINT (-122.32495913 47.59790356)
12/15/2020 03:35:00 PM,0,BOREN AVE N BETWEEN THOMAS ST AND HARRISON ST,E,9394,120,2,South Lake Union,South,Paid Parking,POINT (-122.33575104 47.62142529)
12/15/2020 07:29:00 PM,0,COLUMBIA ST BETWEEN TERRY AVE AND BOREN AVE,NW,55029,120,10,First Hill,,Paid Parking,POINT (-122.3244191 47.60771806)
12/07/2020 12:22:00 PM,6,OCCIDENTAL AVE S BETWEEN S JACKSON ST AND S KING E ST,W,57353,120,8,Pioneer Square,Edge,Paid Parking,POINT (-122.33297326 47.59872593)
12/07/2020 12:18:00 PM,3,BROOKLYN AVE NE BETWEEN NE 41ST ST AND NE 42ND ST,E,54766,120,16,University District,Core,Paid Parking,POINT (-122.31429199 47.65756816)
12/07/2020 01:04:00 PM,1,UNION ST BETWEEN 3RD AVE AND 4TH AVE,SE,58474,120,4,Commercial Core,Retail,Paid Parking,POINT (-122.33627399 47.60892503)
12/07/2020 03:07:00 PM,4,EVANSTON AVE N BETWEEN N 34TH ST AND N 35TH ST,E,10278,120,9,Fremont,,Paid Parking,POINT (-122.35121175 47.65026643)
12/07/2020 06:33:00 PM,2,WESTERN AVE BETWEEN SPRING ST AND SENECA ST,SW,58801,120,10,Commercial Core,Waterfront,Paid Parking,POINT (-122.33843413 47.60528135)
12/07/2020 01:45:00 PM,1,4TH AVE BETWEEN MADISON ST AND SPRING ST,SW,51473,120,4,Commercial Core,Financial,Paid Parking,POINT (-122.33336524 47.60639351)
12/07/2020 12:53:00 PM,1,HARVARD AVE BETWEEN E PIKE ST AND E PINE ST,W,56150,120,10,Pike-Pine,,Paid Parking,POINT (-122.32221818 47.61467413)
12/07/2020 02:01:00 PM,6,6TH AVE N BETWEEN DENNY WAY AND JOHN ST,E,53134,600,7,Uptown Triangle,,Paid Parking,POINT (-122.34486439 47.61916578)
12/07/2020 04:30:00 PM,1,PONTIUS AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,W,34885,600,15,South Lake Union,South,Paid Parking,POINT (-122.33181611 47.62251895)
12/07/2020 06:27:00 PM,0,UNIVERSITY WAY NE BETWEEN NE 40TH ST AND NE CAMPUS EB PY,E,13210,120,5,University District,Core,Paid Parking,POINT (-122.31318754 47.65565937)
12/07/2020 12:06:00 PM,3,SENECA ST BETWEEN 1ST AVE AND 2ND AVE,NW,58077,120,5,Commercial Core,Retail,Paid Parking,POINT (-122.33703997 47.60640669)
12/07/2020 03:24:00 PM,5,5TH AVE BETWEEN BATTERY ST AND WALL ST,NE,30102,240,10,Belltown,North,Paid Parking,POINT (-122.34476653 47.61714271)
12/07/2020 03:38:00 PM,8,15TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,W,2089,240,18,University District,Edge,Paid Parking,POINT (-122.31203276 47.66398607)
12/07/2020 05:21:00 PM,1,CHERRY ST BETWEEN TERRY AVE AND BOREN AVE,SE,9698,120,8,First Hill,,Restricted Parking Zone,POINT (-122.32370126 47.60692222)
12/07/2020 04:05:00 PM,1,MINOR AVE BETWEEN UNIVERSITY ST AND UNION ST,SW,79885,120,7,First Hill,,Restricted Parking Zone,POINT (-122.32652887 47.61240712)
12/07/2020 04:49:00 PM,3,TAYLOR AVE N BETWEEN JOHN ST AND THOMAS ST,E,58382,600,23,Uptown Triangle,,Paid Parking,POINT (-122.34613913 47.6203126)
12/07/2020 05:51:00 PM,3,11TH AVE NE BETWEEN NE 45TH ST AND NE 47TH ST,E,69306,240,12,University District,Edge,Paid Parking,POINT (-122.31643419 47.66220335)
12/07/2020 07:07:00 PM,4,1ST AVE BETWEEN VIRGINIA ST AND LENORA ST,NE,46254,120,10,Belltown,South,Paid Parking,POINT (-122.34319932 47.61152842)
12/07/2020 02:35:00 PM,4,CLAY ST BETWEEN 3RD AVE AND 4TH AVE,NW,54985,240,9,Belltown,North,Paid Parking,POINT (-122.34947863 47.61806027)
12/15/2020 08:34:00 AM,0,BOREN AVE N BETWEEN THOMAS ST AND HARRISON ST,E,9394,120,2,South Lake Union,South,Paid Parking,POINT (-122.33575104 47.62142529)
12/15/2020 05:40:00 PM,0,TERRY AVE BETWEEN MARION ST AND MADISON ST,NE,58414,120,2,First Hill,,Paid Parking,POINT (-122.32583857 47.60855364)
12/15/2020 10:31:00 AM,0,BOREN AVE N BETWEEN THOMAS ST AND HARRISON ST,E,9394,120,2,South Lake Union,South,Paid Parking,POINT (-122.33575104 47.62142529)
12/15/2020 07:40:00 PM,0,COLUMBIA ST BETWEEN TERRY AVE AND BOREN AVE,NW,55029,120,10,First Hill,,Paid Parking,POINT (-122.3244191 47.60771806)
12/15/2020 04:23:00 PM,0,4TH AVE BETWEEN CEDAR ST AND CLAY ST,NE,28962,240,3,Belltown,North,Paid Parking,POINT (-122.34846587 47.61814592)
12/15/2020 03:28:00 PM,0,MAYNARD AVE S BETWEEN S KING ST AND S WELLER ST,E,79678,120,4,Chinatown/ID,Core,Paid Parking,POINT (-122.32495913 47.59790356)
12/07/2020 12:33:00 PM,5,ALOHA ST BETWEEN DEXTER AVE N AND 8TH AVE N,S,76718,600,8,South Lake Union,North,Paid Parking,POINT (-122.3416596 47.6270675)
12/07/2020 07:08:00 PM,1,14TH AVE BETWEEN E UNION ST AND E MADISON ST,W,24829,120,9,Pike-Pine,,Paid Parking,POINT (-122.31431635 47.61341953)
12/07/2020 02:43:00 PM,2,NE 64TH ST BETWEEN 9TH AVE NE AND ROOSEVELT WAY NE,N,85149,240,6,Roosevelt,,Paid Parking,POINT (-122.31805065 47.67505126)
12/07/2020 03:30:00 PM,5,JOHN ST BETWEEN 5TH AVE N AND TAYLOR AVE N,N,33741,240,4,Uptown Triangle,,Paid Parking,POINT (-122.34695788 47.61980828)
12/07/2020 02:19:00 PM,7,2ND AVE S BETWEEN S JACKSON ST AND S KING ST,W,70865,120,7,Pioneer Square,Edge,Paid Parking,POINT (-122.3316886 47.59877036)
12/07/2020 06:30:00 PM,1,BELL ST BETWEEN 1ST AVE AND 2ND AVE,SE,32022,120,4,Belltown,South,Paid Parking,POINT (-122.34597326 47.61368424)
12/07/2020 02:22:00 PM,3,NE 47TH ST BETWEEN BROOKLYN AVE NE AND UNIVERSITY WAY NE,N,84789,120,7,University District,Core,Paid Parking,POINT (-122.31367103 47.6631533)
12/07/2020 04:04:00 PM,7,WESTERN AVE BETWEEN VIRGINIA ST AND LENORA ST,SW,58805,120,10,Belltown,South,Paid Parking,POINT (-122.34416591 47.61072092)
12/07/2020 06:00:00 PM,2,SPRING ST BETWEEN 8TH AVE AND 9TH AVE,SE,58186,120,8,First Hill,,Carpool Parking,POINT (-122.3285232 47.60883822)
12/07/2020 03:40:00 PM,18,BOREN AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,W,32125,600,20,South Lake Union,South,Paid Parking,POINT (-122.33595638 47.6226007)
