Editing,Botanical Name,Common Name,DBH,Total Yearly Eco Benefits ($),Stormwater Benefits ($),Stormwater Gallons Saved,Greenhouse CO2 Benefits ($),CO2 Avoided (in lbs.),CO2 Sequestered (in lbs.),Energy Benefits ($),kWh Saved,Therms Saved,Air Quality Benefits ($),Pollutants Saved (in lbs.),Property Benefits ($),Leaf Surface Area (in sq. ft.),Address,Street,Side,Site,Council District,Park Name,Latitude,Longitude,Site ID,Location
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,SOBIESKI ST,Front,1,FILLMORE,0,42.8968624745409,-78.8328295236502,960,"(42.8968624745409, -78.8328295236502)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,CARLTON ST,Front,1,ELLICOTT,0,42.8985666193254,-78.8641559443613,13859,"(42.8985666193254, -78.8641559443613)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,LANDON ST,Front,1,ELLICOTT,0,42.9101515227356,-78.8477522671067,24179,"(42.9101515227356, -78.8477522671067)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614,EAGLE ST EAST,Side,1,ELLICOTT,0,42.88050516727,-78.8519279623979,13630,"(42.88050516727, -78.8519279623979)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,HICKORY ST,Front,1,ELLICOTT,0,42.8881543675987,-78.8595938802454,15702,"(42.8881543675987, -78.8595938802454)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1233,MICHIGAN AV,Side,1,ELLICOTT,0,42.9067314203802,-78.8620110943071,10633,"(42.9067314203802, -78.8620110943071)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,KINGSLEY ST,Front,1,ELLICOTT,0,42.9081976369782,-78.8466313543393,12155,"(42.9081976369782, -78.8466313543393)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1108,CLINTON ST,Side,1,FILLMORE,0,42.8778184284605,-78.8338300676189,6232,"(42.8778184284605, -78.8338300676189)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,PECK ST,Front,1,FILLMORE,0,42.8950928674136,-78.8226161252507,5156,"(42.8950928674136, -78.8226161252507)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1627,BROADWAY ST,Side,1,FILLMORE,0,42.8962183759626,-78.8155348799843,5108,"(42.8962183759626, -78.8155348799843)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,LEWIS ST,Front,1,FILLMORE,0,42.8787050479284,-78.8342995519153,6933,"(42.8787050479284, -78.8342995519153)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,LORD ST,Front,1,FILLMORE,0,42.8773253391293,-78.8456440560013,5727,"(42.8773253391293, -78.8456440560013)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,652,CLINTON ST,Front,1,ELLICOTT,0,42.8812630008564,-78.8500913702113,16643,"(42.8812630008564, -78.8500913702113)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,ERIE ST,Front,1,FILLMORE,0,42.8799478668737,-78.8816903741028,20382,"(42.8799478668737, -78.8816903741028)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,HOWARD ST,Side,1,FILLMORE,0,42.8836746906285,-78.8449694882717,10602,"(42.8836746906285, -78.8449694882717)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,MILLS ST,Front,1,FILLMORE,0,42.8977703966661,-78.8365601070544,877,"(42.8977703966661, -78.8365601070544)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,NEWTON ST,Front,1,FILLMORE,0,42.8909939071327,-78.8303425140881,2189,"(42.8909939071327, -78.8303425140881)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,PEMBROKE AV,Front,1,MASTEN,0,42.9294155303454,-78.8257505814923,24425,"(42.9294155303454, -78.8257505814923)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464,EMSLIE ST,Front,1,ELLICOTT,0,42.8890888514972,-78.8489324013686,8898,"(42.8890888514972, -78.8489324013686)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,LIDDELL ST,Front,1,FILLMORE,0,42.8979308290377,-78.8200906924287,925,"(42.8979308290377, -78.8200906924287)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,DODGE ST,Front,1,ELLICOTT,0,42.9058284519623,-78.8647709733306,10688,"(42.9058284519623, -78.8647709733306)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,OGDEN ST SOUTH,Front,1,LOVEJOY,0,42.8685250961477,-78.8021777832546,89911,"(42.8685250961477, -78.8021777832546)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,CORNWALL AV,Front,1,MASTEN,0,42.9194646389029,-78.8214639324707,23237,"(42.9194646389029, -78.8214639324707)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,GRAPE ST,Front,1,ELLICOTT,0,42.8992135855086,-78.8563001821991,11769,"(42.8992135855086, -78.8563001821991)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491,HICKORY ST,Front,1,ELLICOTT,0,42.8919952030535,-78.86154078127,12538,"(42.8919952030535, -78.86154078127)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,URBAN ST,Front,1,FILLMORE,0,42.9092840601937,-78.8254523763181,2989,"(42.9092840601937, -78.8254523763181)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434,NORTHAMPTON ST,Front,1,ELLICOTT,0,42.9074595593445,-78.8506550185811,10223,"(42.9074595593445, -78.8506550185811)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,LAUREL ST,Front,1,ELLICOTT,0,42.9100720573123,-78.8564722080477,13975,"(42.9100720573123, -78.8564722080477)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,COIT ST,Front,1,FILLMORE,0,42.891656021375,-78.8429839124239,465,"(42.891656021375, -78.8429839124239)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,RILEY ST,Front,1,ELLICOTT,0,42.9094149801195,-78.8545632683007,8592,"(42.9094149801195, -78.8545632683007)"
Olmsted,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,HUMBOLDT PKWY,Front,1,ELLICOTT,0,42.9105580889357,-78.8430511107144,24178,"(42.9105580889357, -78.8430511107144)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,HOLLAND PL,Front,1,ELLICOTT,0,42.9087699217504,-78.8636365441726,12029,"(42.9087699217504, -78.8636365441726)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,URBAN ST,Side,1,MASTEN,0,42.9090548666221,-78.8337806132172,22556,"(42.9090548666221, -78.8337806132172)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381,BRISTOL ST,Front,1,FILLMORE,0,42.8806948580109,-78.8423936823335,5967,"(42.8806948580109, -78.8423936823335)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,HICKORY ST,Front,1,ELLICOTT,0,42.8868749945332,-78.8590793030114,15753,"(42.8868749945332, -78.8590793030114)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,NORTH ST EAST,Front,1,ELLICOTT,0,42.9020552299907,-78.8580137183449,12232,"(42.9020552299907, -78.8580137183449)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,JONES ST,Front,1,FILLMORE,0,42.8796119978035,-78.834881059673,6890,"(42.8796119978035, -78.834881059673)"
Buffalo,UNKNOWN SHRUB,UNKNOWN SHRUB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45,OAK ST,Side,1,ELLICOTT,0,42.8826812928027,-78.8710362025716,3309,"(42.8826812928027, -78.8710362025716)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,GOEMBEL AV,Front,1,LOVEJOY,0,42.9059921178573,-78.8161841653628,2454,"(42.9059921178573, -78.8161841653628)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,PEACH ST,Front,1,ELLICOTT,0,42.8993697056701,-78.8571264963236,11772,"(42.8993697056701, -78.8571264963236)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,REED ST,Front,1,FILLMORE,0,42.8993222890488,-78.8424352616313,4387,"(42.8993222890488, -78.8424352616313)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,URBAN ST,Front,1,MASTEN,0,42.9093296095473,-78.8373553696206,22527,"(42.9093296095473, -78.8373553696206)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,WALDEN AV,Front,1,FILLMORE,0,42.9035258018404,-78.8247538100218,2559,"(42.9035258018404, -78.8247538100218)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,TOWNSEND ST,Front,1,FILLMORE,0,42.8865308283184,-78.8409941152091,18645,"(42.8865308283184, -78.8409941152091)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,NEVADA AV,Front,1,FILLMORE,0,42.9108571620314,-78.8212786796713,23555,"(42.9108571620314, -78.8212786796713)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,RILEY ST,Front,1,ELLICOTT,0,42.9093249601661,-78.852887334505,9980,"(42.9093249601661, -78.852887334505)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,EATON ST,Front,1,ELLICOTT,0,42.9084486549144,-78.8577878160026,11609,"(42.9084486549144, -78.8577878160026)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,THOMAS ST,Front,1,FILLMORE,0,42.881942418819,-78.835736087747,6786,"(42.881942418819, -78.835736087747)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,638,GOODYEAR AV,Front,1,FILLMORE,0,42.9135569134794,-78.8223711730478,23357,"(42.9135569134794, -78.8223711730478)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,KANE ST,Front,1,ELLICOTT,0,42.892657917752,-78.8558080656272,12520,"(42.892657917752, -78.8558080656272)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,CORNWALL AV,Front,1,MASTEN,0,42.9171985011124,-78.8215910777057,22214,"(42.9171985011124, -78.8215910777057)"
Buffalo,STUMP,STUMP,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1227,GENESEE ST,Side,1,MASTEN,0,42.9046346915277,-78.8333726778262,2508,"(42.9046346915277, -78.8333726778262)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,PIERCE ST SOUTH,Front,1,LOVEJOY,0,42.8662385755051,-78.800104598191,90024,"(42.8662385755051, -78.800104598191)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,713,PERRY ST,Front,1,FILLMORE,0,42.8713642347822,-78.8509076758771,7867,"(42.8713642347822, -78.8509076758771)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,KOONS AV,Front,1,FILLMORE,0,42.904425433099,-78.8211568992725,2521,"(42.904425433099, -78.8211568992725)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,FULTON ST,Front,1,FILLMORE,0,42.8714689743471,-78.8567332577618,7835,"(42.8714689743471, -78.8567332577618)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,GUILFORD ST,Front,1,FILLMORE,0,42.8953287939464,-78.8433977013962,2700,"(42.8953287939464, -78.8433977013962)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,PERSON ST,Front,1,FILLMORE,0,42.8932749009423,-78.8248089836574,4618,"(42.8932749009423, -78.8248089836574)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,RILEY ST,Front,1,ELLICOTT,0,42.9093417083475,-78.853784667193,9974,"(42.9093417083475, -78.853784667193)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,HICKORY ST,Front,1,ELLICOTT,0,42.8838046042886,-78.8586066893513,14326,"(42.8838046042886, -78.8586066893513)"
Olmsted,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,BIDWELL PKWY,Front,1,DELAWARE,0,42.9236261524623,-78.8773511819366,48732,"(42.9236261524623, -78.8773511819366)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,LOEPERE ST,Front,1,FILLMORE,0,42.9025546619899,-78.834547892188,154,"(42.9025546619899, -78.834547892188)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516,MADISON ST,Front,1,ELLICOTT,0,42.8945184381577,-78.8529837750755,13373,"(42.8945184381577, -78.8529837750755)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,SOBIESKI ST,Front,1,FILLMORE,0,42.8977157134826,-78.8327214677335,878,"(42.8977157134826, -78.8327214677335)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,SEVENTH ST,Front,1,FILLMORE,0,42.8888193284396,-78.8820302505008,21295,"(42.8888193284396, -78.8820302505008)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,CAYUGA ST,Front,1,ELLICOTT,0,42.8992338072112,-78.8513710428169,12338,"(42.8992338072112, -78.8513710428169)"
Olmsted,STUMP,STUMP,26,0,0,0,0,0,0,0,0,0,0,0,0,0,414,PARKSIDE AV,In_Lot,1,DELAWARE,DELAWARE,42.9348128076947,-78.8643782542481,101578,"(42.9348128076947, -78.8643782542481)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,SUSSEX ST,Front,1,MASTEN,0,42.9271993375057,-78.8271271438068,25814,"(42.9271993375057, -78.8271271438068)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617,NIAGARA ST,Front,1,NIAGARA,0,42.9005076824681,-78.8913061800791,30428,"(42.9005076824681, -78.8913061800791)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,RODNEY AV,Front,1,MASTEN,0,42.9360723294753,-78.8375217437938,28406,"(42.9360723294753, -78.8375217437938)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,NORTHLAND AV,Front,1,MASTEN,0,42.919289073424,-78.8474021341258,29572,"(42.919289073424, -78.8474021341258)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,MARIGOLD AV,Front,1,MASTEN,0,42.9362426913674,-78.8294048412681,26306,"(42.9362426913674, -78.8294048412681)"
Olmsted,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2182,DELAWARE AV,In_Lot,1,NORTH,DELAWARE,42.934650231341,-78.8687311302279,96070,"(42.934650231341, -78.8687311302279)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,DEWEY AV,Side,1,MASTEN,0,42.931705388197,-78.8406310981341,33292,"(42.931705388197, -78.8406310981341)"
Olmsted,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2182,DELAWARE AV,In_Lot,1,NORTH,DELAWARE,42.9347688854202,-78.8681443717502,96086,"(42.9347688854202, -78.8681443717502)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,YORK ST,Front,1,NIAGARA,0,42.9034723952474,-78.8879897715004,35903,"(42.9034723952474, -78.8879897715004)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,HURLOCK AV,Front,1,FILLMORE,0,42.9127999071705,-78.8256532544147,24946,"(42.9127999071705, -78.8256532544147)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,741,NORTHLAND AV,Front,1,MASTEN,0,42.9188845154167,-78.8321726220905,33878,"(42.9188845154167, -78.8321726220905)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,RHODE ISLAND ST,Side,1,NIAGARA,0,42.9100173901015,-78.8876669221512,39942,"(42.9100173901015, -78.8876669221512)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,VIOLA PARK,Side,1,MASTEN,0,42.9215049797314,-78.845509852179,31314,"(42.9215049797314, -78.845509852179)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,JERSEY ST,Front,1,NIAGARA,0,42.9033428489673,-78.8836674913254,39459,"(42.9033428489673, -78.8836674913254)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,WELKER ST,Front,1,MASTEN,0,42.9136260749643,-78.8548785078673,26144,"(42.9136260749643, -78.8548785078673)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,WADE AV,Front,1,MASTEN,0,42.9370545484776,-78.8375584602556,29062,"(42.9370545484776, -78.8375584602556)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,GRANT ST,Side,1,NIAGARA,0,42.9168248218525,-78.8908307873701,41484,"(42.9168248218525, -78.8908307873701)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,HUMBER AV,Front,1,MASTEN,0,42.926603680583,-78.8256242758868,26802,"(42.926603680583, -78.8256242758868)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,706,DELAVAN AVE EAST,Front,1,MASTEN,0,42.922052348268,-78.8308889046228,32159,"(42.922052348268, -78.8308889046228)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,SUSSEX ST,Side,1,MASTEN,0,42.927094156903,-78.8256191955174,26783,"(42.927094156903, -78.8256191955174)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,599,WYOMING AV,Front,1,MASTEN,0,42.9310157376774,-78.8241964860083,25731,"(42.9310157376774, -78.8241964860083)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,ECKHERT ST,Front,1,NORTH,0,42.9587327460696,-78.9045435287118,37674,"(42.9587327460696, -78.9045435287118)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,VERMONT ST,Side,1,NIAGARA,0,42.9064069087032,-78.8918539060419,40098,"(42.9064069087032, -78.8918539060419)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,DREXEL ST,Front,1,MASTEN,0,42.9305061964187,-78.8340837065764,29800,"(42.9305061964187, -78.8340837065764)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,DUNSTON AV,Front,1,NORTH,0,42.9616953423143,-78.894006846137,37834,"(42.9616953423143, -78.894006846137)"
Olmsted,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2182,DELAWARE AV,In_Lot,1,DELAWARE,DELAWARE,42.9305977378761,-78.8705274701031,98609,"(42.9305977378761, -78.8705274701031)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,COPELAND PL,Front,1,NORTH,0,42.9496111459799,-78.9020948349837,38010,"(42.9496111459799, -78.9020948349837)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,FERRY ST EAST,Side,1,MASTEN,0,42.9144524042445,-78.859575060214,27070,"(42.9144524042445, -78.859575060214)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,REGINA PL,Front,1,MASTEN,0,42.9204492988275,-78.844449748882,31473,"(42.9204492988275, -78.844449748882)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,KENSINGTON AV,Front,1,MASTEN,0,42.9275913931662,-78.849298453866,31743,"(42.9275913931662, -78.849298453866)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,WARWICK AV,Front,1,MASTEN,0,42.9302428758444,-78.825230129954,26660,"(42.9302428758444, -78.825230129954)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,AUBURN AV,Front,1,NIAGARA,0,42.918514240133,-78.8921065683728,41271,"(42.918514240133, -78.8921065683728)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,SUMMER ST,Side,1,NIAGARA,0,42.9051257546557,-78.8750355039736,33462,"(42.9051257546557, -78.8750355039736)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649,UTICA ST EAST,In_Lot,1,ELLICOTT,0,42.9108695119702,-78.841582013504,112188,"(42.9108695119702, -78.841582013504)"
Buffalo,STUMP,STUMP,15,0,0,0,0,0,0,0,0,0,0,0,0,0,264,JERSEY ST,Front,1,NIAGARA,0,42.901361756083,-78.8875702279005,39661,"(42.901361756083, -78.8875702279005)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,NEWFIELD ST,Front,1,NORTH,0,42.9603092392015,-78.898690676625,37403,"(42.9603092392015, -78.898690676625)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,731,KENSINGTON AV,Front,1,MASTEN,0,42.9328691475524,-78.826015716669,26490,"(42.9328691475524, -78.826015716669)"
Buffalo,STUMP,STUMP,13,0,0,0,0,0,0,0,0,0,0,0,0,0,319,UTICA ST EAST,Front,1,ELLICOTT,0,42.9110691635205,-78.8537049649854,26275,"(42.9110691635205, -78.8537049649854)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,PURDY ST,Front,1,MASTEN,0,42.9176184543773,-78.8567304649974,30149,"(42.9176184543773, -78.8567304649974)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,VICTOR PL,Front,1,MASTEN,0,42.9207806512782,-78.8508246041261,31389,"(42.9207806512782, -78.8508246041261)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,FRANKFORT AV,Front,1,FILLMORE,0,42.9120820967007,-78.8257894918108,24965,"(42.9120820967007, -78.8257894918108)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,CHELSEA PL,Front,1,MASTEN,0,42.9230808992983,-78.8335961377142,32865,"(42.9230808992983, -78.8335961377142)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,NORTHUMBERLAND AV,Front,1,MASTEN,0,42.9242893604534,-78.8206503770069,24805,"(42.9242893604534, -78.8206503770069)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,LAIRD AV,Front,1,NORTH,0,42.9557227464961,-78.9019652826478,36154,"(42.9557227464961, -78.9019652826478)"
Olmsted,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2182,DELAWARE AV,In_Lot,1,DELAWARE,DELAWARE,42.9314446084442,-78.8743336625015,98227,"(42.9314446084442, -78.8743336625015)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2475,NIAGARA ST,Side,1,NORTH,0,42.9514953080781,-78.9085964549892,37001,"(42.9514953080781, -78.9085964549892)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,ROSS AV,Front,1,NORTH,0,42.9551276749005,-78.9033792192274,36189,"(42.9551276749005, -78.9033792192274)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,AMSTERDAM ST,Front,1,MASTEN,0,42.9233868906055,-78.8312088041923,32840,"(42.9233868906055, -78.8312088041923)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,CAMBRIDGE AV,Front,1,MASTEN,0,42.9239737210203,-78.8230004225172,24833,"(42.9239737210203, -78.8230004225172)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,POTOMAC AV,Front,1,NIAGARA,0,42.9240343424923,-78.8860212338699,36452,"(42.9240343424923, -78.8860212338699)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537,DELAVAN AVE EAST,Side,1,MASTEN,0,42.9200215566463,-78.8377665608296,33734,"(42.9200215566463, -78.8377665608296)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,WILBURY PL,Front,1,NORTH,0,42.9486620891636,-78.8714390169355,42601,"(42.9486620891636, -78.8714390169355)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,LEROY AV,Front,1,MASTEN,0,42.9327296754281,-78.831715839049,28619,"(42.9327296754281, -78.831715839049)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1451,MAIN ST,Front,1,MASTEN,0,42.9128038743115,-78.8652564728437,28177,"(42.9128038743115, -78.8652564728437)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,GENESEE ST WEST,Front,1,FILLMORE,0,42.8847653242403,-78.8825095683281,19789,"(42.8847653242403, -78.8825095683281)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,LAIRD AV,Front,1,NORTH,0,42.9555126339456,-78.9015472180394,36181,"(42.9555126339456, -78.9015472180394)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394,WOODLAWN AV,Front,1,MASTEN,0,42.9139095086569,-78.8503030594301,21510,"(42.9139095086569, -78.8503030594301)"
Buffalo,VACANT,VACANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,LAFAYETTE AV,Side,1,NIAGARA,0,42.9197541348714,-78.8868440253037,41176,"(42.9197541348714, -78.8868440253037)"
