Index Number;Name;Address;Project Status;Occupancy Year;Design - Accessible 1BR;Design - Accessible 2BR;Design - Accessible 3BR;Design - Accessible 4BR;Design - Accessible Studio;Design - Accessible Room;Design - Adaptable 1BR;Design - Adaptable 2BR;Design - Adaptable 3BR;Design - Adaptable 4BR;Design - Standard 1BR;Design - Standard 2BR;Design - Standard 3BR;Design - Standard 4BR;Design - Standard Studio;Design - Standard Room;Clientele- Families;Clientele - Seniors;Clientele - Other;Operator;Local Area;URL;Geom
796;1847 Main;1847 Main Street;Under Construction;;;;;;;;;;;;;8;;;22;;8;0;22;;;;
803;7430 & 7460 Heather Street;7430 & 7460 Heather Street;Completed;2018;;;;;14;;;;;;;;;;64;;0;0;78;Community Builders Group;Marpole;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=803;"{""type"": ""Point"", ""coordinates"": [-123.12130369, 49.21814688]}"
804;Mi Casa;870 E 8th Avenue;Approved;;;;;;;;;;;;20;14;17;;;;31;20;0;;;;
805;933 E Hastings Street;933 E Hastings Street;Under Construction;;;;;;;;;;;;29;17;;;24;;17;0;53;;Strathcona;;"{""type"": ""Point"", ""coordinates"": [-123.0840338, 49.28130552]}"
806;95 E 1st Ave;95 E 1st;Completed;2018;7;1;1;;0;;0;0;0;;20;43;28;;35;;72;0;63;Community Land Trust Foundation of BC;Mount Pleasant;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=806;"{""type"": ""Point"", ""coordinates"": [-123.10318172, 49.27045793]}"
814;177 W Pender;177 W Pender;Approved;;;;;;;;;;;;;;;;8;82;0;0;90;;Downtown;;"{""type"": ""Point"", ""coordinates"": [-123.10920892, 49.28166995]}"
824;3510 Fraser;3510 Fraser;Approved;;;;;;;;;;;;;;;;;;0;58;0;;Kensington-Cedar Cottage;;"{""type"": ""Point"", ""coordinates"": [-123.08952659, 49.25345583]}"
833;1040-1080 Barclay;1040-1080 Barclay;Proposed;;;;;;;;;;;;;;;;;;0;0;162;;West End;;"{""type"": ""Point"", ""coordinates"": [-123.12626328, 49.28235605]}"
843;525 Powell Street;525 Powell Street;Completed;2018;;;;;7;;;;;;;;;;32;;0;0;39;Atira Women’s Resource Society;Strathcona;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=843;"{""type"": ""Point"", ""coordinates"": [-123.09255007, 49.28330691]}"
847;610 and 620 Cambie St;688 Cambie St;Completed;2018;;;;;12;;;;;;;;;;86;;0;0;98;MPA Society;Downtown;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=847;"{""type"": ""Point"", ""coordinates"": [-123.11123699, 49.27994596]}"
392;Mole Hill - Phase I;1114 Comox St;Completed;2001;0;0;0;0;0;0;0;0;0;0;5;0;1;0;3;0;1;0;8;Mole Hill Community Housing Society;West End;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=392;"{""type"": ""Point"", ""coordinates"": [-123.1298249, 49.28185872]}"
396;Triumph Apartments;2111 Triumph St;Completed;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;15;Katherine Sanford Housing Society;Grandview-Woodland;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=396;"{""type"": ""Point"", ""coordinates"": [-123.06142628, 49.28415864]}"
410;W.A. Street Homes;1153 E Pender St;Completed;1986;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0;Affordable Housing Societies;Strathcona;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=410;"{""type"": ""Point"", ""coordinates"": [-123.08006139, 49.28028632]}"
427;Mole Hill - Phase II;1170 Comox St;Completed;2003;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;1;0;2;Mole Hill Community Housing Society;West End;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=427;"{""type"": ""Point"", ""coordinates"": [-123.13114679, 49.28273108]}"
436;Mole Hill - Phase II;1145 Pendrell St;Completed;2003;0;0;0;0;0;0;0;0;0;0;0;4;0;0;4;0;4;0;4;Mole Hill Community Housing Society;West End;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=436;"{""type"": ""Point"", ""coordinates"": [-123.13104989, 49.28202959]}"
437;Mole Hill - Phase II;1103 Pendrell St;Completed;2003;0;0;0;0;0;0;0;0;0;0;2;1;0;0;3;0;1;0;5;Mole Hill Community Housing Society;West End;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=437;"{""type"": ""Point"", ""coordinates"": [-123.13021934, 49.28148904]}"
442;Four Sisters Co-op;133 Powell St;Completed;1988;0;0;0;0;0;0;0;0;0;0;39;28;15;0;18;0;43;0;57;Four Sisters Co-op Housing Association;Downtown;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=442;"{""type"": ""Point"", ""coordinates"": [-123.10094244, 49.28342665]}"
461;Twin Rainbows Co-op;1465 Lamey's Mill Rd;Completed;1981;0;2;0;0;0;0;0;0;0;0;18;13;10;0;0;0;25;0;18;Twin Rainbows Co-op Housing Association;Fairview;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=461;"{""type"": ""Point"", ""coordinates"": [-123.13673059, 49.26848936]}"
462;False Creek Co-op;907 Lamey's Mill;Completed;1977;0;0;0;0;0;0;0;0;0;0;0;35;25;28;0;0;88;0;0;False Creek Co-op Housing Association;Fairview;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=462;"{""type"": ""Point"", ""coordinates"": [-123.12771481, 49.26695534]}"
465;Pennsylvania Hotel;412 Carrall St;Completed;2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;0;0;44;PHS Community Services Society;Downtown;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=465;"{""type"": ""Point"", ""coordinates"": [-123.10415426, 49.28111243]}"
477;Semlin Terrace;150 Semlin Dr;Completed;1977;0;0;0;0;0;0;0;0;0;0;0;6;6;0;0;0;12;0;0;Metro Vancouver Housing Corporation;Grandview-Woodland;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=477;"{""type"": ""Point"", ""coordinates"": [-123.06295686, 49.28326456]}"
483;Woodwards - singles;131 W Hastings St;Completed;2010;0;0;0;0;5;0;0;0;0;0;0;0;0;0;120;0;0;0;125;PHS Community Services Society;Downtown;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=483;"{""type"": ""Point"", ""coordinates"": [-123.10776232, 49.28276526]}"
489;Alumnae Manor;1962 W 1st Ave;Completed;2002;0;0;0;0;0;0;0;0;0;0;2;0;0;0;18;0;0;0;20;Coast Foundation Society;Kitsilano;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=489;"{""type"": ""Point"", ""coordinates"": [-123.1493369, 49.27045637]}"
531;Harmony House;580 Shanghai Alley;Completed;2006;14;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;33;0;Vancouver Coastal Health;Downtown;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=531;"{""type"": ""Point"", ""coordinates"": [-123.10557988, 49.27977613]}"
542;Skeena Terrace - East;2203 Skenna St;Completed;1962;0;0;0;0;0;0;0;0;0;0;0;40;50;4;0;0;94;0;0;BC Housing;Hastings-Sunrise;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=542;"{""type"": ""Point"", ""coordinates"": [-123.02907422, 49.26414271]}"
555;Walton Hotel;261 - 265 E. Hastings St.;Completed;2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;0;0;48;Lookout Emergency Aid Society;Strathcona;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=555;"{""type"": ""Point"", ""coordinates"": [-123.09808091, 49.28159904]}"
639;Skwachays Healing Lodge and Residence;31 W Pender St;Completed;2012;0;0;0;0;3;0;0;0;0;0;0;0;0;0;21;0;0;0;24;Vancouver Native Housing Society;Downtown;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=639;"{""type"": ""Point"", ""coordinates"": [-123.10604961, 49.28108145]}"
648;Olympic Village - Parcel 5;122 Walter Hardwick Ave.;Completed;2010;5;0;0;0;0;0;54;12;16;14;0;0;0;0;0;0;42;20;39;S.U.C.C.E.S.S;Mount Pleasant;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=648;"{""type"": ""Point"", ""coordinates"": [-123.10760298, 49.27078693]}"
650;The Cornerstone;375 Princess Av;Completed;2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;0;44;PHS Community Services Society;Strathcona;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=650;"{""type"": ""Point"", ""coordinates"": [-123.09168097, 49.28148382]}"
662;Pacific Coast Apartments;337 W Pender St;Completed;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96;0;0;0;96;Coast Foundation Society;Downtown;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=662;"{""type"": ""Point"", ""coordinates"": [-123.11130569, 49.28269827]}"
673;Marble Arch Hotel;518 Richards;Completed;2007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;150;Atira Women’s Resource Society;Downtown;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=673;"{""type"": ""Point"", ""coordinates"": [-123.1132548, 49.28278806]}"
676;Karis Place;1338 Seymour St;Completed;2011;0;0;0;0;5;0;0;0;0;0;0;0;0;0;100;0;0;0;105;More Than a Roof Mennonite Housing Society;Downtown;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=676;"{""type"": ""Point"", ""coordinates"": [-123.12699714, 49.27495648]}"
689;Kwayatsut;2465 Fraser St;Completed;2014;0;0;0;0;0;0;0;0;0;0;0;4;0;0;95;0;0;0;99;Vancouver Native Housing Society;Mount Pleasant;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=689;"{""type"": ""Point"", ""coordinates"": [-123.08970693, 49.26277669]}"
708;Coast Project Commercial Dr;618 Commercial Dr;Completed;2010;0;0;0;0;0;0;0;0;0;0;16;1;0;0;0;0;0;0;17;Coast Foundation Society;Grandview-Woodland;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=708;"{""type"": ""Point"", ""coordinates"": [-123.0701159, 49.27910862]}"
713;Imouto House;120 Jackson Av;Completed;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;18;0;0;30;Atira Women’s Resource Society;Strathcona;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=713;"{""type"": ""Point"", ""coordinates"": [-123.09308337, 49.28370817]}"
715;The View;211 Gore Av;Completed;2015;0;0;0;0;0;0;0;0;0;0;14;0;0;0;82;0;0;0;96;BC Housing;Strathcona;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=715;"{""type"": ""Point"", ""coordinates"": [-123.09858031, 49.28271871]}"
766;Immigrant Services Society;2610 Victoria;Completed;2016;0;0;0;0;0;0;0;0;0;0;0;6;22;0;0;0;0;0;28;Immigrant Services Society of BC (ISSofBC);Kensington-Cedar Cottage;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=766;"{""type"": ""Point"", ""coordinates"": [-123.06540833, 49.26105906]}"
1;UNYA;1370 E 1st Ave;Completed;1983;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;3;0;0;Lu'Ma Native Housing Society;Grandview-Woodland;;"{""type"": ""Point"", ""coordinates"": [-123.07588976, 49.26937586]}"
2;Marina Co-op;1590 W 1st Ave;Completed;1983;2;2;0;0;0;0;0;0;0;0;10;34;15;0;0;0;51;0;12;Marina Co-op Housing Association;Fairview;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=2;"{""type"": ""Point"", ""coordinates"": [-123.14070438, 49.2708485]}"
7;Laura Jamieson Co-op;1349 E 2nd Ave;Completed;1987;1;1;0;0;0;0;0;0;0;0;4;23;18;0;0;0;42;0;5;Laura Jamieson Co-op Housing Association;Grandview-Woodland;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=7;"{""type"": ""Point"", ""coordinates"": [-123.07614157, 49.26900321]}"
8;Westerdale Co-op;1507 E 2nd Ave;Completed;1984;4;1;1;0;0;0;0;0;0;0;5;6;2;0;0;0;10;0;9;Westerdale Co-op Housing Association;Grandview-Woodland;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=8;"{""type"": ""Point"", ""coordinates"": [-123.07304966, 49.26896961]}"
10;Woodcroft;1880 W 2nd Ave;Completed;1975;3;0;0;0;0;0;0;0;0;0;7;0;0;0;21;0;0;31;0;BC Housing;Kitsilano;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=10;"{""type"": ""Point"", ""coordinates"": [-123.1475091, 49.26956174]}"
13;Grandview Tower #1;1455 E 3rd Ave;Completed;1973;1;0;0;0;0;0;0;0;0;0;0;0;0;0;144;0;0;145;0;Baptist Housing Society of B.C.;Grandview-Woodland;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=13;"{""type"": ""Point"", ""coordinates"": [-123.07464212, 49.26829628]}"
18;Vancouver Native (4th Ave);1560 E 4th Ave;Completed;1989;1;0;0;0;0;0;0;0;0;0;10;11;4;5;0;0;20;10;1;Vancouver Native Housing Society;Grandview-Woodland;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=18;"{""type"": ""Point"", ""coordinates"": [-123.0718679, 49.2666326]}"
27;First Lutheran Court;5701-29 Wales St;Completed;1994;1;0;0;0;0;0;0;0;0;0;1;10;4;3;0;0;17;1;1;Brightside Community Homes Foundation;Victoria-Fraserview;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=27;"{""type"": ""Point"", ""coordinates"": [-123.05213397, 49.23246527]}"
28;Juniper Co-op;2017 W 5th Ave;Completed;1984;0;0;0;0;0;0;0;0;0;0;0;0;1;5;0;0;6;0;0;Juniper Co-op Housing Association;Kitsilano;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=28;"{""type"": ""Point"", ""coordinates"": [-123.15092794, 49.26749853]}"
29;Burlington Heights Co-op;1865 E 10th Ave;Completed;1994;1;0;0;0;0;0;0;0;0;0;4;10;9;1;0;0;24;0;1;Burlington Heights Co-op Housing Assoc;Kensington-Cedar Cottage;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=29;"{""type"": ""Point"", ""coordinates"": [-123.06687208, 49.26161645]}"
30;Lions Manor-6th Ave.;325 E 6th Ave;Completed;1969;0;0;0;0;0;0;0;0;0;0;2;0;0;0;34;0;0;36;0;Mount Pleasant Housing Society;Mount Pleasant;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=30;"{""type"": ""Point"", ""coordinates"": [-123.09777754, 49.26569521]}"
33;George Whiten Place;2875 E 6th Ave;Completed;1990;0;0;0;0;0;0;0;0;0;0;0;12;8;3;0;0;23;0;0;Alexandra Housing Society;Hastings-Sunrise;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=33;"{""type"": ""Point"", ""coordinates"": [-123.04515669, 49.26502759]}"
39;Quebec Manor Co-op;101 E 7th Ave;Completed;1982;0;0;0;0;0;0;0;0;0;0;8;14;10;0;0;0;10;0;22;Quebec Manor Co-op Housing Association;Mount Pleasant;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=39;"{""type"": ""Point"", ""coordinates"": [-123.10244623, 49.26487539]}"
41;Jasmine Place Co-op;775 E 7th Ave;Completed;1984;1;1;0;0;0;0;0;0;0;0;6;10;9;0;0;0;20;0;7;Jasmine Place Co-op Housing Association;Mount Pleasant;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=41;"{""type"": ""Point"", ""coordinates"": [-123.08761087, 49.2645604]}"
47;Ledingham Place;2425 Brunswick St;Completed;1988;0;0;0;0;0;0;12;15;6;0;0;0;0;0;0;0;21;0;12;First United Church Social Housing Society;Mount Pleasant;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=47;"{""type"": ""Point"", ""coordinates"": [-123.09754471, 49.26336944]}"
62;Whiting Court;1842 E 10th Ave;Completed;1989;2;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;45;2;Affordable Housing Societies;Kensington-Cedar Cottage;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=62;"{""type"": ""Point"", ""coordinates"": [-123.06693953, 49.26108247]}"
66;Loyal Orange Manor;1425 E 12th Ave;Completed;1971;0;0;0;0;0;0;0;0;0;0;5;0;0;0;16;0;0;20;1;Brightside Community Homes Foundation;Kensington-Cedar Cottage;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=66;"{""type"": ""Point"", ""coordinates"": [-123.07523628, 49.25988863]}"
67;Edward Byers House;1451 E 12th Ave;Completed;1962;0;0;0;0;0;0;0;0;0;0;1;0;0;0;36;0;0;37;0;Brightside Community Homes Foundation;Kensington-Cedar Cottage;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=67;"{""type"": ""Point"", ""coordinates"": [-123.07467003, 49.25988091]}"
69;Soroptimist Lions Manor;1444 E 13th Ave;Completed;1972;0;0;0;0;0;0;0;0;0;0;5;0;0;0;19;0;0;24;0;Brightside Community Homes Foundation;Kensington-Cedar Cottage;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=69;"{""type"": ""Point"", ""coordinates"": [-123.07476475, 49.2584527]}"
76;Redwood Mews;420 W 16th Ave;Completed;1976;0;0;0;0;0;0;0;0;0;0;6;16;8;0;0;0;24;0;6;BC Housing;Riley Park;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=76;"{""type"": ""Point"", ""coordinates"": [-123.11276833, 49.25663732]}"
80;Three Links Manor;2898 E 22nd Ave;Completed;1982;2;0;0;0;0;0;0;0;0;0;3;0;0;0;34;0;0;39;0;Three Links Care Society;Renfrew-Collingwood;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=80;"{""type"": ""Point"", ""coordinates"": [-123.04445764, 49.25031447]}"
83;Little Mountain Court;250 E 36th Ave;Completed;1988;1;4;0;0;0;0;0;0;0;0;81;10;0;0;0;0;0;96;0;Little Mountain Care & Housing Association;Riley Park;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=83;"{""type"": ""Point"", ""coordinates"": [-123.10086016, 49.23766925]}"
88;Oakridge House;625 W 45th Ave;Completed;1985;0;0;0;0;0;0;0;0;0;0;76;1;0;0;0;0;0;76;1;Chishaun Housing Society;Oakridge;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=88;"{""type"": ""Point"", ""coordinates"": [-123.11886021, 49.23018016]}"
91;Columbus Residence;704 W 69th Ave;Completed;1990;3;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;23;0;Columbus Long Term Care Society;Marpole;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=91;"{""type"": ""Point"", ""coordinates"": [-123.12096057, 49.20890443]}"
94;Lu'Ma Housing (Adanac St);1530 Adanac St;Completed;1987;1;0;0;0;0;0;0;0;0;0;3;11;10;0;1;0;21;0;5;Lu'Ma Native Housing Society;Grandview-Woodland;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=94;"{""type"": ""Point"", ""coordinates"": [-123.0734715, 49.27733673]}"
96;Adanac Tower;1717 Adanac St;Completed;1979;2;0;0;0;4;0;0;0;0;0;20;0;0;0;92;0;0;118;0;Vancouver East Lion's Housing Foundation;Grandview-Woodland;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=96;"{""type"": ""Point"", ""coordinates"": [-123.07006467, 49.27782127]}"
100;Veterans Memorial Manor;310 Alexander St;Completed;1986;0;0;0;0;12;7;0;0;0;0;0;0;0;0;75;39;0;0;133;Veterans' Memorial Housing Society;Strathcona;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=100;"{""type"": ""Point"", ""coordinates"": [-123.0973628, 49.28378914]}"
103;Alexander House;176 Alexander St;Completed;1990;4;0;0;0;0;0;0;0;0;0;77;0;0;0;0;0;0;81;0;Affordable Housing Societies;Downtown;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=103;"{""type"": ""Point"", ""coordinates"": [-123.10060783, 49.28378901]}"
110;Amicae Co-op.;1047 Barclay St;Completed;1985;7;7;3;0;0;0;0;0;0;0;7;14;18;0;0;0;42;0;14;Amicae Co-op Housing Association;West End;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=110;"{""type"": ""Point"", ""coordinates"": [-123.12576234, 49.28281842]}"
112;Sunset Towers;1655 Barclay;Completed;1975;6;0;0;0;14;0;0;0;0;0;68;0;0;0;177;0;0;265;0;BC Housing;West End;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=112;"{""type"": ""Point"", ""coordinates"": [-123.13484649, 49.28866855]}"
113;Pacific Park Place Co-op;3401 E 43rd Ave;Completed;1986;0;2;0;0;0;0;0;0;0;0;9;8;21;0;0;0;31;0;9;Pacific Park Place Co-op Housing Association;Killarney;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=113;"{""type"": ""Point"", ""coordinates"": [-123.03003447, 49.23126023]}"
121;Kiwanis Fairview Manor;633 Bucketwheel;Completed;1977;0;0;0;0;0;0;0;0;0;0;21;0;0;0;40;0;0;61;0;Uptown Kiwanis Club;Fairview;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=121;"{""type"": ""Point"", ""coordinates"": [-123.11823439, 49.26800345]}"
123;Twin Arms;1030 Burnaby St;Completed;1972;0;0;0;0;0;0;0;0;0;0;29;0;0;0;187;0;0;216;0;Society for Christian Care of the Elderly;West End;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=123;"{""type"": ""Point"", ""coordinates"": [-123.13146057, 49.27877594]}"
129;Stamp's Place;512 Campbell Ave;Completed;1967;0;0;0;0;0;0;0;0;0;0;42;104;117;20;92;0;241;134;0;BC Housing;Strathcona;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=129;"{""type"": ""Point"", ""coordinates"": [-123.08401895, 49.27900972]}"
138;Connaught Co-op;527 Commodore Rd;Completed;1984;1;3;0;0;0;0;0;0;0;0;12;63;0;0;0;0;66;0;13;Connaught Co-op Housing Association;Fairview;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=138;"{""type"": ""Point"", ""coordinates"": [-123.11596251, 49.26801477]}"
140;Le Coeur Co-op;3502-3672 Cordiale Dr;Completed;1982;0;0;0;0;0;0;0;0;0;0;14;26;33;4;0;0;63;0;14;Le Coeur Co-op Housing Association;Killarney;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=140;"{""type"": ""Point"", ""coordinates"": [-123.02601179, 49.20962267]}"
144;Hugh Bird Residence;420 E Cordova;Completed;1981;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64;0;0;64;Metro Vancouver Housing Corporation;Strathcona;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=144;"{""type"": ""Point"", ""coordinates"": [-123.09482718, 49.28193148]}"
164;Vancouver Native (Frances St);1766 Frances St;Completed;1986;1;1;0;0;0;0;0;0;0;0;11;8;6;0;0;0;15;0;12;Vancouver Native Housing Society;Grandview-Woodland;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=164;"{""type"": ""Point"", ""coordinates"": [-123.06892602, 49.2790927]}"
166;Emma G. Co-op;2250 Fraser St;Completed;1984;1;3;1;0;0;0;0;0;0;0;3;8;1;0;0;0;13;0;4;Emma G. Co-op Housing Association;Mount Pleasant;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=166;"{""type"": ""Point"", ""coordinates"": [-123.08876201, 49.26456896]}"
167;Happy Manor;551 E Georgia St;Completed;1979;1;0;0;0;0;0;0;0;0;0;1;0;0;0;25;0;0;26;1;Vancouver Chinese Kung Kao Foundation;Strathcona;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=167;"{""type"": ""Point"", ""coordinates"": [-123.09201049, 49.27867931]}"
169;David Wetherow Co-op;1529 W 71st Ave;Completed;1985;5;0;0;0;0;0;0;0;0;0;10;6;17;2;0;0;25;0;15;David Wetherow Co-op Housing Association;Marpole;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=169;"{""type"": ""Point"", ""coordinates"": [-123.14167259, 49.20734942]}"
174;Grandview Gardens;2535 Grandview Hwy N;Completed;1977;0;0;0;0;0;0;0;0;0;0;0;0;13;7;0;0;20;0;0;Metro Vancouver Housing Corporation;Renfrew-Collingwood;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=174;"{""type"": ""Point"", ""coordinates"": [-123.05390317, 49.25849645]}"
176;Kaslo Gardens Co-op;2775 Cooperative Way;Completed;1992;0;0;0;0;0;0;0;0;0;0;15;23;47;0;0;0;70;0;15;Kaslo Gardens Co-op Housing Association;Renfrew-Collingwood;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=176;"{""type"": ""Point"", ""coordinates"": [-123.04775452, 49.25738833]}"
180;Helmcken House;1090 Granville St;Completed;1991;0;0;0;0;0;0;0;0;0;0;16;0;0;0;16;0;0;0;32;McLaren Housing Society of BC;Downtown;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=180;"{""type"": ""Point"", ""coordinates"": [-123.1241591, 49.27810547]}"
184;Vancouver Native (Graveley St);1339 Graveley St;Completed;1988;2;2;0;0;0;0;0;0;0;0;10;9;4;9;0;0;24;10;2;Vancouver Native Housing Society;Grandview-Woodland;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=184;"{""type"": ""Point"", ""coordinates"": [-123.07637895, 49.27082772]}"
186;Barclay Heritage Square;1416 Haro St;Completed;1985;0;1;0;0;0;0;0;0;0;0;0;6;11;0;0;0;18;0;0;City of Vancouver;West End;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=186;"{""type"": ""Point"", ""coordinates"": [-123.13188043, 49.28738884]}"
192;Jennie Pentland Place;540 E Hastings St;Completed;1987;2;0;0;0;7;0;0;0;0;0;23;11;6;0;37;0;17;0;69;First United Church Social Housing Society;Strathcona;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=192;"{""type"": ""Point"", ""coordinates"": [-123.09305566, 49.28089739]}"
