Property Reference,Charge Type,Gross Charge,Supplement,Small Business Relief,Charity Relief,Exemption Relief,Discretionary Relief,Additional Relief,Supporting Small Business Relief,Start Date,End Date,Company Name,Address,Easting,Northing,Longitude,Latitude,Spatial Accuracy,Location,Last Uploaded,Organisation URI,Socrata ID
UPRN01046002100001,Occupied,1712.05,39.98,0.00,0.00,0.00,0.00,79.45,0.00,01/04/2014,29/04/2014,BOLEYN JEWELS LTD,"GND F, 21 HATTON GARDEN, LONDON, EC1N 8BA",531385,181727,-0.107768,51.519191,Postcode Level,"(51.519191, -0.107768)",30/10/2020 11:09:10 AM,http://opendatacommunities.org/id/london-borough-council/camden,83628
UPRN00782016312508,Occupied,21249.20,553.59,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2020,08/07/2020,MARY KAY COSMETICS (U.K.) LIMITED,"GND F LEFT SOUTH BLOCK, CARRIAGE ROW, 163 EVERSHOLT STREET, LONDON, NW1 1BL",529414,183102,-0.135654,51.532002,Postcode Level,"(51.532002, -0.135654)",30/10/2020 11:12:31 AM,http://opendatacommunities.org/id/london-borough-council/camden,205766
UPRN0094800370001B,Occupied,6358.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2014,31/03/2015,ABC CINEMAS LIMITED,"ADJ, 37 TOTTENHAM COURT ROAD, LONDON, W1T 1BY",529672,181609,-0.132486,51.518526,Postcode Level,"(51.518526, -0.132486)",30/10/2020 11:09:07 AM,http://opendatacommunities.org/id/london-borough-council/camden,82167
UPRN0118800261000B,Occupied,9688.52,262.40,0.00,0.00,0.00,0.00,0.00,0.00,03/11/2015,31/03/2016,EURO MOUNTS & FINDINGS LLP,"ANTWERP HOUSE, 26-27 KIRBY STREET, LONDON, EC1N 8TE",531400,181809,-0.107495,51.519926,Postcode Level,"(51.519926, -0.107495)",30/10/2020 11:09:58 AM,http://opendatacommunities.org/id/london-borough-council/camden,112947
UPRN00992099609998,Occupied,8233.50,214.50,0.00,6758.40,0.00,0.00,1689.60,0.00,01/04/2020,,COLLINGHAM GARDENS NURSERY,"DAY NURSERY, HENRIETTA MEWS, LONDON, WC1N 1PH",530363,182406,-0.122238,51.525529,Postcode Level,"(51.525529, -0.122238)",30/10/2020 11:12:37 AM,http://opendatacommunities.org/id/london-borough-council/camden,209496
UPRN00641006320078,Occupied,1579.85,0.00,1579.85,0.00,0.00,0.00,0.00,0.00,17/04/2014,28/02/2015,AXON US CORP,"1ST FL SUITE 7, 63-65 CAMDEN HIGH STREET, LONDON, NW1 7JL",529069,183562,-0.140457,51.536215,Postcode Level,"(51.536215, -0.140457)",30/10/2020 11:09:19 AM,http://opendatacommunities.org/id/london-borough-council/camden,89538
UPRN00301019900006,Occupied,5523.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2019,31/03/2020,EURONET 360 FINANCE LIMITED,"NATIONWIDE B. S. ATM, 199 HAVERSTOCK HILL, LONDON, NW3 4QG",527272,185122,-0.165788,51.550642,Postcode Level,"(51.550642, -0.165788)",30/10/2020 11:11:48 AM,http://opendatacommunities.org/id/london-borough-council/camden,180968
UPRN00936000800001,Occupied,1949867.84,37984.44,0.00,0.00,0.00,0.00,0.00,0.00,12/08/2013,31/03/2014,ARUP GROUP LIMITED,"8 FITZROY STREET, LONDON, W1T 4BH",,,,,No spatial information available,,30/10/2020 11:08:47 AM,http://opendatacommunities.org/id/london-borough-council/camden,71281
UPRN00948006910065,Occupied,4534.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2018,31/03/2019,CASHINO GAMING LTD,"1ST FLR REAR, 69 TOTTENHAM COURT ROAD, LONDON, W1T 2HA",529525,181802,-0.134507,51.520295,Postcode Level,"(51.520295, -0.134507)",30/10/2020 11:11:24 AM,http://opendatacommunities.org/id/london-borough-council/camden,165184
UPRN05076002400009,Occupied,9655.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2014,31/03/2015,JOHN ESKENAZI LIMITED,"24 LIDDELL ROAD, LONDON, NW6 2EW",,,,,No spatial information available,,30/10/2020 11:09:18 AM,http://opendatacommunities.org/id/london-borough-council/camden,88690
UPRN00948002510027,Void (empty),784.13,15.28,0.00,0.00,799.41,0.00,0.00,0.00,25/03/2014,31/03/2014,DERWENT LONDON PLC,"25 TOTTENHAM COURT ROAD, LONDON, W1T 1BR",,,,,No spatial information available,,30/10/2020 11:08:55 AM,http://opendatacommunities.org/id/london-borough-council/camden,75646
UPRN0094100121400A,Occupied,1140.08,26.63,0.00,0.00,0.00,0.00,0.00,0.00,13/03/2015,31/03/2015,HINDAWI LIMITED,"3RD FLR NORTH, 12-14 WHITFIELD STREET, LONDON, W1T 2RF",529570,181704,-0.13392,51.519403,Postcode Level,"(51.519403, -0.13392)",30/10/2020 11:09:29 AM,http://opendatacommunities.org/id/london-borough-council/camden,94973
UPRN00492004730012,Occupied,14760.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2018,31/03/2019,ACQUISITIONS (FIREPLACES) LTD,"ARCHES 47-49 & YARD, CASTLE MEWS, LONDON, NW1 8SX",528614,184613,-0.146604,51.545766,Postcode Level,"(51.545766, -0.146604)",30/10/2020 11:11:16 AM,http://opendatacommunities.org/id/london-borough-council/camden,160117
UPRN001530009A1044,Occupied,19350.00,344.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2012,31/03/2013,L'OREAL (U.K.) LIMITED,"BST & GND F(S), 9A HAMPSTEAD HIGH STREET, LONDON, NW3 1PR",526621,185654,-0.174955,51.555571,Postcode Level,"(51.555571, -0.174955)",30/10/2020 11:07:52 AM,http://opendatacommunities.org/id/london-borough-council/camden,37922
UPRN00927008209996,Occupied,10043.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2016,31/03/2017,FISH & BONE LTD,"BST & GND FS, 82 CLEVELAND STREET, LONDON, W1T 6NF",529107,181990,-0.140485,51.522079,Postcode Level,"(51.522079, -0.140485)",30/10/2020 11:10:12 AM,http://opendatacommunities.org/id/london-borough-council/camden,121761
UPRN01063002600028,Occupied,2043.24,0.00,1123.69,0.00,0.00,0.00,498.63,0.00,01/10/2014,31/03/2015,PERSONAL TAILORING PARTNERSHIP LIMITED,"2ND F, 26 GOODGE STREET, LONDON, W1T 2QG",529487,181746,-0.135075,51.519801,Postcode Level,"(51.519801, -0.135075)",30/10/2020 11:09:23 AM,http://opendatacommunities.org/id/london-borough-council/camden,92141
UPRN01042007010007,Occupied,17149.32,304.88,0.00,0.00,0.00,0.00,0.00,0.00,30/08/2012,31/03/2013,BUBBLEDOGS & LTD,"BST & GND FLR, 70 CHARLOTTE STREET, LONDON, W1T 4QG",529389,181811,-0.136463,51.520408,Postcode Level,"(51.520408, -0.136463)",30/10/2020 11:08:16 AM,http://opendatacommunities.org/id/london-borough-council/camden,52510
UPRN00395032220003,Occupied,2175.08,58.91,0.00,0.00,0.00,0.00,0.00,0.00,01/03/2016,31/03/2016,HILCO SUPERMARKETS LTD,"BST & GND FS, 322-324 KILBURN HIGH ROAD, LONDON, NW6 2QN",524802,184459,-0.201628,51.545234,Postcode Level,"(51.545234, -0.201628)",30/10/2020 11:10:00 AM,http://opendatacommunities.org/id/london-borough-council/camden,114694
UPRN0065800010000A,Occupied,1874.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2014,09/06/2014,APEX HOUSING SOLUTIONS LTD,"1 WILMOT PLACE, LONDON, NW1 9JS",529147,184418,-0.139019,51.543889,Postcode Level,"(51.543889, -0.139019)",30/10/2020 11:09:03 AM,http://opendatacommunities.org/id/london-borough-council/camden,79238
UPRN01160008700041,Occupied,3875.25,0.00,0.00,0.00,0.00,150.00,0.00,0.00,01/04/2019,31/03/2020,RICHARD MAX & CO LLP,"BST, 87 CHANCERY LANE, LONDON, WC2A 1ET",531091,181330,-0.11215,51.515691,Postcode Level,"(51.515691, -0.11215)",30/10/2020 11:12:06 AM,http://opendatacommunities.org/id/london-borough-council/camden,191497
UPRN00576025804223,Void (empty),85.17,1.99,0.00,0.00,87.16,0.00,0.00,0.00,01/11/2014,14/12/2014,CASTLE TRADING LTD,"4TH F ROOM 421, 258 BELSIZE ROAD, LONDON, NW6 4BT",525515,183682,-0.191603,51.538096,Postcode Level,"(51.538096, -0.191603)",30/10/2020 11:09:24 AM,http://opendatacommunities.org/id/london-borough-council/camden,92758
UPRN0500601241003A,Occupied,11874.03,231.31,0.00,0.00,0.00,0.00,0.00,0.00,01/02/2014,31/03/2014,NYMAN LIBSON PAUL LLP,"1ST 2ND 3RD & 4TH FS, 124 FINCHLEY ROAD, LONDON, NW3 5HT",526371,184697,-0.178903,51.547027,Postcode Level,"(51.547027, -0.178903)",30/10/2020 11:08:53 AM,http://opendatacommunities.org/id/london-borough-council/camden,74166
UPRN01261014200510,Void (empty),324.87,12.38,0.00,0.00,337.25,0.00,0.00,0.00,01/04/2017,31/05/2017,WEWORK INTERNATIONAL LTD,"RM 0.010 GND FLR, WATERHOUSE SQUARE, 142 HOLBORN, LONDON, EC1N 2NH",,,,,No spatial information available,,30/10/2020 11:10:59 AM,http://opendatacommunities.org/id/london-borough-council/camden,150330
UPRN01175023200011,Void (empty),2047.81,36.41,0.00,0.00,2084.22,0.00,0.00,0.00,01/04/2012,22/04/2012,PLETHORA SOLUTIONS LTD,"4TH F, 232-233 HIGH HOLBORN, LONDON, WC1V 7DA",530558,181515,-0.119758,51.517477,Postcode Level,"(51.517477, -0.119758)",30/10/2020 11:08:08 AM,http://opendatacommunities.org/id/london-borough-council/camden,47833
UPRN00948023010011,Occupied,49.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2020,,VIRGIN MEDIA LTD,"MESH 01-02  12, 230 TOTTENHAM COURT ROAD, LONDON, W1T 7QQ",529676,181667,-0.132407,51.519046,Postcode Level,"(51.519046, -0.132407)",30/10/2020 11:12:36 AM,http://opendatacommunities.org/id/london-borough-council/camden,208975
UPRN010620004BG012,Occupied,3993.53,0.00,0.00,0.00,0.00,62.47,0.00,0.00,01/04/2017,30/08/2017,CHERRY CHERRY LONDON LTD,"BST & GND F, 4 GOODGE PLACE, LONDON, W1T 4SB",529408,181701,-0.136229,51.519415,Postcode Level,"(51.519415, -0.136229)",30/10/2020 11:10:52 AM,http://opendatacommunities.org/id/london-borough-council/camden,145580
UPRN01126008821205,Void (empty),2446.95,64.79,0.00,0.00,2511.74,0.00,0.00,0.00,21/06/2019,31/03/2020,MWB BUSINESS EXCHANGE CENTRES LIMITED,"ROOM 212 2ND F, 88 KINGSWAY, LONDON, WC2B 6AA",530553,181488,-0.11984,51.517236,Postcode Level,"(51.517236, -0.11984)",30/10/2020 11:12:16 AM,http://opendatacommunities.org/id/london-borough-council/camden,197042
UPRN01169001610027,Occupied,21600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2018,31/03/2019,M2A MEDIA LTD,"STUDIO 301 AT 3RD FLR, THE RECORD HALL, 16-16A BALDWINS GARDENS, LONDON, EC1N 7RJ",531251,181824,-0.109636,51.520095,Postcode Level,"(51.520095, -0.109636)",30/10/2020 11:11:31 AM,http://opendatacommunities.org/id/london-borough-council/camden,169665
UPRN0104800111001B,Void (empty),701.40,13.21,0.00,0.00,714.61,0.00,0.00,0.00,01/04/2010,23/05/2010,MIDOS INVESTMENTS LIMITED,"1ST FLR, 11-13 HATTON WALL, LONDON, EC1N 8HX",531338,182001,-0.108343,51.521664,Postcode Level,"(51.521664, -0.108343)",30/10/2020 11:07:04 AM,http://opendatacommunities.org/id/london-borough-council/camden,7899
UPRN01106007800004,Occupied,13630.29,318.33,0.00,0.00,0.00,0.00,693.15,0.00,01/04/2014,09/12/2014,STERLING ENTERPRISES UK LIMITED,"BST & GND FS, 78 SOUTHAMPTON ROW, LONDON, WC1B 4AR",530438,181758,-0.121397,51.519688,Postcode Level,"(51.519688, -0.121397)",30/10/2020 11:09:12 AM,http://opendatacommunities.org/id/london-borough-council/camden,85031
UPRN00889700720114,Void (empty),85.45,2.00,0.00,0.00,0.00,0.00,0.00,0.00,25/01/2012,29/02/2012,WARREN COURT INVESTMENTS LLP,"UNIT 11 1ST FLR WARREN COURT, EUSTON ROAD, LONDON, NW1 3AA",529253,182272,-0.138278,51.52458,Postcode Level,"(51.52458, -0.138278)",30/10/2020 11:07:49 AM,http://opendatacommunities.org/id/london-borough-council/camden,36088
UPRN01070003100015,Occupied,21829.50,425.25,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2013,31/03/2014,THE PREGNANT MAN'S SON LIMITED,"BST-1ST FLS, 31 WINDMILL STREET, LONDON, W1T 2JN",529588,181666,-0.133649,51.519059,Postcode Level,"(51.519059, -0.133649)",30/10/2020 11:08:35 AM,http://opendatacommunities.org/id/london-borough-council/camden,64439
UPRN00895034430311,Void (empty),540.10,14.30,0.00,0.00,554.40,0.00,0.00,0.00,01/04/2019,31/05/2019,MWB EXECUTIVE CENTRES (GRAYS INN RD) LTD,"ROOM 3.11 3RD FLR, GRAYS INN ROAD BUSINESS CENTRE, 344-354 GRAYS INN ROAD, LONDON, WC1X 8BP",530500,182888,-0.12006,51.529831,Postcode Level,"(51.529831, -0.12006)",30/10/2020 11:11:57 AM,http://opendatacommunities.org/id/london-borough-council/camden,186236
UPRN010420031209B3,Void (empty),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2015,30/09/2015,WORKSPACE MANAGEMENT LTD,"UNIT 209B, 31-37 LEATHER LANE, LONDON, EC1N 3TE",,,,,No spatial information available,,30/10/2020 11:09:42 AM,http://opendatacommunities.org/id/london-borough-council/camden,103307
UPRN99368000710084,Void (empty),128.38,5.17,0.00,0.00,133.55,0.00,0.00,0.00,15/08/2019,29/08/2019,THE OFFICE GROUP PROPERTIES LIMITED,"SB 4.6, STANLEY BUILDING, 7 PANCRAS SQUARE, LONDON, N1C 4AG",530144,183285,-0.125043,51.533481,Postcode Level,"(51.533481, -0.125043)",30/10/2020 11:12:17 AM,http://opendatacommunities.org/id/london-borough-council/camden,198060
UPRN00948001150003,Occupied,96.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2016,31/03/2017,CLEAR CHANNEL UK LTD,"(0171 813 2298/2471), O/S 115 TOTTENHAM COURT ROAD, LONDON, W1T 5AH",529326,182137,-0.137276,51.52335,Postcode Level,"(51.52335, -0.137276)",30/10/2020 11:10:12 AM,http://opendatacommunities.org/id/london-borough-council/camden,122168
UPRN00368015509993,Occupied,6505.75,0.00,3795.03,0.00,0.00,0.00,0.00,0.00,01/04/2019,31/03/2020,LAWRENCE WEBB LIMITED,"GND F R, 155A LEIGHTON ROAD, LONDON, NW5 2RD",529587,185204,-0.132388,51.550852,Postcode Level,"(51.550852, -0.132388)",30/10/2020 11:11:49 AM,http://opendatacommunities.org/id/london-borough-council/camden,181375
UPRN01175007100305,Void (empty),620.46,16.43,0.00,0.00,636.89,0.00,0.00,0.00,29/09/2019,31/03/2020,MCPI (JERSEY) LTD,"CAR SPACE NO 21 BASEMENT, MID CITY PLACE, 71 HIGH HOLBORN, LONDON, WC1V 6EA",530809,181632,-0.1161,51.51847,Postcode Level,"(51.51847, -0.1161)",30/10/2020 11:12:18 AM,http://opendatacommunities.org/id/london-borough-council/camden,198661
UPRN01126012522039,Occupied,1121.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/11/2019,31/03/2020,WEWORK INTERNATIONAL LTD,"RM.02A103, AVIATION HOUSE, 125-129 KINGSWAY, LONDON, WC2B 6NH",530502,181456,-0.120561,51.516961,Postcode Level,"(51.516961, -0.120561)",30/10/2020 11:12:20 AM,http://opendatacommunities.org/id/london-borough-council/camden,199280
UPRN00363010600033,Void (empty),2509.51,67.97,0.00,0.00,2577.48,0.00,0.00,0.00,06/01/2016,31/03/2016,SACKVILLE UK PROPERTY SELECT II (GP) NO.,"GND F FRONT LEFT CAMDEN ISLAND, 106-110 KENTISH TOWN ROAD, LONDON, NW1 9PX",528987,184460,-0.141284,51.544306,Postcode Level,"(51.544306, -0.141284)",30/10/2020 11:09:59 AM,http://opendatacommunities.org/id/london-borough-council/camden,113829
UPRN00395030400005,Occupied,9539.51,0.00,0.00,0.00,0.00,96.16,0.00,0.00,01/04/2018,20/11/2018,Y & A FOODS LTD,"304 KILBURN HIGH ROAD, LONDON, NW6 2DB",524891,184346,-0.20036,51.544201,Postcode Level,"(51.544201, -0.20036)",30/10/2020 11:11:15 AM,http://opendatacommunities.org/id/london-borough-council/camden,159811
UPRN00948009091086,Occupied,1278.00,21.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2011,31/03/2012,SPACE NK LIMITED,"BST 8 AT, 90-91 TOTTENHAM COURT ROAD, LONDON, W1T 4TJ",529416,181987,-0.136035,51.521981,Postcode Level,"(51.521981, -0.136035)",30/10/2020 11:07:30 AM,http://opendatacommunities.org/id/london-borough-council/camden,24497
UPRN0000014444402A,Occupied,11322.65,192.50,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2011,31/03/2012,WILLIAM HILL ORGANIZATION LTD,"GND F, 49 HIGHGATE HIGH STREET, LONDON, N6 5JX",528379,187403,-0.148973,51.570892,Postcode Level,"(51.570892, -0.148973)",30/10/2020 11:07:21 AM,http://opendatacommunities.org/id/london-borough-council/camden,18321
UPRN00605001020024,Occupied,13223.50,0.00,0.00,0.00,0.00,0.00,13223.50,0.00,01/04/2020,,NW3 PHYSIO LIMITED,"2ND FLR, 10-11 ST GEORGE'S MEWS, LONDON, NW1 8XE",527826,184047,-0.158193,51.540856,Postcode Level,"(51.540856, -0.158193)",30/10/2020 11:12:27 AM,http://opendatacommunities.org/id/london-borough-council/camden,203913
UPRN00846002200046,Occupied,200129.26,3442.02,0.00,0.00,0.00,0.00,0.00,0.00,04/05/2010,03/08/2010,GRANT THORNTON UK LLP,"BLOCK A GRANT THORNTON HOUSE, 22 MELTON STREET, LONDON, NW1 2EE",,,,,No spatial information available,,30/10/2020 11:07:13 AM,http://opendatacommunities.org/id/london-borough-council/camden,13280
UPRN00840023100014,Occupied,9361.00,161.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2010,31/03/2011,JESTICO & WHILES & ASSOCIATES LTD,"1ST F, 231-233 NORTH GOWER STREET, LONDON, NW1 2NR",529274,182551,-0.137873,51.527082,Postcode Level,"(51.527082, -0.137873)",30/10/2020 11:06:58 AM,http://opendatacommunities.org/id/london-borough-council/camden,4295
UPRN99121009900001,Occupied,23079.00,539.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2014,31/03/2015,ALLAN PROPERTIES LTD,"99 HEATH STREET, LONDON, NW3 6SS",526360,186054,-0.1786,51.559222,Postcode Level,"(51.559222, -0.1786)",30/10/2020 11:09:19 AM,http://opendatacommunities.org/id/london-borough-council/camden,89250
UPRN00894055500016,Occupied,5698.00,98.00,0.00,4636.80,0.00,0.00,0.00,0.00,01/04/2010,31/03/2011,HOLY CROSS CENTRE TRUST,"CAFE AT UNITED REFORMED CHURCH, REGENTS SQUARE, TAVISTOCK PLACE, LONDON, WC1H 9RT",530342,182492,-0.122509,51.526307,Postcode Level,"(51.526307, -0.122509)",30/10/2020 11:06:59 AM,http://opendatacommunities.org/id/london-borough-council/camden,4980
UPRN01204010301719,Void (empty),27840.00,754.00,0.00,0.00,28594.00,0.00,0.00,0.00,01/04/2015,31/03/2016,ALMACANTAR CENTRE POINT NOMINEE NO.1 LIM,"ROOM 171 17TH FLR CENTRE POINT, 103 NEW OXFORD STREET, LONDON, WC1A 1DD",,,,,No spatial information available,,30/10/2020 11:09:49 AM,http://opendatacommunities.org/id/london-borough-council/camden,107475
UPRN00941004400035,Occupied,53760.00,1456.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2018,31/03/2019,CHANNEL CAPITAL ADVISORS LLP,"4TH FLR AT, 44-46 WHITFIELD STREET, LONDON, W1T 2RJ",,,,,No spatial information available,,30/10/2020 11:11:23 AM,http://opendatacommunities.org/id/london-borough-council/camden,165037
UPRN00948024825606,Occupied,21150.00,376.00,0.00,17220.80,0.00,0.00,0.00,0.00,01/04/2012,31/03/2013,THE RUFFORD FOUNDATION,"6TH FLR, 248-250 TOTTENHAM COURT ROAD, LONDON, W1T 7QZ",529748,181551,-0.131387,51.517989,Postcode Level,"(51.517989, -0.131387)",30/10/2020 11:08:02 AM,http://opendatacommunities.org/id/london-borough-council/camden,43922
UPRN00889033801053,Void (empty),316.62,8.83,0.00,0.00,325.45,0.00,0.00,0.00,09/09/2017,24/09/2017,338 EUSTON ROAD LIMITED,"SUITE 104B 1ST FLR, 338 EUSTON ROAD, LONDON, NW1 3BT",529021,182266,-0.141623,51.524579,Postcode Level,"(51.524579, -0.141623)",30/10/2020 11:11:06 AM,http://opendatacommunities.org/id/london-borough-council/camden,154233
UPRN00889028630546,Occupied,13431.00,360.75,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2016,31/03/2017,EUSTON TOWER SERVICED OFFICES LTD,"ROOM WO3 34TH FLR, EUSTON TOWER, EUSTON ROAD, LONDON, NW1 3DP",529180,182343,-0.139304,51.525235,Postcode Level,"(51.525235, -0.139304)",30/10/2020 11:10:09 AM,http://opendatacommunities.org/id/london-borough-council/camden,120376
UPRN00780077700095,Occupied,4548.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30/11/2017,31/03/2018,REVLON INTERNATIONAL CORPORATION,"BST (OFFICE UNDER FRNT PVMNT), GREATER LONDON HOUSE, HAMPSTEAD ROAD, LONDON, NW1 7QX",529135,183255,-0.139618,51.533441,Postcode Level,"(51.533441, -0.139618)",30/10/2020 11:11:08 AM,http://opendatacommunities.org/id/london-borough-council/camden,155640
UPRN00416001000122,Occupied,847.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2016,31/03/2017,IMPERIAL RESOURCES SA,"GARAGE NO 4 AT, 10 CANFIELD PLACE, LONDON, NW6 3BT",526207,184709,-0.181288,51.547169,Postcode Level,"(51.547169, -0.181288)",30/10/2020 11:10:05 AM,http://opendatacommunities.org/id/london-borough-council/camden,117213
UPRN99056006430011,Occupied,46.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2017,31/03/2018,VIRGIN MEDIA LTD,"MESH 21-08, 64 WEST END LANE, LONDON, NW6 2NE",525447,184283,-0.192394,51.54351,Postcode Level,"(51.54351, -0.192394)",30/10/2020 11:11:01 AM,http://opendatacommunities.org/id/london-borough-council/camden,151227
UPRN01046005935089,Occupied,7332.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2012,30/01/2013,MCCLURE PRECIOUS METALS LIMITED - IN LIQ,"GND F S COLONIAL BLDGS, 59-61 HATTON GARDEN, LONDON, EC1N 8LS",531291,181962,-0.109034,51.521324,Postcode Level,"(51.521324, -0.109034)",30/10/2020 11:08:04 AM,http://opendatacommunities.org/id/london-borough-council/camden,45060
UPRN01046005730045,Void (empty),34370.00,910.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2019,31/03/2020,WSC NW9 LIMITED,"4TH F PETERSHAM HSE, 57A B & C HATTON GARDEN, LONDON, EC1N 8JD",531289,182025,-0.109039,51.521891,Postcode Level,"(51.521891, -0.109039)",30/10/2020 11:12:01 AM,http://opendatacommunities.org/id/london-borough-council/camden,188577
UPRN01035006710021,Void (empty),8200.10,217.11,0.00,0.00,0.00,0.00,0.00,0.00,14/04/2019,10/09/2019,RPLAN LIMITED,"1ST FLR EAST, 67 CLERKENWELL ROAD, LONDON, EC1R 5BL",531407,182040,-0.107334,51.521998,Postcode Level,"(51.521998, -0.107334)",30/10/2020 11:12:14 AM,http://opendatacommunities.org/id/london-borough-council/camden,196125
UPRN00858000900022,Occupied,29524.00,793.00,0.00,24253.60,0.00,0.00,0.00,0.00,01/04/2016,31/03/2017,UNIVERSITY COLLEGE LONDON,"GND FLR, 9 ENDSLEIGH GARDENS, LONDON, WC1H 0EH",529721,182464,-0.13144,51.5262,Postcode Level,"(51.5262, -0.13144)",30/10/2020 11:10:09 AM,http://opendatacommunities.org/id/london-borough-council/camden,119905
UPRN00628020300228,Occupied,32499.00,759.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2014,31/03/2015,ASSOCIATED PRESS TELEVISION NEWS,"SUITE 203 PT 2ND FLR, THE INTERCHANGE, OVAL ROAD, LONDON, NW1 7EA",528569,183840,-0.147535,51.538829,Postcode Level,"(51.538829, -0.147535)",30/10/2020 11:09:02 AM,http://opendatacommunities.org/id/london-borough-council/camden,78738
UPRN00197000010039,Occupied,9586.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2013,31/03/2014,QS QUACQUARELLI SYMONDS LTD,"2ND FLOOR 1 HEATHGATE, AGINCOURT ROAD, LONDON, NW3 2NT",527756,185469,-0.158685,51.553651,Postcode Level,"(51.553651, -0.158685)",30/10/2020 11:08:24 AM,http://opendatacommunities.org/id/london-borough-council/camden,56777
UPRN01175024630025,Void (empty),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2016,20/09/2016,FREP 3 (WESTON) LIMITED,"5TH FLR, WESTON HOUSE, 246 HIGH HOLBORN, LONDON, WC1V 7EX",530626,181511,-0.11878,51.517425,Postcode Level,"(51.517425, -0.11878)",30/10/2020 11:10:21 AM,http://opendatacommunities.org/id/london-borough-council/camden,127019
UPRN00636001301116,Occupied,2582.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2018,31/03/2019,AMARIS CONSULTING UK LTD,"OFFICE 1.16 GRD FLR, 13 HAWLEY ROAD, LONDON, NW1 8NP",528861,184078,-0.143265,51.540899,Postcode Level,"(51.540899, -0.143265)",30/10/2020 11:11:17 AM,http://opendatacommunities.org/id/london-borough-council/camden,160945
