VIN (1-10),County,City,State,ZIP Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location
1N4AZ0CPXG,King,SEATTLE,WA,98104,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,29010,43,241006,POINT (-122.32861100000001 47.602601)
WBY8P8C55K,King,SEATTLE,WA,98102,2019,BMW,I3S WITH RANGE EXTENDER,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,126,44450,43,307744132,POINT (-122.321673 47.634289)
5YJ3E1EA5K,King,SEATTLE,WA,98118,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,35000,37,124456468,POINT (-122.275593 47.54055)
JHMZC5F30J,King,NORTH BEND,WA,98045,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,33400,5,264004842,POINT (-121.668459 47.426482)
5YJXCDE27L,Clark,VANCOUVER,WA,98660,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289,0,49,8639060,POINT (-122.693972 45.648434)
WA1VAAGE6K,King,KENT,WA,98042,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,204,74800,47,100679862,POINT (-122.11667400000002 47.363112)
5YJ3E1EB4K,Snohomish,EDMONDS,WA,98026,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,35000,21,243856245,POINT (-122.33304600000001 47.829439)
5YJYGDEE0L,Kitsap,INDIANOLA,WA,98342,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,315,0,23,110829428,POINT (-122.527513 47.75152)
5YJSA1E23H,King,BELLEVUE,WA,98006,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,68000,41,348527224,POINT (-122.151342 47.560192)
1N4AZ0CP4E,Snohomish,MOUNTLAKE TERRACE,WA,98043,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,28980,32,264321508,POINT (-122.30655200000001 47.792041)
SADHD2S13L,Whatcom,BELLINGHAM,WA,98226,2020,JAGUAR,I-PACE,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,234,0,40,3424326,POINT (-122.454718 48.801538)
5YJSA1E27L,King,SEATTLE,WA,98199,2020,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,330,0,36,124422539,POINT (-122.399558 47.648651)
5YJXCBE44J,King,RENTON,WA,98058,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,79500,47,227653821,POINT (-122.137386 47.444808)
WAUUPBFF5H,King,SEATTLE,WA,98103,2017,AUDI,A3 E-TRON,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,38900,43,103140236,POINT (-122.343577 47.672491)
1N4AZ0CPXF,King,KENT,WA,98030,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,29010,33,249119895,POINT (-122.19538100000001 47.369696)
5YJ3E1EB8L,King,SEATTLE,WA,98146,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,34,6263603,POINT (-122.35720600000002 47.501207)
5YJ3E1EC0L,Snohomish,LYNNWOOD,WA,98037,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,308,0,21,112881681,POINT (-122.287614 47.83874)
YV4BR0PL0J,Snohomish,MILL CREEK,WA,98012,2018,VOLVO,XC90 AWD,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,64950,44,349884027,POINT (-122.20151499999999 47.843376)
1N4AZ0CP0E,Snohomish,EVERETT,WA,98208,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,28980,38,127602618,POINT (-122.19615 47.894423)
KNDJP3AE5H,King,KENT,WA,98031,2017,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,32250,47,295930995,POINT (-122.196448 47.40561)
5YJSA1E23H,King,MEDINA,WA,98039,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,68000,48,305530725,POINT (-122.23458900000001 47.626443)
5YJ3E1EA9J,King,KIRKLAND,WA,98034,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,1,292923956,POINT (-122.204248 47.719278)
5YJRE11B58,King,REDMOND,WA,98053,2008,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,98950,5,232155668,POINT (-122.024951 47.670286)
KMHE24L11G,King,SEATTLE,WA,98115,2016,HYUNDAI,SONATA PLUG-IN HYBRID,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,27,34600,46,159453045,POINT (-122.297534 47.685291)
JTDKARFP4H,Whatcom,BELLINGHAM,WA,98226,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,27100,42,161053959,POINT (-122.454718 48.801538)
KMHE24L16G,Snohomish,EVERETT,WA,98203,2016,HYUNDAI,SONATA PLUG-IN HYBRID,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,27,34600,38,242862119,POINT (-122.227707 47.943014)
5YJSA1H1XE,Thurston,LACEY,WA,98503,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,22,144021167,POINT (-122.80237 47.02499)
5YJXCBE20J,King,DES MOINES,WA,98198,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,79500,30,476667019,POINT (-122.31207099999999 47.395276)
5YJYGDEFXL,King,SEATTLE,WA,98109,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,36,103191938,POINT (-122.346385 47.630685)
5YJ3E1EB9K,King,REDMOND,WA,98053,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,35000,45,171794997,POINT (-122.024951 47.670286)
5YJXCBE25G,Snohomish,TULALIP,WA,98271,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,74000,38,117221961,POINT (-122.22111400000001 48.097872)
WBA8E1C53J,Island,LANGLEY,WA,98260,2018,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,45600,10,104647266,POINT (-122.43813200000001 48.029812)
1G1RD6E45D,Pierce,LONGBRANCH,WA,98351,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,39145,26,186294272,POINT (-122.770534 47.202464)
5YJYGDEE2L,King,KENT,WA,98030,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,315,0,47,128743114,POINT (-122.19538100000001 47.369696)
1N4AZ0CP5D,Clark,VANCOUVER,WA,98685,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,28800,18,289071583,POINT (-122.68632900000001 45.713105)
5YJ3E1EBXK,King,SEATTLE,WA,98101,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,35000,43,478316520,POINT (-122.334341 47.611423)
3FA6P0SU3H,King,SEATTLE,WA,98177,2017,FORD,FUSION ENERGI,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,33120,32,154523239,POINT (-122.37015900000002 47.743354)
KNDCC3LC7K,Pierce,TACOMA,WA,98444,2019,KIA,NIRO PLUG-IN HYBRID,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,28500,29,10081704,POINT (-122.44779100000001 47.1543)
5YJ3E1EB5L,King,BELLEVUE,WA,98008,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,48,8129509,POINT (-122.117365 47.609515)
5YJYGDEE5L,Klickitat,WHITE SALMON,WA,98672,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,315,0,14,120564510,POINT (-121.469889 45.795046)
5YJ3E1EB0L,King,BELLEVUE,WA,98008,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,48,112778774,POINT (-122.117365 47.609515)
1G1RB6E48F,Island,COUPEVILLE,WA,98239,2015,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,34170,10,229744329,POINT (-122.66309299999999 48.194534)
5YJXCAE20L,Clark,VANCOUVER,WA,98664,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,293,0,49,107552791,POINT (-122.577964 45.620940000000004)
5YJ3E1EB6J,King,KENT,WA,98031,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,47,476443488,POINT (-122.196448 47.40561)
1N4AZ0CP7E,King,MERCER ISLAND,WA,98040,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,28980,41,159013613,POINT (-122.227947 47.565443)
5YJ3E1EB6J,King,SEATTLE,WA,98101,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,43,122108143,POINT (-122.334341 47.611423)
5YJ3E1EB5J,King,MAPLE VALLEY,WA,98038,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,5,252594016,POINT (-122.02812000000002 47.393554)
1N4AZ1CP4J,King,KENT,WA,98032,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,29990,33,196793810,POINT (-122.26132099999998 47.390601)
KNDCC3LC2K,King,REDMOND,WA,98052,2019,KIA,NIRO PLUG-IN HYBRID,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,28500,48,117985059,POINT (-122.122018 47.678465)
3FA6P0PU2G,King,KENT,WA,98030,2016,FORD,FUSION ENERGI,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,33900,47,7919761,POINT (-122.19538100000001 47.369696)
5YJSA1E22G,King,SAMMAMISH,WA,98074,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,66000,45,260649546,POINT (-122.04272399999999 47.623594)
1N4AZ1CP5J,Snohomish,BOTHELL,WA,98021,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,29990,1,475733142,POINT (-122.21210499999998 47.792368)
1N4AZ0CP4D,King,SEATTLE,WA,98133,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,28800,46,217181030,POINT (-122.343983 47.73996900000001)
1N4AZ0CP0E,Cowlitz,LONGVIEW,WA,98632,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,28980,19,349219524,POINT (-123.01174600000002 46.173162)
1G1FX6S08H,King,SEATTLE,WA,98118,2017,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,37495,37,103260699,POINT (-122.275593 47.54055)
1G1RC6S58H,Benton,RICHLAND,WA,99354,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,33220,8,4757966,POINT (-119.294913 46.328447)
5YJ3E1EA7L,King,BELLEVUE,WA,98004,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,48,2290536,POINT (-122.20316899999999 47.619011)
WBY8P6C08L,King,KIRKLAND,WA,98033,2020,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,153,44450,48,107032040,POINT (-122.188994 47.678406)
5YJ3E1EA5L,Pierce,TACOMA,WA,98409,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,29,125914771,POINT (-122.480106 47.211446)
5YJXCDE20L,Mason,HOODSPORT,WA,98548,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289,0,35,126080811,POINT (-123.191985 47.438977)
1G1RD6E4XF,Pierce,LAKE TAPPS,WA,98391,2015,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,34170,31,159182929,POINT (-122.170798 47.184615)
5YJ3E1EB2J,King,BELLEVUE,WA,98008,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,48,474871547,POINT (-122.117365 47.609515)
5YJ3E1EA6J,King,RENTON,WA,98058,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,11,345686421,POINT (-122.137386 47.444808)
1N4AZ0CP5F,Grant,MOSES LAKE,WA,98837,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,29010,13,243795534,POINT (-119.280576 47.149471)
1N4AZ1CP5J,King,ISSAQUAH,WA,98029,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,29990,41,294071767,POINT (-122.014191 47.559121)
5YJ3E1EA5L,King,SEATTLE,WA,98115,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,46,125826991,POINT (-122.297534 47.685291)
5YJSA1E23H,Clark,CAMAS,WA,98607,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,68000,18,112644584,POINT (-122.40849800000001 45.620943)
KNDCC3LC2K,King,SEATTLE,WA,98102,2019,KIA,NIRO PLUG-IN HYBRID,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,28500,43,275972973,POINT (-122.321673 47.634289)
3FA6P0PU2G,King,MAPLE VALLEY,WA,98038,2016,FORD,FUSION ENERGI,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,33900,5,238487553,POINT (-122.02812000000002 47.393554)
5YJ3E1EA8J,King,SHORELINE,WA,98177,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,32,289127135,POINT (-122.37015900000002 47.743354)
5YJ3E1EA1K,Snohomish,BOTHELL,WA,98012,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,35000,1,318074396,POINT (-122.20151499999999 47.843376)
5YJSA1E27J,King,REDMOND,WA,98052,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249,74500,48,317280694,POINT (-122.122018 47.678465)
5YJSA1E45H,Clark,VANCOUVER,WA,98664,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,68000,49,271029825,POINT (-122.577964 45.620940000000004)
5YJYGDEE2L,King,SEATTLE,WA,98121,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,315,0,36,109891666,POINT (-122.34619000000002 47.615293)
KNDCM3LD8J,Island,CAMANO ISLAND,WA,98282,2018,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,27900,10,476131519,POINT (-122.47312700000002 48.184535)
KNDJP3AE3H,King,SEATTLE,WA,98112,2017,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,32250,43,349301935,POINT (-122.296466 47.631708)
1N4AZ1CP2J,King,SEATTLE,WA,98117,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,29990,36,171487718,POINT (-122.379354 47.687571)
5YJYGDEE1M,King,KENT,WA,98030,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,47,128794319,POINT (-122.19538100000001 47.369696)
3C3CFFGE4F,Mason,SHELTON,WA,98584,2015,FIAT,500E,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,87,31800,35,104450832,POINT (-123.09921000000001 47.225326)
3C3CFFGE4F,Clark,CAMAS,WA,98607,2015,FIAT,500E,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,87,31800,18,4869770,POINT (-122.40849800000001 45.620943)
5YJ3E1EB3L,King,SEATTLE,WA,98119,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,36,125739603,POINT (-122.36772100000002 47.639264)
5YJXCDE26H,King,BELLEVUE,WA,98005,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,82500,41,249941772,POINT (-122.168422 47.614824)
WBY1Z4C52F,Whatcom,BELLINGHAM,WA,98229,2015,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72,42400,40,258586891,POINT (-122.414936 48.709388)
3FA6P0SU3J,Snohomish,EVERETT,WA,98208,2018,FORD,FUSION ENERGI,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,33400,1,152115477,POINT (-122.19615 47.894423)
1N4BZ1CP6K,King,SEATTLE,WA,98117,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,29990,36,2098932,POINT (-122.379354 47.687571)
5YJXCDE24J,King,SAMMAMISH,WA,98074,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,79500,45,124495871,POINT (-122.04272399999999 47.623594)
5YJSA1DP2D,King,SEATTLE,WA,98144,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,37,173091873,POINT (-122.30033 47.585339)
1N4AZ1CP5K,King,SEATTLE,WA,98121,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,29990,36,318121100,POINT (-122.34619000000002 47.615293)
1G1RA6S5XK,King,FEDERAL WAY,WA,98023,2019,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,33520,30,6297882,POINT (-122.362029 47.308531)
5YJYGDEF9L,King,SEATTLE,WA,98108,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,11,107483421,POINT (-122.31336800000001 47.54411)
1G1FZ6S07L,Snohomish,LAKE STEVENS,WA,98258,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,44,125953334,POINT (-122.085999 48.016305)
5YJ3E1EB4K,King,SEATTLE,WA,98122,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,35000,43,197216477,POINT (-122.303413 47.61065)
1G1FZ6S0XK,Snohomish,STANWOOD,WA,98292,2019,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,36620,10,474714523,POINT (-122.308752 48.21817)
5YJYGDEE2L,King,SAMMAMISH,WA,98074,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,315,0,45,128823726,POINT (-122.04272399999999 47.623594)
1N4AZ0CP4F,Snohomish,WOODINVILLE,WA,98072,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,29010,45,2664812,POINT (-122.132064 47.759381000000005)
3FA6P0SU2H,King,SEATTLE,WA,98199,2017,FORD,FUSION ENERGI,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,33120,36,336741464,POINT (-122.399558 47.648651)
2C4RC1N76H,Clallam,SEQUIM,WA,98382,2017,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,41995,24,225221041,POINT (-123.092863 48.056267)
5YJXCDE24J,Snohomish,SNOHOMISH,WA,98296,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,79500,1,474127335,POINT (-122.10812000000001 47.838517)
KNDCC3LG3K,King,SEATTLE,WA,98106,2019,KIA,NIRO ELECTRIC,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,38500,34,122134925,POINT (-122.35495400000002 47.537664)
5YJ3E1EA9J,King,SNOQUALMIE,WA,98065,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,5,206399007,POINT (-121.819086 47.539931)
1G1RB6E41F,Whitman,PULLMAN,WA,99163,2015,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,34170,9,234848302,POINT (-117.191532 46.734481)
5YJ3E1EA3J,Yakima,YAKIMA,WA,98902,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,14,476029207,POINT (-120.532719 46.59458)
WA1VABGE5K,King,BURIEN,WA,98166,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,204,74800,34,114850844,POINT (-122.34939400000002 47.455070000000006)
3C3CFFGE5E,King,NORTH BEND,WA,98045,2014,FIAT,500E,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,87,31800,5,245415005,POINT (-121.668459 47.426482)
WA1VAAGE5K,Kitsap,SILVERDALE,WA,98383,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,204,74800,35,312768830,POINT (-122.70405600000001 47.66424000000001)
5YJ3E1EC0L,King,SAMMAMISH,WA,98075,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,308,0,41,4673490,POINT (-122.028168 47.586173)
5YJ3E1EB2J,King,SEATTLE,WA,98115,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,46,475790038,POINT (-122.297534 47.685291)
3C3CFFGE5E,King,SEATTLE,WA,98105,2014,FIAT,500E,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,87,31800,43,348032989,POINT (-122.298657 47.663771)
1G1FW6S04H,King,BELLEVUE,WA,98004,2017,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,37495,41,127633537,POINT (-122.20316899999999 47.619011)
WBY1Z4C51G,Clark,CAMAS,WA,98607,2016,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72,42400,18,475942001,POINT (-122.40849800000001 45.620943)
3C3CFFGE1G,King,KENT,WA,98031,2016,FIAT,500E,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,31800,33,289600517,POINT (-122.196448 47.40561)
5YJXCDE20L,King,NEWCASTLE,WA,98056,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289,0,41,4911378,POINT (-122.183961 47.510245)
5YJ3E1EA5L,Snohomish,EVERETT,WA,98204,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,38,110646924,POINT (-122.255648 47.899424)
KMHE24L17G,King,SEATTLE,WA,98106,2016,HYUNDAI,SONATA PLUG-IN HYBRID,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,27,34600,34,343101265,POINT (-122.35495400000002 47.537664)
SALWR2RY0L,King,SEATTLE,WA,98109,2020,LAND ROVER,RANGE ROVER SPORT,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,36,107230882,POINT (-122.346385 47.630685)
1N4AZ0CP5D,King,SHORELINE,WA,98177,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,28800,32,117530325,POINT (-122.37015900000002 47.743354)
5YJ3E1EBXK,Island,CAMANO ISLAND,WA,98282,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,35000,10,121933738,POINT (-122.47312700000002 48.184535)
3C3CFFGE2D,Snohomish,MARYSVILLE,WA,98270,2013,FIAT,500E,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,87,31800,44,118810751,POINT (-122.14805699999998 48.060301)
1G1RB6E48D,Skagit,MOUNT VERNON,WA,98274,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,39145,10,125856083,POINT (-122.250701 48.368138)
