CRASH_ID,CRASH_DATE,CRASH_TIME,SUBURB_LOCATION,LONGITUDE,LATITUDE,INTERSECTION,MIDBLOCK,CRASH_DIRECTION,CRASH_SEVERITY,LIGHTING_CONDITION,ROAD_CONDITION,WEATHER_CONDITION,Location
1209242,17/06/2019,11:30,WESTON,149.05180491123326,-35.341393840486695,NO,YES,North / West bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.341393840486695, 149.05180491123326)"
1209235,15/06/2019,19:00,GIRALANG,149.09532381937305,-35.20140474557591,YES,NO,East / West bound,Injury,Dark - good street lighting,Good dry surface,Fine,"(-35.20140474557591, 149.09532381937305)"
1209213,04/06/2019,08:50,PIALLIGO,149.17272403538018,-35.29459680781376,NO,YES,West bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.29459680781376, 149.17272403538018)"
1209219,04/06/2019,15:20,GUNGAHLIN,149.12987626122316,-35.18470175366862,NO,YES,South / West bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.18470175366862, 149.12987626122316)"
1209169,24/04/2019,08:10,TURNER,149.12030231648555,-35.27282779175493,YES,NO,East / West bound,Injury,Daylight,Good dry surface,Fine,"(-35.27282779175493, 149.12030231648555)"
1207873,18/05/2019,19:30,DICKSON,149.13774125028283,-35.25057637222948,NO,YES,North bound / Unknown,Property Damage Only,Dark - good street lighting,Good dry surface,Fine,"(-35.25057637222948, 149.13774125028283)"
1209172,12/06/2019,11:11,FORREST,149.12478112526202,-35.31571448958941,YES,NO,North / West bound,Injury,Daylight,Good dry surface,Fine,"(-35.31571448958941, 149.12478112526202)"
1209177,15/06/2019,12:32,NICHOLLS,149.09579191698035,-35.17686274278893,YES,NO,West bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.17686274278893, 149.09579191698035)"
1209231,05/06/2019,14:37,HUGHES,149.0919937959117,-35.33922798593531,YES,NO,South bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.33922798593531, 149.0919937959117)"
1209227,05/06/2019,09:30,YARRALUMLA,149.08300563772772,-35.31272802599128,YES,NO,South bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.31272802599128, 149.08300563772772)"
1209230,05/06/2019,13:30,DICKSON,149.1363139630832,-35.25122678905505,NO,YES,East bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.25122678905505, 149.1363139630832)"
1209245,17/06/2019,23:10,DUNLOP,149.0229284348256,-35.1888797759718,YES,NO,East / West bound,Property Damage Only,Dark - good street lighting,Good dry surface,Fine,"(-35.1888797759718, 149.0229284348256)"
1209215,04/06/2019,09:15,MAWSON,149.1049436979686,-35.361461267353725,NO,YES,South bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.361461267353725, 149.1049436979686)"
1209038,03/06/2019,15:05,PIALLIGO,149.12440663898437,-35.30749542682909,YES,NO,North bound,Property Damage Only,Daylight,Wet surface,Light rain,"(-35.30749542682909, 149.12440663898437)"
1209229,05/06/2019,13:15,PHILLIP,149.0985544415752,-35.34405401375792,YES,NO,North bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.34405401375792, 149.0985544415752)"
1209221,04/06/2019,17:30,DOWNER,149.13435305586373,-35.247822051628646,YES,NO,North bound,Property Damage Only,Semi-darkness,Good dry surface,Fine,"(-35.247822051628646, 149.13435305586373)"
1209225,05/06/2019,08:05,MACQUARIE,149.06618263198024,-35.24954969356639,NO,YES,West bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.24954969356639, 149.06618263198024)"
1209234,13/06/2019,02:00,GIRALANG,149.08976137432032,-35.206068132793355,NO,YES,South bound,Property Damage Only,Dark - good street lighting,Good dry surface,Fine,"(-35.206068132793355, 149.08976137432032)"
1209167,27/06/2018,22:30,TURNER,149.1244703602229,-35.27485173289369,NO,YES,Unknown,Property Damage Only,Dark - good street lighting,Good dry surface,Fine,"(-35.27485173289369, 149.1244703602229)"
1209174,13/06/2019,17:20,ACTON,149.12462557439895,-35.27580692196324,YES,NO,North bound,Property Damage Only,Semi-darkness,Good dry surface,Fine,"(-35.27580692196324, 149.12462557439895)"
1209168,26/03/2019,09:05,ACTON,149.1124054579413,-35.26801303094445,YES,NO,South / West bound,Injury,Daylight,Good dry surface,Fine,"(-35.26801303094445, 149.1124054579413)"
1209244,17/06/2019,16:15,PARKES,149.1456572263104,-35.29974052923724,NO,YES,East bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.29974052923724, 149.1456572263104)"
1209171,08/06/2019,02:47,CHISHOLM,149.12970774166814,-35.41238649375019,YES,NO,West bound,Property Damage Only,Dark - good street lighting,Good dry surface,Fine,"(-35.41238649375019, 149.12970774166814)"
1209238,17/06/2019,08:40,ISABELLA PLAINS,149.10306554083473,-35.42126024909091,YES,NO,North bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.42126024909091, 149.10306554083473)"
1209222,04/06/2019,17:45,GOWRIE,149.10275130425975,-35.406579282204206,YES,NO,West bound,Property Damage Only,Dark - good street lighting,Good dry surface,Fine,"(-35.406579282204206, 149.10275130425975)"
1209178,15/06/2019,12:56,FLOREY,149.04711169532672,-35.23046834269315,YES,NO,East / West bound,Injury,Daylight,Good dry surface,Fine,"(-35.23046834269315, 149.04711169532672)"
1209220,04/06/2019,15:35,RED HILL,149.12668237601287,-35.32263426176209,YES,NO,South / West bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.32263426176209, 149.12668237601287)"
1209237,17/06/2019,08:30,LAWSON,149.07460157700964,-35.225914221245034,YES,NO,South bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.225914221245034, 149.07460157700964)"
1209217,04/06/2019,12:55,PARKES,149.13861368551485,-35.28801387242007,NO,YES,West bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.28801387242007, 149.13861368551485)"
1209946,26/06/2019,14:30,GREENWAY,149.06949323291877,-35.41779380515731,YES,NO,South bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.41779380515731, 149.06949323291877)"
1209223,04/06/2019,18:00,FRANKLIN,149.14709697534275,-35.20846796677219,YES,NO,East bound,Property Damage Only,Dark - poor street lighting,Good dry surface,Fine,"(-35.20846796677219, 149.14709697534275)"
1209024,30/05/2019,09:00,HUME,149.16070065171175,-35.402194667856946,NO,YES,Unknown,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.402194667856946, 149.16070065171175)"
1209243,17/06/2019,13:25,GREENWAY,149.06938321037595,-35.41789299603145,YES,NO,South bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.41789299603145, 149.06938321037595)"
1209176,15/06/2019,11:05,HARRISON,149.15148344637274,-35.19235717671276,YES,NO,South / West bound,Injury,Daylight,Good dry surface,Fine,"(-35.19235717671276, 149.15148344637274)"
1209040,10/06/2019,14:20,HARRISON,149.14762436458162,-35.20863860694,YES,NO,North / South bound,Injury,Daylight,Wet surface,Light rain,"(-35.20863860694, 149.14762436458162)"
1209212,04/06/2019,06:38,CANBERRA AIRPORT,149.1892973037588,-35.317600360949264,YES,NO,South bound,Property Damage Only,Dark - good street lighting,Good dry surface,Fine,"(-35.317600360949264, 149.1892973037588)"
1209240,17/06/2019,09:00,BELCONNEN,149.05808809079213,-35.235736832221555,YES,NO,South bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.235736832221555, 149.05808809079213)"
1209241,17/06/2019,09:45,BARTON,149.1419047249782,-35.31095633411107,YES,NO,North / East bound,Injury,Daylight,Good dry surface,Fine,"(-35.31095633411107, 149.1419047249782)"
1209226,05/06/2019,09:20,KAMBAH,149.05675128206175,-35.37355753195122,YES,NO,East bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.37355753195122, 149.05675128206175)"
1209218,04/06/2019,15:10,RUSSELL,149.15195007412555,-35.302319876773,YES,NO,East bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.302319876773, 149.15195007412555)"
1209124,14/06/2019,09:00,GREENWAY,149.0777110643295,-35.4233230374978,YES,NO,North / East bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.4233230374978, 149.0777110643295)"
1209216,04/06/2019,10:20,BELCONNEN,149.07326237974874,-35.2409480738825,NO,YES,South bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.2409480738825, 149.07326237974874)"
1209179,16/06/2019,21:05,HUME,149.13307283659353,-35.28020573920316,NO,YES,South bound,Property Damage Only,Dark - poor street lighting,Good dry surface,Fine,"(-35.28020573920316, 149.13307283659353)"
1209175,13/06/2019,17:40,ACTON,149.10983135391814,-35.283715180606116,NO,YES,West bound,Property Damage Only,Dark - good street lighting,Good dry surface,Fine,"(-35.283715180606116, 149.10983135391814)"
1209232,05/06/2019,15:00,RED HILL,149.12771355503105,-35.32846434050304,YES,NO,East bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.32846434050304, 149.12771355503105)"
1209239,17/06/2019,08:40,YARRALUMLA,149.083929153466,-35.31262831983349,NO,YES,East bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.31262831983349, 149.083929153466)"
1211238,09/07/2019,19:20,WANNIASSA,149.08623468203427,-35.390233378526986,NO,YES,North / West bound,Property Damage Only,Dark - good street lighting,Good dry surface,Fine,"(-35.390233378526986, 149.08623468203427)"
1209214,04/06/2019,09:05,FORREST,149.1274940576309,-35.31363898956013,NO,YES,West bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.31363898956013, 149.1274940576309)"
1209224,04/06/2019,18:30,REID,149.14488488363105,-35.284879629808906,YES,NO,East / West bound,Property Damage Only,Dark - good street lighting,Good dry surface,Fine,"(-35.284879629808906, 149.14488488363105)"
1211226,09/07/2019,06:37,MELBA,149.05294070115193,-35.20312184015073,NO,YES,South bound,Property Damage Only,Dark - good street lighting,Good dry surface,Fine,"(-35.20312184015073, 149.05294070115193)"
1209233,10/06/2019,14:30,ISABELLA PLAINS,149.07883480875594,-35.42412449844342,YES,NO,East / West bound,Property Damage Only,Daylight,Wet surface,Fine,"(-35.42412449844342, 149.07883480875594)"
1209173,13/06/2019,11:20,LYNEHAM,149.12562970997885,-35.23239210236973,YES,NO,North / South bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.23239210236973, 149.12562970997885)"
1209170,28/05/2019,18:00,ACTON,149.12727228730876,-35.289620700553066,NO,YES,North bound,Injury,Dark - poor street lighting,Wet surface,Light rain,"(-35.289620700553066, 149.12727228730876)"
1209246,18/06/2019,02:03,"O""MALLEY",149.10853475460746,-35.34709244336857,NO,YES,West bound,Property Damage Only,Dark - poor street lighting,Good dry surface,Fine,"(-35.34709244336857, 149.10853475460746)"
1209236,16/06/2019,03:15,BRUCE,149.0917456983342,-35.2354932129277,NO,YES,South bound,Property Damage Only,Dark - good street lighting,Good dry surface,Fine,"(-35.2354932129277, 149.0917456983342)"
1209034,03/06/2019,08:50,HARRISON,149.15276832976193,-35.18629008499829,YES,NO,East / West bound,Property Damage Only,Daylight,Wet surface,Cloudy or Overcast,"(-35.18629008499829, 149.15276832976193)"
1209211,11/05/2019,22:27,"O""CONNOR",149.12820235011228,-35.256570515304965,YES,NO,East / West bound,Property Damage Only,Dark - good street lighting,Good dry surface,Fine,"(-35.256570515304965, 149.12820235011228)"
1209228,05/06/2019,11:45,HAWKER,149.03036312553508,-35.23973744915377,YES,NO,West bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.23973744915377, 149.03036312553508)"
1211225,09/07/2019,06:17,CITY,149.13336866129941,-35.28680266646932,YES,NO,East bound,Property Damage Only,Dark - good street lighting,Good dry surface,Fine,"(-35.28680266646932, 149.13336866129941)"
1211248,19/07/2019,08:40,SPENCE,149.06133795229394,-35.198603153021025,YES,NO,South bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.198603153021025, 149.06133795229394)"
1211223,06/06/2019,16:59,BRUCE,149.08679727629772,-35.25311623826909,YES,NO,South bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.25311623826909, 149.08679727629772)"
1211230,09/07/2019,13:15,AMAROO,149.12076074605073,-35.173940230971475,YES,NO,South bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.173940230971475, 149.12076074605073)"
1211245,18/07/2019,20:30,WRIGHT,149.12440663898437,-35.30749542682909,NO,YES,North bound,Property Damage Only,Dark - good street lighting,Good dry surface,Fine,"(-35.30749542682909, 149.12440663898437)"
1211224,05/07/2019,09:00,KALEEN,149.10231103102896,-35.23361093016715,YES,NO,North / East / West bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.23361093016715, 149.10231103102896)"
1211246,18/07/2019,22:30,WANNIASSA,149.07604150781384,-35.40145990838214,NO,YES,West bound,Property Damage Only,Dark - good street lighting,Good dry surface,Fine,"(-35.40145990838214, 149.07604150781384)"
1211253,21/07/2019,06:00,RURAL - TUGGERANONG,149.13113373968457,-35.547948032401784,NO,YES,South bound,Property Damage Only,Dark - no street lights,Good dry surface,Fog,"(-35.547948032401784, 149.13113373968457)"
1211231,09/07/2019,15:06,FYSHWICK,149.1809904457105,-35.33090590022104,NO,YES,East / South bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.33090590022104, 149.1809904457105)"
1211228,09/07/2019,07:30,TURNER,149.13101847670742,-35.26612110559744,YES,NO,East bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.26612110559744, 149.13101847670742)"
1211239,09/07/2019,20:00,GOWRIE,149.11430065636978,-35.41650149475403,YES,NO,East bound,Property Damage Only,Dark - good street lighting,Good dry surface,Fine,"(-35.41650149475403, 149.11430065636978)"
1211235,09/07/2019,17:30,LYONS,149.07235643566008,-35.347855823026066,NO,YES,West bound,Property Damage Only,Semi-darkness,Good dry surface,Fine,"(-35.347855823026066, 149.07235643566008)"
1185642,30/05/2018,09:20,FORREST,149.12975604935954,-35.31156387804593,NO,YES,North / West bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.31156387804593, 149.12975604935954)"
1211222,07/02/2019,17:30,KALEEN,149.11126768435196,-35.22815106568694,NO,YES,South bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.22815106568694, 149.11126768435196)"
1211249,19/07/2019,08:45,RICHARDSON,149.1119000452391,-35.43342881277094,YES,NO,North / West bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.43342881277094, 149.1119000452391)"
1211250,19/07/2019,10:30,NGUNNAWAL,149.102709720049,-35.159688273414844,YES,NO,East / South bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.159688273414844, 149.102709720049)"
1211227,09/07/2019,07:30,CANBERRA AIRPORT,149.18935322274444,-35.31802386719209,YES,NO,North bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.31802386719209, 149.18935322274444)"
1211244,18/07/2019,17:27,PIALLIGO,149.17830316823336,-35.302646369882794,NO,YES,East bound,Property Damage Only,Dark - poor street lighting,Good dry surface,Fine,"(-35.302646369882794, 149.17830316823336)"
1211254,21/07/2019,16:15,GUNGAHLIN,149.1310604537784,-35.1837362046396,YES,NO,East / South bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.1837362046396, 149.1310604537784)"
1211233,09/07/2019,16:43,PALMERSTON,149.125329461203,-35.191114254070385,NO,YES,North bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.191114254070385, 149.125329461203)"
1211241,15/07/2019,13:15,ACTON,149.1196501150703,-35.28624817091523,NO,YES,East bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.28624817091523, 149.1196501150703)"
1211236,09/07/2019,17:45,,149.0474922289416,-35.26906043168757,NO,YES,West bound,Property Damage Only,Dark - no street lights,Good dry surface,Fine,"(-35.26906043168757, 149.0474922289416)"
1211232,09/07/2019,15:20,DICKSON,149.13373357311596,-35.25224789855819,NO,YES,South bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.25224789855819, 149.13373357311596)"
1117851,07/08/2015,08:55,PARKES,149.1257711768466,-35.30066258346193,YES,NO,South bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.30066258346193, 149.1257711768466)"
1211240,14/07/2019,15:30,RURAL - GUNGAHLIN,149.16703627218675,-35.22417073083835,NO,YES,West bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.22417073083835, 149.16703627218675)"
1209929,09/06/2019,17:00,RURAL - PADDYS  RIVER,148.96004669862677,-35.400080420563505,NO,YES,North bound,Injury,Daylight,Good dry surface,Fine,"(-35.400080420563505, 148.96004669862677)"
1209942,18/06/2019,22:15,MACQUARIE,149.06345588733953,-35.2465136846478,YES,NO,East bound,Property Damage Only,Dark - poor street lighting,Good dry surface,Fine,"(-35.2465136846478, 149.06345588733953)"
1209898,17/06/2019,15:20,GUNGAHLIN,149.12352380846903,-35.1874567981779,NO,YES,North bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.1874567981779, 149.12352380846903)"
1211243,17/07/2019,14:20,MITCHELL,149.13757535831186,-35.21492250499231,YES,NO,North / West bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.21492250499231, 149.13757535831186)"
1211234,09/07/2019,17:10,GUNGAHLIN,149.12100710804236,-35.185530415634396,NO,YES,West bound,Property Damage Only,Semi-darkness,Good dry surface,Fine,"(-35.185530415634396, 149.12100710804236)"
1211252,19/07/2019,17:30,BELCONNEN,149.06726632439833,-35.24391626904655,NO,YES,North bound,Property Damage Only,Dark - good street lighting,Good dry surface,Fine,"(-35.24391626904655, 149.06726632439833)"
1211229,09/07/2019,10:50,KINGSTON,149.14657851827104,-35.31798988969341,NO,YES,South / West bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.31798988969341, 149.14657851827104)"
1211251,19/07/2019,15:00,ACTON,149.11086515257057,-35.284200997365545,NO,YES,East bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.284200997365545, 149.11086515257057)"
1212658,31/07/2019,15:45,YARRALUMLA,149.1220113122386,-35.300648122629184,YES,NO,North / West bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.300648122629184, 149.1220113122386)"
1211569,26/07/2019,18:38,TURNER,149.12786733858124,-35.27554242164673,NO,YES,East bound,Property Damage Only,Dark - good street lighting,Good dry surface,Fine,"(-35.27554242164673, 149.12786733858124)"
1209894,17/06/2019,08:05,AMAROO,149.13592779861816,-35.16514688469639,NO,YES,North bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.16514688469639, 149.13592779861816)"
1209895,17/06/2019,08:15,NICHOLLS,149.09536766489617,-35.20133261281886,YES,NO,West bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.20133261281886, 149.09536766489617)"
1209899,17/06/2019,17:15,RURAL - MOLONGLO VALLEY,149.07527975222135,-35.290336236256024,YES,NO,North / West bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.290336236256024, 149.07527975222135)"
1209935,18/06/2019,13:25,NARRABUNDAH,149.15412261609492,-35.34311694997649,YES,NO,East bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.34311694997649, 149.15412261609492)"
1209933,18/06/2019,09:00,ACTON,149.11110684565392,-35.26650902241691,NO,YES,East bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.26650902241691, 149.11110684565392)"
1209939,18/06/2019,17:45,WANNIASSA,149.10190349751835,-35.406417710535614,YES,NO,North / West bound,Property Damage Only,Dark - good street lighting,Good dry surface,Fine,"(-35.406417710535614, 149.10190349751835)"
1209903,26/06/2019,18:00,GARRAN,149.12191195575744,-35.34798195106562,NO,YES,East bound,Property Damage Only,Dark - no street lights,Good dry surface,Fine,"(-35.34798195106562, 149.12191195575744)"
1209948,27/06/2019,16:50,WARAMANGA,149.06548156297285,-35.34811157743639,NO,YES,West bound,Injury,Daylight,Good dry surface,Fine,"(-35.34811157743639, 149.06548156297285)"
1209932,18/06/2019,08:48,YARRALUMLA,149.09824171882107,-35.30958139591014,YES,NO,East / South bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.30958139591014, 149.09824171882107)"
1209893,17/06/2019,07:58,MELBA,149.04857217591243,-35.206737434071194,YES,NO,East bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.206737434071194, 149.04857217591243)"
1209952,28/06/2019,04:45,RURAL - CANBERRA CENTRAL,149.09226408628547,-35.25915108095039,NO,YES,West bound,Property Damage Only,Dark - good street lighting,Good dry surface,Fine,"(-35.25915108095039, 149.09226408628547)"
1211242,16/07/2019,10:50,BRUCE,149.11075979420187,-35.24369831764733,NO,YES,South bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.24369831764733, 149.11075979420187)"
1211247,19/07/2019,08:00,RURAL - CANBERRA CENTRAL,149.08835166436563,-35.258468744500874,NO,YES,South bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.258468744500874, 149.08835166436563)"
1211121,05/07/2019,16:10,FORREST,149.13032841423205,-35.31197788201245,NO,YES,North / West bound,Property Damage Only,Daylight,Wet surface,Cloudy or Overcast,"(-35.31197788201245, 149.13032841423205)"
1209943,26/06/2019,08:10,HAWKER,149.04284340079937,-35.24160926780859,YES,NO,East / West bound,Property Damage Only,Daylight,Wet surface,Cloudy or Overcast,"(-35.24160926780859, 149.04284340079937)"
1209902,26/06/2019,09:20,WARAMANGA,149.0685618755571,-35.34849763743899,YES,NO,North bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.34849763743899, 149.0685618755571)"
1209944,26/06/2019,09:00,CITY,149.12535662339909,-35.27979881010839,YES,NO,South bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.27979881010839, 149.12535662339909)"
1209897,17/06/2019,14:45,PHILLIP,149.08416028443492,-35.348687227562785,YES,NO,South bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.348687227562785, 149.08416028443492)"
1209930,18/06/2019,06:20,RURAL - MAJURA,149.2305636392096,-35.32905896710283,YES,NO,North bound,Property Damage Only,Dark - good street lighting,Good dry surface,Fine,"(-35.32905896710283, 149.2305636392096)"
1209901,26/06/2019,08:55,LYNEHAM,149.12564996964093,-35.23889921178061,NO,YES,South bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.23889921178061, 149.12564996964093)"
1209896,17/06/2019,08:20,GUNGAHLIN,149.12869778713517,-35.18208922136521,YES,NO,North bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.18208922136521, 149.12869778713517)"
1209951,28/06/2019,03:05,HALL,149.06060869245314,-35.173809397663916,NO,YES,East bound,Property Damage Only,Dark - no street lights,Loose surface,Fog,"(-35.173809397663916, 149.06060869245314)"
1209945,26/06/2019,11:30,WESTON,149.05300437585785,-35.34242083900211,NO,YES,East bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.34242083900211, 149.05300437585785)"
1209936,18/06/2019,17:05,GRIFFITH,149.1375199241553,-35.31935171374399,NO,YES,North / East bound,Property Damage Only,Semi-darkness,Good dry surface,Fine,"(-35.31935171374399, 149.1375199241553)"
1209950,27/06/2019,18:30,RURAL - MAJURA,149.19568886143597,-35.22285921259418,YES,NO,East bound,Property Damage Only,Dark - poor street lighting,Good dry surface,Fine,"(-35.22285921259418, 149.19568886143597)"
1209949,27/06/2019,18:00,STIRLING,149.04249208830754,-35.35005776000519,YES,NO,North / South bound,Injury,Dark - good street lighting,Good dry surface,Fine,"(-35.35005776000519, 149.04249208830754)"
1209938,18/06/2019,17:45,RURAL - MOLONGLO VALLEY,149.06569116452522,-35.30143561508363,NO,YES,South bound,Property Damage Only,Dark - good street lighting,Good dry surface,Fine,"(-35.30143561508363, 149.06569116452522)"
1209931,18/06/2019,08:25,PARKES,149.14084901943784,-35.29046288832206,YES,NO,South bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.29046288832206, 149.14084901943784)"
1209947,27/06/2019,14:38,GREENWAY,149.06210422076674,-35.41538193902276,YES,NO,North / West bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.41538193902276, 149.06210422076674)"
1231579,15/08/2020,17:50,RURAL - MAJURA,149.2151137961599,-35.32108312657079,NO,YES,East bound,Injury,Dark - no street lights,Wet surface,Light rain,"(-35.32108312657079, 149.2151137961599)"
1210740,30/06/2019,12:30,THROSBY,149.16187312635165,-35.194237167422706,YES,NO,West bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.194237167422706, 149.16187312635165)"
1212237,30/07/2019,19:02,SCULLIN,149.03445799312624,-35.23091325253284,YES,NO,South / West bound,Injury,Dark - good street lighting,Good dry surface,Fine,"(-35.23091325253284, 149.03445799312624)"
1211693,15/07/2019,17:20,GUNGAHLIN,149.12790421608867,-35.18746160230016,YES,NO,East / South bound,Property Damage Only,Semi-darkness,Good dry surface,Fine,"(-35.18746160230016, 149.12790421608867)"
1211877,18/07/2019,17:06,WESTON,149.05125375129933,-35.33905979395598,YES,NO,West bound,Property Damage Only,Semi-darkness,Good dry surface,Fine,"(-35.33905979395598, 149.05125375129933)"
1211874,18/07/2019,08:50,CAMPBELL,149.14149573368195,-35.2893356081418,YES,NO,South bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.2893356081418, 149.14149573368195)"
1211882,19/07/2019,06:45,SYMONSTON,149.1639511565327,-35.340509181454614,YES,NO,South bound,Property Damage Only,Semi-darkness,Good dry surface,Fine,"(-35.340509181454614, 149.1639511565327)"
1158485,07/04/2017,08:15,RURAL - MOLONGLO VALLEY,149.07522477618588,-35.29031824112141,YES,NO,East bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.29031824112141, 149.07522477618588)"
1228327,31/05/2020,16:15,NARRABUNDAH,149.14204654654628,-35.3304772625058,NO,YES,North / West bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.3304772625058, 149.14204654654628)"
1079541,04/02/2014,15:25,BELCONNEN,149.06762548257709,-35.23918445030493,YES,NO,West bound,Injury,Daylight,Good dry surface,Fine,"(-35.23918445030493, 149.06762548257709)"
1210010,19/06/2019,13:25,BELCONNEN,149.06114365351877,-35.23849343709118,NO,YES,West bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.23849343709118, 149.06114365351877)"
1210051,29/06/2019,23:00,WATSON,149.16672907816388,-35.23003837019473,NO,YES,North bound,Property Damage Only,Dark - no street lights,Wet surface,Light rain,"(-35.23003837019473, 149.16672907816388)"
1210047,28/06/2019,21:10,CITY,149.13214124891383,-35.28195513612997,YES,NO,West bound,Property Damage Only,Dark - good street lighting,Good dry surface,Fine,"(-35.28195513612997, 149.13214124891383)"
1210048,29/06/2019,11:00,CASEY,149.09405793704923,-35.17724250417953,NO,YES,East bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.17724250417953, 149.09405793704923)"
1210004,19/06/2019,09:15,CITY,149.1244127609505,-35.280755049567766,YES,NO,North / West bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.280755049567766, 149.1244127609505)"
1211883,19/07/2019,07:50,CITY,149.1291237154953,-35.277911499818416,NO,YES,North bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.277911499818416, 149.1291237154953)"
1211872,18/07/2019,08:20,NGUNNAWAL,149.11952555088234,-35.18590129519234,YES,NO,South bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.18590129519234, 149.11952555088234)"
1210050,29/06/2019,18:40,AINSLIE,149.1475783504609,-35.25929877858998,YES,NO,North / West bound,Property Damage Only,Dark - good street lighting,Wet surface,Light rain,"(-35.25929877858998, 149.1475783504609)"
1210007,19/06/2019,11:00,BRUCE,149.08821680388385,-35.25535946896097,NO,YES,East bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.25535946896097, 149.08821680388385)"
1210035,19/06/2019,14:00,BONNER,149.14487624425198,-35.154006406987584,YES,NO,East / South bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.154006406987584, 149.14487624425198)"
