LOCAL ID,COUNTY,MUNICIPALITY,ON,FROM,TO,APPROACH,DIRECTION,AADT YEAR,AADT,AADT CARS,AADT TRUCKS,LOCATION
544182,Niagara,North Tonawanda,PAYNE AVE,WHEATFIELD ST,WALCK DR,,2-WAY,1995,7200,,,"(43.0401536526524, -78.8736444711685)"
535228,Erie,Alden,Mt Vernon Dr,Arlington Dr,Lafayette Dr,BETWEEN,2-WAY,2015,50,,,"(42.908176, -78.493978)"
531123,Erie,Buffalo,HURON ST (WEST),NIAGARA ST,RABIN TERRACE,,1-WAY,2007,2900,,,"(42.8898711130657, -78.8803231716156)"
544100,Niagara,Wheatfield,LOCKPORT AVE,ARNOLD DR,CONNECTING BLVD,,2-WAY,1984,2600,,,"(43.0521126496347, -78.8262471556664)"
546085,Niagara,Hartland,SEAMAN RD,DRUM RD,CARMEN RD,,2-WAY,2016,179,161,17,"(43.2813274806535, -78.50002348423)"
530006,Erie,Amherst,MAIN ST,RT 240 HARLEM RD,I-290 YOUNGMANN EXP,BETWEEN,2-WAY,2019,19835,18214,1620,"(42.9610943551278, -78.7766396999359)"
544260,Niagara,North Tonawanda,WEBSTER ST,GOUNDRY ST,RT 384 MAIN ST,,2-WAY,2017,1024,984,39,"(43.024707, -78.877071)"
540451,Niagara,North Tonawanda,RT 425 TWIN CITIES HIGHWAY,NIAGARA CO LN,TREMONT ST,,2-WAY,2010,25832,,,"(43.0245864116709, -78.8611936569214)"
530120,Erie,Lancaster,BROADWAY,CEMETERY RD,TOWNLINE RD,BETWEEN,2-WAY,1975,8650,,,"(42.89363, -78.623849)"
534659,Erie,Buffalo,NOTTINGHAM TERR,RT 384 DELAWARE AV,AMHERST ST,,2-WAY,1997,10300,,,"(42.9384620538974, -78.8616764545441)"
533079,Erie,Buffalo,NY 5 - Tifft St,,,,RAMP,2015,2909,,,"(42.837947, -78.855633)"
534274,Erie,Hamburg,ELECTRIC AVE,LAKE AV,PEARL ST,,2-WAY,1992,3700,,,"(42.7984945748448, -78.829108046627)"
541218,Niagara,North Tonawanda,DIVISION ST,NY425 NB ACC,ERIE AVE,,1-WAY,2018,3459,3347,111,"(43.0382363896023, -78.8636103272438)"
536157,Erie,Lancaster,AURORA ST,RT 20 BROADWAY,ST MARYS ST,,2-WAY,1998,7600,,,"(42.9013603094111, -78.6731573939323)"
534344,Erie,Buffalo,FOREST AVE,ELMWOOD AV,LINCOLN PKWY,,2-WAY,2010,5400,5282,117,"(42.927971, -78.874815)"
541105,Niagara,North Tonawanda,NASH RD,DIVISION ST,WALCK RD,,2-WAY,2000,12700,,,"(43.0420532130928, -78.865259885788)"
546074,Niagara,Wheatfield,NIAGARA RD,BINKLEY ST,RT 429 WARD RD,,2-WAY,1998,3700,,,"(43.1031106586341, -78.8980203866959)"
530478,Erie,Buffalo,MAIN ST,NORTH ST,DELEVAN AV,BETWEEN,2-WAY,2008,11800,,,"(42.9130241630522, -78.8653242588043)"
536216,Erie,"ELMA, LANCASTER",HALL RD,SCWARTZ RD,RANSOM RD,BETWEEN,2-WAY,1997,800,,,"(42.864709, -78.598613)"
530050,Erie,West Seneca,CENTER ST(RT 16),SENECA ST,RT 277 UNION RD,BETWEEN,2-WAY,1982,10800,,,"(42.839566, -78.76133)"
534779,Erie,Clarence,SHISLER RD,WEHRLE DR,BERGTOLD RD,,2-WAY,2017,3839,3600,238,"(42.96528, -78.60979)"
530068,Erie,Hamburg,MILESTRIP RD,RT 62 SOUTH PARK AV,I-90 NYS THRUWAY,BETWEEN,2-WAY,2007,27236,,,"(42.7893128250249, -78.8214620947837)"
534474,Erie,Buffalo,JEFFERSON AVE,WILLIAM ST,BROADWAY,,2-WAY,2006,7400,,,"(42.88733, -78.85394)"
530305,Erie,Tonawanda,DELAWARE AVE,KENMORE AV,DELAWARE RD,BETWEEN,2-WAY,1987,19500,,,"(42.9604956722394, -78.8697579503059)"
534826,Erie,Buffalo,SYCAMORE ST,JEFFERSON AV,HERMAN ST,,2-WAY,1980,3100,,,"(42.89453228675, -78.8491129875183)"
546105,Niagara,Lockport,OLD NIAGARA RD,PURDY RD,RT 78 LAKE AV,,2-WAY,1976,2400,,,"(43.190978327075, -78.6838003993034)"
549185,Niagara,Niagara Falls,21ST ST,FERRY AVE,WALNUT AVE,,1-WAY,2011,1500,,,"(43.0931589924353, -79.0364632755518)"
534964,Erie,Buffalo,PEARL ST,LOWER TERRACE,CHURCH ST,,1-WAY,2010,2850,,,"(42.8814675339917, -78.8769435882568)"
541007,Niagara,Lockport,PINE ST,MAIN ST,GOODING ST,,2-WAY,2015,4910,4443,466,"(43.17014, -78.692553)"
534012,Erie,Cheektowaga,AERO DR,YOUNGS RD,HOLTZ RD,,2-WAY,1995,11400,,,"(42.94298, -78.72085)"
534500,Erie,Amherst,KLEIN RD,N FOREST RD,HOPKINS RD,,2-WAY,2007,9800,,,"(43.0021000735841, -78.7556111812592)"
534268,Erie,Amherst,EGGERT RD,RT 263 MILLERSPORT HWY,RT 62 BAILEY AV,,2-WAY,2010,8431,8143,287,"(42.974768256238, -78.8086813688278)"
539080,Erie,Hamburg,HOOVER RD,BIG TREE RD,BAYVIEW RD,,2-WAY,2010,520,,,"(42.778249643403, -78.8588295135307)"
540072,Niagara,Niagara,PACKARD RD,RT 265 MILITARY RD,PORTER/PACKARD RD,,2-WAY,1981,15000,,,"(43.1089491957739, -78.9850191771984)"
540033,Niagara,Porter,L RIVER RD (RT 18F),LEWISTON/PORTER TN LN,YOUNGSTOWN S VILL LN,,2-WAY,1995,2300,,,"(43.2323317014232, -79.0509304404259)"
534059,Erie,Hamburg,BAYVIEW RD,MCKINLEY PKWY,ABBOTT RD,,2-WAY,2000,6400,,,"(42.7453891179826, -78.8047277927399)"
534454,Erie,Buffalo,HURON ST (EAST),ELLICOTT ST,OAK ST,,2-WAY,1987,3100,,,"(42.8880985169627, -78.8703453540802)"
532038,Erie,Buffalo,EGGERT RD,KENSINGTON AV,BUFFALO CITY LN,,2-WAY,2004,13600,,,"(42.9462374468678, -78.8034081459045)"
537103,Erie,Hamburg,SOWLES RD,RT 62 SOUTH PARK AV,BAYVIEW RD/MCKINLEY PKWY,,2-WAY,1996,3950,,,"(42.7514556602585, -78.8173234462738)"
540109,Niagara,Royalton,ROCHESTER RD,RT 77 CHESTNUT RIDGE RD,GASPORT RD,,2-WAY,2000,8300,,,"(43.1943525099736, -78.5838988423347)"
534611,Erie,West Seneca,MINERAL SPRG RD,RT 240 HARLEM RD,INDIAN CHURCH RD,,2-WAY,2006,5300,,,"(42.8615309874979, -78.7805128097534)"
546025,Niagara,Niagara Falls,S 86TH ST,W RIVERSHORE DR,RT 384 BUFFALO AV,,2-WAY,1995,4400,,,"(43.074993, -78.964189)"
536307,Erie,Collins,JENNINGS RD,LENOX RD,COLLINS TOWN LN,BETWEEN,2-WAY,2010,700,,,"(42.529571, -78.875488)"
530350,Erie,Cheektowaga,NYS THRUWAY,CLEVELAND DR (M50A),I-290 (M50),BETWEEN,2-WAY,2001,141800,,,"(42.9441641047581, -78.7663400173187)"
534979,Erie,Buffalo,ELLICOTT ST,HIGH ST,NORTH ST,BETWEEN,2-WAY,2009,1431,1415,15,"(42.9015705415631, -78.8668155670166)"
530162,Erie,Buffalo,KENSINGTON EXPWY,FILLMORE AV,GRIDER ST,BETWEEN,2-WAY,2001,98200,,,"(42.929295, -78.832977)"
544245,Niagara,Cambria,UPPER MTN RD,RT 425 SHAWNEE RD,THRALL RD,,2-WAY,2010,1878,1578,299,"(43.1613917323881, -78.8036495447159)"
534572,Erie,Hamburg,MCKINLEY PKWY,NEWTON RD,CLARK ST,BETWEEN,2-WAY,2006,9400,,,"(42.726568, -78.812962)"
534406,Erie,Buffalo,GRIDER ST,E DELAVAN AV,PEMBROKE AV,,2-WAY,1978,12100,,,"(42.9276219889194, -78.8291680812836)"
530271,Erie,Lancaster,TRANSIT RD,I-90 NYS THRUWAY,WEHRLE DR,BETWEEN,2-WAY,1991,30300,,,"(42.9537272060818, -78.6969351768494)"
530554,Erie,Buffalo,NIAGARA THRUWAY,AMHERST ST (N12),AUSTIN/HERTEL (N13),BETWEEN,2-WAY,1980,48100,,,"(42.935485, -78.90398)"
530112,Erie,Orchard Park,S WESTERN BLVD,RT 179 MILESTRIP RD,RTS 240/277 N BUFFALO ST,BETWEEN,2-WAY,1980,12100,,,"(42.7931588746153, -78.7558847665787)"
530201,Erie,Aurora,DAVIS RD,BEHM RD,MILL RD,BETWEEN,2-WAY,1981,3000,,,"(42.707889, -78.681743)"
530220,Erie,Cheektowaga,UNION RD,WALDEN AV,GALLERIA DR,BETWEEN,2-WAY,1992,24300,,,"(42.912488, -78.754222)"
534506,Erie,Aurora,KNOX RD,WILLARDSHIRE RD,E AURORA VILL LN,,2-WAY,2011,1175,1166,8,"(42.76854, -78.65061)"
530032,Erie,Buffalo,RT 5 SKYWAY,OUTER HARBOR DR,I-190,BETWEEN,2-WAY,1999,35300,,,"(42.8727404359208, -78.8787031173706)"
530093,Erie,Brant,ERIE RD,ERIE CO LN,END RT 20 OLAP,BETWEEN,2-WAY,2002,13700,,,"(42.5688060916596, -79.1032576560974)"
533098,Erie,Buffalo,RT 198 - NY 384 DELAWARE AVE RAMP,,,,RAMP,2014,3423,,,"(42.933629, -78.864382)"
544145,Niagara,Wheatfield,NASH RD,ERRICK RD,LOCKPORT RD,,2-WAY,2006,3100,,,"(43.1176134473802, -78.8700717687607)"
530946,Erie,Cheektowaga,WALDEN AVE,RT 277 UNION RD,DICK RD,BETWEEN,2-WAY,1993,24500,,,"(42.908513, -78.741492)"
535070,Erie,Amherst,Woodhurst Rd,Exeter Rd,Briarhurst Rd,,2-WAY,2014,190,,,"(42.989581, -78.747028)"
531109,Erie,Buffalo,EDWARD ST,RT 384 DELAWARE AV,RT 5 MAIN ST,,1-WAY,2004,5700,,,"(42.8956798403926, -78.8743364810944)"
536449,Erie,Buffalo,CAZENOVIA ST,S LEGION DR,N LEGION DR,,2-WAY,2006,7200,,,"(42.8508307694895, -78.8091909885406)"
530907,Erie,Grand Island,WEST RIVER PKWY,SOUTH PKWY,WHITEHAVEN RD,,2-WAY,2009,400,,,"(42.9863750457374, -79.0087875723839)"
534191,Erie,Buffalo,CONNECTICUT ST,RT 266 NIAGARA ST,PROSPECT AV,,2-WAY,2019,2704,2629,74,"(42.903039, -78.893359)"
530052,Erie,West Seneca,SENECA ST,RT 240 HARLEM RD,BUFFALO CITY LN,BETWEEN,2-WAY,1978,16000,,,"(42.8441761157623, -78.7932586669922)"
544130,Niagara,Lockport,MARKET ST,RT 31 EAST AV,EXCHANGE ST,,2-WAY,2006,4400,,,"(43.1733974888351, -78.6888965964317)"
530157,Erie,Concord,SPRINGVILLE RD,RT 75 SISSON HWY,MORTONS CORNERS RD,BETWEEN,2-WAY,1975,2000,,,"(42.509066501382, -78.7905764579773)"
545065,Niagara,Niagara Falls,Hawthorne Pl,Parkview Dr,Cul De Sac,BETWEEN,2-WAY,2015,96,,,"(43.111897, -79.018932)"
530902,Erie,Grand Island,SOUTH ST PKWY,BUSH RD,FIX RD,,2-WAY,1992,2400,,,"(42.979997960078, -78.9593088626862)"
530107,Erie,Evans,S WESTERN BLVD,CR 221 ACC I-90,S CREEK RD,BETWEEN,2-WAY,1978,5650,,,"(42.674927, -78.954964)"
534595,Erie,Buffalo,MICHIGAN AVE,BROADWAY,GENESEE ST,,2-WAY,1978,9500,,,"(42.8899497192521, -78.8663864135742)"
534515,Erie,Hamburg,LAKE AVE,LABELLE AVE,RT 62 SOUTH PARK AV,,2-WAY,1996,5700,,,"(42.7971483572274, -78.8257133960724)"
530490,Erie,Clarence,MAIN ST,RT 78 TRANSIT RD,HARRIS HILL RD,BETWEEN,2-WAY,1989,17000,,,"(42.965011, -78.686761)"
530081,Erie,Buffalo,BAILEY AVE,ABBOTT RD,MCKINLEY PKWY,BETWEEN,2-WAY,1998,6100,,,"(42.858326, -78.828806)"
531018,Erie,Tonawanda,NIAGARA ST EAST,STARK ST,WALES ST,,2-WAY,2008,2300,,,"(43.0223843282509, -78.8611078262329)"
534531,Erie,Buffalo,LEROY AVE,FILLMORE AV,KENSINGTON AV,,2-WAY,2018,3568,2562,1005,"(42.932777, -78.835648)"
534175,Erie,Tonawanda,COLVIN BLVD,KENMORE VILL LN,HIGHLAND PKWY,,2-WAY,2017,14062,13402,659,"(42.9702014681723, -78.8584041595459)"
536321,Erie,West Seneca,LEYDECKER RD,EAST WEST RD,SENECA ST,,2-WAY,2009,1800,,,"(42.831773, -78.713796)"
534721,Erie,Clarence,RANSOM RD,CLARENCE TN LN,RT 5 MAIN ST,,2-WAY,1985,2900,,,"(42.97322, -78.592372)"
536397,Erie,Buffalo,I-190 @ Elm St,,,,RAMP,2009,7775,,,"(42.878215, -78.873315)"
530343,Erie,Hamburg,NYS THRUWAY,RT 75 CAMP RD (M57),RT 179 MILESTRIP RD (M56),BETWEEN,2-WAY,1995,30600,,,"(42.7575058538549, -78.8276338577271)"
534202,Erie,Buffalo,DEERFIELD AVE,E DELEVAN AV,PEMBROKE AVE,,2-WAY,2003,5100,,,"(42.925977, -78.826746)"
540026,Niagara,Wheatfield,NIA FALLS BLVD,WILLIAMS RD,NIAGARA FALLS E CITY LN,,2-WAY,1981,11900,,,"(43.0987306559034, -78.944328725338)"
530346,Erie,West Seneca,NYS THRUWAY,RT 400 EXPWY (M54),I-190 (M53),BETWEEN,2-WAY,1981,64500,,,"(42.8656438451113, -78.7917995452881)"
531203,Erie,Brant,OLD LAKE SHORE,LOTUS POINT RD,EVANS TOWN LN,,2-WAY,2013,478,457,20,"(42.6044157321581, -79.1059925509262)"
544186,Niagara,Niagara Falls,PIERCE AVE,18TH ST,24TH ST,,2-WAY,2011,1998,1867,130,"(43.1016976940023, -79.0369507670403)"
540922,Niagara,Niagara Falls,NIAGARA ST,RAINBOW BRIDGE,RT 384 S RAINBOW BLVD,BETWEEN,2-WAY,1976,6100,,,"(43.088124, -79.063353)"
534808,Erie,Clarence,STRICKLER RD,RT 5 MAIN ST,GREINER RD,,2-WAY,2004,2900,,,"(42.9825331761139, -78.6072313785553)"
534099,Erie,Elma,BOWEN RD,RT 354 CLINTON ST,LANCASTER/ELMA TN LN (HALL RD),,2-WAY,2010,7664,6986,677,"(42.8604602201488, -78.6403831226845)"
530216,Erie,West Seneca,UNION RD,CAZENOVIA CREEK BRIDGE,SENECA ST,BETWEEN,2-WAY,1991,23900,,,"(42.8279415746792, -78.7534332275391)"
534290,Erie,Buffalo,ELMWOOD AVE,ALLEN ST,NORTH ST,,2-WAY,1994,14000,,,"(42.9008592859719, -78.877158164978)"
530268,Erie,Amherst/Tonawanda,NIAGARA FALLS BLVD,RT 324 SHERIDAN DR,MAPLE RD,BETWEEN,2-WAY,1989,23400,,,"(42.9886549385985, -78.8226556777954)"
534052,Erie,Grand Island,BASE LINE RD,BUSH RD,FIX RD,,2-WAY,2010,1031,973,57,"(42.9799685258414, -78.9642629027367)"
540007,Niagara,Niagara,NIAGARA THRUWAY,RT 182 PORTER AV,RT 31 WITMER RD,,2-WAY,2003,34400,,,"(43.1153515886119, -78.9988501951065)"
530331,Erie,West Seneca,SOUTHERN EXPWY,I-90 NYS THRUWAY,RIDGE RD,BETWEEN,2-WAY,2009,51002,,,"(42.8216503795804, -78.7907749414444)"
536320,Erie,Newstead,POHL RD,LESWING RD,BUCKWHEAT RD,,2-WAY,2010,235,,,"(42.956031, -78.533541)"
530187,Erie,Eden,GOWANDA RD,RT 249 BRANT RD,CR 32 EDEN CENTER,BETWEEN,2-WAY,1988,8500,,,"(42.628158, -78.921955)"
530345,Erie,West Seneca,NYS THRUWAY,RIDGE RD (M55),RT 400 EXPWY (M54),BETWEEN,2-WAY,2011,100557,,,"(42.8406675818207, -78.7929153442383)"
534840,Erie,Tonawanda,TWO MILE CK RD,KENMORE AV,RT 324 GRAND ISLAND BLVD,,2-WAY,2018,3272,3178,93,"(42.9782711276957, -78.9092373847961)"
534869,Erie,Buffalo,WALDEN AVE,ST MARYS RD,BUFFALO CITY LN,,2-WAY,2008,8800,,,"(42.906687, -78.800224)"
534095,Erie,Elma,BOWEN RD,JAMISON RD,RICE RD,,2-WAY,2017,5747,5485,261,"(42.8139913837929, -78.6366687876969)"
534717,Erie,Buffalo,PROSPECT ST,MASSACHUSETTS AV,RT 266 NIAGARA ST,,1-WAY,2012,1308,1271,36,"(42.9091344925217, -78.8978862762451)"
534143,Erie,Lancaster,CENTRAL AVE,RT 20 BROADWAY,CONRAIL R R,,2-WAY,2013,15038,14583,454,"(42.9059773925909, -78.6711323261261)"
530137,Erie,Buffalo,SOUTH PARK AVE,TIFFT ST,SOUTHSIDE PKWY,BETWEEN,2-WAY,2005,12200,,,"(42.848937, -78.823691)"
534289,Erie,Buffalo,ELMWOOD AVE,VIRGINIA ST,ALLEN ST,,2-WAY,2013,11242,10914,327,"(42.8980691986322, -78.8770937919617)"
540038,Niagara,Porter,LAKE RD,PORTER CENTER RD,RANSOMVILLE RD,,2-WAY,1974,780,,,"(43.2902562391222, -78.9325082302094)"
544161,Niagara,North Tonawanda,OLIVER ST,GOUNDRY ST,THOMPSON ST,,2-WAY,2008,4500,,,"(43.027075, -78.874401)"
544100,Niagara,Wheatfield,LOCKPORT AVE,ARNOLD DR,CONNECTING BLVD,,2-WAY,2013,2079,2052,26,"(43.0521126496347, -78.8262471556664)"
530092,Erie,Brant,ERIE RD,RT 438 FLAT RD,RT 249 FARNHAM,BETWEEN,2-WAY,1998,6200,,,"(42.582901, -79.104803)"
534106,Erie,Tonawanda,BRIGHTON RD,PARKER BLVD,RT 62 NF BLVD,,2-WAY,1998,9600,,,"(42.9909837952005, -78.830694258213)"
534893,Erie,Grand Island,WHITEHAVEN RD,W RIVER PKWY,I-190 SB ACC,,2-WAY,1995,2400,,,"(43.0211861891333, -78.9953202009201)"
540332,Niagara,Royalton,AKRON RD,AKRON RD,ERIE COUNTY LN,,2-WAY,2019,2226,1927,298,"(43.0944218297347, -78.5375770926476)"
544021,Niagara,Lockport,AKRON RD,DAVISON RD,LOCKPORT CITY LN,,2-WAY,2016,2764,2670,93,"(43.1604301134167, -78.664178699255)"
534034,Erie,Amherst,AUDUBON PKWY,I-990 RAMP,FRONTIER RD,,2-WAY,2000,5400,,,"(43.0058279365068, -78.7842813134193)"
534594,Erie,Buffalo,MICHIGAN AVE,WILLIAM ST,BROADWAY,,2-WAY,2011,6302,5972,329,"(42.885883, -78.867699)"
530080,Erie,Amherst/Tonawanda,NIAGARA FALLS BLVD,WILLOW RIDGE DR,ELLICOTT CREEK RD,BETWEEN,2-WAY,1988,24400,,,"(43.018394689218, -78.8222258538008)"
530057,Erie,West Seneca,CLINTON ST,FRENCH RD,RT 277 UNION RD,BETWEEN,2-WAY,1999,12100,,,"(42.8600289004483, -78.7645670771599)"
540110,Niagara,Wheatfield,NIA FALLS BLVD,RT 429 WARD RD,WALMORE RD,,2-WAY,2007,18000,,,"(43.088649, -78.891859)"
544172,Niagara,Niagara Falls,PACKARD RD,RT 62 (SB) FERRY AV,RT 62 NF BLVD,,2-WAY,2016,8375,8017,357,"(43.0919, -79.01421)"
534794,Erie,Tonawanda,STATE ST,RT 384 DELAWARE AV,YOUNG ST,,2-WAY,2006,3700,,,"(43.010193, -78.871372)"
534625,Erie,Amherst,N FRENCH RD,SWEET HOME RD,RT 270 CAMPBELL BLVD,BETWEEN,2-WAY,2015,10471,10192,278,"(43.034655, -78.785453)"
544193,Niagara,Niagara Falls,PORTAGE RD,MACKENNA AV,NIAGARA ST,,2-WAY,2007,2000,,,"(43.0863654700872, -79.0420362353325)"
540088,Niagara,Niagara Falls,ONTARIO AVE,LOCKPORT ST,22ND ST,,2-WAY,1978,4250,,,"(43.1086319727783, -79.040499329567)"
536459,Erie,Buffalo,STEVENSON ST,S LEGION DR,N LEGION DR,,2-WAY,2010,5478,5346,131,"(42.8565679324334, -78.8163988687172)"
534549,Erie,Buffalo,ERIE ST,LOWER TERRACE,FRANKLIN ST,,1-WAY,2013,1503,1428,74,"(42.8818527558216, -78.8781237602234)"
534717,Erie,Buffalo,PROSPECT ST,MASSACHUSETTS AV,RT 266 NIAGARA ST,,1-WAY,2006,1400,,,"(42.9091344925217, -78.8978862762451)"
534287,Erie,Buffalo,ELLICOTT ST,E CHIPPEWA ST,E TUPPER ST,BETWEEN,2-WAY,2012,3320,3134,185,"(42.890664, -78.870393)"
535030,Erie,Amherst,Fox Chapel Rd,Bridle Path,The Village Grn,,2-WAY,2014,112,,,"(42.980669, -78.748916)"
540010,Niagara,Lewiston,HYDE PARK BLVD,NIAGARA FALLS CITY LN,RT 104 LEWISTON RD,,2-WAY,1991,7100,,,"(43.1347121985915, -79.0412865579128)"
536194,Erie,Clarence,SALT RD,LAPP RD,TONAWANDA CREEK RD,,2-WAY,2019,1464,1277,186,"(43.057679, -78.606719)"
546115,Niagara,Lockport,N ADAM ST,MARKET ST,VAN BUREN ST,,2-WAY,2011,600,,,"(43.178851, -78.683017)"
534011,Erie,Buffalo,ABBOTT RD,MCKINLEY PKWY,RT 62 BAILEY AV,,2-WAY,1985,6500,,,"(42.8566589020452, -78.8269150257111)"
534242,Erie,Grand Island,E RIVER PKWY,FERRY RD,BUSH RD,,2-WAY,1981,1600,,,"(42.9748565663736, -78.9507901668549)"
544176,Niagara,Niagara,PACKARD RD,PORTER RD,LOCKPORT RD,,2-WAY,2009,10900,8502,2397,"(43.113241335423, -78.9754986763)"
544212,Niagara,North Tonawanda,RUIE RD,RT 429 WARD RD,Nash Rd,,2-WAY,1996,2800,,,"(43.065847, -78.882445)"
540030,Niagara,Lewiston,SECOND ST (RT 18F),ONEIDA ST,LEWISTON N VILL LN,,2-WAY,1985,2300,,,"(43.1770142078906, -79.0463277697563)"
534757,Erie,Buffalo,SOUTH PARK AVE,MICHIGAN AV,S KNOX III PLAZA,,2-WAY,2014,1671,1564,106,"(42.873361594507, -78.8738536834717)"
536139,Erie,Amherst,CASEY RD,YOUNGS RD,RT 78 TRANSIT RD,,2-WAY,2010,7166,7019,146,"(43.0231911113338, -78.7079452245369)"
534174,Erie,Tonawanda,COLVIN BLVD,KENMORE AV,KENMORE VILL LN,,2-WAY,1996,12900,,,"(42.9618314140927, -78.8583572208881)"
530041,Erie,Cheektowaga,HARLEM RD,WALDEN AV,GENESEE ST,BETWEEN,2-WAY,2009,23475,,,"(42.915326, -78.784418)"
530096,Erie,Newstead,Maple Rd,ERIE CO LINE,Hunts Corners Rd,BETWEEN,2-WAY,1984,2550,,,"(43.055147, -78.512388)"
534434,Erie,Buffalo,HERTEL AVE,STARIN AV,RT 5 MAIN ST,,2-WAY,1978,17900,,,"(42.9475018371336, -78.8383841514587)"
534056,Erie,Grand Island,BASE LINE RD,WHITEHAVEN RD,RT 324 GRAND ISLAND BLVD,,2-WAY,2015,6954,6653,300,"(43.022853, -78.965749)"
536338,Erie,Concord,SPRINGVILLE-BOSTON RD,MIDDLE RD,GENESEE RD,,2-WAY,2006,1900,,,"(42.5435223595376, -78.6752870678902)"
544115,Niagara,Niagara Falls,LOCKPORT ST,RT 104 MAIN ST,11TH ST,,2-WAY,1988,4900,,,"(43.1040702417999, -79.0501177310944)"
530125,Erie,Elma,AURORA EXPWY,MAPLE ST,JAMISON RD,BETWEEN,2-WAY,2015,23845,21800,2044,"(42.798793, -78.636062)"
534090,Erie,Boston,BOSTON STATE RD,W Tillen Rd,PATCHIN RD,,2-WAY,2004,3100,,,"(42.6423880459837, -78.7396574020386)"
531003,Erie,Amherst,SMITH RD,NEW RD,RT 78 TRANSIT RD,,2-WAY,1998,3000,,,"(43.0491138086076, -78.7095368653536)"
547046,Niagara,North Tonawanda,ROBINSON ST,RIVER RD,OLIVER ST,BETWEEN,2-WAY,2001,2200,,,"(43.0319450719639, -78.8789337873459)"
546072,Niagara,Lockport,MINNICK RD,TONAWANDA CREEK RD,RAPIDS RD,,2-WAY,2007,1200,,,"(43.0981196044605, -78.667157292366)"
544006,Niagara,Niagara Falls,11TH ST,RT 182 CLEVELAND AV,ONTARIO AV,,2-WAY,1988,6100,,,"(43.107383, -79.048967)"
530105,Erie,Evans,S WESTERN BLVD,CR 9B S MAIN ST,CR 221 ACC I-90,BETWEEN,2-WAY,2003,9600,,,"(42.638004, -78.998319)"
544087,Niagara,Lockport,HINMAN RD,BEAR RIDGE RD,RT 93 LOCKPORT BYPASS,,2-WAY,2006,3600,,,"(43.152393000000004, -78.713592)"
540908,Niagara,Lewiston,UPPER MOUNTAIN RD,NY 104 LEWISTON RD UNDER,ACC RAMPS TO/FROM NY 104 NB\,,2-WAY,2014,9666,,,"(43.1504990205832, -79.0373504161835)"
540347,Niagara,"NEWFANE, LOCKPORT",RIDGE RD,END OLAP RT 93 TOWN LINE RD,COOMER RD,,2-WAY,1999,6600,,,"(43.2188793909681, -78.7483477592468)"
530221,Erie,Cheektowaga,UNION RD,GALLERIA DR,S GEORGE URBAN BLVD,BETWEEN,2-WAY,1991,27500,,,"(42.917479, -78.754168)"
530935,Erie,Lancaster,WALDEN AVE,CEMETERY RD,TOWNLINE RD,,2-WAY,2007,9500,,,"(42.9260508067114, -78.6076712608337)"
540015,Niagara,Niagara Falls,HYDE PARK BLVD,RT 62A PINE AV,START RT 182 OLAP,,2-WAY,2001,14500,,,"(43.1003933900138, -79.0265840291977)"
536093,Erie,Buffalo,SOUTH PARK AVE,HOPKINS ST,SMITH ST,,2-WAY,2018,12558,11744,813,"(42.85881, -78.83418)"
533139,Erie,Orchard Park,US 219 @ Milestrip Rd,,,,RAMP,2011,3636,3496,139,"(42.7867283186575, -78.7753468751907)"
544135,Niagara,North Tonawanda,MEADOW DR,PAYNE AV,NASH RD,,2-WAY,2017,8462,8154,307,"(43.0521734089504, -78.8714718818665)"
530431,Erie,Tonawanda,NIAGARA THRUWAY,I-290 (N16),RIVER RD (N17),BETWEEN,2-WAY,1985,40400,,,"(42.991166, -78.922541)"
531129,Erie,Buffalo,SENECA ST,HAMBURG ST,MICHIGAN AV,BETWEEN,2-WAY,1982,4850,,,"(42.87828, -78.862576)"
540001,Niagara,Lockport,DYSINGER RD,BEATTIE AV,AKRON RD,,2-WAY,1991,9400,,,"(43.130525311078, -78.6399744451046)"
546096,Niagara,Wilson,YOUNGSTOWN RD,WILSON TN LN,WILSON VILL LN,BETWEEN,2-WAY,2006,1000,,,"(43.2888651904161, -78.8711410846557)"
544109,Niagara,Wheatfield,LOCKPORT RD,NASH RD,RT 425 SHAWNEE RD,BETWEEN,2-WAY,2019,7477,6542,934,"(43.1214967877708, -78.8539731502533)"
540062,Niagara,Niagara Falls,CLEVELAND AVE,11TH ST,RT 182 LOCKPORT ST,,2-WAY,1998,1400,,,"(43.106763848457, -79.0473201870918)"
534729,Erie,Amherst,RIDGE LEA RD,N BAILEY EXT,LOWE'S WEST DRIVEWAY,BETWEEN,2-WAY,2011,8700,,,"(43.0013344991938, -78.817562682209)"
540500,Niagara,"LEWISTON, CAMBRIA",TOWN LINE RD,RT 31 SAUNDERS SETTLEMENT RD,UPPER MTN RD,,2-WAY,2004,6200,,,"(43.1598930480146, -78.8849204778671)"
534122,Erie,Elma,BULLIS RD,POUND RD,BOWEN RD,,2-WAY,2002,6900,,,"(42.83925, -78.64798)"
540095,Niagara,Niagara Falls,PINE AVE,PORTAGE RD,RT 61 HYDE PARK BLVD,BETWEEN,2-WAY,1991,14600,,,"(43.0951269311278, -79.0322703123093)"
534816,Erie,Buffalo,SUMMER ST,ELMWOOD AV,RT 384 DELAWARE AV,,2-WAY,1978,8300,,,"(42.90466, -78.87405)"
