Hydrant Number,Dome Colour,Flow Rate,Installation Year,Latitude,Longitude,Location
25755,BLUE,> 95 L/s,2019,53.58234,-113.42900,POINT (-113.4289997725297 53.58234432303951)
17567,BLUE,> 95 L/s,2003,53.61710,-113.40912,POINT (-113.40911871455477 53.61710375531533)
3664,BLUE,> 95 L/s,1959,53.51359,-113.56185,POINT (-113.56185024092312 53.51358994701887)
9938,BLUE,> 95 L/s,1978,53.45636,-113.52639,POINT (-113.52638894296075 53.45635564860027)
12243,BLACK,> 95 L/s,1975,53.51226,-113.36986,POINT (-113.36985911869203 53.51226040095688)
4940,BLUE,> 95 L/s,1964,53.51799,-113.41435,POINT (-113.41434952997125 53.51799371438178)
1726,GREEN,60-95 L/s,1993,53.54121,-113.55446,POINT (-113.55445517297993 53.54121252459915)
6337,BLUE,> 95 L/s,1969,53.60607,-113.47668,POINT (-113.4766819285921 53.606074072518474)
6225,BLUE,> 95 L/s,2012,53.47316,-113.48205,POINT (-113.4820512506305 53.47316370288911)
14230,BLUE,> 95 L/s,1990,53.47831,-113.41335,POINT (-113.41335023316464 53.47831157252696)
22402,BLUE,> 95 L/s,2013,53.57214,-113.34227,POINT (-113.34227225113877 53.57214009854594)
352,BLUE,> 95 L/s,2010,53.57847,-113.44380,POINT (-113.44379547863788 53.57847186489184)
16869,BLUE,> 95 L/s,2001,53.46667,-113.38844,POINT (-113.38843855062387 53.466671686398925)
11807,BLUE,> 95 L/s,1982,53.50594,-113.63893,POINT (-113.63892999086885 53.50594483509638)
10095,BLUE,> 95 L/s,1978,53.60115,-113.52768,POINT (-113.52767677545398 53.601151269429856)
11167,BLACK,> 95 L/s,1980,53.46079,-113.41889,POINT (-113.4188898171847 53.46079467839307)
5753,BLUE,> 95 L/s,1967,53.47401,-113.51175,POINT (-113.5117531282664 53.47401411223525)
20598,BLUE,> 95 L/s,2010,53.41235,-113.44869,POINT (-113.44868805865026 53.41235167995659)
4734,BLACK,> 95 L/s,1999,53.56763,-113.52917,POINT (-113.52916812739021 53.56762514191077)
20187,BLUE,> 95 L/s,2010,53.53048,-113.68758,POINT (-113.68758457101339 53.53048092774557)
3160,BLACK,> 95 L/s,1957,53.57827,-113.42387,POINT (-113.42387203204721 53.578273608270244)
9145,BLACK,> 95 L/s,1977,53.58028,-113.38229,POINT (-113.38228691713114 53.5802841414195)
3401,BLACK,> 95 L/s,1987,53.59471,-113.55115,POINT (-113.55115414136074 53.59470914420563)
8806,BLUE,> 95 L/s,1976,53.45913,-113.54541,POINT (-113.5454142931447 53.45913216973739)
20128,BLUE,> 95 L/s,2009,53.58982,-113.61671,POINT (-113.61671270731699 53.58982479197897)
6276,BLUE,> 95 L/s,1996,53.54492,-113.58587,POINT (-113.58587390365182 53.54492314964104)
3794,BLUE,> 95 L/s,1961,53.58908,-113.46108,POINT (-113.46107579780177 53.58907926661225)
6252,BLUE,> 95 L/s,1969,53.61179,-113.45547,POINT (-113.45546804230084 53.61178731370722)
9929,BLUE,> 95 L/s,1978,53.44472,-113.39660,POINT (-113.39659883877793 53.444721896814016)
23147,BLUE,> 95 L/s,2014,53.47270,-113.67150,POINT (-113.67150153491976 53.47270211108989)
18376,BLUE,> 95 L/s,2005,53.61714,-113.41440,POINT (-113.41439751681366 53.61713884099144)
11391,BLACK,> 95 L/s,2012,53.63642,-113.48945,POINT (-113.48944815785234 53.63642338634506)
23077,BLUE,> 95 L/s,2014,53.56777,-113.68389,POINT (-113.68388677329413 53.567770283546594)
4413,BLUE,> 95 L/s,2002,53.49024,-113.50857,POINT (-113.50856559235194 53.490239421470754)
26423,BLUE,> 95 L/s,2018,53.52811,-113.70373,POINT (-113.7037267181535 53.52811278524041)
2785,BLACK,> 95 L/s,1994,53.50809,-113.44805,POINT (-113.44804693116913 53.50808877602943)
16244,BLUE,> 95 L/s,2018,53.50161,-113.37564,POINT (-113.37564387715196 53.501612868305074)
7759,BLACK,> 95 L/s,1975,53.58450,-113.39466,POINT (-113.39465687764537 53.58449704021862)
12019,BLUE,> 95 L/s,1981,53.61459,-113.46204,POINT (-113.4620358282122 53.614589873059636)
13865,BLUE,> 95 L/s,1989,53.50395,-113.51226,POINT (-113.51226322210358 53.50395247085231)
5655,BLUE,> 95 L/s,2014,53.54922,-113.52704,POINT (-113.5270357631876 53.54921838854554)
19089,BLUE,> 95 L/s,2007,53.62994,-113.42288,POINT (-113.42287833355466 53.62993811310351)
20022,BLUE,> 95 L/s,2008,53.43527,-113.62286,POINT (-113.62286049576622 53.43527051957821)
3434,BLUE,> 95 L/s,2012,53.59930,-113.53170,POINT (-113.53169637616017 53.59930479341283)
9544,BLUE,> 95 L/s,1978,53.44558,-113.41464,POINT (-113.41464078509063 53.445579925472146)
6054,BLACK,> 95 L/s,1975,53.51256,-113.41571,POINT (-113.41571361363671 53.51255609883311)
18959,BLUE,> 95 L/s,2006,53.41185,-113.52125,POINT (-113.52125261720829 53.41184930621613)
10155,BLACK,> 95 L/s,1978,53.62660,-113.53644,POINT (-113.53643845535974 53.62659914076659)
22990,BLUE,> 95 L/s,2014,53.63963,-113.53466,POINT (-113.53465516294851 53.639627776983176)
15255,BLUE,> 95 L/s,1993,53.59069,-113.40014,POINT (-113.40014231973403 53.5906905544123)
23620,BLUE,> 95 L/s,2015,53.40917,-113.58379,POINT (-113.5837891662807 53.40916615245857)
6044,BLUE,> 95 L/s,1968,53.61060,-113.46561,POINT (-113.46561419357296 53.61059904349306)
9766,BLUE,> 95 L/s,1978,53.55458,-113.63047,POINT (-113.63046599873964 53.55458492894195)
11601,BLACK,> 95 L/s,1981,53.46214,-113.41202,POINT (-113.4120187833096 53.4621441617355)
15535,BLACK,> 95 L/s,1996,53.60171,-113.54741,POINT (-113.54740758147463 53.60170542647694)
1545,BLUE,> 95 L/s,1977,53.54111,-113.45103,POINT (-113.45103078874757 53.5411140344235)
86,BLACK,> 95 L/s,1973,53.53750,-113.51221,POINT (-113.51221383699125 53.53750051975063)
796,BLUE,> 95 L/s,2000,53.50907,-113.49426,POINT (-113.49425766411885 53.50906605928003)
24916,BLUE,> 95 L/s,2018,53.41050,-113.60864,POINT (-113.60863648141557 53.41049508106421)
7831,BLACK,> 95 L/s,1975,53.59115,-113.39359,POINT (-113.39359100984495 53.591146002294174)
17406,BLUE,> 95 L/s,2003,53.45142,-113.59478,POINT (-113.5947845058502 53.45141854856916)
24518,BLUE,> 95 L/s,2017,53.49097,-113.44299,POINT (-113.44299418635997 53.490974008504416)
25000,BLUE,> 95 L/s,2017,53.52353,-113.46238,POINT (-113.46237767383269 53.523530233552556)
10834,BLACK,> 95 L/s,1976,53.57032,-113.62646,POINT (-113.62645630225103 53.570324248799025)
2339,BLUE,> 95 L/s,2007,53.52659,-113.57636,POINT (-113.57635905276037 53.52659043457637)
18605,BLUE,> 95 L/s,2005,53.46277,-113.37254,POINT (-113.37254040692687 53.46276741975501)
23658,BLUE,> 95 L/s,2013,53.61698,-113.48438,POINT (-113.48437979255708 53.6169770555462)
6587,BLUE,> 95 L/s,1971,53.61059,-113.46788,POINT (-113.46787890416027 53.610590205391915)
10387,BLUE,> 95 L/s,1979,53.49425,-113.46560,POINT (-113.46560351209018 53.4942475690351)
15126,BLUE,> 95 L/s,1993,53.46282,-113.58088,POINT (-113.58088478621207 53.4628218030226)
17392,BLUE,> 95 L/s,2003,53.46960,-113.36993,POINT (-113.36992945822487 53.46960089860781)
22524,BLUE,> 95 L/s,2014,53.42421,-113.55582,POINT (-113.55581996178218 53.424214958950664)
1097,BLACK,> 95 L/s,2004,53.58488,-113.53245,POINT (-113.53245415804173 53.58487988949199)
864,GREEN,60-95 L/s,2018,53.51621,-113.51768,POINT (-113.51767544480118 53.51620936427779)
7854,BLACK,> 95 L/s,1975,53.47515,-113.44420,POINT (-113.44420079794956 53.475151097857285)
9917,BLUE,> 95 L/s,1978,53.50988,-113.41528,POINT (-113.41528135231937 53.509876947074815)
5927,BLUE,> 95 L/s,2016,53.58574,-113.57719,POINT (-113.57718632297141 53.58574350925673)
13526,YELLOW,> 95 L/s,1987,53.61662,-113.44632,POINT (-113.44632362463273 53.616617084098735)
2667,BLACK,> 95 L/s,1993,53.45473,-113.42166,POINT (-113.42166157137184 53.454727404612946)
8536,BLACK,> 95 L/s,1976,53.45833,-113.49800,POINT (-113.49799708499411 53.458327993743055)
4069,BLUE,> 95 L/s,1961,53.52513,-113.43666,POINT (-113.43666199716692 53.525127581177536)
7815,BLUE,> 95 L/s,1974,53.46284,-113.50190,POINT (-113.5018953560026 53.46283846599309)
15381,BLUE,> 95 L/s,1996,53.46923,-113.39904,POINT (-113.39903741055 53.4692327817675)
10711,BLUE,> 95 L/s,1979,53.44813,-113.47481,POINT (-113.47480983087405 53.44813142600558)
9014,BLUE,> 95 L/s,1977,53.44615,-113.42583,POINT (-113.42583245856103 53.4461523623114)
19566,BLUE,> 95 L/s,2007,53.45663,-113.51127,POINT (-113.51127088557672 53.45663192237668)
15715,BLACK,> 95 L/s,1997,53.47669,-113.38251,POINT (-113.38251493731514 53.47668797192796)
23912,BLUE,> 95 L/s,2017,53.52713,-113.69377,POINT (-113.69377135820658 53.52713056933632)
915,GREEN,60-95 L/s,1954,53.51335,-113.47970,POINT (-113.4796950796137 53.51334529206584)
7140,BLUE,> 95 L/s,1999,53.61127,-113.43033,POINT (-113.43032890521319 53.611274203960676)
12478,BLUE,> 95 L/s,1982,53.49473,-113.64860,POINT (-113.64860043047152 53.49473221422581)
277,BLUE,> 95 L/s,2013,53.55566,-113.47995,POINT (-113.47995044814937 53.55565894079511)
16949,BLACK,> 95 L/s,2002,53.56414,-113.52109,POINT (-113.52108668638384 53.564142057053566)
6248,BLUE,> 95 L/s,1969,53.61233,-113.45639,POINT (-113.45638655800062 53.61232921628893)
11544,BLACK,> 95 L/s,1980,53.47760,-113.59800,POINT (-113.59799742742588 53.47760134559626)
23104,BLUE,> 95 L/s,2014,53.42636,-113.47389,POINT (-113.47389312649341 53.426361464557914)
13143,BLACK,> 95 L/s,1986,53.61477,-113.49944,POINT (-113.49944099894394 53.61477243173462)
6257,BLACK,> 95 L/s,1968,53.61179,-113.45071,POINT (-113.45070559294709 53.61178867179303)
4386,BLUE,> 95 L/s,2009,53.49268,-113.52530,POINT (-113.52529950208582 53.4926781829103)
10614,BLACK,> 95 L/s,1979,53.48917,-113.58395,POINT (-113.5839544783876 53.489172141861076)
25563,BLACK,> 95 L/s,2018,53.41424,-113.46943,POINT (-113.46943032385676 53.41424031322096)
18460,BLUE,> 95 L/s,2005,53.43832,-113.57658,POINT (-113.5765794490977 53.43832073247039)
24646,BLUE,> 95 L/s,2016,53.46083,-113.66459,POINT (-113.66458652709329 53.460827407239314)
1811,GREEN,60-95 L/s,1996,53.56887,-113.42694,POINT (-113.42694484715079 53.568865645228996)
6243,BLUE,> 95 L/s,1968,53.60872,-113.45212,POINT (-113.45212120319526 53.60872108365231)
11943,BLUE,> 95 L/s,1981,53.48036,-113.40462,POINT (-113.4046183177048 53.480361847525344)
15552,BLUE,> 95 L/s,1996,53.59225,-113.39560,POINT (-113.39559720525371 53.5922462984677)
13986,BLUE,> 95 L/s,1988,53.47311,-113.42905,POINT (-113.42904760168742 53.47310852098044)
22040,BLUE,> 95 L/s,2014,53.42000,-113.42369,POINT (-113.42368673585246 53.420003055259016)
3000,ORANGE,30-60 L/s,1957,53.50552,-113.45689,POINT (-113.45688853803637 53.50552122997678)
366,BLUE,> 95 L/s,2013,53.56741,-113.46812,POINT (-113.46812236844781 53.567406800628376)
21168,BLUE,> 95 L/s,2013,53.40971,-113.57487,POINT (-113.57487175535809 53.40971087691309)
21128,BLUE,> 95 L/s,2012,53.50850,-113.68805,POINT (-113.68804712199494 53.50850023355951)
15690,BLUE,> 95 L/s,1997,53.45324,-113.58637,POINT (-113.5863699425343 53.453243950120985)
12432,BLUE,> 95 L/s,1982,53.61848,-113.46944,POINT (-113.46944141288397 53.618480284670085)
20047,BLUE,> 95 L/s,2008,53.61902,-113.49133,POINT (-113.49133054884578 53.61902052954567)
5932,BLACK,> 95 L/s,2013,53.60962,-113.43829,POINT (-113.43828712064182 53.609617403843316)
14584,BLUE,> 95 L/s,1991,53.52328,-113.60796,POINT (-113.60796251143175 53.52327989922541)
7547,BLUE,> 95 L/s,1974,53.44356,-113.46419,POINT (-113.46418626427513 53.44355991916186)
1220,BLUE,> 95 L/s,2015,53.54988,-113.49345,POINT (-113.49344921594229 53.54987972974925)
15666,BLUE,> 95 L/s,1997,53.61997,-113.47256,POINT (-113.47256354060055 53.619971079238894)
10204,BLUE,> 95 L/s,1979,53.45049,-113.52919,POINT (-113.5291869703307 53.450485934847656)
8108,BLACK,> 95 L/s,2014,53.46263,-113.48242,POINT (-113.4824199986718 53.46262661103317)
4161,ORANGE,30-60 L/s,2003,53.59516,-113.53106,POINT (-113.53106456960535 53.595159334212376)
4358,BLUE,> 95 L/s,2006,53.56595,-113.41511,POINT (-113.41510779663402 53.56594832638029)
9593,BLUE,> 95 L/s,1978,53.45418,-113.45167,POINT (-113.45167254133813 53.45418384472432)
23002,BLUE,> 95 L/s,2014,53.41369,-113.42910,POINT (-113.42910169601295 53.413688834928614)
16437,BLUE,> 95 L/s,2000,53.50437,-113.58972,POINT (-113.58971826196498 53.504373131072676)
10931,BLUE,> 95 L/s,1980,53.53473,-113.64158,POINT (-113.6415849237405 53.53472914198652)
17445,BLACK,> 95 L/s,2003,53.59965,-113.56123,POINT (-113.56122784331943 53.59965451364959)
11465,BLACK,> 95 L/s,1980,53.47788,-113.59431,POINT (-113.59430894363031 53.4778783076676)
15993,BLUE,> 95 L/s,1996,53.55110,-113.48389,POINT (-113.48389372735048 53.551100405915626)
1085,BLUE,> 95 L/s,1965,53.56529,-113.51797,POINT (-113.51796606762703 53.56528681806814)
19520,BLUE,> 95 L/s,2008,53.42890,-113.61909,POINT (-113.61909186456667 53.42889976678484)
10215,BLUE,> 95 L/s,1979,53.48283,-113.57938,POINT (-113.57938151944435 53.482826210357885)
11337,BLACK,> 95 L/s,1980,53.44467,-113.49483,POINT (-113.4948270227983 53.444667847681664)
6592,BLUE,> 95 L/s,1971,53.60718,-113.47242,POINT (-113.4724225317966 53.60717536248103)
18975,BLUE,> 95 L/s,2006,53.42001,-113.52666,POINT (-113.52665634513897 53.420013306055765)
23198,BLUE,> 95 L/s,2014,53.40863,-113.53584,POINT (-113.53584096960886 53.40863370984654)
2328,BLUE,> 95 L/s,2008,53.57019,-113.55792,POINT (-113.55792242061348 53.570188916888576)
9702,BLACK,> 95 L/s,1978,53.54325,-113.62063,POINT (-113.62063464436646 53.54324732587709)
21796,BLUE,> 95 L/s,2013,53.41903,-113.60733,POINT (-113.60732766972744 53.41902874310157)
20765,BLUE,> 95 L/s,2011,53.62819,-113.54750,POINT (-113.54749641747061 53.62818932486184)
22361,BLUE,> 95 L/s,2014,53.42132,-113.41849,POINT (-113.41849401629042 53.42131804664397)
8044,BLUE,> 95 L/s,1975,53.62270,-113.52893,POINT (-113.52893016935812 53.62269587220419)
17944,BLUE,> 95 L/s,2004,53.64387,-113.49788,POINT (-113.49787695349809 53.64386828815135)
9392,BLACK,> 95 L/s,1977,53.60664,-113.37513,POINT (-113.37513139878364 53.606635088023026)
24895,BLUE,> 95 L/s,2017,53.53510,-113.70324,POINT (-113.70323744467842 53.53510074368687)
13510,BLACK,> 95 L/s,1987,53.47261,-113.58180,POINT (-113.58180399769073 53.472612194319346)
22333,BLUE,> 95 L/s,2014,53.41467,-113.56894,POINT (-113.56893853971448 53.41467086424892)
8489,BLUE,> 95 L/s,1976,53.63161,-113.50809,POINT (-113.50809160915665 53.63161064985874)
17132,BLUE,> 95 L/s,2002,53.45178,-113.59986,POINT (-113.599860404482 53.45178106334423)
16653,BLUE,> 95 L/s,2001,53.45358,-113.56576,POINT (-113.5657629628414 53.45358382255712)
5265,BLUE,> 95 L/s,2004,53.54975,-113.60295,POINT (-113.60295466498879 53.54975386911433)
9150,BLUE,> 95 L/s,1977,53.58350,-113.38371,POINT (-113.38371474410208 53.583498319928154)
21694,BLUE,> 95 L/s,2013,53.42869,-113.62564,POINT (-113.62564116782252 53.42869437239325)
13543,BLACK,> 95 L/s,2013,53.62146,-113.54209,POINT (-113.5420941750307 53.62146253908114)
6734,BLUE,> 95 L/s,1971,53.51816,-113.62674,POINT (-113.62673896913613 53.51816495594829)
4489,BLUE,> 95 L/s,1997,53.59716,-113.46986,POINT (-113.46985902466244 53.597159171005856)
14500,BLACK,> 95 L/s,1992,53.47407,-113.59892,POINT (-113.59891846339015 53.474069315555155)
10587,BLACK,> 95 L/s,1979,53.53031,-113.61877,POINT (-113.61877016173311 53.53030746421156)
15404,BLUE,> 95 L/s,1994,53.61981,-113.47031,POINT (-113.47030898137616 53.619807062052104)
3054,GREEN,60-95 L/s,2008,53.52803,-113.56330,POINT (-113.56329662657157 53.5280344641634)
2229,BLUE,> 95 L/s,1984,53.53338,-113.44766,POINT (-113.44765946091046 53.53338483097752)
19992,BLUE,> 95 L/s,2010,53.45056,-113.38992,POINT (-113.38992330328378 53.450562481891865)
1360,BLACK,> 95 L/s,1948,53.54128,-113.53404,POINT (-113.5340364546882 53.54128073285546)
18655,BLUE,> 95 L/s,2006,53.44337,-113.57513,POINT (-113.57513298821245 53.44337163663041)
3632,BLUE,> 95 L/s,2011,53.51515,-113.55801,POINT (-113.55801456685496 53.51515314313197)
21200,BLUE,> 95 L/s,2011,53.53342,-113.70074,POINT (-113.70074286892797 53.53341725627226)
3064,BLUE,> 95 L/s,2016,53.53815,-113.50487,POINT (-113.50487324657956 53.53815052537579)
21853,BLUE,> 95 L/s,2013,53.40040,-113.51638,POINT (-113.51637926460722 53.40040369363739)
568,BLACK,> 95 L/s,1988,53.55737,-113.54546,POINT (-113.54545677433671 53.55736709323581)
22486,BLUE,> 95 L/s,2014,53.39903,-113.51936,POINT (-113.51935513823415 53.399025583862056)
5103,BLACK,> 95 L/s,2016,53.51699,-113.58215,POINT (-113.58215427100903 53.51698533407586)
1419,BLUE,> 95 L/s,2008,53.54447,-113.56927,POINT (-113.5692651428292 53.54447397137545)
18949,BLUE,> 95 L/s,2006,53.43444,-113.60816,POINT (-113.608159777689 53.434440955894885)
170,BLACK,> 95 L/s,1996,53.55398,-113.47888,POINT (-113.47888434225229 53.553980569309694)
14035,BLACK,> 95 L/s,1989,53.53903,-113.52247,POINT (-113.52246791630361 53.53902986541998)
15133,BLUE,> 95 L/s,1993,53.54647,-113.59943,POINT (-113.59942669863493 53.546473035321206)
9122,BLACK,> 95 L/s,1977,53.47831,-113.47930,POINT (-113.47929630314799 53.47830599498412)
26723,BLUE,> 95 L/s,2019,53.42473,-113.53111,POINT (-113.53111028551758 53.42472687256927)
7255,BLACK,> 95 L/s,1974,53.60884,-113.41908,POINT (-113.41908015538526 53.60884413209413)
2016,BLUE,> 95 L/s,1980,53.55728,-113.53233,POINT (-113.53233211851975 53.557275443989454)
22891,BLUE,> 95 L/s,2014,53.57217,-113.38951,POINT (-113.38951368785416 53.57217421925083)
14068,BLUE,> 95 L/s,1989,53.53906,-113.60255,POINT (-113.60255059419558 53.539062632567706)
14750,BLUE,> 95 L/s,1991,53.50692,-113.65424,POINT (-113.65423511128603 53.506915307234486)
18082,BLUE,> 95 L/s,2004,53.45287,-113.55570,POINT (-113.5557016346983 53.45287174587385)
4789,GREEN,60-95 L/s,1994,53.60066,-113.43225,POINT (-113.43224837947257 53.60065993785599)
23520,BLUE,> 95 L/s,2015,53.59920,-113.53525,POINT (-113.53524607698041 53.59919732087293)
2932,BLUE,> 95 L/s,2002,53.56535,-113.57764,POINT (-113.57764204151826 53.56535307414286)
19010,BLUE,> 95 L/s,2007,53.42588,-113.43121,POINT (-113.43120868125244 53.42587534943616)
959,GREEN,60-95 L/s,2016,53.50490,-113.50916,POINT (-113.509159721758 53.5048957878982)
20433,BLUE,> 95 L/s,2010,53.41334,-113.46341,POINT (-113.46341000497367 53.41334322905122)
7403,BLUE,> 95 L/s,1974,53.50958,-113.61135,POINT (-113.61134761830623 53.50958072517481)
14408,BLUE,> 95 L/s,1990,53.48818,-113.64921,POINT (-113.64920577465045 53.48817793288876)
2878,BLACK,> 95 L/s,1956,53.54477,-113.41963,POINT (-113.41963247368444 53.544772239586436)
22701,BLUE,> 95 L/s,2012,53.47581,-113.67124,POINT (-113.6712353388906 53.47581436481755)
3565,BLACK,> 95 L/s,2013,53.55947,-113.48086,POINT (-113.48086339027799 53.559474273004405)
24634,BLUE,> 95 L/s,2016,53.51030,-113.53134,POINT (-113.53133779938 53.51029950999497)
23955,BLUE,> 95 L/s,2016,53.41406,-113.42404,POINT (-113.42404320194585 53.41405857907833)
1747,GREEN,60-95 L/s,1993,53.57939,-113.49127,POINT (-113.49127018348818 53.57939252195578)
5817,BLUE,> 95 L/s,1966,53.50129,-113.44657,POINT (-113.44656913800978 53.50128836608337)
21880,BLUE,> 95 L/s,2013,53.59293,-113.31314,POINT (-113.31313918982934 53.59293467400142)
18493,BLUE,> 95 L/s,2005,53.47727,-113.37437,POINT (-113.37436730486388 53.47726894616323)
12206,BLUE,> 95 L/s,1978,53.53038,-113.41340,POINT (-113.4134035871586 53.53038448360888)
6140,BLUE,> 95 L/s,1900,53.47424,-113.49269,POINT (-113.49268980053431 53.474241526735604)
8029,BLUE,> 95 L/s,1975,53.61941,-113.52287,POINT (-113.52286681904322 53.61941337236748)
3324,BLUE,> 95 L/s,2018,53.54968,-113.40575,POINT (-113.40574751011745 53.54967556006284)
7554,BLUE,> 95 L/s,1974,53.44058,-113.45772,POINT (-113.45771611268265 53.440578336640264)
3756,BLUE,> 95 L/s,1959,53.53774,-113.43483,POINT (-113.43482888896409 53.53773723077896)
18476,BLUE,> 95 L/s,2005,53.52516,-113.68451,POINT (-113.68450864919154 53.5251605570072)
8845,BLUE,> 95 L/s,1976,53.46676,-113.42187,POINT (-113.42187467390531 53.466759284217936)
487,BLUE,> 95 L/s,2016,53.57666,-113.49472,POINT (-113.49472056189909 53.57666045772339)
17087,BLACK,> 95 L/s,2002,53.56240,-113.64439,POINT (-113.6443927811158 53.56239601502766)
16023,BLACK,> 95 L/s,2001,53.63600,-113.47534,POINT (-113.4753446792999 53.63600359621892)
15988,BLACK,> 95 L/s,1998,53.46374,-113.59291,POINT (-113.59290867708299 53.463738307673616)
6215,BLUE,> 95 L/s,1968,53.61276,-113.43768,POINT (-113.4376773730118 53.61276236800231)
24114,BLUE,> 95 L/s,2018,53.56797,-113.51660,POINT (-113.51659913790742 53.56797160787686)
6088,BLUE,> 95 L/s,1968,53.54479,-113.59129,POINT (-113.59128716947328 53.54478975954502)
18859,BLUE,> 95 L/s,2006,53.50196,-113.42548,POINT (-113.42547696758183 53.501956289709625)
1908,BLUE,> 95 L/s,2006,53.57030,-113.44872,POINT (-113.44872392170173 53.57030363242583)
14786,BLUE,> 95 L/s,1992,53.61937,-113.44527,POINT (-113.44526832866822 53.61937075290597)
6171,BLUE,> 95 L/s,1968,53.47702,-113.50443,POINT (-113.50442733076116 53.47701676696881)
5032,GREEN,60-95 L/s,2004,53.52322,-113.58343,POINT (-113.58342850206597 53.52321742738618)
22088,BLUE,> 95 L/s,2014,53.51991,-113.69199,POINT (-113.6919898524197 53.51990658912722)
20288,BLUE,> 95 L/s,2009,53.40356,-113.52082,POINT (-113.52081901877487 53.403555508000736)
24342,BLUE,> 95 L/s,2016,53.46047,-113.66786,POINT (-113.66785786333351 53.46046696360655)
9638,BLUE,> 95 L/s,1984,53.50322,-113.61087,POINT (-113.61086779218508 53.50322306265509)
11978,BLACK,> 95 L/s,1981,53.58614,-113.42478,POINT (-113.42478497065574 53.58613805191887)
20904,BLUE,> 95 L/s,2010,53.41462,-113.45343,POINT (-113.4534299564326 53.41461521307621)
4348,BLUE,> 95 L/s,2013,53.56870,-113.39982,POINT (-113.39982292053875 53.568704488800705)
9179,BLUE,> 95 L/s,1977,53.47725,-113.47208,POINT (-113.47207667884909 53.47725437454588)
6842,BLACK,> 95 L/s,1972,53.56847,-113.38763,POINT (-113.38762960762519 53.56846927747222)
13038,BLUE,> 95 L/s,1985,53.57076,-113.61119,POINT (-113.61119080579286 53.570756105069286)
24539,BLUE,> 95 L/s,2018,53.63550,-113.46614,POINT (-113.46614119105737 53.63550010024342)
14879,BLUE,> 95 L/s,1992,53.48490,-113.41734,POINT (-113.41734307965477 53.48489938670877)
2596,BLUE,> 95 L/s,1979,53.58112,-113.57441,POINT (-113.57440819337937 53.58112047208184)
20738,BLUE,> 95 L/s,2010,53.41595,-113.52589,POINT (-113.52589060052372 53.41594983032247)
10046,BLUE,> 95 L/s,1978,53.51019,-113.39476,POINT (-113.39476047241777 53.51018689698126)
22809,BLUE,> 95 L/s,2014,53.51994,-113.69619,POINT (-113.69619412825838 53.51994169467809)
8336,BLACK,> 95 L/s,1976,53.44257,-113.44991,POINT (-113.44990575877515 53.44256592896069)
23228,BLUE,> 95 L/s,2014,53.51472,-113.70458,POINT (-113.70458418311745 53.514724971700346)
23332,BLUE,> 95 L/s,2014,53.58281,-113.40611,POINT (-113.40610884755927 53.582805506882565)
24183,BLUE,> 95 L/s,2015,53.54294,-113.55216,POINT (-113.55215927842211 53.54294449337191)
25606,BLUE,> 95 L/s,2018,53.40083,-113.54331,POINT (-113.54330535588164 53.40083204925521)
122,BLACK,> 95 L/s,1985,53.54687,-113.48658,POINT (-113.48658439756102 53.546871189838804)
1696,BLACK,> 95 L/s,1994,53.54116,-113.49754,POINT (-113.49754175662746 53.54115870331422)
5740,BLUE,> 95 L/s,1966,53.47156,-113.55330,POINT (-113.55330326868499 53.47155840619757)
15055,BLACK,> 95 L/s,1992,53.59949,-113.42316,POINT (-113.42316295175544 53.599487979454594)
171,BLUE,> 95 L/s,1992,53.55971,-113.48264,POINT (-113.48263548319972 53.55970838306963)
22399,BLUE,> 95 L/s,2010,53.61890,-113.39376,POINT (-113.39376110673945 53.618896389374505)
17784,BLUE,> 95 L/s,2004,53.44503,-113.57365,POINT (-113.5736511123186 53.445026088102765)
6002,BLUE,> 95 L/s,1967,53.53479,-113.61377,POINT (-113.61376819814232 53.53478745943351)
15337,BLACK,> 95 L/s,1996,53.46906,-113.59434,POINT (-113.59433733536581 53.46906018643246)
23500,BLUE,> 95 L/s,2019,53.54469,-113.49708,POINT (-113.49708232550829 53.544687384308034)
10460,BLUE,> 95 L/s,1979,53.46438,-113.39910,POINT (-113.39910346135186 53.46437817996314)
13354,BLUE,> 95 L/s,1987,53.49487,-113.60888,POINT (-113.60887884861384 53.4948671309168)
25798,BLUE,> 95 L/s,2018,53.39724,-113.53578,POINT (-113.53577909252861 53.39724351971913)
16484,BLUE,> 95 L/s,2000,53.45892,-113.39083,POINT (-113.39083263976755 53.458924632757075)
23779,BLUE,> 95 L/s,2015,53.55312,-113.48854,POINT (-113.48853849203047 53.553123463333385)
11698,BLACK,> 95 L/s,1981,53.51962,-113.64888,POINT (-113.64888176362365 53.51961552729494)
11294,BLACK,> 95 L/s,1980,53.55911,-113.59483,POINT (-113.59482832457243 53.559108171380856)
828,BLACK,> 95 L/s,1993,53.51331,-113.47657,POINT (-113.47657354472592 53.513307699949415)
24398,BLUE,> 95 L/s,2018,53.44001,-113.37774,POINT (-113.37773556783002 53.44000571002433)
17705,BLACK,> 95 L/s,2004,53.62604,-113.43930,POINT (-113.43929687581509 53.626036038372874)
11528,BLACK,> 95 L/s,1980,53.63755,-113.48457,POINT (-113.48456615086576 53.63754793611005)
6896,BLACK,> 95 L/s,1972,53.46923,-113.44389,POINT (-113.44388982154005 53.46922754914359)
23719,BLUE,> 95 L/s,2018,53.40048,-113.48408,POINT (-113.48407993410105 53.40047799343384)
