Hydrant Number,Dome Colour,Flow Rate,Installation Year,Latitude,Longitude,Location
23748,BLUE,> 95 L/s,2015,53.51908,-113.46005,POINT (-113.46004752053665 53.51907585782263)
20208,BLUE,> 95 L/s,2008,53.59235,-113.29682,POINT (-113.29681796915482 53.592351254155986)
6333,BLUE,> 95 L/s,1969,53.54063,-113.61121,POINT (-113.61120903143294 53.54062726756931)
2533,BLUE,> 95 L/s,2003,53.54915,-113.56912,POINT (-113.5691164768172 53.5491476592553)
10696,BLACK,> 95 L/s,1979,53.46781,-113.41042,POINT (-113.4104167599282 53.46781075378024)
12699,BLACK,> 95 L/s,1983,53.49341,-113.46060,POINT (-113.46060357151738 53.493409020621975)
4744,BLUE,> 95 L/s,2013,53.51050,-113.57631,POINT (-113.5763121975554 53.51049648390337)
16873,BLACK,> 95 L/s,2001,53.46051,-113.38433,POINT (-113.38433190645192 53.460508208336144)
4192,BLACK,> 95 L/s,1961,53.48490,-113.50770,POINT (-113.50770317134095 53.4848976079679)
20742,BLUE,> 95 L/s,2010,53.41479,-113.52447,POINT (-113.5244745583909 53.41479115194128)
7174,BLUE,> 95 L/s,1973,53.48591,-113.48878,POINT (-113.48878125891633 53.48591093401154)
5749,BLACK,> 95 L/s,1966,53.47565,-113.51529,POINT (-113.51529334902605 53.47564707727439)
23742,BLUE,> 95 L/s,2016,53.60808,-113.51293,POINT (-113.51292625463172 53.60807826036653)
8794,BLACK,> 95 L/s,1976,53.45698,-113.47692,POINT (-113.47692075732137 53.456983759433285)
10806,BLACK,> 95 L/s,1979,53.46655,-113.48296,POINT (-113.48295723301891 53.46655247737746)
17434,BLACK,> 95 L/s,2004,53.42545,-113.53393,POINT (-113.53392533536436 53.42545358549272)
15283,BLUE,> 95 L/s,1993,53.44512,-113.41704,POINT (-113.41704123069151 53.4451208586285)
18494,BLUE,> 95 L/s,2005,53.47727,-113.37312,POINT (-113.37311719940507 53.47726696359572)
12175,BLACK,> 95 L/s,1983,53.62942,-113.48890,POINT (-113.48889622068236 53.62941834914791)
17324,BLUE,> 95 L/s,2002,53.62401,-113.45623,POINT (-113.45622869089786 53.62401414675287)
6343,BLUE,> 95 L/s,1969,53.60415,-113.47091,POINT (-113.47090758206804 53.604147971383355)
7078,BLACK,> 95 L/s,1972,53.61260,-113.52320,POINT (-113.52319985208943 53.61259625715931)
2174,BLACK,> 95 L/s,1985,53.54842,-113.52116,POINT (-113.52116208503256 53.54841589608902)
3789,BLUE,> 95 L/s,1992,53.52679,-113.44209,POINT (-113.44208722526871 53.52678933150322)
22721,BLUE,> 95 L/s,2015,53.63504,-113.46233,POINT (-113.46233190606526 53.63503576979345)
18095,BLUE,> 95 L/s,2004,53.59648,-113.58357,POINT (-113.58357243932288 53.596478009242624)
18640,BLUE,> 95 L/s,2005,53.45626,-113.38788,POINT (-113.38788225508924 53.456260458862104)
13647,BLACK,> 95 L/s,1989,53.63792,-113.49814,POINT (-113.49813586817996 53.637924292888954)
23036,BLUE,> 95 L/s,2015,53.39932,-113.54193,POINT (-113.5419315453635 53.399318789145504)
14373,BLUE,> 95 L/s,1990,53.55138,-113.63078,POINT (-113.63078071714344 53.55138448093168)
10253,BLUE,> 95 L/s,1978,53.49233,-113.44977,POINT (-113.44976821160813 53.492330437468205)
503,GREEN,60-95 L/s,1975,53.56434,-113.48636,POINT (-113.4863581372748 53.5643420177937)
1245,BLUE,> 95 L/s,2005,53.57834,-113.46650,POINT (-113.46650443912772 53.57834297463395)
9238,BLUE,> 95 L/s,1977,53.48220,-113.47924,POINT (-113.47923644719991 53.48219804481878)
211,BLACK,> 95 L/s,1988,53.54470,-113.51678,POINT (-113.516778004211 53.54470108581367)
6897,BLACK,> 95 L/s,1972,53.46865,-113.44633,POINT (-113.44632656766228 53.46865082166795)
7028,BLUE,> 95 L/s,1973,53.60668,-113.49102,POINT (-113.49102110878357 53.60668378058928)
4353,GREEN,60-95 L/s,1977,53.56685,-113.40590,POINT (-113.40589501993868 53.56684967968231)
7649,BLUE,> 95 L/s,1975,53.46605,-113.53748,POINT (-113.53748401787719 53.46604676619798)
18595,BLUE,> 95 L/s,2005,53.43588,-113.57897,POINT (-113.57897353517632 53.43588352889398)
13947,BLUE,> 95 L/s,1989,53.47096,-113.57642,POINT (-113.57641527090603 53.47096011784842)
8145,BLACK,> 95 L/s,1975,53.62099,-113.53659,POINT (-113.53658626431039 53.6209923166652)
7876,BLACK,> 95 L/s,1974,53.57180,-113.39677,POINT (-113.39676578232557 53.571795770990974)
15427,BLACK,> 95 L/s,1995,53.56152,-113.62128,POINT (-113.62128238570455 53.56152212380828)
9716,BLUE,> 95 L/s,1978,53.45391,-113.41083,POINT (-113.41083108300661 53.453910329441385)
13994,BLUE,> 95 L/s,1989,53.49830,-113.48325,POINT (-113.48325407766502 53.49829698733783)
1541,BLACK,> 95 L/s,2005,53.53343,-113.45263,POINT (-113.452629843125 53.5334285475407)
15516,BLACK,> 95 L/s,1996,53.51807,-113.57765,POINT (-113.57765285307414 53.51807480899174)
19335,BLUE,> 95 L/s,2007,53.64185,-113.47278,POINT (-113.47277875413047 53.6418504193812)
4686,BLUE,> 95 L/s,2002,53.55943,-113.60841,POINT (-113.60840769469225 53.5594278132778)
10443,BLACK,> 95 L/s,1979,53.45991,-113.39798,POINT (-113.39797547353207 53.459910294651316)
9100,BLUE,> 95 L/s,1977,53.45581,-113.50153,POINT (-113.50152763005967 53.455805473778604)
15556,BLUE,> 95 L/s,1996,53.51574,-113.60950,POINT (-113.60949512271351 53.515736467059575)
7084,BLACK,> 95 L/s,1973,53.61357,-113.52471,POINT (-113.52470648753136 53.613567222038625)
19164,BLUE,> 95 L/s,2008,53.47193,-113.35973,POINT (-113.35972648710084 53.47193296362861)
18146,BLUE,> 95 L/s,2005,53.63225,-113.45794,POINT (-113.45793610512236 53.6322452574123)
5513,BLACK,> 95 L/s,1965,53.59428,-113.46364,POINT (-113.46364121583196 53.59427838328728)
654,BLUE,> 95 L/s,2017,53.55827,-113.52692,POINT (-113.5269167492779 53.55826792615414)
13992,BLACK,> 95 L/s,1989,53.57349,-113.47069,POINT (-113.47068618727465 53.573494689655625)
11190,BLACK,> 95 L/s,1980,53.61017,-113.38850,POINT (-113.38849768642875 53.610166118778544)
4738,BLUE,> 95 L/s,1963,53.59881,-113.43046,POINT (-113.43046411224132 53.5988055889355)
20183,BLUE,> 95 L/s,2010,53.53258,-113.68620,POINT (-113.68619673983599 53.53257631421313)
15855,BLACK,> 95 L/s,1998,53.61509,-113.38503,POINT (-113.38502895160477 53.61509370185943)
9098,BLACK,> 95 L/s,1977,53.45665,-113.49856,POINT (-113.49855901199584 53.45664592560191)
1468,BLUE,> 95 L/s,2009,53.49922,-113.50458,POINT (-113.50458345889342 53.49921640172858)
2815,BLUE,> 95 L/s,2011,53.51927,-113.56807,POINT (-113.5680665619752 53.51927350556729)
3035,BLUE,> 95 L/s,2003,53.57575,-113.45554,POINT (-113.45554269619751 53.57574818757142)
734,GREEN,60-95 L/s,1992,53.52005,-113.48854,POINT (-113.48854229790021 53.520052734998664)
3561,BLUE,> 95 L/s,1958,53.54515,-113.40979,POINT (-113.40978663025366 53.54515229412091)
23778,BLUE,> 95 L/s,2015,53.45716,-113.36213,POINT (-113.36212657065859 53.457162763805215)
13056,BLUE,> 95 L/s,1985,53.49547,-113.62995,POINT (-113.6299451745811 53.49547367485296)
944,GREEN,60-95 L/s,1981,53.53207,-113.47637,POINT (-113.47637107961546 53.53207254384848)
5117,BLUE,> 95 L/s,2013,53.51659,-113.61214,POINT (-113.61213637359106 53.516586139072565)
14779,BLUE,> 95 L/s,1994,53.46201,-113.57643,POINT (-113.5764290890159 53.46200507664383)
7638,BLUE,> 95 L/s,1974,53.46342,-113.53120,POINT (-113.53120426532588 53.463422351236495)
8648,BLUE,> 95 L/s,1976,53.48970,-113.44837,POINT (-113.44836648247984 53.48969529724025)
12015,BLUE,> 95 L/s,1981,53.61541,-113.46530,POINT (-113.46530179690468 53.61540584271587)
3669,BLACK,> 95 L/s,1994,53.58591,-113.48959,POINT (-113.48959468209596 53.5859073257245)
9118,BLACK,> 95 L/s,1977,53.58652,-113.38994,POINT (-113.38994397746171 53.58652328232545)
21749,BLUE,> 95 L/s,2013,53.41355,-113.43912,POINT (-113.43911640793681 53.41355297876308)
18867,BLUE,> 95 L/s,2006,53.61979,-113.41158,POINT (-113.41158257339801 53.61979458262691)
10285,BLACK,> 95 L/s,1979,53.46274,-113.42325,POINT (-113.4232475979133 53.46274215033763)
18700,BLUE,> 95 L/s,2005,53.43045,-113.43693,POINT (-113.43692937750913 53.430445717310256)
17966,BLUE,> 95 L/s,2004,53.49158,-113.66482,POINT (-113.66482247564471 53.491582648707265)
9762,BLUE,> 95 L/s,1978,53.55409,-113.63623,POINT (-113.63623187366126 53.554090671530126)
15251,BLACK,> 95 L/s,1993,53.47788,-113.37979,POINT (-113.37978635514052 53.477884449976465)
19039,BLUE,> 95 L/s,2006,53.52425,-113.67493,POINT (-113.67493149221221 53.52425300941146)
11107,BLUE,> 95 L/s,1980,53.57712,-113.59700,POINT (-113.59700092504437 53.577118879414265)
18184,BLUE,> 95 L/s,2002,53.43070,-113.53131,POINT (-113.53131090880562 53.43070156232636)
2372,BLUE,> 95 L/s,2007,53.53583,-113.56377,POINT (-113.56377399263806 53.535830791941)
1284,BLACK,> 95 L/s,1999,53.55385,-113.54631,POINT (-113.54631037803209 53.55385118629119)
2695,BLUE,> 95 L/s,2013,53.58757,-113.51665,POINT (-113.51665264751217 53.587573741867324)
11812,BLUE,> 95 L/s,2005,53.53937,-113.61457,POINT (-113.61457312369025 53.53936653827518)
21587,BLUE,> 95 L/s,2013,53.42295,-113.60627,POINT (-113.60627458696086 53.42294617365626)
16837,BLACK,> 95 L/s,2001,53.42140,-113.47615,POINT (-113.47615134406631 53.42140255214543)
8789,BLACK,> 95 L/s,1976,53.46980,-113.43008,POINT (-113.43007556617074 53.46980180506966)
11385,BLACK,> 95 L/s,1980,53.61463,-113.46857,POINT (-113.468566603583 53.61463021700244)
22406,BLUE,> 95 L/s,2013,53.55900,-113.47096,POINT (-113.47096369880849 53.558996517086484)
16175,BLACK,> 95 L/s,1998,53.50103,-113.66415,POINT (-113.6641520021304 53.50103186436151)
9380,BLACK,> 95 L/s,1977,53.60446,-113.37428,POINT (-113.37427540038236 53.60445976643365)
18202,BLUE,> 95 L/s,2004,53.46086,-113.37564,POINT (-113.37563733320486 53.46085505688567)
2575,BLACK,> 95 L/s,1995,53.58696,-113.50431,POINT (-113.50431319402537 53.58696199585793)
9157,BLACK,> 95 L/s,1977,53.63502,-113.49524,POINT (-113.49524139588664 53.63501971042795)
7211,BLACK,> 95 L/s,1974,53.56235,-113.61483,POINT (-113.61482813587223 53.562354328047775)
15468,BLACK,> 95 L/s,1995,53.50496,-113.44980,POINT (-113.44979778083395 53.50495556638322)
3520,BLUE,> 95 L/s,2007,53.54380,-113.41387,POINT (-113.41386928305737 53.54379907181948)
21589,BLUE,> 95 L/s,2013,53.42427,-113.60553,POINT (-113.60552791149644 53.424267783549766)
9149,BLUE,> 95 L/s,1977,53.58240,-113.38329,POINT (-113.38328615366083 53.58239891018189)
1987,BLUE,> 95 L/s,1988,53.52368,-113.44989,POINT (-113.44989059161216 53.523681736662134)
5973,BLACK,> 95 L/s,1976,53.56565,-113.58785,POINT (-113.587847084839 53.565652501290955)
18547,BLUE,> 95 L/s,2005,53.41453,-113.53995,POINT (-113.53995379624804 53.41452736795775)
1761,GREEN,60-95 L/s,1974,53.53388,-113.46879,POINT (-113.46878842893123 53.53387917341138)
19974,BLUE,> 95 L/s,2008,53.61800,-113.48710,POINT (-113.4870959422272 53.61799710499336)
150,BLUE,> 95 L/s,2017,53.54703,-113.48004,POINT (-113.48004052362352 53.54703257205854)
2560,GREEN,60-95 L/s,1955,53.53464,-113.45144,POINT (-113.45143966892124 53.53464243701706)
14872,BLUE,> 95 L/s,1993,53.48659,-113.39865,POINT (-113.39865409671108 53.4865904644203)
6059,BLUE,> 95 L/s,1967,53.56042,-113.57542,POINT (-113.57541894816664 53.56041917408304)
20723,BLUE,> 95 L/s,2010,53.44199,-113.61306,POINT (-113.61306079203992 53.441992197359944)
11894,BLACK,> 95 L/s,1981,53.46326,-113.59846,POINT (-113.59845683389423 53.46325708362531)
22250,BLUE,> 95 L/s,2013,53.49158,-113.49446,POINT (-113.49446094163451 53.49157875890244)
8190,BLUE,> 95 L/s,1975,53.50225,-113.41796,POINT (-113.41795968921444 53.50225128740137)
8041,BLUE,> 95 L/s,1975,53.62306,-113.52343,POINT (-113.52343049369587 53.62306466989178)
13679,BLUE,> 95 L/s,1990,53.44013,-113.52104,POINT (-113.52103998762662 53.44012549854263)
18286,BLACK,> 95 L/s,2006,53.56788,-113.43242,POINT (-113.43241913100792 53.56788269970785)
18049,BLUE,> 95 L/s,2004,53.62933,-113.45750,POINT (-113.45750002162073 53.62932761610901)
15155,BLACK,> 95 L/s,1993,53.56896,-113.46473,POINT (-113.46473490704238 53.56896042517469)
14912,BLUE,> 95 L/s,1992,53.48605,-113.41289,POINT (-113.41289251349727 53.48605109462708)
3948,BLACK,> 95 L/s,1960,53.50334,-113.54481,POINT (-113.54480713807976 53.503337359721584)
15989,BLACK,> 95 L/s,1998,53.46315,-113.59119,POINT (-113.59119206742511 53.46315165348903)
17507,BLACK,> 95 L/s,2003,53.43176,-113.46312,POINT (-113.46312064913027 53.43176366399211)
22994,BLUE,> 95 L/s,2014,53.54222,-113.50121,POINT (-113.50121099026282 53.54221888140598)
12247,BLUE,> 95 L/s,2012,53.51617,-113.38022,POINT (-113.38022360772784 53.51617350684681)
9286,BLUE,> 95 L/s,1977,53.55450,-113.62112,POINT (-113.6211175837004 53.554502946067906)
6001,BLUE,> 95 L/s,1967,53.53484,-113.61120,POINT (-113.61119509249993 53.53483516107613)
22713,BLUE,> 95 L/s,2014,53.42099,-113.59840,POINT (-113.59840367402884 53.42099287348919)
15531,BLACK,> 95 L/s,1996,53.59305,-113.50159,POINT (-113.50158753920931 53.593047973118374)
4936,BLUE,> 95 L/s,1986,53.53321,-113.58340,POINT (-113.58340358115856 53.53320973344675)
8512,BLUE,> 95 L/s,1976,53.50102,-113.63494,POINT (-113.63493880887204 53.501018675415075)
19277,BLUE,> 95 L/s,2008,53.46276,-113.37101,POINT (-113.37100801574434 53.462762800175334)
14311,BLUE,> 95 L/s,1988,53.56653,-113.54647,POINT (-113.54646878167436 53.566533166819724)
8015,BLUE,> 95 L/s,1975,53.45645,-113.53121,POINT (-113.53120950434536 53.45645353473621)
8692,BLACK,> 95 L/s,1976,53.63111,-113.49468,POINT (-113.49467681348106 53.631112761549524)
5261,BLUE,> 95 L/s,1992,53.54946,-113.61296,POINT (-113.61295973866187 53.549460761464225)
24190,BLUE,> 95 L/s,2019,53.41607,-113.55897,POINT (-113.55897032891484 53.416067003775474)
10091,BLUE,> 95 L/s,1978,53.46553,-113.47001,POINT (-113.4700057991128 53.46552914970309)
25568,BLUE,> 95 L/s,2018,53.63580,-113.40739,POINT (-113.40739309445583 53.63579590195344)
9733,BLUE,> 95 L/s,1978,53.44503,-113.41054,POINT (-113.41053589684972 53.445027965408755)
8304,BLUE,> 95 L/s,1976,53.45728,-113.45783,POINT (-113.45782898851995 53.457284316391615)
11938,BLUE,> 95 L/s,2019,53.58155,-113.47948,POINT (-113.47948431660818 53.58154681874488)
16483,BLUE,> 95 L/s,2000,53.45911,-113.39215,POINT (-113.39215410962134 53.45910979016603)
8579,BLACK,> 95 L/s,1976,53.59404,-113.38463,POINT (-113.3846348905372 53.594036338481715)
24882,BLUE,> 95 L/s,2018,53.40707,-113.51477,POINT (-113.51476995568467 53.40707140194335)
12232,BLUE,> 95 L/s,2010,53.53583,-113.41433,POINT (-113.41433205017935 53.535826159772014)
6811,BLUE,> 95 L/s,1972,53.61193,-113.47018,POINT (-113.47018347944284 53.6119265231476)
5071,BLUE,> 95 L/s,1995,53.51967,-113.59807,POINT (-113.59807249874558 53.51966923682471)
6672,BLUE,> 95 L/s,1971,53.46564,-113.45240,POINT (-113.45239979340009 53.46564140471432)
15914,BLACK,> 95 L/s,1998,53.60796,-113.54818,POINT (-113.54817811219485 53.607960774664214)
851,BLUE,> 95 L/s,2009,53.50947,-113.50917,POINT (-113.50917067605359 53.50947384738677)
16703,BLACK,> 95 L/s,2013,53.54638,-113.50997,POINT (-113.50996960217039 53.546375069743625)
26416,BLUE,> 95 L/s,2019,53.54018,-113.59125,POINT (-113.59124605936825 53.54017774971166)
16027,BLACK,> 95 L/s,1995,53.55280,-113.48480,POINT (-113.4847954729882 53.55279768573055)
23054,BLUE,> 95 L/s,2014,53.61322,-113.36538,POINT (-113.36537628886704 53.613217559306946)
18064,BLUE,> 95 L/s,2004,53.44530,-113.56468,POINT (-113.56467673213939 53.445296283600236)
16433,BLUE,> 95 L/s,2002,53.62284,-113.45944,POINT (-113.45943990776661 53.62284234556249)
17449,BLUE,> 95 L/s,2003,53.62389,-113.41370,POINT (-113.41370057877653 53.62389212332692)
911,BLACK,> 95 L/s,1963,53.51520,-113.48265,POINT (-113.48265105165576 53.51520309132859)
4777,BLUE,> 95 L/s,2017,53.48018,-113.54696,POINT (-113.54695668972408 53.48018085166514)
1632,BLACK,> 95 L/s,1995,53.50568,-113.51473,POINT (-113.51473456166688 53.50567500130326)
2324,BLUE,> 95 L/s,2012,53.53301,-113.57717,POINT (-113.57717220039456 53.533013148220206)
273,BLUE,> 95 L/s,2017,53.56572,-113.49101,POINT (-113.49100963287766 53.565718037811685)
13142,BLACK,> 95 L/s,1986,53.61481,-113.50379,POINT (-113.50378594413648 53.61481209469519)
22886,BLUE,> 95 L/s,2014,53.51936,-113.69618,POINT (-113.69618340349679 53.51936479511941)
17258,BLUE,> 95 L/s,2002,53.46088,-113.57306,POINT (-113.57306144564235 53.46087731025)
23516,BLUE,> 95 L/s,2017,53.48150,-113.35012,POINT (-113.35012095227904 53.48149943741372)
348,BLACK,> 95 L/s,1994,53.55023,-113.48082,POINT (-113.48082434277634 53.5502268821452)
19433,BLUE,> 95 L/s,2007,53.40777,-113.52476,POINT (-113.52475847433982 53.4077666418347)
7961,BLUE,> 95 L/s,1976,53.57029,-113.60378,POINT (-113.60378023996384 53.57029158810998)
10610,BLACK,> 95 L/s,1979,53.52803,-113.62818,POINT (-113.62817819460581 53.528026795670634)
17667,BLUE,> 95 L/s,2003,53.48863,-113.67385,POINT (-113.67385246238335 53.48863319809505)
2716,BLUE,> 95 L/s,1982,53.56406,-113.56758,POINT (-113.56757562714571 53.56406410337044)
3164,BLACK,> 95 L/s,1957,53.57664,-113.42082,POINT (-113.42082052290785 53.576643446281984)
10838,BLACK,> 95 L/s,1979,53.56793,-113.63387,POINT (-113.63386909661126 53.56793373211116)
7195,BLACK,> 95 L/s,1976,53.59344,-113.57442,POINT (-113.57441973780274 53.59344364688913)
10815,BLACK,> 95 L/s,1979,53.61232,-113.37237,POINT (-113.37236963583345 53.612315832949626)
13442,BLUE,> 95 L/s,2017,53.47198,-113.57199,POINT (-113.5719928964175 53.471982970884056)
14595,BLACK,> 95 L/s,1992,53.48669,-113.40098,POINT (-113.40097982575608 53.48668657197622)
17950,BLUE,> 95 L/s,2017,53.42135,-113.46261,POINT (-113.46261023027631 53.42135284497653)
25409,BLUE,> 95 L/s,2018,53.41522,-113.61677,POINT (-113.61677084897634 53.415216791019276)
7551,BLUE,> 95 L/s,1974,53.44156,-113.46133,POINT (-113.46133002949178 53.44155594453839)
23900,BLUE,> 95 L/s,2016,53.43065,-113.59191,POINT (-113.5919139596215 53.430652933794356)
22872,BLUE,> 95 L/s,2014,53.53231,-113.45780,POINT (-113.45780145595852 53.53230760955657)
13513,BLACK,> 95 L/s,1987,53.47131,-113.58138,POINT (-113.58138087559695 53.47131399861845)
1356,BLUE,> 95 L/s,2000,53.54772,-113.56062,POINT (-113.56061763595298 53.54772066368053)
4542,BLACK,> 95 L/s,1962,53.48836,-113.52484,POINT (-113.52484260965166 53.48836438917006)
17802,BLUE,> 95 L/s,2005,53.41502,-113.53202,POINT (-113.53202081987796 53.41501865247933)
8532,BLUE,> 95 L/s,1976,53.45980,-113.49751,POINT (-113.49750622901738 53.45979686585934)
16038,BLACK,> 95 L/s,1998,53.47508,-113.37865,POINT (-113.37865438541093 53.47507883898192)
19646,BLUE,> 95 L/s,2007,53.52452,-113.48982,POINT (-113.48982403403205 53.524523614040696)
8113,BLACK,> 95 L/s,1975,53.50484,-113.41468,POINT (-113.41467965682683 53.5048429250962)
25743,BLUE,> 95 L/s,2018,53.63536,-113.43896,POINT (-113.43895539880242 53.63535777722221)
26604,BLUE,> 95 L/s,2019,53.58145,-113.46283,POINT (-113.4628264804964 53.58144541335645)
10706,BLUE,> 95 L/s,1979,53.45052,-113.47652,POINT (-113.47651911296936 53.45051833346345)
5037,BLUE,> 95 L/s,2009,53.52298,-113.59430,POINT (-113.59430197705342 53.52298361530534)
3373,BLUE,> 95 L/s,1976,53.56202,-113.51068,POINT (-113.51067708520446 53.56202031891958)
4594,BLACK,> 95 L/s,1962,53.59938,-113.47508,POINT (-113.47507870137348 53.59938283785504)
1903,BLUE,> 95 L/s,1996,53.51042,-113.50952,POINT (-113.50952397014763 53.51042426007346)
17804,BLUE,> 95 L/s,2005,53.41587,-113.53165,POINT (-113.53165019477845 53.41587247520003)
7136,BLACK,> 95 L/s,1973,53.48367,-113.44996,POINT (-113.44995590451252 53.48366711706783)
22082,BLUE,> 95 L/s,2013,53.64048,-113.45704,POINT (-113.45704120395521 53.64048378080136)
23194,BLUE,> 95 L/s,2014,53.41008,-113.53866,POINT (-113.5386574781721 53.410076564885884)
6646,BLUE,> 95 L/s,1971,53.47102,-113.49869,POINT (-113.49868629419657 53.471016678223215)
18069,BLUE,> 95 L/s,2004,53.44474,-113.56343,POINT (-113.5634333255246 53.444735771978245)
11540,BLUE,> 95 L/s,1980,53.54698,-113.61491,POINT (-113.61490668911317 53.546980508207206)
10182,BLUE,> 95 L/s,1978,53.49057,-113.62520,POINT (-113.62520230534369 53.49057188592371)
4438,BLUE,> 95 L/s,1962,53.52106,-113.43668,POINT (-113.4366764038186 53.52106062849685)
13301,BLUE,> 95 L/s,1986,53.49991,-113.59908,POINT (-113.59908011622862 53.499908426202445)
16096,BLUE,> 95 L/s,2004,53.59806,-113.58999,POINT (-113.58998792654808 53.59806120544104)
3189,BLACK,> 95 L/s,1957,53.59645,-113.56111,POINT (-113.56111135875082 53.596448399264425)
17136,BLUE,> 95 L/s,2002,53.44577,-113.58071,POINT (-113.58070744796785 53.44577053424894)
7769,BLACK,> 95 L/s,1974,53.46243,-113.51335,POINT (-113.51335329441254 53.462428012439446)
23372,BLUE,> 95 L/s,2016,53.42670,-113.40362,POINT (-113.40361636599522 53.426696766189856)
5277,BLUE,> 95 L/s,1992,53.55056,-113.59542,POINT (-113.59542063765254 53.550558870041264)
24510,BLUE,> 95 L/s,2016,53.53231,-113.67878,POINT (-113.67878358746655 53.53231476759054)
25004,BLUE,> 95 L/s,2018,53.41351,-113.55722,POINT (-113.55721869699694 53.41351052441738)
11124,BLUE,> 95 L/s,2013,53.55829,-113.62136,POINT (-113.62135792672403 53.558289055356596)
4494,BLUE,> 95 L/s,2013,53.51820,-113.43995,POINT (-113.4399483382263 53.51820247375967)
3013,BLUE,> 95 L/s,1986,53.59032,-113.55340,POINT (-113.55339580056169 53.59031867105436)
15548,BLACK,> 95 L/s,1994,53.54520,-113.47769,POINT (-113.47769041376063 53.54519794663907)
3847,BLACK,> 95 L/s,1960,53.59664,-113.49913,POINT (-113.4991256598198 53.596644828016174)
25673,BLUE,> 95 L/s,2018,53.56086,-113.53406,POINT (-113.53406307449428 53.560857158454304)
2888,GREEN,60-95 L/s,1956,53.55147,-113.42501,POINT (-113.42500967104966 53.55147167168278)
16296,BLUE,> 95 L/s,1999,53.44786,-113.48263,POINT (-113.48263352117063 53.44786183166916)
16165,BLUE,> 95 L/s,1999,53.45724,-113.56707,POINT (-113.5670744307856 53.45723739874032)
19385,BLUE,> 95 L/s,2015,53.44123,-113.55747,POINT (-113.55747481246584 53.44123008970265)
23942,BLUE,> 95 L/s,2013,53.42094,-113.60515,POINT (-113.6051451554827 53.420940609572334)
9332,BLUE,> 95 L/s,1979,53.45727,-113.52075,POINT (-113.52075490430512 53.45726945711792)
18838,BLUE,> 95 L/s,2007,53.44415,-113.55486,POINT (-113.55485906311338 53.44414578991622)
20861,BLUE,> 95 L/s,2010,53.61791,-113.57734,POINT (-113.5773419688458 53.617905809708006)
25589,BLUE,> 95 L/s,2019,53.57310,-113.48518,POINT (-113.48518350859722 53.573101586778826)
20613,BLUE,> 95 L/s,2011,53.62170,-113.56264,POINT (-113.56263865521706 53.62169613896851)
6136,BLUE,> 95 L/s,1968,53.53750,-113.61073,POINT (-113.61073337858464 53.53749902244993)
12443,BLACK,> 95 L/s,1985,53.58406,-113.59006,POINT (-113.59005703556304 53.584058169517256)
18370,BLUE,> 95 L/s,2008,53.60899,-113.56230,POINT (-113.56229576480891 53.608987400187814)
7979,BLACK,> 95 L/s,1975,53.52485,-113.64187,POINT (-113.64186711922396 53.52484910677796)
8841,BLACK,> 95 L/s,1976,53.46792,-113.42047,POINT (-113.42046875508572 53.46791842550255)
20586,BLUE,> 95 L/s,2010,53.60471,-113.50046,POINT (-113.5004550243191 53.60471274117121)
7819,BLACK,> 95 L/s,1974,53.46368,-113.49929,POINT (-113.49928989560364 53.46368128846986)
16286,BLUE,> 95 L/s,2000,53.62138,-113.49073,POINT (-113.49073423632915 53.621377149407515)
14274,BLUE,> 95 L/s,1990,53.48002,-113.56381,POINT (-113.56381161548981 53.48002492049347)
14791,BLACK,> 95 L/s,1992,53.61733,-113.42460,POINT (-113.42460409957754 53.617333588984025)
5898,BLUE,> 95 L/s,1967,53.52322,-113.58167,POINT (-113.58166867653964 53.523215790032765)
24110,BLUE,> 95 L/s,2015,53.51823,-113.45846,POINT (-113.45845980879976 53.5182338088809)
6588,BLUE,> 95 L/s,1971,53.61059,-113.46931,POINT (-113.46930687086618 53.61059041808034)
14862,BLACK,> 95 L/s,1992,53.59220,-113.55675,POINT (-113.55675056762819 53.59219704987621)
21532,BLUE,> 95 L/s,2011,53.42160,-113.42784,POINT (-113.42783638483027 53.42159625398218)
20676,BLUE,> 95 L/s,2011,53.41433,-113.43892,POINT (-113.43891859236194 53.41433409254566)
9183,BLUE,> 95 L/s,1977,53.47639,-113.47828,POINT (-113.47828269554209 53.476394885670366)
20034,BLUE,> 95 L/s,2009,53.58528,-113.43897,POINT (-113.43897441324378 53.58528450784742)
21792,BLUE,> 95 L/s,2013,53.42066,-113.60809,POINT (-113.60809078253978 53.42065609743249)
2903,BLACK,> 95 L/s,1956,53.54547,-113.43373,POINT (-113.43373464653763 53.54546734516334)
14242,BLUE,> 95 L/s,2018,53.49678,-113.65090,POINT (-113.6509006816663 53.496777401692626)
11152,BLACK,> 95 L/s,2014,53.59225,-113.53127,POINT (-113.53127035593663 53.59225143927437)
3484,BLUE,> 95 L/s,1987,53.58598,-113.47887,POINT (-113.47887486860598 53.5859819122313)
6838,BLACK,> 95 L/s,1972,53.49346,-113.58235,POINT (-113.58235080498942 53.493456977099434)
19866,BLUE,> 95 L/s,2010,53.41750,-113.45902,POINT (-113.45902020322208 53.41750095735666)
12728,BLACK,> 95 L/s,1983,53.59501,-113.42319,POINT (-113.42318787814875 53.595009224363665)
20117,BLUE,> 95 L/s,2007,53.40634,-113.56526,POINT (-113.56525761888905 53.40634091912989)
2517,BLUE,> 95 L/s,1992,53.55615,-113.56948,POINT (-113.56947948500324 53.55614987900349)
