Owner,Common Name,Scientific Name,Park,Number of Stems,Trunk Diameter (cm),Date Installed,Memorial Tree,GeoJSON,Lat/Long
Municipal,Norway Maple,Acer platanoides,,1,25.0,,,"{""type"": ""Point"", ""coordinates"": [-76.53206646899997, 44.24859165200007]}","44.248591652,-76.532066469"
Municipal,White Spruce,Picea glauca,,1,26.0,,,"{""type"": ""Point"", ""coordinates"": [-76.31430577499998, 44.29452228100007]}","44.294522281,-76.314305775"
Municipal,Sugar Maple,Acer saccharum,,1,26.0,,,"{""type"": ""Point"", ""coordinates"": [-76.53247013899994, 44.22585518600005]}","44.225855186,-76.532470139"
Municipal,Common Hackberry,Celtis occidentalis,,1,4.0,2018-04-27T06:00:00+02:00,,"{""type"": ""Point"", ""coordinates"": [-76.5521271763828, 44.24801218215581]}","44.2480121822,-76.5521271764"
Municipal,Liberty London Planetree,Platanus x acerifolia 'Liberty',Lake Ontario Park,1,4.0,2020-09-29T06:00:00+02:00,,"{""type"": ""Point"", ""coordinates"": [-76.53224773520161, 44.21950258930361]}","44.2195025893,-76.5322477352"
Municipal,Swamp White Oak,Quercus bicolor,Glenarden Park,1,5.0,2015-11-23T06:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.52016866959308, 44.248052970547455]}","44.2480529705,-76.5201686696"
Municipal,London Planetree,Platanus x acerifolia,City Park,1,5.0,2017-09-26T06:00:00+02:00,,"{""type"": ""Point"", ""coordinates"": [-76.48938194681584, 44.224989501997776]}","44.224989502,-76.4893819468"
Municipal,Crabapple Species,Malus crabapple Species,,1,42.0,,,"{""type"": ""Point"", ""coordinates"": [-76.51939760799996, 44.23687032700008]}","44.236870327,-76.519397608"
Municipal,Autumn Blaze Maple,Acer x freemanii 'Jeffersred',,1,5.0,2018-10-12T06:00:00+02:00,,"{""type"": ""Point"", ""coordinates"": [-76.52667551384958, 44.23476706328038]}","44.2347670633,-76.5266755138"
Municipal,Eastern Redcedar,Juniperus virginiana L.,,1,17.0,,,"{""type"": ""Point"", ""coordinates"": [-76.5018748273009, 44.244625068974834]}","44.244625069,-76.5018748273"
Municipal,Prospector Elm,Ulmus wilsoniana 'Prospector',Bridle Path Park,1,5.0,2016-11-07T06:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.5908532257619, 44.25343652237149]}","44.2534365224,-76.5908532258"
Municipal,Northern Red Oak,Quercus rubra,,1,5.0,,,"{""type"": ""Point"", ""coordinates"": [-76.57045875599994, 44.27624046300008]}","44.276240463,-76.570458756"
Municipal,Common Hackberry,Celtis occidentalis,,1,6.0,,,"{""type"": ""Point"", ""coordinates"": [-76.55728990899996, 44.267954419000034]}","44.267954419,-76.557289909"
Municipal,Red/green Ash,Fraxinus pennsylvanica,,1,33.0,,,"{""type"": ""Point"", ""coordinates"": [-76.58982756554762, 44.21830517709648]}","44.2183051771,-76.5898275655"
Municipal,Prospector Elm,Ulmus wilsoniana 'Prospector',,1,5.0,2019-11-25T06:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.58114470216117, 44.270471938324604]}","44.2704719383,-76.5811447022"
Municipal,Littleleaf Linden,Tilia cordata,,1,18.0,,,"{""type"": ""Point"", ""coordinates"": [-76.58061177399998, 44.26937176000007]}","44.26937176,-76.580611774"
Municipal,Sugar Maple,Acer saccharum,,1,5.0,2016-11-30T06:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.58876740799997, 44.2442645]}","44.2442645,-76.588767408"
Municipal,Crabapple Species,Malus crabapple Species,,1,18.0,,,"{""type"": ""Point"", ""coordinates"": [-76.49703761699999, 44.24883973200008]}","44.248839732,-76.497037617"
Municipal,Maidenhair Tree,Ginkgo biloba,,1,5.0,,,"{""type"": ""Point"", ""coordinates"": [-76.60114584329547, 44.26720107446332]}","44.2672010745,-76.6011458433"
Municipal,Red/green Ash,Fraxinus pennsylvanica,,3,9.0,,,"{""type"": ""Point"", ""coordinates"": [-76.60883708199998, 44.24758011800003]}","44.247580118,-76.608837082"
Municipal,Sugar Maple,Acer saccharum,Kingston Memorial Centre,1,4.0,,,"{""type"": ""Point"", ""coordinates"": [-76.50173244699994, 44.24120737900006]}","44.241207379,-76.501732447"
Municipal,Littleleaf Linden,Tilia cordata,,1,21.0,,,"{""type"": ""Point"", ""coordinates"": [-76.44894270499998, 44.26767083000004]}","44.26767083,-76.448942705"
Municipal,Paper Birch,Betula papyrifera,,4,19.0,,,"{""type"": ""Point"", ""coordinates"": [-76.53350471699997, 44.24213400000008]}","44.242134,-76.533504717"
Municipal,Silver Maple,Acer saccharinum,,1,79.0,,,"{""type"": ""Point"", ""coordinates"": [-76.48966703799994, 44.236821845000065]}","44.236821845,-76.489667038"
Municipal,Norway Maple,Acer platanoides,,1,31.0,,,"{""type"": ""Point"", ""coordinates"": [-76.50505994599996, 44.255454978000046]}","44.255454978,-76.505059946"
Municipal,Littleleaf Linden,Tilia cordata,,1,14.0,,,"{""type"": ""Point"", ""coordinates"": [-76.44368677799997, 44.27208610000008]}","44.2720861,-76.443686778"
Municipal,Honey-Locust,Gleditsia triacanthos,,1,36.0,,,"{""type"": ""Point"", ""coordinates"": [-76.59658421399996, 44.23507502100006]}","44.235075021,-76.596584214"
Municipal,Silver Maple,Acer saccharinum,Cricket Field,1,58.0,,,"{""type"": ""Point"", ""coordinates"": [-76.48834608799996, 44.22735748600007]}","44.227357486,-76.488346088"
Municipal,Littleleaf Linden,Tilia cordata,,1,11.0,,,"{""type"": ""Point"", ""coordinates"": [-76.53522950899998, 44.23667391200007]}","44.236673912,-76.535229509"
Municipal,Sugar Maple,Acer saccharum,,2,12.0,,,"{""type"": ""Point"", ""coordinates"": [-76.58596827499997, 44.25604373800007]}","44.256043738,-76.585968275"
Municipal,Trembling Aspen,Populus tremuloides,,1,28.0,,,"{""type"": ""Point"", ""coordinates"": [-76.58395984899994, 44.25286609600005]}","44.252866096,-76.583959849"
Municipal,Honey-Locust,Gleditsia triacanthos,,1,28.0,,,"{""type"": ""Point"", ""coordinates"": [-76.48018024399994, 44.26231585700003]}","44.262315857,-76.480180244"
Municipal,Maidenhair Tree,Ginkgo biloba,,1,27.0,,,"{""type"": ""Point"", ""coordinates"": [-76.52594356199995, 44.257657435000056]}","44.257657435,-76.525943562"
Municipal,American Elm,Ulmus americana,,1,13.0,,,"{""type"": ""Point"", ""coordinates"": [-76.43906669599994, 44.27091836100004]}","44.270918361,-76.439066696"
Municipal,Street Keeper Honey-Locust,Gleditsia triacanthos var. inermis 'Draves',,1,5.0,2017-09-27T06:00:00+02:00,,"{""type"": ""Point"", ""coordinates"": [-76.48910574602479, 44.2318401639342]}","44.2318401639,-76.489105746"
Municipal,Katsura Tree,Cercidiphyllum japonicum,,1,5.0,2020-11-13T06:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.5810932389279, 44.23230048851936]}","44.2323004885,-76.5810932389"
Municipal,Littleleaf Linden,Tilia cordata,,1,17.0,,,"{""type"": ""Point"", ""coordinates"": [-76.52081153199998, 44.23492737000004]}","44.23492737,-76.520811532"
Municipal,Sugar Maple,Acer saccharum,,1,16.0,,,"{""type"": ""Point"", ""coordinates"": [-76.56263093999996, 44.25564077900003]}","44.255640779,-76.56263094"
Municipal,Norway Maple,Acer platanoides,,1,12.0,,,"{""type"": ""Point"", ""coordinates"": [-76.55327858499999, 44.260981521000076]}","44.260981521,-76.553278585"
Municipal,Norway Maple,Acer platanoides,,1,30.0,,,"{""type"": ""Point"", ""coordinates"": [-76.59704425099994, 44.23144556400007]}","44.231445564,-76.597044251"
Municipal,Skyline Honey-Locust,Gleditsia triacanthos var. inermis 'Skyline',Cricket Field,1,5.0,2019-10-03T06:00:00+02:00,,"{""type"": ""Point"", ""coordinates"": [-76.49013763821044, 44.2263803313236]}","44.2263803313,-76.4901376382"
Municipal,Northern Red Oak,Quercus rubra,,3,50.0,,,"{""type"": ""Point"", ""coordinates"": [-76.49083393633039, 44.259327803779634]}","44.2593278038,-76.4908339363"
Municipal,Bitternut Hickory,Carya cordiformis,,1,5.0,2016-09-28T06:00:00+02:00,,"{""type"": ""Point"", ""coordinates"": [-76.41374446383601, 44.248382609520455]}","44.2483826095,-76.4137444638"
Municipal,Bur Oak,Quercus macrocarpa,Shannon Park,1,52.0,,,"{""type"": ""Point"", ""coordinates"": [-76.48488809099996, 44.26332591700003]}","44.263325917,-76.484888091"
Municipal,White Oak,Quercus alba,,3,18.0,,,"{""type"": ""Point"", ""coordinates"": [-76.58001887499995, 44.247205145000066]}","44.247205145,-76.580018875"
Municipal,Japanese Tree Lilac,Syringa reticulata,,1,5.0,,,"{""type"": ""Point"", ""coordinates"": [-76.53281091499997, 44.246113699000034]}","44.246113699,-76.532810915"
Municipal,Norway Maple,Acer platanoides,,1,16.0,,,"{""type"": ""Point"", ""coordinates"": [-76.52626023399995, 44.235600598000076]}","44.235600598,-76.526260234"
Municipal,Littleleaf Linden,Tilia cordata,,1,46.0,,,"{""type"": ""Point"", ""coordinates"": [-76.48772309299994, 44.267410082000026]}","44.267410082,-76.487723093"
Municipal,Red Maple,Acer rubrum,,1,17.0,,,"{""type"": ""Point"", ""coordinates"": [-76.57747619399998, 44.26311584500007]}","44.263115845,-76.577476194"
Municipal,Bitternut Hickory,Carya cordiformis,,2,31.0,,,"{""type"": ""Point"", ""coordinates"": [-76.38759957299999, 44.25342535500005]}","44.253425355,-76.387599573"
Municipal,Norway Maple,Acer platanoides,,1,28.0,,,"{""type"": ""Point"", ""coordinates"": [-76.59680127899998, 44.23112635700005]}","44.231126357,-76.596801279"
Municipal,Blue Spruce,Picea pungens,,1,40.0,,,"{""type"": ""Point"", ""coordinates"": [-76.59109148999994, 44.255572190000066]}","44.25557219,-76.59109149"
Municipal,Norway Maple,Acer platanoides,,1,14.0,,,"{""type"": ""Point"", ""coordinates"": [-76.57049634799995, 44.21457382600005]}","44.214573826,-76.570496348"
Municipal,Norway Maple,Acer platanoides,,2,20.0,,,"{""type"": ""Point"", ""coordinates"": [-76.59392644599995, 44.23079402400003]}","44.230794024,-76.593926446"
Municipal,Honey-Locust,Gleditsia triacanthos,,1,29.0,,,"{""type"": ""Point"", ""coordinates"": [-76.48091952399994, 44.23403749100004]}","44.234037491,-76.480919524"
Municipal,Blue Spruce,Picea pungens,,1,14.0,,,"{""type"": ""Point"", ""coordinates"": [-76.40461237099998, 44.248420735000025]}","44.248420735,-76.404612371"
Municipal,Honey-Locust,Gleditsia triacanthos,,1,10.0,,,"{""type"": ""Point"", ""coordinates"": [-76.48732913899994, 44.22962582900004]}","44.229625829,-76.487329139"
Municipal,Norway Maple,Acer platanoides,,1,27.0,,,"{""type"": ""Point"", ""coordinates"": [-76.46257150499997, 44.25881510500005]}","44.258815105,-76.462571505"
Municipal,Cherry Species,Prunus species,,1,5.0,,,"{""type"": ""Point"", ""coordinates"": [-76.50283565499996, 44.25737407200006]}","44.257374072,-76.502835655"
Municipal,White Spruce,Picea glauca,,1,40.0,,,"{""type"": ""Point"", ""coordinates"": [-76.52651939699996, 44.25555301800006]}","44.255553018,-76.526519397"
Municipal,Red Maple,Acer rubrum,,1,5.0,2015-10-13T06:00:00+02:00,,"{""type"": ""Point"", ""coordinates"": [-76.56852151154001, 44.2176481818391]}","44.2176481818,-76.5685215115"
Municipal,Austrian Pine,Pinus nigra,,1,17.0,,,"{""type"": ""Point"", ""coordinates"": [-76.44380916199998, 44.270408546000056]}","44.270408546,-76.443809162"
Municipal,Norway Maple,Acer platanoides,,1,42.0,,,"{""type"": ""Point"", ""coordinates"": [-76.53048796799999, 44.228638552000064]}","44.228638552,-76.530487968"
Municipal,Ohio Buckeye,Aesculus glabra,Everitt Park,1,5.0,2017-11-27T06:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.57598971571855, 44.21209507477765]}","44.2120950748,-76.5759897157"
Municipal,Norway Maple,Acer platanoides,,1,60.0,,,"{""type"": ""Point"", ""coordinates"": [-76.53297383899996, 44.24586764400004]}","44.245867644,-76.532973839"
Municipal,Pin Oak,Quercus palustris,,1,12.0,,,"{""type"": ""Point"", ""coordinates"": [-76.54559358999995, 44.25548289100004]}","44.255482891,-76.54559359"
Municipal,Silver Maple,Acer saccharinum,,1,24.0,,,"{""type"": ""Point"", ""coordinates"": [-76.50362670399994, 44.22178346000004]}","44.22178346,-76.503626704"
Municipal,Black Cherry,Prunus serotina,,2,41.0,,,"{""type"": ""Point"", ""coordinates"": [-76.55144368099997, 44.25154603500005]}","44.251546035,-76.551443681"
Municipal,Japanese Tree Lilac,Syringa reticulata,,1,5.0,,,"{""type"": ""Point"", ""coordinates"": [-76.50260788899999, 44.245136339000055]}","44.245136339,-76.502607889"
Municipal,Norway Maple,Acer platanoides,,1,14.0,,,"{""type"": ""Point"", ""coordinates"": [-76.44462155699995, 44.27158563900008]}","44.271585639,-76.444621557"
Municipal,Northern Red Oak,Quercus rubra,Breakwater Park,1,6.0,,Yes,"{""type"": ""Point"", ""coordinates"": [-76.49684071099995, 44.22265167100005]}","44.222651671,-76.496840711"
Municipal,Eastern White Pine,Pinus strobus,KCHC Parkette,1,4.0,2016-12-31T06:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.49138797685673, 44.262417324384884]}","44.2624173244,-76.4913879769"
Municipal,Northern Red Oak,Quercus rubra,,1,5.0,2017-10-11T06:00:00+02:00,,"{""type"": ""Point"", ""coordinates"": [-76.49999740491914, 44.23085182680894]}","44.2308518268,-76.4999974049"
Municipal,Serviceberry,Amelanchier species,,1,3.0,,,"{""type"": ""Point"", ""coordinates"": [-76.40457876699998, 44.24842674700005]}","44.248426747,-76.404578767"
Municipal,Katsura Tree,Cercidiphyllum japonicum,,1,12.0,,,"{""type"": ""Point"", ""coordinates"": [-76.50346603513717, 44.223912749749914]}","44.2239127497,-76.5034660351"
Municipal,Norway Maple,Acer platanoides,,1,24.0,,,"{""type"": ""Point"", ""coordinates"": [-76.52299487699997, 44.24722872500007]}","44.247228725,-76.522994877"
Municipal,Japanese Tree Lilac,Syringa reticulata,,1,5.0,,,"{""type"": ""Point"", ""coordinates"": [-76.49006531883933, 44.23077079687711]}","44.2307707969,-76.4900653188"
Municipal,Honey-Locust,Gleditsia triacanthos,,1,27.0,,,"{""type"": ""Point"", ""coordinates"": [-76.45290139499997, 44.25675586700004]}","44.256755867,-76.452901395"
Municipal,Pear Species,Pyrus Species,,1,5.0,2016-12-08T06:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.49845263518, 44.237110605129175]}","44.2371106051,-76.4984526352"
Municipal,Crabapple Species,Malus crabapple Species,,1,32.0,,,"{""type"": ""Point"", ""coordinates"": [-76.57590255699995, 44.25021301400005]}","44.250213014,-76.575902557"
Municipal,Austrian Pine,Pinus nigra,,1,5.0,,,"{""type"": ""Point"", ""coordinates"": [-76.38705171799995, 44.25399692900004]}","44.253996929,-76.387051718"
Municipal,Littleleaf Linden,Tilia cordata,,1,59.0,,,"{""type"": ""Point"", ""coordinates"": [-76.53245940099998, 44.23059471100004]}","44.230594711,-76.532459401"
Municipal,Sugar Maple,Acer saccharum,City Park,1,91.0,,,"{""type"": ""Point"", ""coordinates"": [-76.48988211499994, 44.22548335000005]}","44.22548335,-76.489882115"
Municipal,Skyline Honey-Locust,Gleditsia triacanthos var. inermis 'Skyline',,1,5.0,2020-10-23T06:00:00+02:00,,"{""type"": ""Point"", ""coordinates"": [-76.51161085763326, 44.23050734471473]}","44.2305073447,-76.5116108576"
Municipal,Honey-Locust,Gleditsia triacanthos,,1,18.0,,,"{""type"": ""Point"", ""coordinates"": [-76.55531170799998, 44.26196717700003]}","44.261967177,-76.555311708"
Municipal,Sugar Maple,Acer saccharum,,1,6.0,2016-07-18T06:00:00+02:00,,"{""type"": ""Point"", ""coordinates"": [-76.62744764245733, 44.272320759523915]}","44.2723207595,-76.6274476425"
Municipal,Maidenhair Tree,Ginkgo biloba,,3,28.0,,,"{""type"": ""Point"", ""coordinates"": [-76.52358823299994, 44.237566697000034]}","44.237566697,-76.523588233"
Municipal,Red Maple,Acer rubrum,Lake Ontario Park,1,5.0,,,"{""type"": ""Point"", ""coordinates"": [-76.53023451799999, 44.219216379000045]}","44.219216379,-76.530234518"
Municipal,Sugar Maple,Acer saccharum,Midland Park,1,5.0,2017-11-15T06:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.58083587892035, 44.27478164438556]}","44.2747816444,-76.5808358789"
Municipal,Red Maple,Acer rubrum,,1,23.0,,,"{""type"": ""Point"", ""coordinates"": [-76.48488658699995, 44.27098903800004]}","44.270989038,-76.484886587"
Municipal,Paper Birch,Betula papyrifera,,1,51.0,,,"{""type"": ""Point"", ""coordinates"": [-76.57478219799998, 44.229910981000046]}","44.229910981,-76.574782198"
Municipal,Sugar Maple,Acer saccharum,,1,5.0,,,"{""type"": ""Point"", ""coordinates"": [-76.49965538899994, 44.255349772000045]}","44.255349772,-76.499655389"
Municipal,White Oak,Quercus alba,,1,3.0,,,"{""type"": ""Point"", ""coordinates"": [-76.59789198699997, 44.254461572000025]}","44.254461572,-76.597891987"
Municipal,Boxelder,Acer negundo,Hillside Park,6,31.0,,,"{""type"": ""Point"", ""coordinates"": [-76.48577849699996, 44.23632008200008]}","44.236320082,-76.485778497"
Municipal,Norway Maple,Acer platanoides,,1,39.0,,,"{""type"": ""Point"", ""coordinates"": [-76.48238106399998, 44.26643472200004]}","44.266434722,-76.482381064"
Municipal,Norway Maple,Acer platanoides,,1,5.0,,,"{""type"": ""Point"", ""coordinates"": [-76.58468656499997, 44.24008368600005]}","44.240083686,-76.584686565"
Municipal,Red Maple,Acer rubrum,,1,5.0,2015-11-30T06:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.4386203893828, 44.27365024168542]}","44.2736502417,-76.4386203894"
Municipal,American Beech,Fagus grandifolia,,1,6.0,,,"{""type"": ""Point"", ""coordinates"": [-76.59543647299995, 44.23400752600003]}","44.234007526,-76.595436473"
Municipal,Northern Red Oak,Quercus rubra,,1,51.0,,,"{""type"": ""Point"", ""coordinates"": [-76.45784842999996, 44.257288053000025]}","44.257288053,-76.45784843"
Municipal,Black Walnut,Juglans nigra,,1,27.0,,,"{""type"": ""Point"", ""coordinates"": [-76.49407659199994, 44.239427169000066]}","44.239427169,-76.494076592"
Municipal,Norway Maple,Acer platanoides,,1,16.0,,,"{""type"": ""Point"", ""coordinates"": [-76.50629443399998, 44.24402225100005]}","44.244022251,-76.506294434"
Municipal,Freeman Maple,Acer x freemanii,Greenwood Park Linear Trail,1,3.0,,,"{""type"": ""Point"", ""coordinates"": [-76.44138397655173, 44.266978696254164]}","44.2669786963,-76.4413839766"
Municipal,Magnolia Species,Magnolia Species,Churchill Park,3,3.0,,,"{""type"": ""Point"", ""coordinates"": [-76.50770597299999, 44.23275576200007]}","44.232755762,-76.507705973"
Municipal,Northern Red Oak,Quercus rubra,Jorene Park,1,5.0,2016-11-10T06:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.57323704603154, 44.212687507628445]}","44.2126875076,-76.573237046"
Municipal,Autumn Blaze Maple,Acer x freemanii 'Jeffersred',,1,5.0,,,"{""type"": ""Point"", ""coordinates"": [-76.5806989509158, 44.25727496780636]}","44.2572749678,-76.5806989509"
Municipal,White Poplar,Populus alba,,1,26.0,,,"{""type"": ""Point"", ""coordinates"": [-76.48663981099997, 44.25578793200003]}","44.255787932,-76.486639811"
Municipal,Norway Maple,Acer platanoides,,1,16.0,,,"{""type"": ""Point"", ""coordinates"": [-76.44735246699997, 44.26078178700004]}","44.260781787,-76.447352467"
Municipal,Alegheny Serviceberry,Amelanchier x grandiflora,,1,5.0,,,"{""type"": ""Point"", ""coordinates"": [-76.49580909617994, 44.23354534422195]}","44.2335453442,-76.4958090962"
Municipal,Northern Red Oak,Quercus rubra,,1,3.0,2015-09-30T06:00:00+02:00,,"{""type"": ""Point"", ""coordinates"": [-76.47995648912631, 44.24411963261733]}","44.2441196326,-76.4799564891"
Municipal,Japanese Tree Lilac,Syringa reticulata,Aberdeen Park,1,5.0,2015-11-09T06:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.51695432288895, 44.2209886660737]}","44.2209886661,-76.5169543229"
Municipal,Thornless Cockspur Hawthorn,Crataegus crusgalli var. inermis,,1,5.0,2017-11-07T06:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.5254471398734, 44.2480902626482]}","44.2480902626,-76.5254471399"
