Intersection-Leg,Description,Start Date,Days,AWDT,EB Peak AM Hour,EB Peak AM Volume,EB Peak PM Hour,EB Peak PM Volume,WB Peak AM Hour,WB Peak AM Volume,WB Peak PM Hour,WB Peak PM Volume,NB Peak AM Hour,NB Peak AM Volume,NB Peak PM Hour,NB Peak PM Volume,SB Peak AM Hour,SB Peak AM Volume,SB Peak PM Hour,SB Peak PM Volume,Location
080S-164A-E,NE 80th St east of 164th Ave NE,10/28/2014,3,6134,10:00 AM,214,5:00 PM,353,8:00 AM,304,3:00 PM,201,,,,,,,,,"(47.674863, -122.120934)"
065S-ELSP-S,East Lake Sammamish Pkwy south of NE 65th St,03/13/2000,3,18275,,,,,,,,,7:00 AM,828,3:00 PM,540,11:00 AM,451,5:00 PM,1318,"(47.663474, -122.099403)"
REDW-132A-E,Redmond Way east of 132nd Ave NE,08/06/1996,3,37499,7:00 AM,1469,5:00 PM,1365,11:00 AM,1058,5:00 PM,1629,,,,,,,,,"(47.678435, -122.159375)"
ORR-140A-E,Old Redmond Rd east of 140th Ave NE,10/09/2001,3,11287,8:00 AM,480,5:00 PM,527,8:00 AM,425,6:00 PM,656,,,,,,,,,"(47.666097, -122.152862)"
040S-148A-S,148th Ave NE south of NE 40th St,10/25/2005,3,21519,,,,,,,,,9:00 AM,686,5:00 PM,1235,8:00 AM,795,5:00 PM,765,"(47.645106, -122.142964)"
080S-166A-S,166th Ave NE south of NE 80th St,10/04/1999,3,14066,,,,,,,,,11:00 AM,363,6:00 PM,536,8:00 AM,514,5:00 PM,723,"(47.674492, -122.119063)"
040S-156A-N,156th Ave NE north of NE 40th St,09/18/2007,3,15128,,,,,,,,,9:00 AM,376,5:00 PM,1263,9:00 AM,1237,5:00 PM,498,"(47.646604, -122.132308)"
CLES-LEAW-S,Leary Way south of Cleveland St,10/22/2013,3,8602,,,,,,,,,11:00 AM,261,4:00 PM,398,8:00 AM,516,1:00 PM,304,"(47.673098, -122.123326)"
080S-164A-N,164th Ave NE north of NE 80th St,10/28/2014,3,8823,,,,,,,,,8:00 AM,290,4:00 PM,408,9:00 AM,421,3:00 PM,323,"(47.675964, -122.121619)"
085S-160A-S,160th Ave NE south of NE 85th St,10/04/1999,3,7860,,,,,,,,,11:00 AM,249,5:00 PM,351,11:00 AM,315,12:00 PM,331,"(47.678112, -122.127497)"
080S-171A-N,171st Ave NE north of NE 80th St,10/25/2005,3,1186,,,,,,,,,11:00 AM,30,5:00 PM,63,8:00 AM,88,3:00 PM,46,"(47.675439, -122.111395)"
085S-164A-S,164th Ave NE south of NE 85th St,09/18/2001,3,15899,,,,,,,,,11:00 AM,403,4:00 PM,633,9:00 AM,790,12:00 PM,649,"(47.67787, -122.121603)"
085S-164A-W,NE 85th St west of 164th Ave NE,09/08/1997,7,11969,11:00 AM,539,5:00 PM,968,7:00 AM,663,12:00 PM,472,,,,,,,,,"(47.678485, -122.122287)"
REDW-AVW-N,Avondale Way north of Redmond Way,09/27/1999,3,9808,,,,,,,,,11:00 AM,253,5:00 PM,510,8:00 AM,468,12:00 PM,347,"(47.672334, -122.114722)"
076S-166A-E,NE 76th St east of 166th Ave NE,11/06/2001,3,2594,11:00 AM,64,2:00 PM,137,11:00 AM,79,1:00 PM,128,,,,,,,,,"(47.671372, -122.118071)"
040S-148A-S,148th Ave NE south of NE 40th St,03/19/2007,3,22101,,,,,,,,,11:00 AM,736,4:00 PM,1131,8:00 AM,851,5:00 PM,734,"(47.645106, -122.142964)"
031S-156A-W,NE 31st St west of 156th Ave NE,06/25/1996,3,7363,9:00 AM,267,5:00 PM,360,8:00 AM,254,5:00 PM,359,,,,,,,,,"(47.638147, -122.133795)"
051S-156A-W,NE 51st St west of 156th Ave NE,10/02/2001,3,13665,9:00 AM,807,5:00 PM,615,8:00 AM,476,6:00 PM,731,,,,,,,,,"(47.654095, -122.133564)"
104S-166A-S,166th Ave NE south of NE 104th St,10/18/1999,3,10937,,,,,,,,,7:00 AM,435,5:00 PM,749,7:00 AM,750,2:00 PM,426,"(47.692107, -122.118314)"
116S-AVR-W,NE 116th St west of Avondale Rd,08/19/1997,3,4695,11:00 AM,125,5:00 PM,317,7:00 AM,208,3:00 PM,122,,,,,,,,,"(47.703172, -122.094026)"
116S-RWR-E,NE 116th St east of Red-Wood Rd,10/09/2007,3,8364,11:00 AM,191,5:00 PM,545,8:00 AM,562,3:00 PM,249,,,,,,,,,"(47.703988, -122.130391)"
024S-152A-W,NE 24th St west of 152nd Ave NE,09/18/2013,7,20510,9:00 AM,762,12:00 PM,854,11:00 AM,775,5:00 PM,1063,,,,,,,,,"(47.631538, -122.138406)"
085S-166A-N,166th Ave NE north of NE 85th St,10/25/2005,3,15746,,,,,,,,,7:00 AM,325,5:00 PM,1052,8:00 AM,1189,2:00 PM,479,"(47.678922, -122.119169)"
085S-161A-N,161st Ave NE north of NE 85th St,04/24/2006,3,7784,,,,,,,,,11:00 AM,319,12:00 PM,345,11:00 AM,249,5:00 PM,346,"(47.679006, -122.125542)"
085S-160A-N,160th Ave NE north of NE 85th St,10/04/1999,3,11662,,,,,,,,,11:00 AM,348,5:00 PM,735,7:00 AM,660,12:00 PM,365,"(47.678975, -122.127506)"
024S-173A-S,173rd Ave NE south of NE 24th St,10/07/2014,3,1734,,,,,,,,,7:00 AM,115,5:00 PM,65,7:00 AM,47,6:00 PM,91,"(47.630427, -122.109408)"
040S-WLSP-N,West Lake Sammamish Pkwy north of NE 40th St,10/06/2009,3,7875,,,,,,,,,8:00 AM,420,5:00 PM,367,8:00 AM,240,5:00 PM,437,"(47.64651, -122.107972)"
080S-166A-N,166th Ave NE north of NE 80th St,11/06/2001,3,13864,,,,,,,,,11:00 AM,377,5:00 PM,621,7:00 AM,675,5:00 PM,539,"(47.675454, -122.119186)"
REDW-076S-W,Redmond Way west of NE 76th St,11/18/2014,3,35466,11:00 AM,1079,4:00 PM,1500,11:00 AM,1289,12:00 PM,1294,,,,,,,,,"(47.670244, -122.109003)"
085S-154A-N,154th Ave NE north of NE 85th St,10/16/2012,3,18031,,,,,,,,,8:00 AM,819,4:00 PM,680,8:00 AM,762,4:00 PM,759,"(47.679413, -122.134687)"
104S-166A-S,166th Ave NE south of NE 104th St,11/09/2010,3,9721,,,,,,,,,7:00 AM,224,5:00 PM,732,8:00 AM,819,2:00 PM,289,"(47.692107, -122.118314)"
ORR-WLSP-N,West Lake Sammamish Pkwy north of Old Redmond Rd,10/09/2001,3,12090,,,,,,,,,8:00 AM,320,5:00 PM,465,8:00 AM,505,5:00 PM,676,"(47.672629, -122.133731)"
085S-160A-E,NE 85th St east of 160th Ave NE,11/29/2016,3,9577,11:00 AM,308,5:00 PM,602,8:00 AM,439,1:00 PM,362,,,,,,,,,"(47.678531, -122.126825)"
083S-164A-E,NE 83rd St east of 164th Ave NE,10/28/2014,3,5767,11:00 AM,267,5:00 PM,427,7:00 AM,219,1:00 PM,133,,,,,,,,,"(47.676673, -122.120952)"
109S-RWR-N,Red-Wood Rd north of NE 109th St,09/18/2001,3,16857,,,,,,,,,11:00 AM,409,5:00 PM,959,8:00 AM,1003,4:00 PM,408,"(47.69981, -122.132081)"
BCP-LEAW-N,Leary Way north of Bear Creek Pkwy,11/27/2001,3,12344,,,,,,,,,11:00 AM,444,5:00 PM,633,8:00 AM,561,1:00 PM,436,"(47.672232, -122.124086)"
UHR-178P-E,Union Hill Rd east of 178th Pl NE,10/26/2010,3,18768,11:00 AM,531,5:00 PM,892,7:00 AM,744,5:00 PM,842,,,,,,,,,"(47.675353, -122.102273)"
MMW-WLSP-N,West Lake Sammamish Pkwy north of Marymoor Way,10/21/2008,3,22720,,,,,,,,,8:00 AM,740,5:00 PM,1537,9:00 AM,1041,5:00 PM,1046,"(47.663398, -122.126874)"
080S-140A-W,NE 80th St west of 140th Ave NE,10/07/2008,3,2319,8:00 AM,124,3:00 PM,98,7:00 AM,66,5:00 PM,214,,,,,,,,,"(47.675324, -122.154641)"
079S-166A-E,NE 79th St east of 166th Ave NE,10/02/2007,3,9008,8:00 AM,428,5:00 PM,462,11:00 AM,308,4:00 PM,330,,,,,,,,,"(47.673891, -122.118088)"
UHR-AVR-E,Union Hill Rd east of Avondale Rd,03/13/2000,3,26818,7:00 AM,999,4:00 PM,1059,8:00 AM,985,4:00 PM,1077,,,,,,,,,"(47.675013, -122.105123)"
REDW-132A-E,Redmond Way east of 132nd Ave NE,11/05/2007,3,37037,11:00 AM,1524,12:00 PM,1757,11:00 AM,928,9:00 PM,928,,,,,,,,,"(47.678435, -122.159375)"
040S-156A-W,NE 40th St west of 156th Ave NE,08/14/1996,3,16159,8:00 AM,735,12:00 PM,699,7:00 AM,501,5:00 PM,672,,,,,,,,,"(47.64604, -122.133005)"
REDW-185A-N,185th Ave NE north of Redmond Way,12/04/2007,3,4729,,,,,,,,,11:00 AM,141,5:00 PM,294,5:00 AM,199,1:00 PM,140,"(47.66153, -122.094328)"
124S-RWR-N,Red-Wood Rd north of NE 124th St,10/09/2007,3,27218,,,,,,,,,11:00 AM,537,3:00 PM,824,8:00 AM,1231,5:00 PM,1410,"(47.712762, -122.131751)"
116S-AVR-E,NE 116th St east of Avondale Rd,10/23/2012,3,2128,7:00 AM,142,4:00 PM,108,8:00 AM,100,3:00 PM,121,,,,,,,,,"(47.702717, -122.0877)"
116S-172A-S,172nd Ave NE south of NE 116th St,09/20/1999,3,2280,,,,,,,,,8:00 AM,70,5:00 PM,135,7:00 AM,216,3:00 PM,84,"(47.703554, -122.110879)"
UHR-AVR-S,Avondale Rd south of Union Hill Rd,11/11/2014,3,44324,,,,,,,,,11:00 AM,1133,6:00 PM,2167,9:00 AM,1999,3:00 PM,1116,"(47.674483, -122.10587)"
ORR-WLSP-S,West Lake Sammamish Pkwy south of Old Redmond Rd,06/24/1997,3,10613,,,,,,,,,11:00 AM,207,5:00 PM,281,7:00 AM,398,5:00 PM,598,"(47.671592, -122.132883)"
104S-166A-W,NE 104th St west of 166th Ave NE,10/18/1999,3,4445,9:00 AM,259,7:00 PM,225,9:00 AM,220,7:00 PM,190,,,,,,,,,"(47.69292, -122.119748)"
BCP-LEAW-N,Leary Way north of Bear Creek Pkwy,11/12/2007,3,15762,,,,,,,,,11:00 AM,462,6:00 PM,969,9:00 AM,691,1:00 PM,404,"(47.672232, -122.124086)"
REDW-164A-E,Redmond Way east of 164th Ave NE,10/28/2014,3,15076,,,,,8:00 AM,989,4:00 PM,1189,,,,,,,,,"(47.673673, -122.120781)"
068S-180A-E,NE 68th St east of 180th Ave NE,09/24/2007,7,4167,6:00 AM,186,12:00 PM,129,10:00 AM,163,2:00 PM,215,,,,,,,,,"(47.667039, -122.09928)"
109S-RWR-N,Red-Wood Rd north of NE 109th St,11/08/2005,3,17522,,,,,,,,,7:00 AM,400,4:00 PM,950,7:00 AM,1039,5:00 PM,578,"(47.69981, -122.132081)"
116S-AVR-W,NE 116th St west of Avondale Rd,10/21/2014,3,6723,9:00 AM,231,5:00 PM,415,8:00 AM,428,6:00 PM,255,,,,,,,,,"(47.703172, -122.094026)"
085S-161A-S,161st Ave NE south of NE 85th St,08/27/1996,3,7520,,,,,,,,,11:00 AM,315,5:00 PM,385,11:00 AM,250,12:00 PM,266,"(47.677995, -122.125547)"
051S-WLSP-W,NE 51st St west of West Lake Sammamish Pkwy,11/01/1999,3,3059,9:00 AM,107,6:00 PM,345,8:00 AM,110,4:00 PM,72,,,,,,,,,"(47.657422, -122.122217)"
REDW-148A-S,148th Ave NE south of Redmond Way,10/09/2012,3,19772,,,,,,,,,11:00 AM,473,5:00 PM,1568,8:00 AM,1266,5:00 PM,556,"(47.673833, -122.143018)"
090S-RWR-N,Red-Wood Rd north of NE 90th St,11/15/2005,3,19603,,,,,,,,,11:00 AM,447,5:00 PM,1252,8:00 AM,1240,3:00 PM,552,"(47.685232, -122.125883)"
040S-148A-N,148th Ave NE north of NE 40th St,09/13/2005,3,24284,,,,,,,,,11:00 AM,666,5:00 PM,1386,8:00 AM,1100,5:00 PM,879,"(47.646758, -122.142991)"
109S-RWR-S,Red-Wood Rd south of NE 109th St,11/15/1999,3,17058,,,,,,,,,11:00 AM,366,5:00 PM,1057,8:00 AM,1122,5:00 PM,520,"(47.696774, -122.1322)"
REDW-170A-E,Redmond Way east of 170th Ave NE,08/13/2006,7,36520,11:00 AM,1110,1:00 PM,1339,11:00 AM,1366,12:00 PM,1501,,,,,,,,,"(47.671194, -122.112246)"
BRR-156A-N,156th Ave NE north of Bel-Red Rd,10/02/2012,3,15501,,,,,,,,,9:00 AM,1091,12:00 PM,564,11:00 AM,478,4:00 PM,921,"(47.633047, -122.132351)"
ORR-148A-E,Old Redmond Rd east of 148th Ave NE,11/11/2014,3,6527,11:00 AM,186,5:00 PM,385,8:00 AM,238,5:00 PM,336,,,,,,,,,"(47.667847, -122.14243)"
REDW-164A-N,164th Ave NE north of Redmond Way,10/04/1999,3,9836,,,,,,,,,11:00 AM,283,4:00 PM,399,11:00 AM,384,12:00 PM,405,"(47.674212, -122.121583)"
116S-RWR-N,Red-Wood Rd north of NE 116th St,09/18/2001,3,18989,,,,,,,,,7:00 AM,520,4:00 PM,845,7:00 AM,992,5:00 PM,690,"(47.705275, -122.131892)"
REDW-WILR-E,Redmond Way east of Willows Rd,10/18/2008,7,56285,9:00 AM,1181,5:00 PM,1650,8:00 AM,1050,4:00 PM,1270,,,,,,,,,"(47.674182, -122.135315)"
040S-BRR-S,Bel-Red Rd south of NE 40th St,09/18/2007,3,11785,,,,,,,,,9:00 AM,382,5:00 PM,627,8:00 AM,481,5:00 PM,584,"(47.64369, -122.115981)"
085S-164A-E,NE 85th St east of 164th Ave NE,11/29/2016,3,10554,11:00 AM,266,5:00 PM,765,8:00 AM,518,3:00 PM,428,,,,,,,,,"(47.678478, -122.120933)"
ORR-140A-E,Old Redmond Rd east of 140th Ave NE,10/11/2010,7,8959,9:00 AM,499,4:00 PM,362,7:00 AM,320,5:00 PM,518,,,,,,,,,"(47.666097, -122.152862)"
REDW-164A-N,164th Ave NE north of Redmond Way,11/06/2001,3,9656,,,,,,,,,10:00 AM,292,5:00 PM,425,9:00 AM,356,2:00 PM,389,"(47.674212, -122.121583)"
090S-154A-S,154th Ave NE south of NE 90th St,10/13/2009,3,11850,,,,,,,,,8:00 AM,731,4:00 PM,353,11:00 AM,367,5:00 PM,617,"(47.680411, -122.13469)"
040S-156A-S,156th Ave NE south of NE 40th St,10/02/2001,3,27374,,,,,,,,,11:00 AM,695,5:00 PM,1691,9:00 AM,1701,12:00 PM,951,"(47.645428, -122.132299)"
080S-140A-W,NE 80th St west of 140th Ave NE,12/10/1996,3,2384,7:00 AM,103,5:00 PM,135,7:00 AM,88,5:00 PM,165,,,,,,,,,"(47.675324, -122.154641)"
ORR-WLSP-N,West Lake Sammamish Pkwy north of Old Redmond Rd,10/06/2009,3,21506,,,,,,,,,8:00 AM,703,5:00 PM,1002,9:00 AM,890,5:00 PM,1452,"(47.672629, -122.133731)"
085S-164A-E,NE 85th St east of 164th Ave NE,10/16/2012,3,12441,8:00 AM,576,5:00 PM,626,8:00 AM,412,5:00 PM,787,,,,,,,,,"(47.678478, -122.120933)"
ORR-140A-E,Old Redmond Rd east of 140th Ave NE,03/09/2010,7,8919,9:00 AM,394,5:00 PM,396,11:00 AM,243,5:00 PM,483,,,,,,,,,"(47.666097, -122.152862)"
051S-WLSP-W,NE 51st St west of West Lake Sammamish Pkwy,10/02/2001,3,3750,11:00 AM,71,5:00 PM,361,8:00 AM,316,3:00 PM,115,,,,,,,,,"(47.657422, -122.122217)"
090S-160A-E,NE 90th St east of 160th Ave NE,10/02/2007,3,12475,11:00 AM,400,5:00 PM,776,6:00 AM,697,12:00 PM,433,,,,,,,,,"(47.68214, -122.126602)"
080S-166A-N,166th Ave NE north of NE 80th St,10/27/2009,3,15348,,,,,,,,,11:00 AM,376,5:00 PM,666,8:00 AM,924,5:00 PM,684,"(47.675454, -122.119186)"
085S-161A-S,161st Ave NE south of NE 85th St,10/16/2012,3,7478,,,,,,,,,11:00 AM,280,5:00 PM,374,8:00 AM,254,5:00 PM,267,"(47.677995, -122.125547)"
085S-160A-E,NE 85th St east of 160th Ave NE,03/19/2007,3,9466,11:00 AM,347,5:00 PM,633,8:00 AM,381,1:00 PM,367,,,,,,,,,"(47.678531, -122.126825)"
080S-164A-E,NE 80th St east of 164th Ave NE,05/01/2006,3,10454,8:00 AM,503,5:00 PM,558,8:00 AM,405,4:00 PM,267,,,,,,,,,"(47.674863, -122.120934)"
080S-164A-W,NE 80th St west of 164th Ave NE,10/01/2007,3,9998,9:00 AM,249,5:00 PM,542,8:00 AM,550,12:00 PM,297,,,,,,,,,"(47.674867, -122.122072)"
CLES-LEAW-S,Leary Way south of Cleveland St,11/01/2005,3,15834,,,,,,,,,11:00 AM,429,6:00 PM,1011,9:00 AM,746,1:00 PM,433,"(47.673098, -122.123326)"
090S-160A-N,160th Ave NE north of NE 90th St,12/11/2007,3,3620,,,,,,,,,11:00 AM,91,9:00 PM,155,11:00 AM,201,12:00 PM,236,"(47.682669, -122.127565)"
020S-148A-S,148th Ave NE south of NE 20th St,09/29/2009,3,32368,,,,,,,,,8:00 AM,1263,5:00 PM,1120,9:00 AM,1027,5:00 PM,1462,"(47.627518, -122.143)"
CLES-166A-N,166th Ave NE north of Cleveland St,11/04/1997,3,5887,,,,,,,,,11:00 AM,197,1:00 PM,304,11:00 AM,106,5:00 PM,265,"(47.672597, -122.118866)"
031S-156A-E,NE 31st St east of 156th Ave NE,09/23/1997,3,7151,8:00 AM,510,1:00 PM,336,11:00 AM,241,5:00 PM,479,,,,,,,,,"(47.638152, -122.132)"
104S-166A-S,166th Ave NE south of NE 104th St,09/18/2001,3,10643,,,,,,,,,7:00 AM,358,5:00 PM,819,7:00 AM,654,2:00 PM,404,"(47.692107, -122.118314)"
024S-WLSP-W,NE 24th St west of West Lake Sammamish Pkwy,09/18/2012,3,1727,8:00 AM,68,5:00 PM,67,8:00 AM,76,5:00 PM,96,,,,,,,,,"(47.631122, -122.089802)"
051S-WLSP-W,NE 51st St west of West Lake Sammamish Pkwy,06/18/1996,3,4082,11:00 AM,110,5:00 PM,387,7:00 AM,228,6:00 PM,128,,,,,,,,,"(47.657422, -122.122217)"
REDW-LEAW-S,Leary Way south of Redmond Way,12/10/1996,3,14289,,,,,,,,,11:00 AM,343,5:00 PM,673,7:00 AM,837,5:00 PM,466,"(47.673826, -122.12293)"
080S-166A-S,166th Ave NE south of NE 80th St,10/28/2014,3,20166,,,,,,,,,11:00 AM,444,5:00 PM,711,8:00 AM,1043,5:00 PM,1104,"(47.674492, -122.119063)"
051S-156A-N,156th Ave NE north of NE 51st St,10/07/2014,3,3932,,,,,,,,,8:00 AM,68,5:00 PM,555,8:00 AM,271,6:00 PM,98,"(47.65504, -122.132495)"
WLSP-BRR-N,West Lake Sammamish Pkwy north of Bel-Red Rd,11/02/2009,7,18759,,,,,,,,,8:00 AM,719,5:00 PM,1136,9:00 AM,956,4:00 PM,784,"(47.652459, -122.117008)"
080S-166A-E,NE 80th St east of 166th Ave NE,10/27/2009,3,3636,8:00 AM,212,3:00 PM,186,8:00 AM,167,3:00 PM,163,,,,,,,,,"(47.674866, -122.118313)"
085S-161A-N,161st Ave NE north of NE 85th St,11/29/2016,3,6356,,,,,,,,,11:00 AM,245,12:00 PM,295,11:00 AM,206,5:00 PM,263,"(47.679006, -122.125542)"
080S-164A-W,NE 80th St west of 164th Ave NE,09/23/1997,3,12027,7:00 AM,502,5:00 PM,698,8:00 AM,511,5:00 PM,337,,,,,,,,,"(47.674867, -122.122072)"
051S-156A-W,NE 51st St west of 156th Ave NE,07/23/1996,3,20760,9:00 AM,950,5:00 PM,792,8:00 AM,555,5:00 PM,831,,,,,,,,,"(47.654095, -122.133564)"
079S-AVW-W,NE 79th St west of Avondale Way,06/25/1996,3,9470,11:00 AM,318,5:00 PM,535,7:00 AM,450,12:00 PM,386,,,,,,,,,"(47.672803, -122.113561)"
MMW-WLSP-N,West Lake Sammamish Pkwy north of Marymoor Way,09/28/2010,3,19794,,,,,,,,,8:00 AM,677,4:00 PM,1027,9:00 AM,789,5:00 PM,859,"(47.663398, -122.126874)"
UHR-178P-S,178th Pl NE south of Union Hill Rd,10/27/2009,3,14695,,,,,,,,,11:00 AM,513,4:00 PM,710,8:00 AM,474,12:00 PM,541,"(47.674435, -122.102639)"
ORR-140A-E,Old Redmond Rd east of 140th Ave NE,10/24/2011,7,9180,9:00 AM,397,3:00 PM,393,7:00 AM,246,5:00 PM,425,,,,,,,,,"(47.666097, -122.152862)"
024S-152A-W,NE 24th St west of 152nd Ave NE,08/04/1997,7,27047,11:00 AM,934,3:00 PM,1083,8:00 AM,957,5:00 PM,1046,,,,,,,,,"(47.631538, -122.138406)"
116S-AVR-N,Avondale Road north of NE 116th St,10/20/2009,3,22167,,,,,,,,,11:00 AM,522,5:00 PM,1485,7:00 AM,1401,3:00 PM,548,"(47.703534, -122.093003)"
109S-RWR-S,Red-Wood Rd south of NE 109th St,10/09/2007,3,16929,,,,,,,,,11:00 AM,336,5:00 PM,940,7:00 AM,1249,5:00 PM,542,"(47.696774, -122.1322)"
NHR-AVR-N,Avondale Rd north of Novelty Hill Rd,10/02/2009,3,27794,,,,,,,,,11:00 AM,631,5:00 PM,1354,7:00 AM,1306,5:00 PM,973,"(47.690064, -122.091883)"
095S-WILR-N,Willows Rd north of NE 95th St,09/18/2001,3,24254,,,,,,,,,8:00 AM,845,4:00 PM,970,9:00 AM,1027,5:00 PM,1054,"(47.693976, -122.151332)"
116S-RWR-E,NE 116th St east of Red-Wood Rd,03/26/2007,3,8256,11:00 AM,191,5:00 PM,503,8:00 AM,565,3:00 PM,265,,,,,,,,,"(47.703988, -122.130391)"
090S-WILR-N,Willows Rd north of NE 90th St,12/13/1999,3,26132,,,,,,,,,8:00 AM,865,4:00 PM,1138,7:00 AM,1109,4:00 PM,1062,"(47.682665, -122.142824)"
BRR-156A-S,156th Ave NE south of Bel-Red Rd,06/25/1996,3,15681,,,,,,,,,8:00 AM,583,1:00 PM,578,11:00 AM,560,5:00 PM,849,"(47.632153, -122.132355)"
040S-140A-S,140th Ave NE south of NE 40th St,10/29/2013,3,9000,,,,,,,,,9:00 AM,328,4:00 PM,455,8:00 AM,428,4:00 PM,399,"(47.645381, -122.1535)"
085S-161A-S,161st Ave NE south of NE 85th St,10/04/1999,3,8293,,,,,,,,,11:00 AM,333,4:00 PM,434,11:00 AM,255,12:00 PM,275,"(47.677995, -122.125547)"
079S-166A-S,166th Ave NE south of NE 79th St,11/06/2001,3,6587,,,,,,,,,11:00 AM,211,5:00 PM,366,8:00 AM,239,5:00 PM,236,"(47.673508, -122.118865)"
ORR-140A-W,Old Redmond Rd west of 140th Ave NE,11/01/2011,3,12554,9:00 AM,525,5:00 PM,531,7:00 AM,421,5:00 PM,778,,,,,,,,,"(47.666826, -122.155064)"
068S-180A-E,NE 68th St east of 180th Ave NE,11/15/1999,3,4975,11:00 AM,190,4:00 PM,299,7:00 AM,242,12:00 PM,161,,,,,,,,,"(47.667039, -122.09928)"
124S-RWR-N,Red-Wood Rd north of NE 124th St,10/13/2009,3,16134,,,,,,,,,8:00 AM,591,5:00 PM,828,7:00 AM,783,5:00 PM,592,"(47.712762, -122.131751)"
104S-166A-S,166th Ave NE south of NE 104th St,07/22/1996,7,9155,,,,,,,,,11:00 AM,232,5:00 PM,584,7:00 AM,463,5:00 PM,298,"(47.692107, -122.118314)"
ORR-140A-E,Old Redmond Rd east of 140th Ave NE,10/16/2009,7,8765,9:00 AM,464,5:00 PM,445,7:00 AM,298,5:00 PM,585,,,,,,,,,"(47.666097, -122.152862)"
031S-156A-W,NE 31st St west of 156th Ave NE,09/29/2009,3,7333,9:00 AM,398,1:00 PM,244,11:00 AM,149,5:00 PM,383,,,,,,,,,"(47.638147, -122.133795)"
085S-154A-E,NE 85th St east of 154th Ave NE,09/18/2001,3,8655,11:00 AM,323,5:00 PM,395,7:00 AM,412,12:00 PM,405,,,,,,,,,"(47.6786, -122.133768)"
024S-152A-W,NE 24th St west of 152nd Ave NE,10/18/2008,7,27094,9:00 AM,1111,5:00 PM,1147,11:00 AM,791,6:00 PM,1008,,,,,,,,,"(47.631538, -122.138406)"
040S-WLSP-S,West Lake Sammamish Pkwy south of NE 40th St,10/02/2001,3,9251,,,,,,,,,8:00 AM,695,4:00 PM,293,8:00 AM,273,6:00 PM,773,"(47.64572, -122.107811)"
024S-152A-E,NE 24th St east of 152nd Ave NE,09/18/2001,3,26508,11:00 AM,811,5:00 PM,1111,9:00 AM,1007,1:00 PM,1357,,,,,,,,,"(47.631559, -122.136647)"
ORR-140A-S,140th Ave NE south of Old Redmond Rd,09/25/2012,3,9859,,,,,,,,,11:00 AM,223,5:00 PM,741,8:00 AM,600,4:00 PM,317,"(47.664772, -122.153361)"
109S-RWR-S,Red-Wood Rd south of NE 109th St,09/06/2005,3,18122,,,,,,,,,11:00 AM,307,5:00 PM,1125,7:00 AM,1067,5:00 PM,579,"(47.696774, -122.1322)"
036S-156A-E,NE 36th St east of 156th Ave NE,07/15/1997,3,11403,8:00 AM,952,1:00 PM,397,11:00 AM,347,5:00 PM,838,,,,,,,,,"(47.642521, -122.1314)"
CLES-166A-N,166th Ave NE north of Cleveland St,11/01/2005,3,6906,,,,,,,,,11:00 AM,150,6:00 PM,374,10:00 AM,260,1:00 PM,298,"(47.672597, -122.118866)"
CLES-LEAW-S,Leary Way south of Cleveland St,07/20/1997,3,13823,,,,,,,,,11:00 AM,490,5:00 PM,1000,7:00 AM,585,12:00 PM,395,"(47.673098, -122.123326)"
085S-154A-E,NE 85th St east of 154th Ave NE,10/14/2008,3,9599,11:00 AM,389,5:00 PM,581,8:00 AM,416,12:00 PM,386,,,,,,,,,"(47.6786, -122.133768)"
024S-156A-E,NE 24th St east of 156th Ave NE,10/07/2008,3,13663,7:00 AM,516,5:00 PM,781,7:00 AM,666,12:00 PM,459,,,,,,,,,"(47.631577, -122.1311)"
090S-160A-E,NE 90th St east of 160th Ave NE,09/18/2001,3,10644,11:00 AM,358,5:00 PM,708,7:00 AM,577,12:00 PM,381,,,,,,,,,"(47.68214, -122.126602)"
080S-166A-N,166th Ave NE north of NE 80th St,10/09/2007,3,16255,,,,,,,,,11:00 AM,365,5:00 PM,725,8:00 AM,1017,5:00 PM,681,"(47.675454, -122.119186)"
REDW-166A-E,Redmond Way east of 166th Ave NE,11/26/2007,3,17555,,,,,10:00 AM,1152,4:00 PM,1347,,,,,,,,,"(47.67287, -122.11799)"
080S-164A-W,NE 80th St west of 164th Ave NE,09/24/1996,3,10682,11:00 AM,221,5:00 PM,586,7:00 AM,695,5:00 PM,397,,,,,,,,,"(47.674867, -122.122072)"
095S-AVR-E,NE 95th St east of Avondale Rd,09/13/2005,3,2765,9:00 AM,82,5:00 PM,112,7:00 AM,202,5:00 PM,126,,,,,,,,,"(47.685628, -122.094729)"
076S-166A-N,166th Ave NE north of NE 76th St,09/24/2007,3,7973,,,,,,,,,11:00 AM,244,5:00 PM,426,11:00 AM,339,12:00 PM,393,"(47.671868, -122.118867)"
128S-172A-N,172nd Ave NE north of NE 128th St,10/20/2009,3,4737,,,,,,,,,11:00 AM,103,5:00 PM,277,8:00 AM,306,4:00 PM,154,"(47.715128, -122.110513)"
031S-156A-E,NE 31st St east of 156th Ave NE,09/29/2009,3,4930,9:00 AM,398,1:00 PM,244,11:00 AM,149,5:00 PM,383,,,,,,,,,"(47.638152, -122.132)"
020S-148A-S,148th Ave NE south of NE 20th St,09/11/2007,3,31816,,,,,,,,,8:00 AM,1244,5:00 PM,981,11:00 AM,940,5:00 PM,1576,"(47.627518, -122.143)"
