SUMD ID,SUMD Type,SUMD Group,GPS Latitude,GPS Longitude,Availability Start Date,Availability Start Time,Availability Duration,Real Time Fare,Company Website,Company Phone
PoweredJQS4M6FT6TKOP,Powered,scooter,36.167344,-86.777116,2019-10-21,00:19:15,1029.96,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredZ4WPML62Z56WJ,Powered,scooter,36.144361,-86.801745,2019-10-21,15:40:41,108.53,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredGCCUGIRTT5OCW,Powered,scooter,36.170881,-86.782776,2019-10-21,15:43:55,105.30,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredTXWHD7LE6EDSM,Powered,scooter,36.141115,-86.796317,2019-10-21,16:09:45,79.46,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredW745F6EOTOGB6,Powered,scooter,36.156926,-86.781034,2019-10-21,17:00:35,28.63,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredTTQKB7NWXHIIA,Powered,scooter,36.164506,-86.778455,2019-10-21,11:14:47,374.43,0.15,https://www.li.me/help,1 (888)-LIME-345
Powered7FP3ACDGO4AKF,Powered,scooter,36.156273,-86.774605,2019-10-21,01:59:05,930.13,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredFDZ2PXJ54AUQC,Powered,scooter,36.14573,-86.812783,2019-10-21,17:17:42,11.51,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredIMFKPJHINI3JA,Powered,scooter,36.155206,-86.776655,2019-10-20,20:03:03,1286.16,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredVSQTHWFPDMTH4,Powered,scooter,36.138206,-86.778474,2019-10-21,00:19:52,1029.35,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredDDFOKZ4J6Y7AO,Powered,scooter,36.124696,-86.789072,2019-10-21,11:30:27,358.76,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredZNMP333OPK2FX,Powered,scooter,36.104144,-86.810854,2019-10-21,01:24:07,965.10,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredG2AVAIZG2T42U,Powered,scooter,36.158889,-86.789913,2019-10-21,13:35:34,233.65,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredQ62MYGHLVHGFO,Powered,scooter,36.165867,-86.777721,2019-10-21,11:00:09,389.06,0.15,https://www.li.me/help,1 (888)-LIME-345
Powered2AOB6WKMTY24Y,Powered,scooter,36.131383,-86.778716,2019-10-21,02:07:03,922.16,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredJ3W3IYZKYFJ3B,Powered,scooter,36.145405,-86.799611,2019-10-21,17:14:59,14.23,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredQXXATJHXPWORI,Powered,scooter,36.126,-86.789266,2019-10-21,07:22:23,606.83,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredUWS2EWKUNBOA7,Powered,scooter,36.143918,-86.798008,2019-10-21,16:10:04,79.15,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredEHUXUJTKWJWCR,Powered,scooter,36.142,-86.819273,2019-10-19,20:49:28,2679.75,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredTMJMBOKYBCK3I,Powered,scooter,36.153786,-86.824985,2019-10-20,22:00:01,1169.20,0.15,https://www.li.me/help,1 (888)-LIME-345
Powered3ZUJGJXF2ZNKH,Powered,scooter,36.183677,-86.750175,2019-10-21,10:17:20,431.88,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredIDEOVSDWUB7ZV,Powered,scooter,36.118834,-86.799659,2019-10-21,00:24:04,1025.15,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredJBLMU22WHSYUD,Powered,scooter,36.175856,-86.792724,2019-10-21,00:53:47,995.43,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredLX2OMMZ7AJQQS,Powered,scooter,36.159959,-86.779407,2019-10-21,14:48:42,160.51,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredFR3FK5ZFAH6GV,Powered,scooter,36.14981,-86.782861,2019-10-18,01:43:11,2880.00,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredARPZ4IQGCOQYP,Powered,scooter,36.145819,-86.81283,2019-10-21,12:28:26,300.78,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredY5EHD27JQEFNW,Powered,scooter,36.145413,-86.807788,2019-10-20,20:18:20,1270.88,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredLPFXPUHZLWP5Q,Powered,scooter,36.120374,-86.818569,2019-10-18,23:08:00,2880.00,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredFHOKQWW5FXJS6,Powered,scooter,36.162825,-86.776549,2019-10-21,15:32:02,117.18,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredDNJXXGMCYLJWK,Powered,scooter,36.142558,-86.796515,2019-10-19,21:28:20,2640.88,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredYH66QNYSYPV44,Powered,scooter,36.150462,-86.779303,2019-10-21,12:46:16,282.95,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredEUAVSLXLRUMLF,Powered,scooter,36.137578,-86.799438,2019-10-21,13:53:51,215.36,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredFLNGBMAQRZM6U,Powered,scooter,36.154025,-86.773616,2019-10-21,11:59:32,329.68,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredQO53GVSWE3DT6,Powered,scooter,36.197082,-86.755312,2019-10-20,20:03:04,1286.15,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredSDNMKADCNDCLN,Powered,scooter,36.162632,-86.777259,2019-10-20,02:03:28,2365.75,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredTFY4C7Z3RKVTE,Powered,scooter,36.163492,-86.776165,2019-10-20,22:08:28,1160.75,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredTARKTAXWHO42S,Powered,scooter,36.155588,-86.780116,2019-10-21,15:43:44,105.48,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredSMZERSWJXKMN4,Powered,scooter,36.15415,-86.774399,2019-10-20,21:38:40,1190.55,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredK5L6GYNGS757D,Powered,scooter,36.162035,-86.776407,2019-10-21,01:40:03,949.16,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredSWYLQOIAPMZUU,Powered,scooter,36.164596,-86.776886,2019-10-21,10:38:09,411.06,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredKMSWUXK5OIFI4,Powered,scooter,36.160294,-86.778156,2019-10-21,13:52:35,216.63,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredOUMCWNBAOWATN,Powered,scooter,36.121554,-86.775581,2019-10-21,12:33:18,295.91,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredQXOA6RKKUTE6V,Powered,scooter,36.163779,-86.756316,2019-10-21,11:08:24,380.81,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredXFJ63RTCW7GGA,Powered,scooter,36.125259,-86.789958,2019-10-21,15:36:45,112.46,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredGZMWZ34RSVMAY,Powered,scooter,36.191135,-86.795469,2019-10-20,23:31:16,1077.95,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredBPILNSUMTZ7JA,Powered,scooter,36.154206,-86.786267,2019-10-20,22:04:15,1164.96,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredVLXKSNMTUF3S6,Powered,scooter,36.191372,-86.794599,2019-10-20,22:53:09,1116.06,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredKNPJYQBWP7NX4,Powered,scooter,36.152449,-86.784952,2019-10-21,17:12:04,17.15,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredNK7RM2M2FJGRC,Powered,scooter,36.165882,-86.777722,2019-10-21,11:00:05,389.13,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredIF4EMVHRQJRCB,Powered,scooter,36.231803,-86.773754,2019-10-18,22:06:59,2880.00,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredCW742BQMJ3XHN,Powered,scooter,36.153441,-86.753009,2019-10-18,17:31:36,2880.00,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredAE5QKKSVXWKNP,Powered,scooter,36.165992,-86.790081,2019-10-20,21:16:11,1213.03,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredQVFMD5DJURWOV,Powered,scooter,36.161254,-86.774662,2019-10-21,01:46:37,942.60,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredUY4GQSWEZCSLL,Powered,scooter,36.126526,-86.789594,2019-10-21,07:18:47,610.43,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredKF47YZWLD3URV,Powered,scooter,36.149119,-86.806506,2019-10-20,21:00:09,1229.06,0.15,https://www.li.me/help,1 (888)-LIME-345
Powered6RHNUDGPDUSWH,Powered,scooter,36.147186,-86.804303,2019-10-21,15:21:21,127.86,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredOP2UDBNTXBSZ6,Powered,scooter,36.140115,-86.7987,2019-10-20,20:24:22,1264.85,0.15,https://www.li.me/help,1 (888)-LIME-345
Powered5Y34BCJO374WL,Powered,scooter,36.123577,-86.789354,2019-10-21,12:43:28,285.75,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredEOBTKFAI2MSRP,Powered,scooter,36.140185,-86.798511,2019-10-20,21:56:50,1172.38,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredZRKDKQ24W2P2X,Powered,scooter,36.158936,-86.777338,2019-10-21,11:10:34,378.65,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredFWC5SHL4BCB2X,Powered,scooter,36.16471,-86.779466,2019-10-21,10:30:43,418.50,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredATVVC6OLFBVO2,Powered,scooter,36.150382,-86.797202,2019-10-21,11:42:19,346.90,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredXTNMEBOS5T2ZK,Powered,scooter,36.153532,-86.788924,2019-10-20,22:48:21,1120.86,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredK54QUZXCFJKS2,Powered,scooter,36.160629,-86.840672,2019-10-14,11:54:56,2880.00,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredW6SUBBTACUTQU,Powered,scooter,36.164568,-86.776972,2019-10-21,10:38:10,411.05,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredS4A3D6A3L3M73,Powered,scooter,36.14256,-86.796433,2019-10-19,21:28:02,2641.18,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredS32YM5356H2L7,Powered,scooter,36.167861,-86.77432,2019-10-20,16:43:18,1485.91,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredY43QZC36T4SXL,Powered,scooter,36.12528,-86.789914,2019-10-21,11:33:55,355.30,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredZOCKVYKHOOL77,Powered,scooter,36.154871,-86.784698,2019-10-20,23:32:31,1076.70,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredXULS4U4PCEJDZ,Powered,scooter,36.131448,-86.778703,2019-10-21,02:07:03,922.16,0.15,https://www.li.me/help,1 (888)-LIME-345
Powered576Z23XBXXADT,Powered,scooter,36.120702,-86.799467,2019-10-19,18:58:20,2790.88,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredUPIP56BO5SDYN,Powered,scooter,36.120771,-86.799566,2019-10-21,00:41:27,1007.76,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredINKMXRRD3D3SC,Powered,scooter,36.123168,-86.790064,2019-10-20,20:44:59,1244.23,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredA47XM6XKGFICO,Powered,scooter,36.146956,-86.799388,2019-10-21,15:33:16,115.95,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredHYCK76AB3B6JR,Powered,scooter,36.140023,-86.813767,2019-10-20,01:18:48,2410.41,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredHWQFYUTSZZEKE,Powered,scooter,36.139426,-86.809677,2019-10-21,13:41:48,227.41,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredRAIW35SMJZ2FE,Powered,scooter,36.122669,-86.789964,2019-10-21,00:46:59,1002.23,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredFAIGWPKA27PCZ,Powered,scooter,36.14847,-86.800183,2019-10-21,14:10:24,198.81,0.15,https://www.li.me/help,1 (888)-LIME-345
Powered3FYGIDTAUOWAA,Powered,scooter,36.117251,-86.794411,2019-10-21,14:50:27,158.76,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredOPWTGXQNAXHGS,Powered,scooter,36.162286,-86.779363,2019-10-21,12:16:51,312.36,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredEXCHEPMR2PQPI,Powered,scooter,36.164656,-86.779251,2019-10-21,10:30:44,418.48,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredGF32TV6YM3DXX,Powered,scooter,36.158165,-86.775637,2019-10-21,15:25:44,123.48,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredJEV42ISYX64XG,Powered,scooter,36.162625,-86.779295,2019-10-21,12:16:51,312.36,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredKUGM5PN3Q7DDN,Powered,scooter,36.169544,-86.807176,2019-10-21,16:24:46,64.45,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredJ6MMKID5J3N2P,Powered,scooter,36.14615,-86.804206,2019-10-21,10:45:08,404.08,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredPQ6FJEU7M2WV5,Powered,scooter,36.118864,-86.799617,2019-10-20,18:18:17,1390.93,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredYIIF3QVC64T66,Powered,scooter,36.166253,-86.779496,2019-10-21,13:40:12,229.01,0.15,https://www.li.me/help,1 (888)-LIME-345
Powered5D7CBMQRCELYR,Powered,scooter,36.162378,-86.775343,2019-10-21,17:13:35,15.63,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredI4FMPXTI2Q7WN,Powered,scooter,36.133022,-86.818427,2019-10-19,20:10:33,2718.66,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredZZICVF5IL4RK6,Powered,scooter,36.122663,-86.790566,2019-10-20,20:03:00,1286.21,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredADBYSO5F7BNJJ,Powered,scooter,36.154507,-86.784938,2019-10-20,23:46:38,1062.58,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredG42BYREDX7SVF,Powered,scooter,36.145983,-86.810228,2019-10-21,05:08:17,740.93,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredVRS5UZSU5WKXQ,Powered,scooter,36.156315,-86.781828,2019-10-21,00:16:50,1032.38,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredQZMLZLNNKJPQO,Powered,scooter,36.150349,-86.797227,2019-10-21,11:42:20,346.88,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredIMUYHPB4KUDQ5,Powered,scooter,36.155761,-86.785463,2019-10-21,09:22:51,486.36,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredL3EIUVX3W33OR,Powered,scooter,36.157473,-86.776813,2019-10-21,08:19:47,549.43,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredOMYZ2DFOUTAC6,Powered,scooter,36.137736,-86.800618,2019-10-21,14:49:55,159.30,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredCPBXY3C5QE26M,Powered,scooter,36.158988,-86.777499,2019-10-21,14:31:48,177.41,0.15,https://www.li.me/help,1 (888)-LIME-345
Powered5JQFP4NGIGJAF,Powered,scooter,36.194361,-86.789216,2019-10-17,22:57:05,2880.00,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredMWHHYPSVX34IW,Powered,scooter,36.163114,-86.776369,2019-10-21,10:44:08,405.08,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredQILZXUCGQ4FQ4,Powered,scooter,36.150434,-86.801228,2019-10-21,16:18:45,70.46,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredQLO2NN7JJYYFK,Powered,scooter,36.174877,-86.823467,2019-10-17,19:37:18,2880.00,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredVR4YLOE6SAY5T,Powered,scooter,36.163231,-86.779407,2019-10-21,15:28:37,120.60,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredR3QXO6TL2HIAB,Powered,scooter,36.154606,-86.784781,2019-10-21,15:41:04,108.15,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredF22KX5DOSQJYA,Powered,scooter,36.162447,-86.779286,2019-10-21,12:16:52,312.35,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredU3OVK27W5QVJU,Powered,scooter,36.175796,-86.792764,2019-10-21,01:09:48,979.41,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredAO76SMPD4ZEBJ,Powered,scooter,36.163453,-86.779433,2019-10-21,15:29:17,119.93,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredFWPAEAQMQWV7V,Powered,scooter,36.125401,-86.815631,2019-10-19,21:44:07,2625.10,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredYDQW5ISWTRM6T,Powered,scooter,36.162235,-86.779119,2019-10-21,00:46:30,1002.71,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredZYI3A7OFEYEYS,Powered,scooter,36.154585,-86.784731,2019-10-21,15:40:50,108.38,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredLD77BOOZ4B4SB,Powered,scooter,36.150874,-86.783077,2019-10-21,11:58:48,330.41,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredVJ76K5Z3V5CI7,Powered,scooter,36.162232,-86.779716,2019-10-21,14:50:39,158.56,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredH2IXWV44FRAMO,Powered,scooter,36.150949,-86.783446,2019-10-18,10:41:41,2880.00,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredVSEHXDME3WR37,Powered,scooter,36.155458,-86.773549,2019-10-20,22:52:13,1117.00,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredJCTIQ6FPT6PGY,Powered,scooter,36.150151,-86.783016,2019-10-15,00:21:31,2880.00,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredJ4W5YLZEMBDX2,Powered,scooter,36.150933,-86.782239,2019-10-21,11:55:55,333.30,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredFEVMEIUH6FCNG,Powered,scooter,36.147686,-86.799903,2019-10-21,15:35:24,113.81,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredFN6BVSKAZILY3,Powered,scooter,36.1458,-86.812849,2019-10-21,12:24:45,304.46,0.15,https://www.li.me/help,1 (888)-LIME-345
Powered2T2CB74PGKKH2,Powered,scooter,36.157602,-86.77614,2019-10-21,08:20:33,548.66,0.15,https://www.li.me/help,1 (888)-LIME-345
Powered7AQM6B2KMN3BL,Powered,scooter,36.13728,-86.776652,2019-10-21,00:37:22,1011.85,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredLJRZU6LQBQDJZ,Powered,scooter,36.154045,-86.773371,2019-10-21,12:32:55,296.30,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredGI5OMRWPRDANJ,Powered,scooter,36.155791,-86.785487,2019-10-21,09:22:51,486.36,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredLAXX65AIGQ27Q,Powered,scooter,36.131394,-86.778685,2019-10-21,02:07:03,922.16,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredPDJSE7S7SA7UM,Powered,scooter,36.163899,-86.769414,2019-10-21,15:02:23,146.83,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredQKTGJQHINMIBS,Powered,scooter,36.162457,-86.775965,2019-10-17,19:46:58,2880.00,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredIWH7R4AVISSYF,Powered,scooter,36.167865,-86.774308,2019-10-20,21:06:30,1222.71,0.15,https://www.li.me/help,1 (888)-LIME-345
Powered3ZMPJPDTFZ4XZ,Powered,scooter,36.171139,-86.792759,2019-10-20,20:17:49,1271.40,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredRFATPKFWL7OPD,Powered,scooter,36.140387,-86.796617,2019-10-20,23:21:31,1087.70,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredM7RMVITRQHJ3Z,Powered,scooter,36.11516,-86.792153,2019-10-19,19:05:26,2783.78,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredE37HPUOYH7YRY,Powered,scooter,36.149292,-86.807748,2019-10-21,14:52:39,156.56,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredVH5GQFMEIDYL7,Powered,scooter,36.157019,-86.772405,2019-10-21,15:51:07,98.10,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredTVB3YTZZ53TBE,Powered,scooter,36.150701,-86.783228,2019-10-21,00:22:50,1026.38,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredHDHHBVOS4YXTG,Powered,scooter,36.15956,-86.800651,2019-10-21,12:19:11,310.03,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredQZBS2Q665476B,Powered,scooter,36.141365,-86.799117,2019-10-21,15:25:41,123.53,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredIGDON5TKZ5FBK,Powered,scooter,36.124732,-86.78907,2019-10-21,11:30:28,358.75,0.15,https://www.li.me/help,1 (888)-LIME-345
Powered4LCWC4ZTAR7UP,Powered,scooter,36.150468,-86.797114,2019-10-21,11:42:20,346.88,0.15,https://www.li.me/help,1 (888)-LIME-345
Powered6AJIVTFYYENL6,Powered,scooter,36.162448,-86.778719,2019-10-21,00:19:13,1030.00,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredFM6ITKRPOWY43,Powered,scooter,36.168874,-86.783862,2019-10-21,17:13:40,15.55,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredIRNTIV6Q7DQZ5,Powered,scooter,36.150985,-86.783836,2019-10-16,16:54:40,2880.00,0.15,https://www.li.me/help,1 (888)-LIME-345
Powered6Z6YVT6VEHE2U,Powered,scooter,36.144992,-86.802075,2019-10-21,15:13:09,136.06,0.15,https://www.li.me/help,1 (888)-LIME-345
Powered6C5AHXJAJKAX4,Powered,scooter,36.144803,-86.785757,2019-10-21,15:09:26,139.78,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredXFLE7ZYMEL552,Powered,scooter,36.147798,-86.805498,2019-10-21,16:06:50,82.38,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredPFL4TIES35HTQ,Powered,scooter,36.160902,-86.777121,2019-10-21,12:22:04,307.15,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredH7I7YHWEGD42K,Powered,scooter,36.156546,-86.787242,2019-10-20,20:19:49,1269.40,0.15,https://www.li.me/help,1 (888)-LIME-345
Powered2QTOFIQINRR6M,Powered,scooter,36.163098,-86.783297,2019-10-21,00:20:00,1029.21,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredWEVF47URKFNAN,Powered,scooter,36.139225,-86.812066,2019-10-21,13:39:42,229.51,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredWZYPKKJVCUQQN,Powered,scooter,36.152659,-86.796905,2019-10-21,01:22:54,966.31,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredXHJJUHIQH5ORA,Powered,scooter,36.115147,-86.792145,2019-10-19,19:00:01,2789.20,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredE3R5AY4GCXSHC,Powered,scooter,36.18379,-86.750062,2019-10-21,10:17:21,431.86,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredGICXJQM3ONX2W,Powered,scooter,36.123162,-86.790098,2019-10-20,20:44:59,1244.23,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredSFIU56QRIZNST,Powered,scooter,36.142627,-86.796408,2019-10-19,00:23:28,2880.00,0.15,https://www.li.me/help,1 (888)-LIME-345
Powered36KKJD2IQ656A,Powered,scooter,36.165149,-86.768167,2019-10-20,23:36:25,1072.80,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredUBPOZ6LKXNZ4Q,Powered,scooter,36.140216,-86.798559,2019-10-20,21:58:24,1170.81,0.15,https://www.li.me/help,1 (888)-LIME-345
Powered2PIIROGN76GLF,Powered,scooter,36.18481,-86.753962,2019-10-19,10:21:37,2880.00,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredEXL2SRDP73CFN,Powered,scooter,36.155765,-86.785476,2019-10-21,09:22:52,486.35,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredYF2CJHSFP3L5L,Powered,scooter,36.141479,-86.80514,2019-10-21,17:19:06,10.11,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredWVFVTYLWIVLI7,Powered,scooter,36.142572,-86.796396,2019-10-20,14:24:01,1625.20,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredOYVFGGGRLEZL6,Powered,scooter,36.166436,-86.766344,2019-10-20,23:28:05,1081.13,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredDCLEPCSILCKWM,Powered,scooter,36.159533,-86.780329,2019-10-21,01:40:23,948.83,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredWNTPL226UPZVX,Powered,scooter,36.150912,-86.782233,2019-10-21,11:55:55,333.30,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredWMIQUU6VN4JSI,Powered,scooter,36.135,-86.789084,2019-10-21,14:56:33,152.66,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredCIC7CFZMAH3TY,Powered,scooter,36.160296,-86.777267,2019-10-21,14:56:35,152.63,0.15,https://www.li.me/help,1 (888)-LIME-345
Powered3LDDJBCGRKGQM,Powered,scooter,36.15672,-86.781031,2019-10-21,13:52:02,217.18,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredLEIVWIDNUCQ3B,Powered,scooter,36.163102,-86.77647,2019-10-21,14:45:19,163.90,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredMQP2J6O3XWRMS,Powered,scooter,36.149953,-86.793276,2019-10-21,12:01:31,327.70,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredUUY2D64XAS4RJ,Powered,scooter,36.142566,-86.796585,2019-10-19,21:28:28,2640.75,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredBKKI2SJSMUYX5,Powered,scooter,36.144925,-86.809457,2019-10-20,23:16:07,1093.10,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredM5Z2W4L747ABA,Powered,scooter,36.145804,-86.812834,2019-10-21,12:27:12,302.01,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredSFTQ2XO3ARU2D,Powered,scooter,36.135341,-86.701381,2019-10-21,00:45:13,1004.00,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredJ2ZEW3VRV34OK,Powered,scooter,36.158837,-86.777338,2019-10-21,15:25:38,123.58,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredVL2GDHTIFQTSU,Powered,scooter,36.150899,-86.783079,2019-10-21,09:51:05,458.13,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredA3QTVZIRTTPN5,Powered,scooter,36.168615,-86.780472,2019-10-21,01:42:43,946.50,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredNKUMT6YXFII6C,Powered,scooter,36.138925,-86.806053,2019-10-21,12:32:49,296.40,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredI74OVG63I5CKU,Powered,scooter,36.180191,-86.811843,2019-10-19,16:00:34,2880.00,0.15,https://www.li.me/help,1 (888)-LIME-345
