SUMD ID,SUMD Type,SUMD Group,GPS Latitude,GPS Longitude,Availability Start Date,Availability Start Time,Availability Duration,Real Time Fare,Company Website,Company Phone
PoweredJTZDJ4B3S2HDG,Powered,scooter,36.131418,-86.778735,2019-10-21,02:07:02,922.18,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredIVE6QY22CM6PZ,Powered,scooter,36.154739,-86.784591,2019-10-21,00:18:47,1030.43,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredREGUWDCV4QZS3,Powered,scooter,36.124096,-86.78988,2019-10-21,01:00:08,989.08,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredPAVHVTUPMTOOG,Powered,scooter,36.156407,-86.776169,2019-10-21,00:19:23,1029.83,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredYCDXTGGL4MHNM,Powered,scooter,36.143185,-86.827873,2019-10-21,00:18:10,1031.05,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredRN5JXVGKH63FK,Powered,scooter,36.156053,-86.795519,2019-10-21,00:18:30,1030.71,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredVT2LCD4GH2MM4,Powered,scooter,36.142547,-86.808246,2019-10-21,17:04:42,24.51,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredLRAXWZSZ5DGEV,Powered,scooter,36.126501,-86.789684,2019-10-21,07:18:45,610.46,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredD5G5KBYMTPXEK,Powered,scooter,36.165341,-86.757928,2019-10-21,00:17:30,1031.71,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredFUSLNFN2EJHX2,Powered,scooter,36.16457,-86.776896,2019-10-21,10:55:49,393.40,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredWQTIYKRRHFKXQ,Powered,scooter,36.168548,-86.782978,2019-10-21,12:55:14,273.98,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredGJXNKAGTM7V35,Powered,scooter,36.158837,-86.789741,2019-10-19,01:26:19,2880.00,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredUHDEIYYDKBLZB,Powered,scooter,36.137244,-86.78785,2019-10-21,14:54:44,154.48,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredM7FYDK2WAMWK7,Powered,scooter,36.160322,-86.779015,2019-10-21,10:39:22,409.85,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredGBSO3ZCUZQWTR,Powered,scooter,36.150377,-86.79724,2019-10-21,11:42:19,346.90,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredK5EA6OBJJD2GU,Powered,scooter,36.150133,-86.782944,2019-10-17,22:26:55,2880.00,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredXJGLR5DZQPEY4,Powered,scooter,36.140162,-86.798671,2019-10-21,00:18:08,1031.08,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredQ52I7EQ3KQ3Z6,Powered,scooter,36.140563,-86.817798,2019-10-21,12:15:43,313.50,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredQ54WALZIUB4WM,Powered,scooter,36.125793,-86.776284,2019-10-21,08:25:50,543.38,0.15,https://www.li.me/help,1 (888)-LIME-345
Powered5HXOYA6XI66JA,Powered,scooter,36.139968,-86.805062,2019-10-21,14:31:35,177.63,0.15,https://www.li.me/help,1 (888)-LIME-345
Powered3KUB4IF3GM4IH,Powered,scooter,36.145411,-86.801013,2019-10-21,17:08:44,20.48,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredABJNKD7I4LPCJ,Powered,scooter,36.160637,-86.840703,2019-10-21,00:19:21,1029.86,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredSGYUEYSI7FI3O,Powered,scooter,36.164768,-86.779402,2019-10-21,15:49:19,99.90,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredZGDPU5ML2SN7B,Powered,scooter,36.097267,-86.781011,2019-10-21,00:20:53,1028.33,0.15,https://www.li.me/help,1 (888)-LIME-345
Powered6LVXU7DE52SRH,Powered,scooter,36.111649,-86.79288,2019-10-21,01:15:52,973.35,0.15,https://www.li.me/help,1 (888)-LIME-345
Powered6R37LHWCBYSXH,Powered,scooter,36.143055,-86.80087,2019-10-21,15:34:32,114.68,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredBJNWRVWSZEGQC,Powered,scooter,36.152736,-86.799626,2019-10-21,11:10:38,378.58,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredXNNR3HGZW2OSE,Powered,scooter,36.1265,-86.78962,2019-10-21,07:18:45,610.46,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredP2WO4FX2O5GE6,Powered,scooter,36.141082,-86.809058,2019-10-21,17:12:41,16.53,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredANFOCGTKQZPKK,Powered,scooter,36.111828,-86.799621,2019-10-20,23:15:00,1094.21,0.15,https://www.li.me/help,1 (888)-LIME-345
Powered65QFONQGOP4OY,Powered,scooter,36.155561,-86.784145,2019-10-11,01:39:44,2880.00,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredPKP2ALO33P7SN,Powered,scooter,36.139075,-86.806109,2019-10-21,12:31:38,297.58,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredUNZOYTOFWZY2I,Powered,scooter,36.123568,-86.789365,2019-10-21,12:43:28,285.75,0.15,https://www.li.me/help,1 (888)-LIME-345
Powered7CFWMC6SQK4CP,Powered,scooter,36.150508,-86.775389,2019-10-20,22:52:57,1116.26,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredMLZFFFOH7TANV,Powered,scooter,36.171304,-86.762052,2019-10-21,00:31:23,1017.83,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredMNL34G4JAADAN,Powered,scooter,36.137643,-86.800838,2019-10-21,15:41:12,108.01,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredYTL5TFGVWXDQC,Powered,scooter,36.171152,-86.792728,2019-10-21,14:19:25,189.80,0.15,https://www.li.me/help,1 (888)-LIME-345
Powered4FY5UEYQMLMDO,Powered,scooter,36.142917,-86.819966,2019-10-21,01:19:37,969.60,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredFQYPH2FILNZV6,Powered,scooter,36.164461,-86.777516,2019-10-20,22:48:09,1121.06,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredYRVK2V4P7US4T,Powered,scooter,36.154988,-86.775289,2019-10-21,00:30:25,1018.80,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredZUTPB2JMBQTXM,Powered,scooter,36.156302,-86.776025,2019-10-21,00:36:50,1012.38,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredMWCXX2BMPXABX,Powered,scooter,36.194063,-86.73703,2019-10-20,21:12:01,1217.20,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredNLFGY7Y43H63I,Powered,scooter,36.15732,-86.77237,2019-10-19,21:39:27,2629.76,0.15,https://www.li.me/help,1 (888)-LIME-345
Powered2LFJJDXQHZML2,Powered,scooter,36.124708,-86.789041,2019-10-21,11:30:26,358.78,0.15,https://www.li.me/help,1 (888)-LIME-345
Powered3ZN4EBIWM3BF4,Powered,scooter,36.149586,-86.782838,2019-10-15,01:48:38,2880.00,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredKMSCZAGITLYMG,Powered,scooter,36.162104,-86.779091,2019-10-21,17:09:36,19.61,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredIDVII33VWPBBK,Powered,scooter,36.16204,-86.779183,2019-10-21,13:40:31,228.70,0.15,https://www.li.me/help,1 (888)-LIME-345
Powered5LSYYEHJZATY2,Powered,scooter,36.153826,-86.824973,2019-10-20,21:59:58,1169.25,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredLTVSNA3SSDZSX,Powered,scooter,36.144714,-86.808173,2019-10-21,12:51:18,277.91,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredQTQBPKWOCFR7R,Powered,scooter,36.164642,-86.776917,2019-10-21,10:55:44,393.48,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredSHTQF4XVPWS3V,Powered,scooter,36.155864,-86.782575,2019-10-21,14:26:44,182.48,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredMRUFC527Y3DZY,Powered,scooter,36.166502,-86.78812,2019-10-20,21:26:48,1202.41,0.15,https://www.li.me/help,1 (888)-LIME-345
Powered7QZH2LUE4GXUZ,Powered,scooter,36.150923,-86.78228,2019-10-21,11:55:54,333.31,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredBLU2ZEAMQDJ3K,Powered,scooter,36.157112,-86.776723,2019-10-21,11:34:02,355.18,0.15,https://www.li.me/help,1 (888)-LIME-345
Powered4K4I7MRI5WTPL,Powered,scooter,36.131978,-86.801369,2019-10-17,22:23:35,2880.00,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredSCD3TC2HPN3YV,Powered,scooter,36.118874,-86.79961,2019-10-20,18:18:02,1391.18,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredNRMJOAPWB57NJ,Powered,scooter,36.167078,-86.779961,2019-10-21,03:44:56,824.28,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredJDCZNIOP6YWNY,Powered,scooter,36.138961,-86.806181,2019-10-21,12:31:44,297.48,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredPVDIQGEYNWOTT,Powered,scooter,36.143587,-86.799276,2019-10-21,16:06:28,82.75,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredDD3XJEU6PEMBV,Powered,scooter,36.145732,-86.81066,2019-10-21,11:54:15,334.96,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredBM4RVBXFIJF3Y,Powered,scooter,36.16738,-86.777128,2019-10-20,20:06:34,1282.65,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredHTG5THJORNFOF,Powered,scooter,36.13317,-86.779419,2019-10-21,00:16:55,1032.30,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredT5QKQAFZI3AUB,Powered,scooter,36.138998,-86.80612,2019-10-21,17:09:03,20.16,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredEXPZ2BAVF7DPF,Powered,scooter,36.175421,-86.787667,2019-10-21,14:39:34,169.65,0.15,https://www.li.me/help,1 (888)-LIME-345
Powered7EWXMKAWHJOUV,Powered,scooter,36.183841,-86.750187,2019-10-21,10:17:19,431.90,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredOIAXAHMOFTKWL,Powered,scooter,36.155381,-86.780822,2019-10-21,12:39:30,289.71,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredUDZOA3PA4ZQM4,Powered,scooter,36.165904,-86.777717,2019-10-21,10:29:51,419.36,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredNKHA5CR74AYQW,Powered,scooter,36.174809,-86.743401,2019-10-17,21:22:29,2880.00,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredNQRDGI3DRSRJ4,Powered,scooter,36.121497,-86.77551,2019-10-20,11:53:53,1775.33,0.15,https://www.li.me/help,1 (888)-LIME-345
Powered5DWAERLTXQKGB,Powered,scooter,36.124717,-86.789041,2019-10-21,11:30:26,358.78,0.15,https://www.li.me/help,1 (888)-LIME-345
Powered5I7KTDTBSAZBG,Powered,scooter,36.170473,-86.765497,2019-10-21,00:57:26,991.78,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredKCXMXKUIP3Z4E,Powered,scooter,36.157478,-86.776824,2019-10-21,08:19:54,549.31,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredGERKTDOEVMRZN,Powered,scooter,36.162671,-86.779287,2019-10-21,12:16:49,312.40,0.15,https://www.li.me/help,1 (888)-LIME-345
Powered7CIKXVBINYW5U,Powered,scooter,36.131387,-86.778756,2019-10-21,02:07:02,922.18,0.15,https://www.li.me/help,1 (888)-LIME-345
Powered3HJPPUNVYGL45,Powered,scooter,36.14297,-86.79166,2019-10-20,12:24:41,1744.53,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredMMQ534VVWBDHS,Powered,scooter,36.149132,-86.806456,2019-10-20,21:00:08,1229.08,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredCPYYZZ4YDZMIY,Powered,scooter,36.158409,-86.783528,2019-10-21,15:40:52,108.35,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredEGRN7CFK6Q6K2,Powered,scooter,36.159715,-86.779712,2019-10-20,20:27:45,1261.46,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredWBHXAYPLPMVZG,Powered,scooter,36.158115,-86.776951,2019-10-21,14:51:40,157.55,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredXSGC64E4AGV7P,Powered,scooter,36.046203,-86.906898,2019-10-20,21:13:18,1215.91,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredAILBNBHXJ6SBV,Powered,scooter,36.160824,-86.777125,2019-10-21,15:18:17,130.93,0.15,https://www.li.me/help,1 (888)-LIME-345
Powered6GHEMWO6YRJIP,Powered,scooter,36.150936,-86.782263,2019-10-21,08:32:24,536.81,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredQCILZ4LDY7F3C,Powered,scooter,36.165856,-86.777746,2019-10-21,11:00:14,388.98,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredOJUAAK74GKEFJ,Powered,scooter,36.154645,-86.775546,2019-10-14,01:10:59,2880.00,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredSS2HT4GJY33T6,Powered,scooter,36.164999,-86.785939,2019-10-21,00:30:30,1018.71,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredL4XYY53LZM76E,Powered,scooter,36.14444,-86.809651,2019-10-21,12:52:32,276.68,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredTAAYG5FX7J7IZ,Powered,scooter,36.132236,-86.78066,2019-10-20,19:57:34,1291.65,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredXWPZLUTICV7RC,Powered,scooter,36.124725,-86.78904,2019-10-21,11:30:27,358.76,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredNVZAAZG7BJUGL,Powered,scooter,36.13774,-86.787508,2019-10-21,15:11:05,138.13,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredXIF2EEVMSARJI,Powered,scooter,36.11888,-86.799604,2019-10-20,17:54:15,1414.96,0.15,https://www.li.me/help,1 (888)-LIME-345
Powered6X5A4ZZGFF7VA,Powered,scooter,36.117623,-86.776282,2019-10-21,01:47:50,941.38,0.15,https://www.li.me/help,1 (888)-LIME-345
Powered7SZC4MUHDN4EZ,Powered,scooter,36.164649,-86.779377,2019-10-21,15:56:11,93.03,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredBWB264647VXF3,Powered,scooter,36.140383,-86.796573,2019-10-20,21:52:06,1177.11,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredCFNYZGZ4CG5JH,Powered,scooter,36.142513,-86.792085,2019-10-21,13:03:14,265.98,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredMWA2NEKTFGT6H,Powered,scooter,36.125303,-86.78996,2019-10-21,15:36:42,112.51,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredMQPXEE77YOT2G,Powered,scooter,36.163458,-86.789027,2019-10-19,22:17:27,2591.76,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredRUY2KYEUYYYEE,Powered,scooter,36.130804,-86.821855,2019-10-17,20:03:42,2880.00,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredIUK7AD4BUKDIZ,Powered,scooter,36.125293,-86.789903,2019-10-21,15:36:43,112.50,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredP6QUSKD6NIEUN,Powered,scooter,36.145781,-86.81287,2019-10-21,12:26:04,303.15,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredZE53QDZYMUPL2,Powered,scooter,36.183838,-86.750227,2019-10-20,21:18:47,1210.43,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredUG2O3VTHVVO4K,Powered,scooter,36.157007,-86.772416,2019-10-21,15:50:49,98.40,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredDNB3LM4OLVXO2,Powered,scooter,36.185999,-86.794148,2019-10-20,16:31:44,1497.48,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredQFLFQ26LSI3A5,Powered,scooter,36.150914,-86.783356,2019-10-21,15:37:33,111.66,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredQPTPXL34FTX5V,Powered,scooter,36.148597,-86.795452,2019-10-20,12:21:41,1747.53,0.15,https://www.li.me/help,1 (888)-LIME-345
Powered5VHFZMDPGBWD5,Powered,scooter,36.166123,-86.776405,2019-10-21,00:41:13,1008.00,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredFABEBPSD2VQB2,Powered,scooter,36.170146,-86.790418,2019-10-20,21:58:29,1170.73,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredCPPUZSCJLJK5G,Powered,scooter,36.137716,-86.800647,2019-10-21,14:49:43,159.50,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredC6PDDC6OOF65G,Powered,scooter,36.145765,-86.810662,2019-10-21,11:57:24,331.81,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredJNLXVGOQPEB7J,Powered,scooter,36.168722,-86.782987,2019-10-21,12:56:37,272.60,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredHO7YLCI6JS3MS,Powered,scooter,36.150991,-86.783026,2019-10-21,11:58:47,330.43,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredKNQFJGVAG34SC,Powered,scooter,36.15975,-86.775406,2019-10-21,14:41:55,167.30,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredVENLXJ3JXEVII,Powered,scooter,36.144246,-86.813309,2019-10-20,21:40:10,1189.05,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredKHQWLTETRKMER,Powered,scooter,36.162994,-86.77632,2019-10-21,10:43:54,405.31,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredCGMQXRU4QVBDB,Powered,scooter,36.165738,-86.778431,2019-10-21,00:05:17,1043.93,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredJMW42GENGDZOE,Powered,scooter,36.162817,-86.776614,2019-10-20,23:19:55,1089.30,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredDNDSG3MNYE53Z,Powered,scooter,36.147005,-86.801663,2019-10-21,17:14:11,15.03,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredKV2IB55EDYMQX,Powered,scooter,36.157052,-86.772375,2019-10-21,16:01:41,87.53,0.15,https://www.li.me/help,1 (888)-LIME-345
Powered4ADKMJLMDUNQ3,Powered,scooter,36.147694,-86.800865,2019-10-21,17:00:26,28.78,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredU4XJWP7WZVXON,Powered,scooter,36.126507,-86.789635,2019-10-21,07:18:46,610.45,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredDMHQVTJWMZWVU,Powered,scooter,36.163138,-86.780455,2019-10-21,17:17:00,12.21,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredMVU4H3HCOZ3ZX,Powered,scooter,36.144222,-86.807763,2019-10-20,14:54:08,1595.08,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredJMEV4TFJ6PBP2,Powered,scooter,36.162413,-86.779285,2019-10-21,12:16:50,312.38,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredGBVJYDKYERDE6,Powered,scooter,36.145793,-86.810655,2019-10-21,11:55:28,333.75,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredTWXIK4OYP5FE6,Powered,scooter,36.151034,-86.794599,2019-10-21,11:59:09,330.06,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredQAP26WB4EXUNW,Powered,scooter,36.157459,-86.739874,2019-10-21,14:38:57,170.26,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredHIOL55XQPI5SD,Powered,scooter,36.192998,-86.80908,2019-10-21,15:27:14,121.98,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredFMOZXUI74JUMY,Powered,scooter,36.160038,-86.778508,2019-10-21,01:35:27,953.76,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredTJIWDODLOJXFX,Powered,scooter,36.158768,-86.774173,2019-10-21,14:43:29,165.73,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredRPKPOIVYHJNZM,Powered,scooter,36.157712,-86.785146,2019-10-21,02:09:41,919.53,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredNA7D5WLERREGY,Powered,scooter,36.16478,-86.779682,2019-10-21,15:37:16,111.95,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredZVN4EMPJ3ROQP,Powered,scooter,36.155757,-86.785467,2019-10-21,09:22:50,486.38,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredJTXV42MMK5N2K,Powered,scooter,36.10624,-86.790449,2019-10-19,20:28:06,2701.11,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredPKBZ6QO7CIUII,Powered,scooter,36.1558,-86.785495,2019-10-21,09:22:50,486.38,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredPNKVQ37HQQ3HM,Powered,scooter,36.125917,-86.789362,2019-10-21,07:22:22,606.85,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredB23LPQAPX3B5S,Powered,scooter,36.151239,-86.794601,2019-10-21,00:47:58,1001.25,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredGNN2PXVPW6UKU,Powered,scooter,36.126417,-86.789671,2019-10-21,07:18:46,610.45,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredKD6TEC3C5UDHA,Powered,scooter,36.154472,-86.792786,2019-10-21,01:00:30,988.71,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredVB6M32KNSQWJB,Powered,scooter,36.160143,-86.773094,2019-10-19,01:06:14,2880.00,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredD2OTOYNGZJL3H,Powered,scooter,36.168112,-86.782976,2019-10-21,02:34:47,894.43,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredZMNX2Z2HALPM3,Powered,scooter,36.183774,-86.750112,2019-10-21,10:17:20,431.88,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredCI2POZGKUFYOX,Powered,scooter,36.152792,-86.783813,2019-10-21,15:55:50,93.38,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredU3GR2EB5HYGMV,Powered,scooter,36.125617,-86.776194,2019-10-21,08:25:51,543.36,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredY774BPG2OPQE6,Powered,scooter,36.163004,-86.776272,2019-10-21,10:43:49,405.40,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredSINZNV4OYDROU,Powered,scooter,36.155495,-86.784564,2019-10-21,14:29:06,180.11,0.15,https://www.li.me/help,1 (888)-LIME-345
Powered3Q3KLMCKASODG,Powered,scooter,36.148981,-86.806619,2019-10-20,18:32:15,1376.96,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredNBWH2PWJ77COO,Powered,scooter,36.15817,-86.775451,2019-10-21,11:10:33,378.66,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredQFBY4IVPEEEA6,Powered,scooter,36.159567,-86.818224,2019-10-21,00:19:17,1029.93,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredPVILSU2MCKZ5I,Powered,scooter,36.125281,-86.78991,2019-10-21,15:36:45,112.46,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredLWJZ3W4CQWMJZ,Powered,scooter,36.151308,-86.794628,2019-10-21,01:28:09,961.06,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredSPSELIXVHM4B2,Powered,scooter,36.104263,-86.808682,2019-10-20,19:45:36,1303.61,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredR3CLJVBOJTA3H,Powered,scooter,36.157803,-86.778687,2019-10-21,14:23:21,185.86,0.15,https://www.li.me/help,1 (888)-LIME-345
Powered2QGUYJ6POVQB3,Powered,scooter,36.15181,-86.833968,2019-10-21,01:20:50,968.38,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredDR74OUO52HDXZ,Powered,scooter,36.164617,-86.776787,2019-10-21,10:55:47,393.43,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredFQQU45LE3YENV,Powered,scooter,36.161608,-86.781941,2019-10-11,01:38:53,2880.00,0.15,https://www.li.me/help,1 (888)-LIME-345
PoweredAC75LKXR7K4AP,Powered,scooter,36.150043,-86.75825,2019-10-20,21:19:12,1210.01,0.15,https://www.li.me/help,1 (888)-LIME-345
