StationName,StationLocation,DateTime,RecordId,RoadSurfaceTemperature,AirTemperature
AuroraBridge,POINT (-122.347278 47.643174),11/10/2020 03:52:00 AM,4127886,41.87,41.29
AuroraBridge,POINT (-122.347278 47.643174),11/10/2020 03:53:00 AM,4127887,41.87,41.28
AuroraBridge,POINT (-122.347278 47.643174),11/10/2020 03:54:00 AM,4127888,41.87,41.28
AuroraBridge,POINT (-122.347278 47.643174),11/10/2020 03:55:00 AM,4127889,41.87,41.28
AuroraBridge,POINT (-122.347278 47.643174),11/10/2020 03:56:00 AM,4127890,41.86,41.28
AuroraBridge,POINT (-122.347278 47.643174),11/10/2020 03:57:00 AM,4127891,41.84,41.25
AuroraBridge,POINT (-122.347278 47.643174),11/10/2020 03:58:00 AM,4127892,41.84,41.21
MagnoliaBridge,POINT (-122.387341 47.633454),11/10/2020 03:46:00 AM,4157380,39.70,42.63
AuroraBridge,POINT (-122.347278 47.643174),11/10/2020 03:59:00 AM,4127893,41.83,41.19
MagnoliaBridge,POINT (-122.387341 47.633454),11/10/2020 03:47:00 AM,4157381,39.69,42.67
AuroraBridge,POINT (-122.347278 47.643174),11/10/2020 04:00:00 AM,4127894,41.83,41.14
MagnoliaBridge,POINT (-122.387341 47.633454),11/10/2020 03:48:00 AM,4157382,39.67,42.72
MagnoliaBridge,POINT (-122.387341 47.633454),11/10/2020 03:49:00 AM,4157383,39.67,42.71
MagnoliaBridge,POINT (-122.387341 47.633454),11/10/2020 03:50:00 AM,4157384,39.67,42.66
MagnoliaBridge,POINT (-122.387341 47.633454),11/10/2020 03:51:00 AM,4157385,39.65,42.68
MagnoliaBridge,POINT (-122.387341 47.633454),11/10/2020 03:52:00 AM,4157386,39.62,42.84
MagnoliaBridge,POINT (-122.387341 47.633454),11/10/2020 03:53:00 AM,4157387,39.60,42.90
MagnoliaBridge,POINT (-122.387341 47.633454),11/10/2020 03:54:00 AM,4157388,39.59,42.93
MagnoliaBridge,POINT (-122.387341 47.633454),11/10/2020 03:55:00 AM,4157389,39.55,42.99
MagnoliaBridge,POINT (-122.387341 47.633454),11/10/2020 03:56:00 AM,4157390,39.53,43.03
MagnoliaBridge,POINT (-122.387341 47.633454),11/10/2020 03:57:00 AM,4157391,39.50,43.02
MagnoliaBridge,POINT (-122.387341 47.633454),11/10/2020 03:58:00 AM,4157392,39.47,43.01
MagnoliaBridge,POINT (-122.387341 47.633454),11/10/2020 03:59:00 AM,4157393,39.44,42.99
MagnoliaBridge,POINT (-122.387341 47.633454),11/10/2020 04:00:00 AM,4157394,39.42,43.01
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/10/2020 03:56:00 AM,1055869,42.53,40.73
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/10/2020 03:57:00 AM,1055870,42.53,40.77
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/10/2020 03:58:00 AM,1055871,42.53,40.83
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/10/2020 03:59:00 AM,1055872,42.53,40.90
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/10/2020 04:00:00 AM,1055873,42.53,40.96
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/10/2020 04:01:00 AM,1055874,42.53,41.02
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/10/2020 04:02:00 AM,1055875,42.53,41.08
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/10/2020 04:03:00 AM,1055876,42.53,41.15
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/10/2020 04:04:00 AM,1055877,42.53,41.21
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/10/2020 04:05:00 AM,1055878,42.53,41.28
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/10/2020 04:06:00 AM,1055879,42.53,41.33
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/10/2020 04:07:00 AM,1055880,42.53,41.39
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/10/2020 04:08:00 AM,1055881,42.53,41.45
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/10/2020 04:09:00 AM,1055882,42.53,41.50
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/10/2020 04:10:00 AM,1055883,42.53,41.53
AuroraBridge,POINT (-122.347278 47.643174),11/10/2020 03:56:00 AM,4127890,41.86,41.28
AuroraBridge,POINT (-122.347278 47.643174),11/10/2020 03:57:00 AM,4127891,41.84,41.25
AuroraBridge,POINT (-122.347278 47.643174),11/10/2020 03:58:00 AM,4127892,41.84,41.21
AuroraBridge,POINT (-122.347278 47.643174),11/10/2020 03:59:00 AM,4127893,41.83,41.19
AuroraBridge,POINT (-122.347278 47.643174),11/10/2020 04:00:00 AM,4127894,41.83,41.14
AuroraBridge,POINT (-122.347278 47.643174),11/10/2020 04:01:00 AM,4127895,41.83,41.10
AuroraBridge,POINT (-122.347278 47.643174),11/10/2020 04:02:00 AM,4127896,41.83,41.08
AuroraBridge,POINT (-122.347278 47.643174),11/10/2020 04:03:00 AM,4127897,41.83,41.11
AuroraBridge,POINT (-122.347278 47.643174),11/10/2020 04:04:00 AM,4127898,41.83,41.08
AuroraBridge,POINT (-122.347278 47.643174),11/10/2020 04:05:00 AM,4127899,41.83,41.05
NE45StViaduct,POINT (-122.301929 47.66127),11/10/2020 03:56:00 AM,4197305,40.38,42.37
NE45StViaduct,POINT (-122.301929 47.66127),11/10/2020 03:57:00 AM,4197306,40.37,42.34
AuroraBridge,POINT (-122.347278 47.643174),11/10/2020 04:06:00 AM,4127900,41.82,40.99
NE45StViaduct,POINT (-122.301929 47.66127),11/10/2020 03:58:00 AM,4197307,40.36,42.30
AuroraBridge,POINT (-122.347278 47.643174),11/10/2020 04:07:00 AM,4127901,41.81,40.92
AuroraBridge,POINT (-122.347278 47.643174),11/10/2020 04:08:00 AM,4127902,41.80,40.86
NE45StViaduct,POINT (-122.301929 47.66127),11/10/2020 03:59:00 AM,4197308,40.33,42.27
NE45StViaduct,POINT (-122.301929 47.66127),11/10/2020 04:00:00 AM,4197309,40.32,42.23
AuroraBridge,POINT (-122.347278 47.643174),11/10/2020 04:09:00 AM,4127903,41.79,40.78
NE45StViaduct,POINT (-122.301929 47.66127),11/10/2020 04:01:00 AM,4197310,40.30,42.19
AuroraBridge,POINT (-122.347278 47.643174),11/10/2020 04:10:00 AM,4127904,41.79,40.74
NE45StViaduct,POINT (-122.301929 47.66127),11/10/2020 04:02:00 AM,4197311,40.28,42.15
NE45StViaduct,POINT (-122.301929 47.66127),11/10/2020 04:03:00 AM,4197312,40.25,42.12
NE45StViaduct,POINT (-122.301929 47.66127),11/10/2020 04:04:00 AM,4197313,40.23,42.10
NE45StViaduct,POINT (-122.301929 47.66127),11/10/2020 04:05:00 AM,4197314,40.20,42.06
NE45StViaduct,POINT (-122.301929 47.66127),11/10/2020 04:06:00 AM,4197315,40.17,42.03
MagnoliaBridge,POINT (-122.387341 47.633454),11/10/2020 11:20:00 PM,4158554,39.47,39.34
MagnoliaBridge,POINT (-122.387341 47.633454),11/10/2020 11:21:00 PM,4158555,39.44,39.28
MagnoliaBridge,POINT (-122.387341 47.633454),11/10/2020 11:22:00 PM,4158556,39.43,39.28
MagnoliaBridge,POINT (-122.387341 47.633454),11/10/2020 11:23:00 PM,4158557,39.40,39.29
MagnoliaBridge,POINT (-122.387341 47.633454),11/10/2020 11:24:00 PM,4158558,39.39,39.24
MagnoliaBridge,POINT (-122.387341 47.633454),11/10/2020 11:25:00 PM,4158559,39.36,39.21
MagnoliaBridge,POINT (-122.387341 47.633454),11/10/2020 11:26:00 PM,4158560,39.35,39.15
MagnoliaBridge,POINT (-122.387341 47.633454),11/10/2020 11:27:00 PM,4158561,39.33,39.12
MagnoliaBridge,POINT (-122.387341 47.633454),11/10/2020 11:28:00 PM,4158562,39.31,39.09
MagnoliaBridge,POINT (-122.387341 47.633454),11/10/2020 11:29:00 PM,4158563,39.29,39.05
MagnoliaBridge,POINT (-122.387341 47.633454),11/10/2020 11:30:00 PM,4158564,39.27,39.08
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/10/2020 11:26:00 PM,4192482,39.92,39.92
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/10/2020 11:27:00 PM,4192483,39.91,39.91
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/10/2020 11:28:00 PM,4192484,39.89,39.89
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/10/2020 11:29:00 PM,4192485,39.87,39.87
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/10/2020 11:30:00 PM,4192486,39.86,39.86
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/10/2020 11:31:00 PM,4192487,39.85,39.85
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/10/2020 11:32:00 PM,4192488,39.83,39.83
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/10/2020 11:33:00 PM,4192489,39.82,39.82
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/10/2020 11:34:00 PM,4192490,39.82,39.82
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/10/2020 11:35:00 PM,4192491,39.80,39.80
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/10/2020 11:36:00 PM,4192492,39.78,39.78
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/10/2020 11:37:00 PM,4192493,39.78,39.78
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/10/2020 11:38:00 PM,4192494,39.76,39.76
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/10/2020 11:39:00 PM,4192495,39.75,39.75
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/10/2020 11:40:00 PM,4192496,39.74,39.74
AuroraBridge,POINT (-122.347278 47.643174),11/10/2020 11:26:00 PM,4129060,42.58,39.12
AuroraBridge,POINT (-122.347278 47.643174),11/10/2020 11:27:00 PM,4129061,42.56,39.14
AuroraBridge,POINT (-122.347278 47.643174),11/10/2020 11:28:00 PM,4129062,42.54,39.08
AuroraBridge,POINT (-122.347278 47.643174),11/10/2020 11:29:00 PM,4129063,42.54,39.03
AuroraBridge,POINT (-122.347278 47.643174),11/10/2020 11:30:00 PM,4129064,42.54,38.96
AuroraBridge,POINT (-122.347278 47.643174),11/10/2020 11:31:00 PM,4129065,42.52,38.88
AuroraBridge,POINT (-122.347278 47.643174),11/10/2020 11:32:00 PM,4129066,42.50,38.84
AuroraBridge,POINT (-122.347278 47.643174),11/10/2020 11:33:00 PM,4129067,42.50,38.82
AuroraBridge,POINT (-122.347278 47.643174),11/10/2020 11:34:00 PM,4129068,42.50,38.79
AuroraBridge,POINT (-122.347278 47.643174),11/10/2020 11:35:00 PM,4129069,42.47,38.78
AuroraBridge,POINT (-122.347278 47.643174),11/10/2020 11:36:00 PM,4129070,42.46,38.78
AuroraBridge,POINT (-122.347278 47.643174),11/10/2020 11:37:00 PM,4129071,42.46,38.77
AuroraBridge,POINT (-122.347278 47.643174),11/10/2020 11:38:00 PM,4129072,42.46,38.77
AuroraBridge,POINT (-122.347278 47.643174),11/10/2020 11:39:00 PM,4129073,42.43,38.73
AuroraBridge,POINT (-122.347278 47.643174),11/10/2020 11:40:00 PM,4129074,42.42,38.70
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/10/2020 11:56:00 PM,4192512,39.52,39.52
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/10/2020 11:57:00 PM,4192513,39.52,39.52
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/10/2020 11:58:00 PM,4192514,39.51,39.51
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/10/2020 11:59:00 PM,4192515,39.50,39.50
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/11/2020 12:00:00 AM,4192516,39.49,39.49
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/11/2020 12:01:00 AM,4192517,39.47,39.47
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/11/2020 12:02:00 AM,4192518,39.47,39.47
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/11/2020 12:03:00 AM,4192519,39.45,39.45
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/11/2020 12:04:00 AM,4192520,39.43,39.43
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/11/2020 12:05:00 AM,4192521,39.43,39.43
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/11/2020 12:06:00 AM,4192522,39.42,39.42
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/11/2020 12:07:00 AM,4192523,39.40,39.40
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/11/2020 12:08:00 AM,4192524,39.40,39.40
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/11/2020 12:09:00 AM,4192525,39.40,39.40
NE45StViaduct,POINT (-122.301929 47.66127),11/10/2020 04:07:00 AM,4197316,40.15,42.01
NE45StViaduct,POINT (-122.301929 47.66127),11/10/2020 04:08:00 AM,4197317,40.12,42.00
NE45StViaduct,POINT (-122.301929 47.66127),11/10/2020 04:09:00 AM,4197318,40.10,41.99
NE45StViaduct,POINT (-122.301929 47.66127),11/10/2020 04:10:00 AM,4197319,40.06,41.99
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/10/2020 04:16:00 AM,1055889,42.55,41.73
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/10/2020 04:17:00 AM,1055890,42.55,41.76
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/10/2020 04:18:00 AM,1055891,42.55,41.77
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/10/2020 04:19:00 AM,1055892,42.55,41.77
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/10/2020 04:20:00 AM,1055893,42.55,41.80
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/10/2020 04:21:00 AM,1055894,42.55,41.83
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/10/2020 04:22:00 AM,1055895,42.55,41.86
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/10/2020 04:23:00 AM,1055896,42.55,41.89
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/10/2020 03:52:00 AM,4191308,41.37,41.37
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/10/2020 03:53:00 AM,4191309,41.34,41.34
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/10/2020 03:54:00 AM,4191310,41.32,41.32
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/10/2020 03:55:00 AM,4191311,41.31,41.31
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/10/2020 03:56:00 AM,4191312,41.28,41.28
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/10/2020 03:57:00 AM,4191313,41.25,41.25
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/10/2020 03:46:00 AM,3045890,45.61,45.61
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/10/2020 03:58:00 AM,4191314,41.21,41.21
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/10/2020 03:47:00 AM,3045891,45.60,45.60
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/10/2020 03:59:00 AM,4191315,41.19,41.19
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/10/2020 04:00:00 AM,4191316,41.16,41.16
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/10/2020 03:48:00 AM,3045892,45.59,45.59
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/10/2020 03:49:00 AM,3045893,45.59,45.59
NE45StViaduct,POINT (-122.301929 47.66127),11/10/2020 03:46:00 AM,4197295,40.44,42.60
NE45StViaduct,POINT (-122.301929 47.66127),11/10/2020 03:47:00 AM,4197296,40.44,42.59
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/10/2020 03:50:00 AM,3045894,45.58,45.58
NE45StViaduct,POINT (-122.301929 47.66127),11/10/2020 03:48:00 AM,4197297,40.43,42.58
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/10/2020 03:51:00 AM,3045895,45.59,45.59
NE45StViaduct,POINT (-122.301929 47.66127),11/10/2020 03:49:00 AM,4197298,40.43,42.56
NE45StViaduct,POINT (-122.301929 47.66127),11/10/2020 03:50:00 AM,4197299,40.42,42.53
NE45StViaduct,POINT (-122.301929 47.66127),11/10/2020 03:51:00 AM,4197300,40.42,42.52
NE45StViaduct,POINT (-122.301929 47.66127),11/10/2020 03:52:00 AM,4197301,40.41,42.49
NE45StViaduct,POINT (-122.301929 47.66127),11/10/2020 03:53:00 AM,4197302,40.40,42.47
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/10/2020 03:52:00 AM,3045896,45.58,45.58
NE45StViaduct,POINT (-122.301929 47.66127),11/10/2020 03:54:00 AM,4197303,40.40,42.44
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/10/2020 03:53:00 AM,3045897,45.58,45.58
NE45StViaduct,POINT (-122.301929 47.66127),11/10/2020 03:55:00 AM,4197304,40.39,42.41
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/10/2020 03:54:00 AM,3045898,45.58,45.58
NE45StViaduct,POINT (-122.301929 47.66127),11/10/2020 03:56:00 AM,4197305,40.38,42.37
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/10/2020 03:55:00 AM,3045899,45.58,45.58
NE45StViaduct,POINT (-122.301929 47.66127),11/10/2020 03:57:00 AM,4197306,40.37,42.34
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/10/2020 03:56:00 AM,3045900,45.58,45.58
NE45StViaduct,POINT (-122.301929 47.66127),11/10/2020 03:58:00 AM,4197307,40.36,42.30
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/10/2020 03:57:00 AM,3045901,45.57,45.57
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/10/2020 03:46:00 AM,1055859,42.52,40.31
NE45StViaduct,POINT (-122.301929 47.66127),11/10/2020 03:59:00 AM,4197308,40.33,42.27
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/10/2020 03:58:00 AM,3045902,45.57,45.57
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/10/2020 03:47:00 AM,1055860,42.53,40.36
NE45StViaduct,POINT (-122.301929 47.66127),11/10/2020 04:00:00 AM,4197309,40.32,42.23
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/10/2020 03:59:00 AM,3045903,45.57,45.57
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/10/2020 03:48:00 AM,1055861,42.53,40.41
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/10/2020 04:00:00 AM,3045904,45.57,45.57
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/10/2020 03:49:00 AM,1055862,42.53,40.46
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/10/2020 03:50:00 AM,1055863,42.53,40.51
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/10/2020 03:51:00 AM,1055864,42.53,40.55
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/10/2020 03:52:00 AM,1055865,42.53,40.60
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/10/2020 03:53:00 AM,1055866,42.53,40.58
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/10/2020 03:54:00 AM,1055867,42.53,40.63
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/10/2020 03:55:00 AM,1055868,42.53,40.69
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/10/2020 03:56:00 AM,1055869,42.53,40.73
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/10/2020 03:57:00 AM,1055870,42.53,40.77
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/10/2020 03:58:00 AM,1055871,42.53,40.83
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/10/2020 03:59:00 AM,1055872,42.53,40.90
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/10/2020 04:00:00 AM,1055873,42.53,40.96
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/10/2020 03:56:00 AM,3045900,45.58,45.58
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/10/2020 03:57:00 AM,3045901,45.57,45.57
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/10/2020 03:58:00 AM,3045902,45.57,45.57
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/10/2020 03:59:00 AM,3045903,45.57,45.57
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/10/2020 04:00:00 AM,3045904,45.57,45.57
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/10/2020 04:01:00 AM,3045905,45.58,45.58
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/10/2020 04:02:00 AM,3045906,45.58,45.58
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/10/2020 04:03:00 AM,3045907,45.58,45.58
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/10/2020 03:56:00 AM,4191312,41.28,41.28
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/10/2020 04:04:00 AM,3045908,45.58,45.58
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/10/2020 03:57:00 AM,4191313,41.25,41.25
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/10/2020 04:05:00 AM,3045909,45.59,45.59
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/10/2020 03:58:00 AM,4191314,41.21,41.21
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/10/2020 04:06:00 AM,3045910,45.59,45.59
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/10/2020 03:59:00 AM,4191315,41.19,41.19
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/10/2020 04:07:00 AM,3045911,45.58,45.58
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/10/2020 04:00:00 AM,4191316,41.16,41.16
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/10/2020 04:08:00 AM,3045912,45.58,45.58
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/10/2020 04:01:00 AM,4191317,41.12,41.12
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/10/2020 04:09:00 AM,3045913,45.57,45.57
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/10/2020 04:02:00 AM,4191318,41.10,41.10
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/10/2020 04:10:00 AM,3045914,45.56,45.56
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/10/2020 04:03:00 AM,4191319,41.07,41.07
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/10/2020 04:04:00 AM,4191320,41.03,41.03
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/10/2020 04:05:00 AM,4191321,41.00,41.00
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/10/2020 04:06:00 AM,4191322,40.96,40.96
MagnoliaBridge,POINT (-122.387341 47.633454),11/10/2020 03:56:00 AM,4157390,39.53,43.03
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/10/2020 04:07:00 AM,4191323,40.92,40.92
MagnoliaBridge,POINT (-122.387341 47.633454),11/10/2020 03:57:00 AM,4157391,39.50,43.02
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/10/2020 04:08:00 AM,4191324,40.90,40.90
MagnoliaBridge,POINT (-122.387341 47.633454),11/10/2020 03:58:00 AM,4157392,39.47,43.01
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/10/2020 04:09:00 AM,4191325,40.84,40.84
MagnoliaBridge,POINT (-122.387341 47.633454),11/10/2020 03:59:00 AM,4157393,39.44,42.99
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/10/2020 04:10:00 AM,4191326,40.82,40.82
MagnoliaBridge,POINT (-122.387341 47.633454),11/10/2020 04:00:00 AM,4157394,39.42,43.01
MagnoliaBridge,POINT (-122.387341 47.633454),11/10/2020 04:01:00 AM,4157395,39.40,42.91
MagnoliaBridge,POINT (-122.387341 47.633454),11/10/2020 04:02:00 AM,4157396,39.36,42.80
MagnoliaBridge,POINT (-122.387341 47.633454),11/10/2020 04:03:00 AM,4157397,39.34,42.79
MagnoliaBridge,POINT (-122.387341 47.633454),11/10/2020 04:04:00 AM,4157398,39.30,42.90
MagnoliaBridge,POINT (-122.387341 47.633454),11/10/2020 04:05:00 AM,4157399,39.27,42.99
MagnoliaBridge,POINT (-122.387341 47.633454),11/10/2020 04:06:00 AM,4157400,39.26,43.02
MagnoliaBridge,POINT (-122.387341 47.633454),11/10/2020 04:07:00 AM,4157401,39.23,42.98
MagnoliaBridge,POINT (-122.387341 47.633454),11/10/2020 04:08:00 AM,4157402,39.20,43.07
MagnoliaBridge,POINT (-122.387341 47.633454),11/10/2020 04:09:00 AM,4157403,39.18,43.13
MagnoliaBridge,POINT (-122.387341 47.633454),11/10/2020 04:10:00 AM,4157404,39.15,43.14
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/10/2020 04:06:00 AM,4191322,40.96,40.96
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/10/2020 04:07:00 AM,4191323,40.92,40.92
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/10/2020 04:24:00 AM,1055897,42.55,41.89
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/10/2020 04:25:00 AM,1055898,42.55,41.86
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/10/2020 04:26:00 AM,1055899,42.56,41.77
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/10/2020 04:27:00 AM,1055900,42.56,41.66
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/10/2020 04:28:00 AM,1055901,42.56,41.58
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/10/2020 04:29:00 AM,1055902,42.56,41.54
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/10/2020 04:30:00 AM,1055903,42.57,41.56
NE45StViaduct,POINT (-122.301929 47.66127),11/10/2020 04:16:00 AM,4197325,39.90,41.64
NE45StViaduct,POINT (-122.301929 47.66127),11/10/2020 04:17:00 AM,4197326,39.87,41.60
NE45StViaduct,POINT (-122.301929 47.66127),11/10/2020 04:18:00 AM,4197327,39.84,41.56
NE45StViaduct,POINT (-122.301929 47.66127),11/10/2020 04:19:00 AM,4197328,39.82,41.52
NE45StViaduct,POINT (-122.301929 47.66127),11/10/2020 04:20:00 AM,4197329,39.79,41.46
NE45StViaduct,POINT (-122.301929 47.66127),11/10/2020 04:21:00 AM,4197330,39.76,41.43
NE45StViaduct,POINT (-122.301929 47.66127),11/10/2020 04:22:00 AM,4197331,39.73,41.38
NE45StViaduct,POINT (-122.301929 47.66127),11/10/2020 04:23:00 AM,4197332,39.71,41.32
NE45StViaduct,POINT (-122.301929 47.66127),11/10/2020 04:24:00 AM,4197333,39.68,41.25
NE45StViaduct,POINT (-122.301929 47.66127),11/10/2020 04:25:00 AM,4197334,39.65,41.23
NE45StViaduct,POINT (-122.301929 47.66127),11/10/2020 04:26:00 AM,4197335,39.62,41.23
NE45StViaduct,POINT (-122.301929 47.66127),11/10/2020 04:27:00 AM,4197336,39.59,41.23
NE45StViaduct,POINT (-122.301929 47.66127),11/10/2020 04:28:00 AM,4197337,39.57,41.23
